timestamp|symbol|open|high|low|close|volume|timeframe|tema|hrma|smma|Z-Score of body size|Candle classification|diag_asc_line_1|diag_asc_line_2|diag_asc_line_3|diag_desc_line_1|diag_desc_line_2|diag_desc_line_3|diag_high_map|diag_low_map|horiz_peak_line_1|horiz_peak_line_2|horiz_peak_line_3|horiz_bottom_line_1|horiz_bottom_line_2|horiz_bottom_line_3|horiz_high_map|horiz_low_map|ha_open|ha_high|ha_low|ha_close|ha_classification|ha_body_size|ha_body_zscore|kc_ultra_extreme_upper|kc_extreme_upper|kc_uppermost|kc_upper|kc_upper_middle|kc_lower_middle|kc_lower|kc_lowermost|kc_extreme_lower|kc_ultra_extreme_lower|sr_support_4|sr_support_3|sr_support_2|sr_support_1|sr_resistance_1|sr_resistance_2|sr_resistance_3|sr_resistance_4|zigzag_high|zigzag_low|ema|dual_tema_high|dual_tema_low|pinbar|collected_at
1770598200|XAUUSD|2656.2|2661.54|2656.05|2661.49|8772|M5|2666.01684|2667.25444|2659.86903|0.01992|-1|2653.36145|2647.52414|2641.6213|2665.28176|2666.71931|2666.79085|0.0|0.0|2659.42272|2660.39688|2658.07178|2657.30866|2657.84279|2661.56693|0.0|0.0|2658.845|2661.54|2656.05|2658.82|-1|0.025|1.7518|2683.45|2677.96|2672.47|2666.98|2664.235|2658.745|2656.0|2650.51|2645.02|2639.53|2645.07|2647.815|2650.56|2653.305|2664.285|2667.03|2669.775|2672.52|0.0|2655.42939|2671.59997|2661.29633|2655.66725|0|1770869869
1770598500|XAUUSD|2666.0|2667.87|2657.28|2659.42|6873|M5|2665.35199|2662.34131|2666.89239|2.68054|-2|2654.75886|2651.13049|2649.17028|2669.52641|2671.22527|2663.64057|0.0|0.0|2667.49214|2670.62426|2665.01893|2658.03915|2659.88943|2656.76563|2667.9423|2656.61993|2662.71|2667.87|2657.28|2662.6425|-1|0.0675|0.20324|2701.78|2691.19|2680.6|2670.01|2664.715|2654.125|2648.83|2638.24|2627.65|2617.06|2636.1|2641.395|2646.69|2651.985|2673.165|2678.46|2683.755|2689.05|2668.10496|2655.82609|2660.60925|2668.37274|2657.67648|0|1770869869
1770598800|XAUUSD|2654.24|2657.31|2650.54|2655.76|6015|M5|2653.82587|2646.76892|2643.43687|-2.22003|0|2651.2669|2660.39347|2645.99583|2661.65581|2651.19269|2647.54356|0.0|0.0|2656.0251|2652.86035|2660.0741|2653.00531|2655.06377|2646.74853|0.0|0.0|2655.0|2657.31|2650.54|2654.4625|-1|0.5375|-0.8497|2682.84|2676.07|2669.3|2662.53|2659.145|2652.375|2648.99|2642.22|2635.45|2628.68|2637.0|2640.385|2643.77|2647.155|2660.695|2664.08|2667.465|2670.85|0.0|0.0|2657.84693|2657.55315|2650.73518|0|1770869869
1770599100|XAUUSD|2651.2|2655.02|2644.17|2644.24|9905|M5|2640.34287|2635.34736|2656.40929|2.7345|0|2640.71991|2641.69374|2639.66967|2653.66849|2664.3555|2652.21638|0.0|0.0|2653.76571|2660.31468|2660.06229|2641.65135|2644.24078|2636.41751|2655.91135|0.0|2647.72|2655.02|2644.17|2648.6575|1|0.9375|1.8998|2687.64|2676.79|2665.94|2655.09|2649.665|2638.815|2633.39|2622.54|2611.69|2600.84|2622.47|2627.895|2633.32|2638.745|2660.445|2665.87|2671.295|2676.72|0.0|2640.0292|2657.05377|2654.46402|2643.65178|0|1770869869
1770599400|XAUUSD|2643.4|2652.82|2638.41|2651.7|6585|M5|2644.08129|2657.37303|2651.63953|1.47062|-1|2637.23024|2642.39395|2650.46137|2649.37009|2646.38296|2646.93681|0.0|0.0|2650.90208|2656.38433|2659.95927|2639.49775|2636.73949|2644.85013|0.0|0.0|2647.55|2652.82|2638.41|2646.5825|-1|0.9675|-0.52213|2709.34|2694.93|2680.52|2666.11|2658.905|2644.495|2637.29|2622.88|2608.47|2594.06|2609.59|2616.795|2624.0|2631.205|2660.025|2667.23|2674.435|2681.64|2655.67216|0.0|2639.11951|2653.78456|2638.00695|1|1770869869
1770599700|XAUUSD|2654.17|2657.67|2648.23|2650.99|6321|M5|2643.55004|2643.40067|2643.80487|-1.07177|2|2652.98412|2642.94153|2638.66173|2655.12532|2655.42558|2650.3016|0.0|2646.95918|2656.97816|2660.0559|2651.67975|2646.65504|2648.1238|2654.57358|0.0|0.0|2652.58|2657.67|2648.23|2652.765|1|0.185|-1.30877|2688.75|2679.31|2669.87|2660.43|2655.71|2646.27|2641.55|2632.11|2622.67|2613.23|2629.35|2634.07|2638.79|2643.51|2662.39|2667.11|2671.83|2676.55|0.0|0.0|2657.275|2657.48014|2648.77398|0|1770869869
1770600000|XAUUSD|2654.83|2663.22|2652.28|2659.41|5479|M5|2665.83945|2649.65868|2672.24836|0.88494|-1|2655.68328|2647.52765|2642.90927|2667.02325|2670.35771|2673.33995|0.0|2651.83497|2663.54278|2664.26689|2668.5196|2651.04258|2651.98617|2656.10196|0.0|0.0|2657.12|2663.22|2652.28|2657.435|1|0.315|-0.15606|2703.17|2692.23|2681.29|2670.35|2664.88|2653.94|2648.47|2637.53|2626.59|2615.65|2630.4|2635.87|2641.34|2646.81|2668.69|2674.16|2679.63|2685.1|2666.87516|0.0|2665.72125|2663.74476|2653.00797|0|1770869869
1770600300|XAUUSD|2657.1|2659.95|2650.02|2652.57|4226|M5|2660.00416|2654.84262|2653.33296|1.12934|1|2651.2933|2649.63795|2662.58872|2655.65835|2656.64786|2670.4001|2661.87406|0.0|2661.4724|2664.7325|2666.27478|2649.61794|2653.70605|2651.61066|0.0|0.0|2654.835|2659.95|2650.02|2654.91|1|0.075|1.41538|2692.29|2682.36|2672.43|2662.5|2657.535|2647.605|2642.64|2632.71|2622.78|2612.85|2630.16|2635.125|2640.09|2645.055|2664.915|2669.88|2674.845|2679.81|0.0|0.0|2659.04879|2659.23385|2649.72622|0|1770869869
1770600600|XAUUSD|2652.37|2656.58|2645.74|2646.13|4340|M5|2651.12659|2653.9005|2655.62423|1.37483|2|2648.54141|2645.71936|2633.74446|2653.10607|2653.60021|2658.04747|0.0|0.0|2655.91279|2656.33389|2656.0431|2646.67299|2650.24138|2647.4975|0.0|0.0|2649.25|2656.58|2645.74|2650.205|1|0.955|-1.58013|2689.49|2678.65|2667.81|2656.97|2651.55|2640.71|2635.29|2624.45|2613.61|2602.77|2624.06|2629.48|2634.9|2640.32|2662.0|2667.42|2672.84|2678.26|2659.83264|0.0|2633.27637|2656.15284|2644.94751|0|1770869869
1770600900|XAUUSD|2642.38|2648.28|2641.17|2645.43|1704|M5|2646.3097|2653.97758|2632.24098|2.76533|0|2638.6934|2642.57417|2634.46457|2643.33483|2645.0591|2659.44005|0.0|0.0|2648.88064|2653.50209|2649.5896|2642.10596|2640.6774|2644.60447|2648.30625|0.0|2643.905|2648.28|2641.17|2644.315|1|0.41|1.0987|2673.87|2666.76|2659.65|2652.54|2648.985|2641.875|2638.32|2631.21|2624.1|2616.99|2626.95|2630.505|2634.06|2637.615|2651.835|2655.39|2658.945|2662.5|0.0|0.0|2655.56769|2648.34202|2642.11846|0|1770869869
1770601200|XAUUSD|2639.8|2639.87|2634.77|2635.73|1873|M5|2640.69224|2645.08313|2645.95596|-0.6542|0|2632.15663|2625.0931|2628.29552|2640.02368|2639.41349|2648.35563|0.0|0.0|2641.67636|2644.73154|2646.90617|2634.8475|2636.04618|2640.64083|2640.09802|0.0|2637.765|2639.87|2634.77|2637.5425|-1|0.2225|1.53528|2656.13|2651.03|2645.93|2640.83|2638.28|2633.18|2630.63|2625.53|2620.43|2615.33|2624.57|2627.12|2629.67|2632.22|2642.42|2644.97|2647.52|2650.07|0.0|0.0|2626.49933|2638.97048|2634.57035|0|1770869869
1770601500|XAUUSD|2635.38|2644.0|2634.5|2643.93|8202|M5|2646.33078|2649.19184|2652.19595|1.15111|1|2629.54161|2640.45296|2633.63443|2643.34582|2650.7596|2634.85306|2645.71312|0.0|2641.49482|2645.84933|2642.65186|2633.86658|2630.70505|2632.19454|0.0|2634.18267|2639.655|2644.0|2634.5|2639.4525|-1|0.2025|1.89216|2681.93|2672.43|2662.93|2653.43|2648.68|2639.18|2634.43|2624.93|2615.43|2605.93|2615.5|2620.25|2625.0|2629.75|2648.75|2653.5|2658.25|2663.0|0.0|0.0|2632.68616|2643.17786|2634.35448|0|1770869869
1770601800|XAUUSD|2645.33|2648.58|2637.24|2640.14|1750|M5|2636.43987|2634.90406|2630.71056|2.75888|0|2634.80454|2643.169|2647.88638|2643.49465|2651.41971|2640.16704|2649.68781|0.0|2648.71327|2651.43861|2652.7229|2639.49313|2638.27118|2642.45965|2649.5566|2636.46142|2642.735|2648.58|2637.24|2642.8225|1|0.0875|0.29286|2685.5|2674.16|2662.82|2651.48|2645.81|2634.47|2628.8|2617.46|2606.12|2594.78|2614.56|2620.23|2625.9|2631.57|2654.25|2659.92|2665.59|2671.26|2649.17644|0.0|2639.58321|2649.11542|2638.21091|0|1770869869
1770602100|XAUUSD|2644.89|2648.46|2643.61|2648.24|9008|M5|2647.87556|2655.91986|2636.06034|-1.71986|-2|2644.43966|2652.65915|2637.98857|2649.67868|2639.15003|2643.85168|0.0|0.0|2649.91996|2643.71063|2650.26127|2645.89853|2645.12413|2643.54133|0.0|0.0|2646.565|2648.46|2643.61|2646.3|-1|0.265|-1.60121|2667.64|2662.79|2657.94|2653.09|2650.665|2645.815|2643.39|2638.54|2633.69|2628.84|2633.91|2636.335|2638.76|2641.185|2650.885|2653.31|2655.735|2658.16|0.0|2641.24652|2638.31768|2648.5515|2644.20201|0|1770869869
1770602400|XAUUSD|2651.43|2656.31|2648.51|2654.87|9038|M5|2654.25472|2661.30014|2655.02496|-2.92042|0|2644.13589|2645.20943|2647.87633|2659.01698|2665.6408|2665.81977|0.0|0.0|2653.89304|2651.41456|2650.09096|2649.22041|2644.25608|2649.49952|0.0|0.0|2653.15|2656.31|2648.51|2652.78|-1|0.37|-1.04044|2686.07|2678.27|2670.47|2662.67|2658.77|2650.97|2647.07|2639.27|2631.47|2623.67|2632.91|2636.81|2640.71|2644.61|2660.21|2664.11|2668.01|2671.91|0.0|0.0|2658.51831|2655.7902|2649.46499|0|1770869869
1770602700|XAUUSD|2656.14|2656.67|2646.84|2648.94|2987|M5|2643.4372|2641.1515|2643.50715|-1.40348|-2|2651.01703|2654.9415|2642.07535|2652.24495|2658.30894|2666.20986|2656.68347|0.0|2655.74847|2652.84486|2663.80213|2646.97438|2646.39643|2642.48771|0.0|0.0|2652.54|2656.67|2646.84|2652.1475|-1|0.3925|0.83614|2688.26|2678.43|2668.6|2658.77|2653.855|2644.025|2639.11|2629.28|2619.45|2609.62|2627.18|2632.095|2637.01|2641.925|2661.585|2666.5|2671.415|2676.33|2659.8307|0.0|2638.36611|2656.86649|2647.0678|0|1770869869
1770603000|XAUUSD|2647.61|2651.57|2644.13|2650.28|7591|M5|2655.88917|2644.99605|2644.60643|-1.26105|1|2647.01494|2648.72115|2645.41633|2647.52624|2646.91186|2658.96492|2652.48617|0.0|2649.59246|2650.45894|2653.76119|2641.6741|2648.4874|2639.05268|0.0|0.0|2648.945|2651.57|2644.13|2648.3975|-1|0.5475|-0.25426|2680.04|2672.6|2665.16|2657.72|2654.0|2646.56|2642.84|2635.4|2627.96|2620.52|2629.25|2632.97|2636.69|2640.41|2655.29|2659.01|2662.73|2666.45|0.0|2641.45963|2656.39198|2652.10662|2644.60665|0|1770869869
1770603300|XAUUSD|2653.63|2654.89|2644.71|2645.35|5432|M5|2650.07354|2640.13043|2645.1293|-1.13936|-2|2649.5324|2637.28081|2643.53281|2653.76782|2659.37094|2654.56139|2655.61506|0.0|2656.2405|2651.39889|2649.80181|2644.91932|2645.29699|2641.97395|2655.82113|0.0|2649.49|2654.89|2644.71|2649.645|1|0.155|-1.18473|2686.07|2675.89|2665.71|2655.53|2650.44|2640.26|2635.17|2624.99|2614.81|2604.63|2624.35|2629.44|2634.53|2639.62|2659.98|2665.07|2670.16|2675.25|0.0|0.0|2650.85596|2655.11769|2645.03285|1|1770869869
1770603600|XAUUSD|2642.45|2646.74|2632.51|2636.89|4996|M5|2639.70546|2633.32436|2636.85499|-2.43753|2|2636.61688|2623.99954|2636.68723|2646.24383|2655.93129|2648.59072|0.0|0.0|2647.03719|2642.54433|2645.28605|2633.58949|2632.77854|2627.52087|0.0|2631.66104|2639.67|2646.74|2632.51|2639.6475|-1|0.0225|1.41324|2693.81|2679.58|2665.35|2651.12|2644.005|2629.775|2622.66|2608.43|2594.2|2579.97|2604.05|2611.165|2618.28|2625.395|2653.855|2660.97|2668.085|2675.2|0.0|0.0|2622.08493|2646.9116|2632.04328|0|1770869869
1770603900|XAUUSD|2632.38|2640.54|2627.4|2635.94|8580|M5|2637.94668|2634.32257|2635.14382|-1.13196|1|2632.02603|2626.55331|2617.08166|2637.21409|2646.69715|2636.02039|2641.13009|2627.18541|2639.59654|2644.46723|2639.40355|2626.77573|2627.35344|2628.63925|0.0|0.0|2634.16|2640.54|2627.4|2634.065|-1|0.095|-0.41469|2688.5|2675.36|2662.22|2649.08|2642.51|2629.37|2622.8|2609.66|2596.52|2583.38|2601.12|2607.69|2614.26|2620.83|2647.11|2653.68|2660.25|2666.82|0.0|0.0|2636.75362|2640.20219|2627.99584|0|1770869869
1770604200|XAUUSD|2630.16|2631.16|2626.25|2627.76|5589|M5|2633.85226|2635.09525|2637.89631|-1.13987|-2|2629.34721|2632.2469|2626.81293|2627.48308|2636.37295|2618.98846|2631.90146|0.0|2632.57274|2628.30255|2623.55179|2628.37482|2625.01188|2630.55732|0.0|0.0|2628.96|2631.16|2626.25|2628.8325|-1|0.1275|0.43321|2647.4|2642.49|2637.58|2632.67|2630.215|2625.305|2622.85|2617.94|2613.03|2608.12|2616.43|2618.885|2621.34|2623.795|2633.615|2636.07|2638.525|2640.98|0.0|0.0|2614.64035|2630.8|2625.46957|0|1770869869
1770604500|XAUUSD|2625.26|2629.25|2622.44|2625.76|4102|M5|2622.50581|2627.1655|2631.95338|1.86144|-2|2622.62106|2621.18578|2638.08026|2628.4546|2625.54404|2632.83002|0.0|0.0|2626.67939|2634.41204|2635.04905|2621.91222|2622.55678|2622.67953|2629.35509|0.0|2625.51|2629.25|2622.44|2625.6775|1|0.1675|-1.25503|2653.0|2646.19|2639.38|2632.57|2629.165|2622.355|2618.95|2612.14|2605.33|2598.52|2608.82|2612.225|2615.63|2619.035|2632.655|2636.06|2639.465|2642.87|2631.06281|0.0|2619.36433|2629.62445|2622.696|1|1770869869
1770604800|XAUUSD|2627.28|2629.72|2625.98|2628.32|3461|M5|2626.83783|2618.57965|2620.94341|-2.67797|2|2625.49953|2631.63549|2639.93244|2625.48635|2626.75464|2642.17328|0.0|0.0|2627.82025|2625.22278|2629.16513|2623.74612|2629.77768|2630.65705|0.0|0.0|2627.8|2629.72|2625.98|2627.825|1|0.025|-1.16752|2643.28|2639.54|2635.8|2632.06|2630.19|2626.45|2624.58|2620.84|2617.1|2613.36|2618.5|2620.37|2622.24|2624.11|2631.59|2633.46|2635.33|2637.2|0.0|2625.22507|2641.44303|2630.63631|2626.11692|0|1770869869
1770605100|XAUUSD|2630.32|2639.59|2627.74|2635.89|8216|M5|2639.31057|2634.84551|2645.51737|0.96054|-1|2627.65158|2629.45023|2618.47438|2636.15565|2636.37932|2637.80285|0.0|2625.93026|2639.22295|2640.81833|2637.9547|2626.52909|2623.84047|2626.65027|0.0|0.0|2633.105|2639.59|2627.74|2633.385|1|0.28|-0.60222|2683.29|2671.44|2659.59|2647.74|2641.815|2629.965|2624.04|2612.19|2600.34|2588.49|2604.04|2609.965|2615.89|2621.815|2645.515|2651.44|2657.365|2663.29|0.0|0.0|2645.83661|2640.3365|2628.58092|0|1770869869
1770605400|XAUUSD|2631.85|2642.55|2629.57|2640.37|5877|M5|2640.83527|2643.33757|2651.54015|-1.45836|2|2625.98244|2638.56882|2638.61369|2644.44345|2638.48413|2644.17039|2642.94105|0.0|2642.40405|2646.93774|2635.78417|2630.63452|2629.74865|2624.88157|0.0|0.0|2636.11|2642.55|2629.57|2636.085|-1|0.025|-0.69066|2692.29|2679.31|2666.33|2653.35|2646.86|2633.88|2627.39|2614.41|2601.43|2588.45|2603.61|2610.1|2616.59|2623.08|2649.04|2655.53|2662.02|2668.51|0.0|0.0|2644.29299|2642.89745|2630.30622|0|1770869869
1770605700|XAUUSD|2637.67|2638.56|2630.93|2635.4|9102|M5|2628.95256|2643.85096|2642.35556|0.79524|1|2630.092|2624.24652|2617.21204|2635.86605|2631.48597|2637.40378|0.0|0.0|2636.12157|2634.24089|2641.55006|2631.02316|2626.70406|2623.96776|0.0|0.0|2636.535|2638.56|2630.93|2635.64|-1|0.895|-1.93266|2665.92|2658.29|2650.66|2643.03|2639.215|2631.585|2627.77|2620.14|2612.51|2604.88|2615.67|2619.485|2623.3|2627.115|2642.375|2646.19|2650.005|2653.82|0.0|2628.6053|2621.13403|2639.13774|2630.45337|0|1770869869
1770606000|XAUUSD|2637.23|2639.8|2627.65|2629.15|2509|M5|2631.0766|2623.79455|2639.94039|1.62561|2|2622.9761|2625.6281|2641.67922|2642.56334|2639.21673|2654.03227|0.0|0.0|2638.35446|2643.01046|2637.12354|2629.12432|2624.20449|2628.13484|0.0|2627.57639|2633.19|2639.8|2627.65|2633.4575|1|0.2675|-1.55848|2677.75|2665.6|2653.45|2641.3|2635.225|2623.075|2617.0|2604.85|2592.7|2580.55|2603.35|2609.425|2615.5|2621.575|2645.875|2651.95|2658.025|2664.1|0.0|2627.43018|2638.95086|2640.33628|2628.22627|0|1770869869
1770606300|XAUUSD|2633.46|2634.47|2622.98|2627.73|4002|M5|2632.18744|2625.89561|2634.26303|1.62128|-1|2620.33382|2631.60243|2627.22347|2635.18088|2640.17855|2618.99653|0.0|0.0|2633.13439|2636.11405|2642.02633|2622.64926|2618.8996|2618.21241|0.0|0.0|2630.595|2634.47|2622.98|2629.66|-1|0.935|1.25055|2673.69|2662.2|2650.71|2639.22|2633.475|2621.985|2616.24|2604.75|2593.26|2581.77|2600.0|2605.745|2611.49|2617.235|2640.215|2645.96|2651.705|2657.45|2635.74222|2620.9066|2632.59417|2634.27255|2622.38851|0|1770869869
1770606600|XAUUSD|2624.0|2625.33|2613.29|2616.34|5470|M5|2619.73503|2621.92201|2626.74656|2.95943|-2|2608.84518|2603.94866|2621.19775|2621.89477|2620.11866|2632.52763|0.0|0.0|2627.48107|2622.30034|2626.23317|2611.3492|2610.53567|2611.91544|0.0|0.0|2620.17|2625.33|2613.29|2619.74|-1|0.43|-0.50561|2664.5|2652.46|2640.42|2628.38|2622.36|2610.32|2604.3|2592.26|2580.22|2568.18|2589.21|2595.23|2601.25|2607.27|2631.35|2637.37|2643.39|2649.41|0.0|0.0|2628.24046|2625.05294|2612.4102|0|1770869869
1770606900|XAUUSD|2613.61|2623.23|2613.57|2622.02|6489|M5|2621.21646|2628.98421|2616.26274|-0.37721|-2|2612.33918|2616.88808|2618.43184|2622.06639|2630.05184|2631.12051|0.0|2612.44731|2621.30334|2623.81589|2625.53585|2614.03038|2617.51913|2610.69734|2624.06426|0.0|2617.815|2623.23|2613.57|2618.1075|1|0.2925|0.62202|2660.66|2651.0|2641.34|2631.68|2626.85|2617.19|2612.36|2602.7|2593.04|2583.38|2594.25|2599.08|2603.91|2608.74|2628.06|2632.89|2637.72|2642.55|0.0|0.0|2635.38631|2622.57674|2614.09371|0|1770869869
1770607200|XAUUSD|2618.58|2621.12|2609.31|2613.67|2425|M5|2614.10556|2605.41057|2615.46169|2.61141|-2|2605.41169|2610.12161|2604.78267|2618.91358|2623.2107|2623.2585|0.0|0.0|2620.57674|2623.97729|2625.21661|2607.51597|2606.45421|2612.98157|2621.80846|0.0|2616.125|2621.12|2609.31|2615.67|-1|0.455|1.43964|2660.91|2649.1|2637.29|2625.48|2619.575|2607.765|2601.86|2590.05|2578.24|2566.43|2585.69|2591.595|2597.5|2603.405|2627.025|2632.93|2638.835|2644.74|0.0|0.0|2599.859|2621.58092|2608.4952|0|1770869869
1770607500|XAUUSD|2610.82|2618.66|2610.23|2613.77|5561|M5|2620.17795|2612.24257|2611.94486|-1.04211|2|2611.77751|2601.5658|2618.25616|2614.65124|2628.39014|2609.95255|0.0|0.0|2616.3653|2613.58382|2615.25387|2608.49892|2609.18821|2612.92083|0.0|0.0|2612.295|2618.66|2610.23|2613.37|1|1.075|0.28528|2647.49|2639.06|2630.63|2622.2|2617.985|2609.555|2605.34|2596.91|2588.48|2580.05|2593.37|2597.585|2601.8|2606.015|2622.875|2627.09|2631.305|2635.52|2622.31175|0.0|2615.95944|2618.53376|2609.36759|0|1770869869
