Fractal_timestamp	Fractal_symbol	Fractal_timeframe	Fractal_close	Fractal_Best_FL	Fractal_UOEDT	Fractal_LOEDT
1781077929	XAUUSD	M15	4204.49	4241.59215	4254.42171	
1781078829	XAUUSD	M15	4218.23	4240.30703	4253.13658	
1781079729	XAUUSD	M15	4203.39	4239.02190	4251.85146	
1781080629	XAUUSD	M15	4201.81	4237.73677	4250.56633	
1781081529	XAUUSD	M15	4187.41	4236.45165	4249.28120	
1781082429	XAUUSD	M15	4188.63	4235.16652	4247.99608	
1781083329	XAUUSD	M15	4182.77	4233.88139	4246.71095	
1781084229	XAUUSD	M15	4187.98	4232.59627	4245.42582	
1781085129	XAUUSD	M15	4184.51	4231.31114	4244.14070	
1781086029	XAUUSD	M15	4174.01	4230.02601	4242.85557	
1781086929	XAUUSD	M15	4178.09	4228.74089	4241.57044	
1781087829	XAUUSD	M15	4177.22	4227.45576	4240.28532	
1781088729	XAUUSD	M15	4179.92	4226.17063	4239.00019	
1781089629	XAUUSD	M15	4184.81	4224.88551	4237.71506	
1781090529	XAUUSD	M15	4181.37	4223.60038	4236.42994	
1781091429	XAUUSD	M15	4174.56	4222.31525	4235.14481	
1781092329	XAUUSD	M15	4173.55	4221.03013	4233.85968	
1781093229	XAUUSD	M15	4174.82	4219.74500	4232.57456	
1781094129	XAUUSD	M15	4179.77	4218.45987	4231.28943	
1781095029	XAUUSD	M15	4187.25	4217.17475	4230.00430	
1781095929	XAUUSD	M15	4198.25	4215.88962	4228.71918	
1781096829	XAUUSD	M15	4205.15	4214.60449	4227.43405	
1781097729	XAUUSD	M15	4212.90	4213.31937	4226.14892	
1781098629	XAUUSD	M15	4211.94	4212.03424	4224.86380	
1781099529	XAUUSD	M15	4207.75	4210.74911	4223.57867	
1781100429	XAUUSD	M15	4203.96	4209.46399	4222.29354	
1781101329	XAUUSD	M15	4200.31	4208.17886	4221.00842	
1781102229	XAUUSD	M15	4194.92	4206.89373	4219.72329	
1781103129	XAUUSD	M15	4189.69	4205.60861	4218.43816	
1781104029	XAUUSD	M15	4186.47	4204.32348	4217.15304	
1781104929	XAUUSD	M15	4166.47	4203.03835	4215.86791	
1781105829	XAUUSD	M15	4172.22	4201.75323	4214.58278	
1781106729	XAUUSD	M15	4170.55	4200.46810	4213.29766	
1781107629	XAUUSD	M15	4168.57	4199.18297	4212.01253	
1781108529	XAUUSD	M15	4165.07	4197.89785	4210.72741	
1781109429	XAUUSD	M15	4166.26	4196.61272	4209.44228	
1781110329	XAUUSD	M15	4171.29	4195.32759	4208.15715	
1781111229	XAUUSD	M15	4168.74	4194.04247	4206.87203	
1781112129	XAUUSD	M15	4161.01	4192.75734	4205.58690	
1781113029	XAUUSD	M15	4165.16	4191.47222	4204.30177	
1781113929	XAUUSD	M15	4171.40	4190.18709	4203.01665	
1781114829	XAUUSD	M15	4174.51	4188.90196	4201.73152	
1781115729	XAUUSD	M15	4168.83	4187.61684	4200.44639	
1781116629	XAUUSD	M15	4166.32	4186.33171	4199.16127	
1781117529	XAUUSD	M15	4154.43	4185.04658	4197.87614	
1781118429	XAUUSD	M15	4147.65	4183.76146	4196.59101	
1781119329	XAUUSD	M15	4136.27	4182.47633	4195.30589	
1781120229	XAUUSD	M15	4141.11	4181.19120	4194.02076	
1781121129	XAUUSD	M15	4160.44	4179.90608	4192.73563	
1781122029	XAUUSD	M15	4147.02	4178.62095	4191.45051	
1781122929	XAUUSD	M15	4151.43	4177.33582	4190.16538	
1781123829	XAUUSD	M15	4150.11	4176.05070	4188.88025	
1781124729	XAUUSD	M15	4178.11	4174.76557	4187.59513	
1781125629	XAUUSD	M15	4179.64	4173.48044	4186.31000	
1781126529	XAUUSD	M15	4174.19	4172.19532	4185.02487	
1781127429	XAUUSD	M15	4161.02	4170.91019	4183.73975	
1781128329	XAUUSD	M15	4150.06	4169.62506	4182.45462	
1781129229	XAUUSD	M15	4124.86	4168.33994	4181.16949	
1781130129	XAUUSD	M15	4123.79	4167.05481	4179.88437	
1781131029	XAUUSD	M15	4127.72	4165.76968	4178.59924	
1781131929	XAUUSD	M15	4128.75	4164.48456	4177.31411	
1781132829	XAUUSD	M15	4128.99	4163.19943	4176.02899	
1781133729	XAUUSD	M15	4129.23	4161.91430	4174.74386	
1781134629	XAUUSD	M15	4127.54	4160.62918	4173.45873	
1781135529	XAUUSD	M15	4122.36	4159.34405	4172.17361	
1781136429	XAUUSD	M15	4121.98	4158.05892	4170.88848	
1781137329	XAUUSD	M15	4118.08	4156.77380	4169.60335	
1781138229	XAUUSD	M15	4110.89	4155.48867	4168.31823	
1781139129	XAUUSD	M15	4102.34	4154.20354	4167.03310	
1781140029	XAUUSD	M15	4111.66	4152.91842	4165.74797	
1781140929	XAUUSD	M15	4115.96	4151.63329	4164.46285	
1781141829	XAUUSD	M15	4112.47	4150.34816	4163.17772	
1781142729	XAUUSD	M15	4104.98	4149.06304	4161.89259	
1781143629	XAUUSD	M15	4101.23	4147.77791	4160.60747	
1781144529	XAUUSD	M15	4089.00	4146.49278	4159.32234	
1781145429	XAUUSD	M15	4084.73	4145.20766	4158.03722	
1781146329	XAUUSD	M15	4091.63	4143.92253	4156.75209	
1781147229	XAUUSD	M15	4082.84	4142.63741	4155.46696	
1781148129	XAUUSD	M15	4072.13	4141.35228	4154.18184	
1781149029	XAUUSD	M15	4078.46	4140.06715	4152.89671	
1781149929	XAUUSD	M15	4072.83	4138.78203	4151.61158	
1781150829	XAUUSD	M15	4071.24	4137.49690	4150.32646	
1781155329	XAUUSD	M15	4056.10	4136.21177	4149.04133	
1781156229	XAUUSD	M15	4044.93	4134.92665	4147.75620	
1781157129	XAUUSD	M15	4062.93	4133.64152	4146.47108	
1781158029	XAUUSD	M15	4046.54	4132.35639	4145.18595	
1781158929	XAUUSD	M15	4030.16	4131.07127	4143.90082	
1781159829	XAUUSD	M15	4061.60	4129.78614	4142.61570	
1781160729	XAUUSD	M15	4056.24	4128.50101	4141.33057	
1781161629	XAUUSD	M15	4047.12	4127.21589	4140.04544	
1781162529	XAUUSD	M15	4052.25	4125.93076	4138.76032	
1781163429	XAUUSD	M15	4067.63	4124.64563	4137.47519	
1781164329	XAUUSD	M15	4063.41	4123.36051	4136.19006	
1781165229	XAUUSD	M15	4075.79	4122.07538	4134.90494	
1781166129	XAUUSD	M15	4086.85	4120.79025	4133.61981	
1781167029	XAUUSD	M15	4104.59	4119.50513	4132.33468	
1781167929	XAUUSD	M15	4113.80	4118.22000	4131.04956	
1781168829	XAUUSD	M15	4101.95	4116.93487	4129.76443	
1781169729	XAUUSD	M15	4089.56	4115.64975	4128.47930	
1781170629	XAUUSD	M15	4082.25	4114.36462	4127.19418	
1781171529	XAUUSD	M15	4059.48	4113.07949	4125.90905	
1781172429	XAUUSD	M15	4067.81	4111.79437	4124.62392	
1781173329	XAUUSD	M15	4065.66	4110.50924	4123.33880	
1781174229	XAUUSD	M15	4063.38	4109.22411	4122.05367	
1781175129	XAUUSD	M15	4067.40	4107.93899	4120.76854	
1781176029	XAUUSD	M15	4072.81	4106.65386	4119.48342	
1781176929	XAUUSD	M15	4082.89	4105.36873	4118.19829	
1781177829	XAUUSD	M15	4077.64	4104.08361	4116.91316	
1781178729	XAUUSD	M15	4082.01	4102.79848	4115.62804	
1781179629	XAUUSD	M15	4082.73	4101.51335	4114.34291	
1781180529	XAUUSD	M15	4077.44	4100.22823	4113.05778	
1781181429	XAUUSD	M15	4075.17	4098.94310	4111.77266	
1781182329	XAUUSD	M15	4099.58	4097.65797	4110.48753	
1781183229	XAUUSD	M15	4094.32	4096.37285	4109.20241	
1781184129	XAUUSD	M15	4084.48	4095.08772	4107.91728	
1781185029	XAUUSD	M15	4086.87	4093.80259	4106.63215	
1781185929	XAUUSD	M15	4092.79	4092.51747	4105.34703	
1781186829	XAUUSD	M15	4094.27	4091.23234	4104.06190	
1781187729	XAUUSD	M15	4096.84	4089.94722	4102.77677	
1781188629	XAUUSD	M15	4107.55	4088.66209	4101.49165	
1781189529	XAUUSD	M15	4107.62	4087.37696	4100.20652	
1781190429	XAUUSD	M15	4105.03	4086.09184	4098.92139	
1781191329	XAUUSD	M15	4106.28	4084.80671	4097.63627	
1781192229	XAUUSD	M15	4097.66	4083.52158	4096.35114	
1781193129	XAUUSD	M15	4090.64	4082.23646	4095.06601	
1781194029	XAUUSD	M15	4084.64	4080.95133	4093.78089	
1781194929	XAUUSD	M15	4086.04	4079.66620	4092.49576	
1781195829	XAUUSD	M15	4079.48	4078.38108	4091.21063	
1781196729	XAUUSD	M15	4091.70	4077.09595	4089.92551	
1781197629	XAUUSD	M15	4091.69	4075.81082	4088.64038	
1781198529	XAUUSD	M15	4092.21	4074.52570	4087.35525	
1781199429	XAUUSD	M15	4087.99	4073.24057	4086.07013	
1781200329	XAUUSD	M15	4090.56	4071.95544	4084.78500	
1781201229	XAUUSD	M15	4089.97	4070.67032	4083.49987	
1781202129	XAUUSD	M15	4086.59	4069.38519	4082.21475	
1781203029	XAUUSD	M15	4090.39	4068.10006	4080.92962	
1781203929	XAUUSD	M15	4084.94	4066.81494	4079.64449	
1781204829	XAUUSD	M15	4080.34	4065.52981	4078.35937	
1781205729	XAUUSD	M15	4076.41	4064.24468	4077.07424	
1781206629	XAUUSD	M15	4069.08	4062.95956	4075.78911	
1781207529	XAUUSD	M15	4073.40	4061.67443	4074.50399	
1781208429	XAUUSD	M15	4082.22	4060.38930	4073.21886	
1781209329	XAUUSD	M15	4073.21	4059.10418	4071.93373	
1781210229	XAUUSD	M15	4075.71	4057.81905	4070.64861	
1781211129	XAUUSD	M15	4076.28	4056.53392	4069.36348	
1781212029	XAUUSD	M15	4083.18	4055.24880	4068.07835	
1781212929	XAUUSD	M15	4061.06	4053.96367	4066.79323	
1781213829	XAUUSD	M15	4074.78	4052.67854	4065.50810	
1781214729	XAUUSD	M15	4076.19	4051.39342	4064.22297	
1781215629	XAUUSD	M15	4073.47	4050.10829	4062.93785	
1781216529	XAUUSD	M15	4080.65	4048.82316	4061.65272	
1781217429	XAUUSD	M15	4081.62	4047.53804	4060.36759	
1781218329	XAUUSD	M15	4088.15	4046.25291	4059.08247	
1781219229	XAUUSD	M15	4088.77	4044.96778	4057.79734	
1781220129	XAUUSD	M15	4102.66	4043.68266	4056.51222	
1781221029	XAUUSD	M15	4079.68	4042.39753	4055.22709	
1781221929	XAUUSD	M15	4081.96	4041.11241	4053.94196	
1781222829	XAUUSD	M15	4080.20	4039.82728	4052.65684	
1781223729	XAUUSD	M15	4076.11	4038.54215	4051.37171	
1781224629	XAUUSD	M15	4101.82	4037.25703	4050.08658	
1781225529	XAUUSD	M15	4166.78	4035.97190	4048.80146	
1781226429	XAUUSD	M15	4151.83	4034.68677	4047.51633	
1781227329	XAUUSD	M15	4146.93	4033.40165	4046.23120	
1781228229	XAUUSD	M15	4152.94	4032.11652	4044.94608	
1781229129	XAUUSD	M15	4164.79	4030.83139	4043.66095	
1781230029	XAUUSD	M15	4161.80	4029.54627	4042.37582	
1781230929	XAUUSD	M15	4188.24	4028.26114	4041.09070	
1781231829	XAUUSD	M15	4195.57	4026.97601	4039.80557	
1781232729	XAUUSD	M15	4210.32	4025.69089	4038.52044	
1781233629	XAUUSD	M15	4209.02	4024.40576	4037.23532	
1781234529	XAUUSD	M15	4213.76	4023.12063	4035.95019	
1781235429	XAUUSD	M15	4214.11	4021.83551	4034.66506	
1781236329	XAUUSD	M15	4209.73	4020.55038	4033.37994	
1781237229	XAUUSD	M15	4210.88	4019.26525	4032.09481	
1781241729	XAUUSD	M15	4209.72	4017.98013	4030.80968	
1781242629	XAUUSD	M15	4214.85	4016.69500	4029.52456	
1781243529	XAUUSD	M15	4225.95	4015.40987	4028.23943	
1781244429	XAUUSD	M15	4243.42	4014.12475	4026.95430	
1781245329	XAUUSD	M15	4223.82	4012.83962	4025.66918	
1781246229	XAUUSD	M15	4216.80	4011.55449	4024.38405	
1781247129	XAUUSD	M15	4219.28	4010.26937	4023.09892	
1781248029	XAUUSD	M15	4219.85	4008.98424	4021.81380	
1781248929	XAUUSD	M15	4216.87	4007.69911	4020.52867	
1781249829	XAUUSD	M15	4220.39	4006.41399	4019.24354	
1781250729	XAUUSD	M15	4203.54	4005.12886	4017.95842	
1781251629	XAUUSD	M15	4208.28	4003.84373	4016.67329	
1781252529	XAUUSD	M15	4186.98	4002.55861	4015.38816	
1781253429	XAUUSD	M15	4181.08	4001.27348	4014.10304	
1781254329	XAUUSD	M15	4179.27	3999.98835	4012.81791	
1781255229	XAUUSD	M15	4186.75	3998.70323	4011.53278	
1781256129	XAUUSD	M15	4193.93	3997.41810	4010.24766	
1781257029	XAUUSD	M15	4188.66	3996.13297	4008.96253	
1781257929	XAUUSD	M15	4186.14	3994.84785	4007.67741	
1781258829	XAUUSD	M15	4191.58	3993.56272	4006.39228	
1781259729	XAUUSD	M15	4194.01	3992.27759	4005.10715	
1781260629	XAUUSD	M15	4203.50	3990.99247	4003.82203	
1781261529	XAUUSD	M15	4199.23	3989.70734	4002.53690	
1781262429	XAUUSD	M15	4197.00	3988.42222	4001.25177	
1781263329	XAUUSD	M15	4194.32	3987.13709	3999.96665	
1781264229	XAUUSD	M15	4192.74	3985.85196	3998.68152	
1781265129	XAUUSD	M15	4193.50	3984.56684	3997.39639	
1781266029	XAUUSD	M15	4190.09	3983.28171	3996.11127	
1781266929	XAUUSD	M15	4188.81	3981.99658	3994.82614	
1781267829	XAUUSD	M15	4187.11	3980.71146	3993.54101	
1781268729	XAUUSD	M15	4180.37	3979.42633	3992.25589	
1781269629	XAUUSD	M15	4173.40	3978.14120	3990.97076	
1781270529	XAUUSD	M15	4182.93	3976.85608	3989.68563	
1781271429	XAUUSD	M15	4182.10	3975.57095	3988.40051	
1781272329	XAUUSD	M15	4176.49	3974.28582	3987.11538	
1781273229	XAUUSD	M15	4184.20	3973.00070	3985.83025	
1781274129	XAUUSD	M15	4178.24	3971.71557	3984.54513	
1781275029	XAUUSD	M15	4174.07	3970.43044	3983.26000	
1781275929	XAUUSD	M15	4183.10	3969.14532	3981.97487	
1781276829	XAUUSD	M15	4193.89	3967.86019	3980.68975	
1781277729	XAUUSD	M15	4203.73	3966.57506	3979.40462	
1781278629	XAUUSD	M15	4213.23	3965.28994	3978.11949	
1781279529	XAUUSD	M15	4218.37	3964.00481	3976.83437	
1781280429	XAUUSD	M15	4219.59	3962.71968	3975.54924	
1781281329	XAUUSD	M15	4224.25	3961.43456	3974.26411	
1781282229	XAUUSD	M15	4220.94	3960.14943	3972.97899	
1781283129	XAUUSD	M15	4225.36	3958.86430	3971.69386	
1781284029	XAUUSD	M15	4221.95	3957.57918	3970.40873	
1781284929	XAUUSD	M15	4221.64	3956.29405	3969.12361	
1781285829	XAUUSD	M15	4206.87	3955.00892	3967.83848	
1781286729	XAUUSD	M15	4215.40	3953.72380	3966.55335	
1781287629	XAUUSD	M15	4210.97	3952.43867	3965.26823	
1781288529	XAUUSD	M15	4207.46	3951.15354	3963.98310	
1781289429	XAUUSD	M15	4202.51	3949.86842	3962.69797	
1781290329	XAUUSD	M15	4209.66	3948.58329	3961.41285	
1781291229	XAUUSD	M15	4206.94	3947.29816	3960.12772	
1781292129	XAUUSD	M15	4214.26	3946.01304	3958.84259	
1781293029	XAUUSD	M15	4201.12	3944.72791	3957.55747	
1781293929	XAUUSD	M15	4196.81	3943.44278	3956.27234	
1781294829	XAUUSD	M15	4191.72	3942.15766	3954.98722	
1781295729	XAUUSD	M15	4198.43	3940.87253	3953.70209	
1781296629	XAUUSD	M15	4202.97	3939.58741	3952.41696	
1781297529	XAUUSD	M15	4190.97	3938.30228	3951.13184	
1781298429	XAUUSD	M15	4186.13	3937.01715	3949.84671	
1781299329	XAUUSD	M15	4193.28	3935.73203	3948.56158	
1781300229	XAUUSD	M15	4188.55	3934.44690	3947.27646	
1781301129	XAUUSD	M15	4184.57	3933.16177	3945.99133	
1781302029	XAUUSD	M15	4203.99	3931.87665	3944.70620	
1781302929	XAUUSD	M15	4214.07	3930.59152	3943.42108	
1781303829	XAUUSD	M15	4225.83	3929.30639	3942.13595	
1781304729	XAUUSD	M15	4211.13	3928.02127	3940.85082	
1781305629	XAUUSD	M15	4212.13	3926.73614	3939.56570	
1781306529	XAUUSD	M15	4221.70	3925.45101	3938.28057	
1781307429	XAUUSD	M15	4216.99	3924.16589	3936.99544	
1781308329	XAUUSD	M15	4213.31	3922.88076	3935.71032	
1781309229	XAUUSD	M15	4216.46	3921.59563	3934.42519	
1781310129	XAUUSD	M15	4218.42	3920.31051	3933.14006	
1781311029	XAUUSD	M15	4218.86	3919.02538	3931.85494	
1781311929	XAUUSD	M15	4222.36	3917.74025	3930.56981	
1781312829	XAUUSD	M15	4221.31	3916.45513	3929.28468	
1781313729	XAUUSD	M15	4227.04	3915.17000	3927.99956	
1781314629	XAUUSD	M15	4226.53	3913.88487	3926.71443	
1781315529	XAUUSD	M15	4229.29	3912.59975	3925.42930	
1781316429	XAUUSD	M15	4215.52	3911.31462	3924.14418	
1781317329	XAUUSD	M15	4217.59	3910.02949	3922.85905	
1781318229	XAUUSD	M15	4208.53	3908.74437	3921.57392	
1781319129	XAUUSD	M15	4205.22	3907.45924	3920.28880	
1781320029	XAUUSD	M15	4210.77	3906.17411	3919.00367	
1781320929	XAUUSD	M15	4212.56	3904.88899	3917.71854	
1781321829	XAUUSD	M15	4214.43	3903.60386	3916.43342	
1781322729	XAUUSD	M15	4213.73	3902.31873	3915.14829	
1781323629	XAUUSD	M15	4218.91	3901.03361	3913.86316	
