Best_Fit_timestamp	Best_Fit_symbol	Best_Fit_timeframe	Best_Fit_close	Best_Fit_Base_FL	Best_Fit_UOEDT	Best_Fit_LOEDT	Best_Fit_horiz_high_map	Best_Fit_horiz_low_map	Best_Fit_ssa	Best_Fit_ema_ssa	Best_Fit_crossing
1777685114	XAUUSD	M15	4644.67				4660.32000		4635.31613453	4629.01329231	0
1777686014	XAUUSD	M15	4633.23						4638.62549480	4633.81939355	0
1777686914	XAUUSD	M15	4632.21						4640.55478520	4637.18708938	0
1777687814	XAUUSD	M15	4636.58						4641.49566412	4639.34137675	0
1777688714	XAUUSD	M15	4636.46						4641.73357979	4640.53747827	0
1777689614	XAUUSD	M15	4643.60						4641.60620793	4641.07184310	0
1777690514	XAUUSD	M15	4643.30						4641.13528445	4641.10356377	0
1777691414	XAUUSD	M15	4642.75						4640.41276296	4640.75816337	1
1777692314	XAUUSD	M15	4637.96						4639.43467920	4640.09642128	0
1777693214	XAUUSD	M15	4638.86						4638.24781255	4639.17211692	0
1777694114	XAUUSD	M15	4638.72						4636.73967661	4637.95589676	0
1777695014	XAUUSD	M15	4639.73						4634.85586399	4636.40588038	0
1777695914	XAUUSD	M15	4631.67						4632.57836789	4634.49212413	0
1777696814	XAUUSD	M15	4628.00						4630.19437190	4632.34324801	0
1777697714	XAUUSD	M15	4629.43						4627.89734203	4630.12029502	0
1777698614	XAUUSD	M15	4615.72						4625.72873596	4627.92451549	0
1777699514	XAUUSD	M15	4623.48						4624.05241716	4625.98846633	0
1777700414	XAUUSD	M15	4622.32						4622.56612126	4624.27729379	0
1777701314	XAUUSD	M15	4624.35						4621.14278263	4622.71003821	0
1777702214	XAUUSD	M15	4626.30						4619.59314389	4621.15159105	0
1777703114	XAUUSD	M15	4624.40						4617.82790660	4619.48974882	0
1777704014	XAUUSD	M15	4611.78						4615.98382168	4617.73678525	0
1777704914	XAUUSD	M15	4610.06						4614.59495106	4616.16586816	0
1777705814	XAUUSD	M15	4611.41						4613.92598203	4615.04592509	0
1777706714	XAUUSD	M15	4613.30						4614.09354388	4614.56973448	0
1777707614	XAUUSD	M15	4613.77						4615.05596515	4614.81284982	1
1777708514	XAUUSD	M15	4613.98						4616.63799055	4615.72542018	0
1777885814	XAUUSD	M15	4623.11						4618.51677253	4617.12109636	0
1777886714	XAUUSD	M15	4620.91						4620.04430530	4618.58270083	0
1777887614	XAUUSD	M15	4628.20						4620.90525343	4619.74397713	0
1777888514	XAUUSD	M15	4618.95						4620.67191058	4620.20794385	0
1777889414	XAUUSD	M15	4615.08						4619.55524601	4619.88159493	1
1777890314	XAUUSD	M15	4617.09						4617.77859110	4618.83009302	0
1777891214	XAUUSD	M15	4613.63						4615.49071806	4617.16040554	0
1777892114	XAUUSD	M15	4613.86						4613.00751475	4615.08396014	0
1777893014	XAUUSD	M15	4612.30						4610.52691511	4612.80543763	0
1777893914	XAUUSD	M15	4606.13						4608.23389407	4610.51966585	0
1777894814	XAUUSD	M15	4605.86						4606.36831734	4608.44399159	0
1777895714	XAUUSD	M15	4613.01						4604.93225407	4606.68812283	0
1777896614	XAUUSD	M15	4600.58						4603.68672145	4605.18742214	0
1777897514	XAUUSD	M15	4594.65						4602.90601009	4604.04671611	0
1777898414	XAUUSD	M15	4601.59						4602.70051855	4603.37361733	0
1777899314	XAUUSD	M15	4613.14						4602.83850621	4603.10606177	0
1777900214	XAUUSD	M15	4608.34						4603.01449139	4603.06027658	0
1777901114	XAUUSD	M15	4593.09						4603.41255526	4603.23641592	1
1777902014	XAUUSD	M15	4603.32						4604.48830242	4603.86235917	0
1777902914	XAUUSD	M15	4605.77						4605.95105384	4604.90670651	0
1777903814	XAUUSD	M15	4610.07						4607.58620609	4606.24645630	0
1777904714	XAUUSD	M15	4610.27						4609.05281171	4607.64963401	0
1777905614	XAUUSD	M15	4605.07						4610.09817430	4608.87390415	0
1777906514	XAUUSD	M15	4615.09						4610.65406770	4609.76398593	0
1777907414	XAUUSD	M15	4611.19						4610.34450711	4610.05424652	0
1777908314	XAUUSD	M15	4608.12						4609.29045019	4609.67234835	1
1777909214	XAUUSD	M15	4609.32						4607.68507520	4608.67871178	0
1777910114	XAUUSD	M15	4606.00						4605.65523921	4607.16697549	0
1777911014	XAUUSD	M15	4603.74						4603.44348207	4605.30522878	0
1777911914	XAUUSD	M15	4596.32						4601.21930086	4603.26226482	0
1777912814	XAUUSD	M15	4598.85						4599.20369069	4601.23297776	0
1777913714	XAUUSD	M15	4599.12						4597.26065686	4599.24681731	0
1777914614	XAUUSD	M15	4597.44						4595.26735057	4597.25708394	0
1777915514	XAUUSD	M15	4594.08						4593.15244481	4595.20476438	0
1777916414	XAUUSD	M15	4585.46						4590.94919581	4593.07698009	0
1777917314	XAUUSD	M15	4588.54						4588.88777407	4590.98237708	0
1777918214	XAUUSD	M15	4592.16						4586.92869183	4588.95553446	0
1777919114	XAUUSD	M15	4585.82						4585.05853815	4587.00703631	0
1777920014	XAUUSD	M15	4587.99						4583.54010974	4585.27357302	0
1777920914	XAUUSD	M15	4579.06						4582.36362493	4583.81859898	0
1777921814	XAUUSD	M15	4580.25						4581.69948438	4582.75904168	0
1777922714	XAUUSD	M15	4575.07						4581.29071420	4582.02487794	0
1777923614	XAUUSD	M15	4578.09						4580.91067185	4581.46777489	0
1777924514	XAUUSD	M15	4577.11						4580.05027331	4580.75902410	0
1777925414	XAUUSD	M15	4584.21						4578.33613375	4579.54757892	0
1777926314	XAUUSD	M15	4581.15						4575.35971535	4577.45364714	0
1777927214	XAUUSD	M15	4581.26						4571.27100190	4574.36232452	0
1777928114	XAUUSD	M15	4575.47						4566.43822733	4570.40027592	0
1777929014	XAUUSD	M15	4541.79						4561.60018393	4566.00022993	0
1777929914	XAUUSD	M15	4545.00					4526.40000	4558.23902509	4562.11962751	0
1777930814	XAUUSD	M15	4558.64						4556.64749978	4559.38356365	0
1777931714	XAUUSD	M15	4562.67						4556.51585577	4557.94970971	0
1777932614	XAUUSD	M15	4565.34						4557.50702254	4557.72836612	0
1777933514	XAUUSD	M15	4562.26						4559.13782770	4558.43309691	1
1777934414	XAUUSD	M15	4553.65						4561.00947530	4559.72128611	0
1777935314	XAUUSD	M15	4559.94						4562.92883206	4561.32505908	0
1777936214	XAUUSD	M15	4563.67						4564.44717258	4562.88611583	0
1777937114	XAUUSD	M15	4568.68						4565.38749547	4564.13680565	0
1777938014	XAUUSD	M15	4570.10						4565.75919546	4564.94800055	0
1777938914	XAUUSD	M15	4568.79						4565.81971924	4565.38385990	0
1777939814	XAUUSD	M15	4565.98						4565.92698226	4565.65542108	0
1777940714	XAUUSD	M15	4561.09						4566.35028213	4566.00285161	0
1777941614	XAUUSD	M15	4565.51						4567.15140018	4566.57712589	0
1777942514	XAUUSD	M15	4563.85						4567.84861034	4567.21286811	0
1777943414	XAUUSD	M15	4560.18						4567.88587700	4567.54937256	0
1777944314	XAUUSD	M15	4571.20						4566.66508869	4567.10723062	1
1777945214	XAUUSD	M15	4574.38				4583.16000		4563.29981990	4565.20352526	0
1777946114	XAUUSD	M15	4561.26						4557.43181991	4561.31767259	0
1777947014	XAUUSD	M15	4548.46						4549.58329485	4555.45048372	0
1777947914	XAUUSD	M15	4537.95						4540.67202229	4548.06125300	0
1777948814	XAUUSD	M15	4535.10						4531.79937863	4539.93031582	0
1777949714	XAUUSD	M15	4521.33						4523.89068377	4531.91049979	0
1777950614	XAUUSD	M15	4509.88					4500.86000	4517.99132224	4524.95091101	0
1777951514	XAUUSD	M15	4515.03						4514.71538937	4519.83315019	0
1777952414	XAUUSD	M15	4512.59						4513.79284625	4516.81299822	0
1777953314	XAUUSD	M15	4510.69						4514.76124915	4515.78712369	0
1777954214	XAUUSD	M15	4522.39						4516.91131756	4516.34922062	1
1777955114	XAUUSD	M15	4524.38						4519.12703644	4517.73812853	0
1777956014	XAUUSD	M15	4526.10						4520.70269042	4519.22040947	0
1777956914	XAUUSD	M15	4522.35						4521.23636929	4520.22838938	0
1777957814	XAUUSD	M15	4520.01						4520.77747325	4520.50293132	0
1777958714	XAUUSD	M15	4511.95						4519.60903431	4520.05598281	1
1777959614	XAUUSD	M15	4511.86						4518.32306666	4519.18952474	0
1777960514	XAUUSD	M15	4516.40						4517.30336671	4518.24644573	0
1777961414	XAUUSD	M15	4519.05						4516.70842431	4517.47743502	0
1777962314	XAUUSD	M15	4522.42						4516.59351975	4517.03547738	0
1777963214	XAUUSD	M15	4521.16						4516.84570097	4516.94058918	0
1777964114	XAUUSD	M15	4517.46						4517.37936502	4517.15997710	1
1777965014	XAUUSD	M15	4514.74						4518.12447350	4517.64222530	0
1777965914	XAUUSD	M15	4515.21						4518.97484567	4518.30853548	0
1777966814	XAUUSD	M15	4518.75						4519.76091051	4519.03472300	0
1777967714	XAUUSD	M15	4523.84						4520.27811526	4519.65641913	0
1777972214	XAUUSD	M15	4521.10						4520.35802414	4520.00722163	0
1777973114	XAUUSD	M15	4519.66						4520.12314343	4520.06518253	0
1777974014	XAUUSD	M15	4519.02						4519.72794095	4519.89656174	1
1777974914	XAUUSD	M15	4517.52						4519.33285852	4519.61471013	0
1777975814	XAUUSD	M15	4520.44						4519.11901342	4519.36686177	0
1777976714	XAUUSD	M15	4521.13						4519.14062174	4519.25374175	0
1777977614	XAUUSD	M15	4518.52						4519.50789108	4519.38081642	1
1777978514	XAUUSD	M15	4519.04						4520.40500673	4519.89291157	0
1777979414	XAUUSD	M15	4527.77						4521.91217489	4520.90254323	0
1777980314	XAUUSD	M15	4517.12						4523.85905793	4522.38080058	0
1777981214	XAUUSD	M15	4523.87						4526.54456448	4524.46268253	0
1777982114	XAUUSD	M15	4530.12						4529.71918471	4527.09093362	0
1777983014	XAUUSD	M15	4538.86						4533.05504747	4530.07299054	0
1777983914	XAUUSD	M15	4537.80						4536.12334568	4533.09816811	0
1777984814	XAUUSD	M15	4536.92						4538.75428931	4535.92622871	0
1777985714	XAUUSD	M15	4541.02						4540.80352515	4538.36487693	0
1777986614	XAUUSD	M15	4538.55						4542.05213248	4540.20850470	0
1777987514	XAUUSD	M15	4541.49						4542.52045201	4541.36447836	0
1777988414	XAUUSD	M15	4544.58						4542.16017377	4541.76232606	0
1777989314	XAUUSD	M15	4539.17						4540.99945468	4541.38089037	1
1777990214	XAUUSD	M15	4542.12						4539.36556807	4540.37322922	0
1777991114	XAUUSD	M15	4538.07						4537.41536592	4538.89429757	0
1777992014	XAUUSD	M15	4535.98						4535.51597977	4537.20513867	0
1777992914	XAUUSD	M15	4534.67						4533.97357331	4535.58935599	0
1777993814	XAUUSD	M15	4532.97						4533.03346034	4534.31140817	0
1777994714	XAUUSD	M15	4529.71						4532.88077840	4533.59609329	0
1777995614	XAUUSD	M15	4531.71						4533.64540017	4533.62074673	1
1777996514	XAUUSD	M15	4533.58						4535.19933990	4534.41004331	0
1777997414	XAUUSD	M15	4540.20						4537.30936738	4535.85970535	0
1777998314	XAUUSD	M15	4540.11						4539.56814197	4537.71392366	0
1777999214	XAUUSD	M15	4545.86						4541.75093190	4539.73242778	0
1778000114	XAUUSD	M15	4545.73						4543.53482635	4541.63362707	0
1778001014	XAUUSD	M15	4543.66						4544.84932478	4543.24147592	0
1778001914	XAUUSD	M15	4536.86						4545.78227288	4544.51187440	0
1778002814	XAUUSD	M15	4546.17						4546.61816589	4545.56502014	0
1778003714	XAUUSD	M15	4548.12						4547.25393625	4546.40947820	0
