Most_Recent_timestamp	Most_Recent_symbol	Most_Recent_timeframe	Most_Recent_close	Most_Recent_Base_FL	Most_Recent_UOEDT	Most_Recent_LOEDT	Most_Recent_horiz_high_map	Most_Recent_horiz_low_map	Most_Recent_ssa	Most_Recent_ema_ssa	Most_Recent_crossing
1780101262	XAUUSD	M5	4539.90						4537.01657	4539.11783	0
1780101562	XAUUSD	M5	4540.62						4534.76708	4536.94246	0
1780278262	XAUUSD	M5	4520.88					4518.31000	4532.84935	4534.89590	0
1780278562	XAUUSD	M5	4526.05						4531.83878	4533.36734	0
1780278862	XAUUSD	M5	4534.73						4531.62144	4532.49439	0
1780279162	XAUUSD	M5	4536.50						4531.88877	4532.19158	0
1780279462	XAUUSD	M5	4533.28						4532.43056	4532.31107	1
1780279762	XAUUSD	M5	4533.17						4533.15626	4532.73366	0
1780280062	XAUUSD	M5	4535.66						4533.94751	4533.34059	0
1780280362	XAUUSD	M5	4531.95						4534.69628	4534.01843	0
1780280662	XAUUSD	M5	4535.54						4535.49520	4534.75681	0
1780280962	XAUUSD	M5	4538.24						4536.30575	4535.53128	0
1780281262	XAUUSD	M5	4534.93						4537.12892	4536.33010	0
1780281562	XAUUSD	M5	4535.26						4538.07940	4537.20475	0
1780281862	XAUUSD	M5	4539.79						4539.15004	4538.17739	0
1780282162	XAUUSD	M5	4541.57						4540.18468	4539.18104	0
1780282462	XAUUSD	M5	4542.59						4541.07285	4540.12694	0
1780282762	XAUUSD	M5	4542.13						4541.72735	4540.92715	0
1780283062	XAUUSD	M5	4542.06						4542.13654	4541.53184	0
1780283362	XAUUSD	M5	4544.97						4542.31667	4541.92426	0
1780283662	XAUUSD	M5	4539.25						4542.25745	4542.09085	0
1780283962	XAUUSD	M5	4540.68						4542.15820	4542.12453	0
1780284262	XAUUSD	M5	4541.86						4542.04383	4542.08418	1
1780284562	XAUUSD	M5	4541.03						4541.91945	4542.00182	0
1780284862	XAUUSD	M5	4544.28						4541.81589	4541.90885	0
1780285162	XAUUSD	M5	4539.57						4541.64957	4541.77921	0
1780285462	XAUUSD	M5	4544.93				4546.08000		4541.50881	4541.64401	0
1780285762	XAUUSD	M5	4540.84						4541.25772	4541.45086	0
1780286062	XAUUSD	M5	4540.86						4540.98228	4541.21657	0
1780286362	XAUUSD	M5	4538.46						4540.69094	4540.95375	0
1780286662	XAUUSD	M5	4540.85						4540.43890	4540.69633	0
1780286962	XAUUSD	M5	4543.27						4540.15725	4540.42679	0
1780287262	XAUUSD	M5	4538.13						4539.75910	4540.09294	0
1780287562	XAUUSD	M5	4536.93						4539.32924	4539.71109	0
1780287862	XAUUSD	M5	4536.06						4538.83709	4539.27409	0
1780288162	XAUUSD	M5	4541.43						4538.23309	4538.75359	0
1780288462	XAUUSD	M5	4538.93						4537.35928	4538.05644	0
1780288762	XAUUSD	M5	4540.50						4536.28586	4537.17115	0
1780289062	XAUUSD	M5	4534.25						4535.03275	4536.10195	0
1780289362	XAUUSD	M5	4529.00						4533.81917	4534.96056	0
1780289662	XAUUSD	M5	4533.89						4532.84094	4533.90075	0
1780289962	XAUUSD	M5	4530.35						4532.01474	4532.95774	0
1780290262	XAUUSD	M5	4532.17						4531.39097	4532.17436	0
1780290562	XAUUSD	M5	4528.77						4530.87210	4531.52323	0
1780290862	XAUUSD	M5	4532.78						4530.45988	4530.99155	0
1780291162	XAUUSD	M5	4529.83						4530.00590	4530.49873	0
1780291462	XAUUSD	M5	4533.21						4529.56669	4530.03271	0
1780291762	XAUUSD	M5	4528.67						4529.10615	4529.56943	0
1780292062	XAUUSD	M5	4530.06						4528.79923	4529.18433	0
1780292362	XAUUSD	M5	4525.57						4528.68689	4528.93561	0
1780292662	XAUUSD	M5	4525.13						4528.89455	4528.91508	0
1780292962	XAUUSD	M5	4528.54						4529.38291	4529.14899	1
1780293262	XAUUSD	M5	4532.26						4529.93098	4529.53999	0
1780293562	XAUUSD	M5	4532.01						4530.26419	4529.90209	0
1780293862	XAUUSD	M5	4531.49						4530.20972	4530.05591	0
1780294162	XAUUSD	M5	4530.32						4529.65031	4529.85311	1
1780294462	XAUUSD	M5	4527.43						4528.58665	4529.21988	0
1780294762	XAUUSD	M5	4528.33						4527.15049	4528.18518	0
1780295062	XAUUSD	M5	4522.91						4525.48056	4526.83287	0
1780295362	XAUUSD	M5	4523.58						4523.88846	4525.36067	0
1780295662	XAUUSD	M5	4522.54						4522.52787	4523.94427	0
1780295962	XAUUSD	M5	4521.52						4521.51309	4522.72868	0
1780296262	XAUUSD	M5	4524.63						4520.86057	4521.79463	0
1780296562	XAUUSD	M5	4517.60						4520.40875	4521.10169	0
1780296862	XAUUSD	M5	4518.89						4520.13801	4520.61985	0
1780297162	XAUUSD	M5	4519.41						4519.82158	4520.22071	0
1780297462	XAUUSD	M5	4518.60						4519.27355	4519.74713	0
1780297762	XAUUSD	M5	4520.46						4518.43519	4519.09116	0
1780298062	XAUUSD	M5	4521.55						4517.30178	4518.19647	0
1780298362	XAUUSD	M5	4515.66						4515.99558	4517.09603	0
1780298662	XAUUSD	M5	4510.71						4514.84926	4515.97265	0
1780298962	XAUUSD	M5	4512.70						4514.15231	4515.06248	0
1780299262	XAUUSD	M5	4513.24						4513.96086	4514.51167	0
1780299562	XAUUSD	M5	4516.43						4514.24339	4514.37753	0
1780299862	XAUUSD	M5	4516.42						4514.79462	4514.58608	1
1780300162	XAUUSD	M5	4514.18						4515.41944	4515.00276	0
1780300462	XAUUSD	M5	4514.73						4515.97158	4515.48717	0
1780300762	XAUUSD	M5	4516.90						4516.27081	4515.87899	0
1780301062	XAUUSD	M5	4517.65						4516.18810	4516.03355	0
1780301362	XAUUSD	M5	4515.90						4515.72768	4515.88061	1
1780301662	XAUUSD	M5	4514.31						4515.05424	4515.46743	0
1780301962	XAUUSD	M5	4515.29						4514.37543	4514.92143	0
1780302262	XAUUSD	M5	4514.47						4513.85443	4514.38793	0
1780302562	XAUUSD	M5	4510.51					4508.68000	4513.65745	4514.02269	0
1780302862	XAUUSD	M5	4514.25						4513.95355	4513.98812	0
1780303162	XAUUSD	M5	4514.46						4514.65347	4514.32080	1
1780303462	XAUUSD	M5	4516.03						4515.67231	4514.99655	0
1780303762	XAUUSD	M5	4516.46						4516.84907	4515.92281	0
1780304062	XAUUSD	M5	4518.21						4518.03713	4516.97997	0
1780304362	XAUUSD	M5	4521.40						4519.09314	4518.03656	0
1780304662	XAUUSD	M5	4522.57						4519.87984	4518.95820	0
1780304962	XAUUSD	M5	4520.48						4520.35651	4519.65735	0
1780305262	XAUUSD	M5	4513.88						4520.58955	4520.12345	0
1780305562	XAUUSD	M5	4520.19						4520.76515	4520.44430	0
1780305862	XAUUSD	M5	4519.87						4520.75958	4520.60194	0
1780306162	XAUUSD	M5	4524.26				4525.25000		4520.55116	4520.57655	1
1780306462	XAUUSD	M5	4523.53						4519.99592	4520.28623	0
1780306762	XAUUSD	M5	4518.23						4519.06601	4519.67612	0
1780307062	XAUUSD	M5	4516.28						4517.84234	4518.75923	0
1780307362	XAUUSD	M5	4517.11						4516.35425	4517.55674	0
1780307662	XAUUSD	M5	4514.11						4514.60191	4516.07932	0
1780307962	XAUUSD	M5	4511.10						4512.69488	4514.38710	0
1780308262	XAUUSD	M5	4506.18						4510.77028	4512.57869	0
1780308562	XAUUSD	M5	4513.93						4509.02968	4510.80419	0
1780308862	XAUUSD	M5	4510.69						4507.38636	4509.09527	0
1780309162	XAUUSD	M5	4504.67						4505.99995	4507.54761	0
1780309462	XAUUSD	M5	4504.63						4505.07727	4506.31244	0
1780309762	XAUUSD	M5	4504.57						4504.63814	4505.47529	0
1780310062	XAUUSD	M5	4503.61						4504.63109	4505.05319	0
1780310362	XAUUSD	M5	4501.73						4504.97528	4505.01424	0
1780310662	XAUUSD	M5	4507.76						4505.55751	4505.28587	1
1780310962	XAUUSD	M5	4506.26						4506.05893	4505.67240	0
1780311262	XAUUSD	M5	4507.28						4506.32265	4505.99753	0
1780311562	XAUUSD	M5	4506.80						4506.18820	4506.09286	0
1780311862	XAUUSD	M5	4505.18						4505.60052	4505.84669	1
1780312162	XAUUSD	M5	4503.96						4504.59106	4505.21888	0
1780312462	XAUUSD	M5	4504.72						4503.25635	4504.23761	0
1780312762	XAUUSD	M5	4503.53						4501.68926	4502.96343	0
1780313062	XAUUSD	M5	4498.19						4500.04741	4501.50542	0
1780313362	XAUUSD	M5	4494.58						4498.56961	4500.03752	0
1780313662	XAUUSD	M5	4495.46						4497.41151	4498.72451	0
1780313962	XAUUSD	M5	4503.08						4496.56616	4497.64534	0
1780314262	XAUUSD	M5	4495.80						4495.83479	4496.74006	0
1780314562	XAUUSD	M5	4493.96						4495.33898	4496.03952	0
1780314862	XAUUSD	M5	4495.74						4495.07327	4495.55640	0
1780315162	XAUUSD	M5	4494.96						4494.96913	4495.26277	0
1780315462	XAUUSD	M5	4492.84						4495.03538	4495.14907	0
1780315762	XAUUSD	M5	4496.04						4495.34328	4495.24618	1
1780316062	XAUUSD	M5	4495.84						4495.85475	4495.55046	0
1780316362	XAUUSD	M5	4494.74						4496.58646	4496.06846	0
1780316662	XAUUSD	M5	4500.03						4497.52511	4496.79679	0
1780316962	XAUUSD	M5	4501.32						4498.47786	4497.63733	0
1780317262	XAUUSD	M5	4497.19						4499.30854	4498.47293	0
1780317562	XAUUSD	M5	4498.02						4500.00456	4499.23875	0
1780317862	XAUUSD	M5	4500.50						4500.44206	4499.84040	0
1780318162	XAUUSD	M5	4499.49						4500.51224	4500.17632	0
1780318462	XAUUSD	M5	4499.51						4500.23392	4500.20512	0
1780318762	XAUUSD	M5	4505.66						4499.65754	4499.93133	1
1780319062	XAUUSD	M5	4499.68						4498.74227	4499.33680	0
1780319362	XAUUSD	M5	4496.39						4497.76022	4498.54851	0
1780319662	XAUUSD	M5	4490.65					4489.39000	4496.92670	4497.73760	0
1780319962	XAUUSD	M5	4497.93						4496.46423	4497.10091	0
1780320262	XAUUSD	M5	4498.33						4496.25565	4496.67828	0
1780320562	XAUUSD	M5	4495.45						4496.30139	4496.48984	0
1780320862	XAUUSD	M5	4497.96						4496.64916	4496.56950	1
1780321162	XAUUSD	M5	4496.01						4497.21541	4496.89245	0
1780321462	XAUUSD	M5	4498.16						4498.00757	4497.45001	0
1780321762	XAUUSD	M5	4500.16						4498.94799	4498.19900	0
1780322062	XAUUSD	M5	4501.59						4499.95983	4499.07941	0
1780322362	XAUUSD	M5	4499.96						4500.98232	4500.03087	0
1780322662	XAUUSD	M5	4500.45						4502.02432	4501.02759	0
1780322962	XAUUSD	M5	4500.91						4503.03360	4502.03060	0
1780323262	XAUUSD	M5	4504.91						4503.94802	4502.98931	0
1780323562	XAUUSD	M5	4503.77						4504.64488	4503.81709	0
1780323862	XAUUSD	M5	4505.87						4505.13597	4504.47653	0
1780324162	XAUUSD	M5	4509.50						4505.40808	4504.94231	0
1780324462	XAUUSD	M5	4507.30						4505.44307	4505.19269	0
1780324762	XAUUSD	M5	4503.99						4505.40225	4505.29747	0
1780325062	XAUUSD	M5	4500.22						4505.46122	4505.37935	0
1780325362	XAUUSD	M5	4505.76						4505.78115	4505.58025	0
1780325662	XAUUSD	M5	4504.85						4506.26494	4505.92260	0
1780325962	XAUUSD	M5	4509.85						4506.92173	4506.42216	0
