Resistance_timestamp	Resistance_symbol	Resistance_timeframe	Resistance_close	Best_Resistance
1781274337	XAUUSD	M5	4214.77	4215.91160
1781274637	XAUUSD	M5	4215.57	4215.88723
1781274937	XAUUSD	M5	4215.40	4215.86287
1781275237	XAUUSD	M5	4215.52	4215.83851
1781275537	XAUUSD	M5	4213.21	4215.81415
1781275837	XAUUSD	M5	4210.97	4215.78979
1781276137	XAUUSD	M5	4206.10	4215.76543
1781276437	XAUUSD	M5	4207.67	4215.74106
1781276737	XAUUSD	M5	4207.46	4215.71670
1781277037	XAUUSD	M5	4206.00	4215.69234
1781277337	XAUUSD	M5	4209.68	4215.66798
1781277637	XAUUSD	M5	4202.51	4215.64362
1781277937	XAUUSD	M5	4199.71	4215.61926
1781278237	XAUUSD	M5	4202.45	4215.59489
1781278537	XAUUSD	M5	4209.66	4215.57053
1781278837	XAUUSD	M5	4210.17	4215.54617
1781279137	XAUUSD	M5	4214.87	4215.52181
1781279437	XAUUSD	M5	4206.94	4215.49745
1781279737	XAUUSD	M5	4206.04	4215.47309
1781280037	XAUUSD	M5	4207.75	4215.44872
1781280337	XAUUSD	M5	4214.26	4215.42436
1781280637	XAUUSD	M5	4211.72	4215.40000
1781280937	XAUUSD	M5	4203.64	4215.37564
1781281237	XAUUSD	M5	4201.12	4215.35128
1781281537	XAUUSD	M5	4199.80	4215.32691
1781281837	XAUUSD	M5	4192.75	4215.30255
1781282137	XAUUSD	M5	4196.81	4215.27819
1781282437	XAUUSD	M5	4197.06	4215.25383
1781282737	XAUUSD	M5	4193.69	4215.22947
1781283037	XAUUSD	M5	4191.72	4215.20511
1781283337	XAUUSD	M5	4197.05	4215.18074
1781283637	XAUUSD	M5	4199.87	4215.15638
1781283937	XAUUSD	M5	4198.43	4215.13202
1781284237	XAUUSD	M5	4202.48	4215.10766
1781284537	XAUUSD	M5	4203.90	4215.08330
1781284837	XAUUSD	M5	4202.97	4215.05894
1781285137	XAUUSD	M5	4198.98	4215.03457
1781285437	XAUUSD	M5	4207.43	4215.01021
1781285737	XAUUSD	M5	4190.97	4214.98585
1781286037	XAUUSD	M5	4190.82	4214.96149
1781286337	XAUUSD	M5	4189.48	4214.93713
1781286637	XAUUSD	M5	4186.13	4214.91277
1781286937	XAUUSD	M5	4194.39	4214.88840
1781287237	XAUUSD	M5	4198.31	4214.86404
1781287537	XAUUSD	M5	4193.28	4214.83968
1781287837	XAUUSD	M5	4190.19	4214.81532
1781288137	XAUUSD	M5	4187.32	4214.79096
1781288437	XAUUSD	M5	4188.55	4214.76660
1781288737	XAUUSD	M5	4186.85	4214.74223
1781289037	XAUUSD	M5	4191.99	4214.71787
1781289337	XAUUSD	M5	4184.57	4214.69351
1781289637	XAUUSD	M5	4182.99	4214.66915
1781289937	XAUUSD	M5	4207.59	4214.64479
1781290237	XAUUSD	M5	4203.99	4214.62043
1781290537	XAUUSD	M5	4203.36	4214.59606
1781290837	XAUUSD	M5	4208.67	4214.57170
1781291137	XAUUSD	M5	4214.07	4214.54734
1781291437	XAUUSD	M5	4215.11	4214.52298
1781291737	XAUUSD	M5	4228.06	4214.49862
1781292037	XAUUSD	M5	4225.83	4214.47426
1781292337	XAUUSD	M5	4219.28	4214.44989
1781292637	XAUUSD	M5	4218.89	4214.42553
1781292937	XAUUSD	M5	4211.13	4214.40117
1781293237	XAUUSD	M5	4207.79	4214.37681
1781293537	XAUUSD	M5	4215.63	4214.35245
1781293837	XAUUSD	M5	4212.13	4214.32809
1781294137	XAUUSD	M5	4209.66	4214.30372
1781294437	XAUUSD	M5	4213.35	4214.27936
1781294737	XAUUSD	M5	4221.70	4214.25500
1781295037	XAUUSD	M5	4223.85	4214.23064
1781295337	XAUUSD	M5	4218.42	4214.20628
1781295637	XAUUSD	M5	4216.99	4214.18191
1781295937	XAUUSD	M5	4217.93	4214.15755
1781296237	XAUUSD	M5	4217.01	4214.13319
1781296537	XAUUSD	M5	4213.31	4214.10883
1781296837	XAUUSD	M5	4213.49	4214.08447
1781297137	XAUUSD	M5	4215.38	4214.06011
1781297437	XAUUSD	M5	4216.46	4214.03574
1781297737	XAUUSD	M5	4220.50	4214.01138
1781298037	XAUUSD	M5	4220.71	4213.98702
1781298337	XAUUSD	M5	4218.42	4213.96266
1781298637	XAUUSD	M5	4217.86	4213.93830
1781298937	XAUUSD	M5	4221.04	4213.91394
1781299237	XAUUSD	M5	4218.86	4213.88957
1781299537	XAUUSD	M5	4220.00	4213.86521
1781299837	XAUUSD	M5	4218.48	4213.84085
1781300137	XAUUSD	M5	4222.36	4213.81649
1781300437	XAUUSD	M5	4223.31	4213.79213
1781300737	XAUUSD	M5	4223.56	4213.76777
1781301037	XAUUSD	M5	4221.31	4213.74340
1781301337	XAUUSD	M5	4219.74	4213.71904
1781301637	XAUUSD	M5	4220.71	4213.69468
1781301937	XAUUSD	M5	4227.04	4213.67032
1781302237	XAUUSD	M5	4229.40	4213.64596
1781302537	XAUUSD	M5	4229.03	4213.62160
1781302837	XAUUSD	M5	4226.53	4213.59723
1781303137	XAUUSD	M5	4227.34	4213.57287
1781303437	XAUUSD	M5	4226.39	4213.54851
1781303737	XAUUSD	M5	4229.29	4213.52415
1781304037	XAUUSD	M5	4222.90	4213.49979
1781304337	XAUUSD	M5	4221.94	4213.47543
1781304637	XAUUSD	M5	4215.52	4213.45106
1781304937	XAUUSD	M5	4217.64	4213.42670
1781305237	XAUUSD	M5	4217.63	4213.40234
1781305537	XAUUSD	M5	4217.59	4213.37798
1781305837	XAUUSD	M5	4215.06	4213.35362
1781306137	XAUUSD	M5	4210.40	4213.32926
1781306437	XAUUSD	M5	4208.53	4213.30489
1781306737	XAUUSD	M5	4204.35	4213.28053
1781307037	XAUUSD	M5	4205.36	4213.25617
1781307337	XAUUSD	M5	4205.22	4213.23181
1781307637	XAUUSD	M5	4207.12	4213.20745
1781307937	XAUUSD	M5	4206.81	4213.18309
1781308237	XAUUSD	M5	4210.77	4213.15872
1781308537	XAUUSD	M5	4210.94	4213.13436
1781308837	XAUUSD	M5	4211.15	4213.11000
1781309137	XAUUSD	M5	4212.56	4213.08564
1781309437	XAUUSD	M5	4214.40	4213.06128
1781309737	XAUUSD	M5	4214.30	4213.03691
1781310037	XAUUSD	M5	4214.43	4213.01255
1781310337	XAUUSD	M5	4213.74	4212.98819
1781310637	XAUUSD	M5	4214.06	4212.96383
1781310937	XAUUSD	M5	4213.73	4212.93947
1781311237	XAUUSD	M5	4215.05	4212.91511
1781311537	XAUUSD	M5	4216.90	4212.89074
1781311837	XAUUSD	M5	4218.91	4212.86638
