Non_A_timestamp	Non_A_symbol	Non_A_timeframe	Non_A_close	Non_A_Base_FL	Non_A_UOEDT	Non_A_LOEDT	Non_A_horiz_high_map	Non_A_horiz_low_map	Non_A_ssa	Non_A_ema_ssa	Non_A_crossing
1780305343	XAUUSD	M5	4520.88					4518.31000	4532.84934890	4534.89590258	0
1780305643	XAUUSD	M5	4526.05						4531.83877759	4533.36734008	0
1780305943	XAUUSD	M5	4534.73						4531.62144194	4532.49439101	0
1780306243	XAUUSD	M5	4536.50						4531.88876599	4532.19157850	0
1780306543	XAUUSD	M5	4533.28						4532.43056173	4532.31107012	1
1780306843	XAUUSD	M5	4533.17						4533.15625684	4532.73366348	0
1780307143	XAUUSD	M5	4535.66						4533.94750693	4533.34058520	0
1780307443	XAUUSD	M5	4531.95						4534.69628178	4534.01843349	0
1780307743	XAUUSD	M5	4535.54						4535.49519544	4534.75681447	0
1780308043	XAUUSD	M5	4538.24						4536.30575359	4535.53128403	0
1780308343	XAUUSD	M5	4534.93						4537.12891537	4536.33009970	0
1780308643	XAUUSD	M5	4535.26						4538.07939777	4537.20474873	0
1780308943	XAUUSD	M5	4539.79						4539.15003770	4538.17739322	0
1780309243	XAUUSD	M5	4541.57						4540.18468435	4539.18103879	0
1780309543	XAUUSD	M5	4542.59						4541.07284730	4540.12694304	0
1780309843	XAUUSD	M5	4542.13						4541.72734971	4540.92714638	0
1780310143	XAUUSD	M5	4542.06						4542.13653893	4541.53184265	0
1780310443	XAUUSD	M5	4544.97						4542.31666763	4541.92425514	0
1780310743	XAUUSD	M5	4539.25						4542.25745369	4542.09085442	0
1780311043	XAUUSD	M5	4540.68						4542.15819791	4542.12452616	0
1780311343	XAUUSD	M5	4541.86						4542.04382577	4542.08417597	1
1780311643	XAUUSD	M5	4541.03						4541.91945463	4542.00181530	0
1780311943	XAUUSD	M5	4544.28						4541.81589088	4541.90885309	0
1780312243	XAUUSD	M5	4539.57						4541.64956807	4541.77921058	0
1780312543	XAUUSD	M5	4544.93				4546.08000		4541.50881206	4541.64401132	0
1780312843	XAUUSD	M5	4540.84						4541.25771654	4541.45086393	0
1780313143	XAUUSD	M5	4540.86						4540.98227804	4541.21657098	0
1780313443	XAUUSD	M5	4538.46						4540.69093839	4540.95375469	0
1780313743	XAUUSD	M5	4540.85						4540.43889880	4540.69632675	0
1780314043	XAUUSD	M5	4543.27						4540.15724660	4540.42678667	0
1780314343	XAUUSD	M5	4538.13						4539.75910188	4540.09294428	0
1780314643	XAUUSD	M5	4536.93						4539.32923900	4539.71109164	0
1780314943	XAUUSD	M5	4536.06						4538.83708914	4539.27409039	0
1780315243	XAUUSD	M5	4541.43						4538.23309014	4538.75359026	0
1780315543	XAUUSD	M5	4538.93						4537.35928224	4538.05643625	0
1780315843	XAUUSD	M5	4540.50						4536.28585889	4537.17114757	0
1780316143	XAUUSD	M5	4534.25						4535.03275033	4536.10194895	0
1780316443	XAUUSD	M5	4529.00						4533.81916519	4534.96055707	0
1780316743	XAUUSD	M5	4533.89						4532.84093641	4533.90074674	0
1780317043	XAUUSD	M5	4530.35						4532.01473602	4532.95774138	0
1780317343	XAUUSD	M5	4532.17						4531.39097049	4532.17435593	0
1780317643	XAUUSD	M5	4528.77						4530.87209564	4531.52322579	0
1780317943	XAUUSD	M5	4532.78						4530.45987758	4530.99155168	0
1780318243	XAUUSD	M5	4529.83						4530.00590161	4530.49872665	0
1780318543	XAUUSD	M5	4533.21						4529.56669410	4530.03271037	0
1780318843	XAUUSD	M5	4528.67						4529.10614643	4529.56942840	0
1780319143	XAUUSD	M5	4530.06						4528.79923090	4529.18432965	0
1780319443	XAUUSD	M5	4525.57						4528.68689135	4528.93561050	0
1780319743	XAUUSD	M5	4525.13						4528.89455235	4528.91508143	0
1780320043	XAUUSD	M5	4528.54						4529.38290659	4529.14899401	1
1780320343	XAUUSD	M5	4532.26						4529.93098262	4529.53998832	0
1780320643	XAUUSD	M5	4532.01						4530.26419485	4529.90209158	0
1780320943	XAUUSD	M5	4531.49						4530.20972357	4530.05590758	0
1780321243	XAUUSD	M5	4530.32						4529.65030803	4529.85310780	1
1780321543	XAUUSD	M5	4527.43						4528.58664579	4529.21987680	0
1780321843	XAUUSD	M5	4528.33						4527.15048955	4528.18518317	0
1780322143	XAUUSD	M5	4522.91						4525.48056314	4526.83287316	0
1780322443	XAUUSD	M5	4523.58						4523.88845955	4525.36066635	0
1780322743	XAUUSD	M5	4522.54						4522.52786506	4523.94426571	0
1780323043	XAUUSD	M5	4521.52						4521.51309417	4522.72867994	0
1780323343	XAUUSD	M5	4524.63						4520.86057135	4521.79462564	0
1780323643	XAUUSD	M5	4517.60						4520.40874591	4521.10168578	0
1780323943	XAUUSD	M5	4518.89						4520.13801457	4520.61985017	0
1780324243	XAUUSD	M5	4519.41						4519.82157766	4520.22071392	0
1780324543	XAUUSD	M5	4518.60						4519.27355359	4519.74713375	0
1780324843	XAUUSD	M5	4520.46						4518.43519166	4519.09116270	0
1780325143	XAUUSD	M5	4521.55						4517.30178176	4518.19647223	0
1780325443	XAUUSD	M5	4515.66						4515.99558409	4517.09602816	0
1780325743	XAUUSD	M5	4510.71						4514.84926380	4515.97264598	0
1780326043	XAUUSD	M5	4512.70						4514.15230647	4515.06247623	0
1780326343	XAUUSD	M5	4513.24						4513.96086074	4514.51166848	0
1780326643	XAUUSD	M5	4516.43						4514.24338698	4514.37752773	0
1780326943	XAUUSD	M5	4516.42						4514.79462441	4514.58607607	1
1780327243	XAUUSD	M5	4514.18						4515.41943691	4515.00275649	0
1780327543	XAUUSD	M5	4514.73						4515.97158470	4515.48717060	0
1780327843	XAUUSD	M5	4516.90						4516.27081349	4515.87899205	0
1780328143	XAUUSD	M5	4517.65						4516.18809822	4516.03354513	0
1780328443	XAUUSD	M5	4515.90						4515.72767554	4515.88061034	1
1780328743	XAUUSD	M5	4514.31						4515.05424350	4515.46742692	0
1780329043	XAUUSD	M5	4515.29						4514.37543275	4514.92142984	0
1780329343	XAUUSD	M5	4514.47						4513.85443308	4514.38793146	0
1780329643	XAUUSD	M5	4510.51					4508.68000	4513.65744748	4514.02268947	0
1780329943	XAUUSD	M5	4514.25						4513.95355383	4513.98812165	0
1780330243	XAUUSD	M5	4514.46						4514.65347361	4514.32079763	1
1780330543	XAUUSD	M5	4516.03						4515.67231064	4514.99655413	0
1780330843	XAUUSD	M5	4516.46						4516.84907304	4515.92281359	0
1780331143	XAUUSD	M5	4518.21						4518.03713346	4516.97997352	0
1780331443	XAUUSD	M5	4521.40						4519.09314004	4518.03655678	0
1780331743	XAUUSD	M5	4522.57						4519.87983551	4518.95819615	0
1780332043	XAUUSD	M5	4520.48						4520.35650566	4519.65735091	0
1780332343	XAUUSD	M5	4513.88						4520.58955254	4520.12345172	0
1780332643	XAUUSD	M5	4520.19						4520.76514995	4520.44430083	0
1780332943	XAUUSD	M5	4519.87						4520.75957837	4520.60193960	0
1780333243	XAUUSD	M5	4524.26				4525.25000		4520.55115892	4520.57654926	1
1780333543	XAUUSD	M5	4523.53						4519.99591742	4520.28623334	0
1780333843	XAUUSD	M5	4518.23						4519.06601409	4519.67612372	0
1780334143	XAUUSD	M5	4516.28						4517.84234249	4518.75923310	0
1780334443	XAUUSD	M5	4517.11						4516.35424799	4517.55674055	0
1780334743	XAUUSD	M5	4514.11						4514.60190751	4516.07932403	0
1780335043	XAUUSD	M5	4511.10						4512.69487993	4514.38710198	0
1780335343	XAUUSD	M5	4506.18						4510.77027998	4512.57869098	0
1780335643	XAUUSD	M5	4513.93						4509.02968157	4510.80418627	0
1780335943	XAUUSD	M5	4510.69						4507.38635563	4509.09527095	0
1780336243	XAUUSD	M5	4504.67						4505.99995360	4507.54761227	0
1780336543	XAUUSD	M5	4504.63						4505.07726795	4506.31244011	0
1780336843	XAUUSD	M5	4504.57						4504.63813769	4505.47528890	0
1780337143	XAUUSD	M5	4503.61						4504.63109280	4505.05319085	0
1780337443	XAUUSD	M5	4501.73						4504.97527940	4505.01423512	0
1780337743	XAUUSD	M5	4507.76						4505.55751062	4505.28587287	1
1780338043	XAUUSD	M5	4506.26						4506.05892596	4505.67239941	0
1780338343	XAUUSD	M5	4507.28						4506.32265302	4505.99752622	0
1780338643	XAUUSD	M5	4506.80						4506.18819765	4506.09286193	0
1780338943	XAUUSD	M5	4505.18						4505.60051662	4505.84668927	1
1780339243	XAUUSD	M5	4503.96						4504.59106289	4505.21887608	0
1780339543	XAUUSD	M5	4504.72						4503.25634515	4504.23761062	0
1780339843	XAUUSD	M5	4503.53						4501.68925634	4502.96343348	0
1780340143	XAUUSD	M5	4498.19						4500.04741093	4501.50542221	0
1780340443	XAUUSD	M5	4494.58						4498.56960960	4500.03751590	0
1780340743	XAUUSD	M5	4495.46						4497.41150906	4498.72451248	0
1780341043	XAUUSD	M5	4503.08						4496.56616091	4497.64533669	0
1780341343	XAUUSD	M5	4495.80						4495.83478803	4496.74006236	0
1780341643	XAUUSD	M5	4493.96						4495.33898073	4496.03952154	0
1780341943	XAUUSD	M5	4495.74						4495.07327445	4495.55639800	0
1780342243	XAUUSD	M5	4494.96						4494.96913444	4495.26276622	0
1780342543	XAUUSD	M5	4492.84						4495.03538295	4495.14907458	0
1780342843	XAUUSD	M5	4496.04						4495.34328105	4495.24617782	1
1780343143	XAUUSD	M5	4495.84						4495.85475123	4495.55046452	0
1780343443	XAUUSD	M5	4494.74						4496.58646336	4496.06846394	0
1780343743	XAUUSD	M5	4500.03						4497.52511280	4496.79678837	0
1780344043	XAUUSD	M5	4501.32						4498.47786395	4497.63732616	0
1780344343	XAUUSD	M5	4497.19						4499.30853705	4498.47293161	0
1780344643	XAUUSD	M5	4498.02						4500.00455897	4499.23874529	0
1780344943	XAUUSD	M5	4500.50						4500.44205569	4499.84040049	0
1780345243	XAUUSD	M5	4499.49						4500.51224237	4500.17632143	0
1780345543	XAUUSD	M5	4499.51						4500.23391702	4500.20511922	0
1780345843	XAUUSD	M5	4505.66						4499.65754321	4499.93133121	1
1780346143	XAUUSD	M5	4499.68						4498.74226515	4499.33679818	0
1780346443	XAUUSD	M5	4496.39						4497.76021747	4498.54850782	0
1780346743	XAUUSD	M5	4490.65					4489.39000	4496.92669534	4497.73760158	0
1780347043	XAUUSD	M5	4497.93						4496.46422624	4497.10091391	0
