timestamp|open|high|low|close|volume|timeframe|tema|hrma|smma|Z-Score of body size|Candle classification|diag_asc_line_1|diag_asc_line_2|diag_asc_line_3|diag_desc_line_1|diag_desc_line_2|diag_desc_line_3|diag_high_map|diag_low_map|horiz_peak_line_1|horiz_peak_line_2|horiz_peak_line_3|horiz_bottom_line_1|horiz_bottom_line_2|horiz_bottom_line_3|horiz_high_map|horiz_low_map|ha_open|ha_high|ha_low|ha_close|ha_classification|ha_body_size|ha_body_zscore|kc_ultra_extreme_upper|kc_extreme_upper|kc_uppermost|kc_upper|kc_upper_middle|kc_lower_middle|kc_lower|kc_lowermost|kc_extreme_lower|kc_ultra_extreme_lower|sr_support_4|sr_support_3|sr_support_2|sr_support_1|sr_resistance_1|sr_resistance_2|sr_resistance_3|sr_resistance_4|zigzag_peak|zigzag_bottom|ema_26|dual_tema_high|dual_tema_low|pinbar|collected_at
1770598200|2649.3|2658.57|2648.73|2657.97|4306|M5|2662.40242|2661.6912|2663.32968|-0.58174|1|2652.16829|2656.74322|2637.31937|2660.19366|2660.60349|2669.26528|2658.69964|0.0|2657.41128|2656.21222|2660.5974|2648.28785|2649.41419|2655.67731|2658.87492|2647.85161|2653.635|2658.57|2648.73|2653.6425|1|0.0075|0.33586|2697.33|2687.49|2677.65|2667.81|2662.89|2653.05|2648.13|2638.29|2628.45|2618.61|2629.05|2633.97|2638.89|2643.81|2663.49|2668.41|2673.33|2678.25|0.0|0.0|2660.28649|2659.03247|2649.32795|0|1770803014
1770598500|2655.53|2657.26|2644.95|2648.48|1677|M5|2649.79397|2647.34186|2648.73445|-0.46004|-2|2647.88873|2650.51124|2648.09555|2659.68769|2656.07151|2665.28753|0.0|0.0|2656.2434|2660.55951|2663.70452|2645.72474|2643.57752|2638.9167|2657.70513|0.0|2652.005|2657.26|2644.95|2651.555|-1|0.45|-0.16135|2697.72|2685.41|2673.1|2660.79|2654.635|2642.325|2636.17|2623.86|2611.55|2599.24|2620.33|2626.485|2632.64|2638.795|2663.415|2669.57|2675.725|2681.88|0.0|0.0|2646.27703|2657.67375|2645.09736|0|1770803014
1770598800|2646.4|2650.16|2642.08|2646.26|8165|M5|2646.98222|2640.98543|2654.99477|1.02464|0|2637.85058|2644.09361|2635.31385|2652.45552|2641.36666|2644.92669|0.0|2640.44165|2650.66227|2648.80721|2648.05611|2639.44821|2646.53729|2638.29552|2651.15955|0.0|2646.33|2650.16|2642.08|2646.225|-1|0.105|0.969|2678.58|2670.5|2662.42|2654.34|2650.3|2642.22|2638.18|2630.1|2622.02|2613.94|2625.92|2629.96|2634.0|2638.04|2654.2|2658.24|2662.28|2666.32|2653.46193|0.0|2658.24489|2649.55735|2641.77486|1|1770803014
1770599100|2649.73|2653.98|2638.02|2642.94|5342|M5|2639.85932|2646.07824|2644.70212|-2.06166|0|2638.84259|2633.9573|2627.17815|2649.11429|2657.30363|2649.77761|0.0|0.0|2655.5248|2658.54253|2653.62195|2640.12463|2637.98402|2643.52411|0.0|2637.42761|2646.335|2653.98|2638.02|2646.1675|-1|0.1675|-1.03554|2706.78|2690.82|2674.86|2658.9|2650.92|2634.96|2626.98|2611.02|2595.06|2579.1|2606.1|2614.08|2622.06|2630.04|2661.96|2669.94|2677.92|2685.9|2658.02295|0.0|2651.14983|2653.96559|2638.20659|0|1770803014
1770599400|2640.39|2640.85|2632.77|2636.22|8646|M5|2628.43627|2640.12997|2627.63594|-0.50307|-1|2630.10669|2628.93854|2632.49085|2640.40691|2634.00121|2647.47523|0.0|0.0|2640.54039|2637.77484|2646.88225|2630.14641|2627.88463|2628.88177|0.0|2632.16816|2638.305|2640.85|2632.77|2637.5575|-1|0.7475|0.62598|2668.54|2660.46|2652.38|2644.3|2640.26|2632.18|2628.14|2620.06|2611.98|2603.9|2616.61|2620.65|2624.69|2628.73|2644.89|2648.93|2652.97|2657.01|0.0|0.0|2621.69898|2640.57787|2632.63583|0|1770803014
1770599700|2638.41|2641.64|2632.87|2634.79|8449|M5|2630.13029|2638.77729|2646.45472|-1.97765|-2|2634.07675|2628.70006|2619.98302|2645.75936|2647.63878|2638.96776|0.0|0.0|2641.99509|2640.3499|2641.4282|2630.4528|2632.09263|2639.32002|0.0|2632.57544|2636.6|2641.64|2632.87|2636.9275|1|0.3275|-0.60766|2669.87|2661.1|2652.33|2643.56|2639.175|2630.405|2626.02|2617.25|2608.48|2599.71|2615.33|2619.715|2624.1|2628.485|2646.025|2650.41|2654.795|2659.18|0.0|2630.84939|2621.96967|2642.35771|2632.33433|0|1770803014
1770600000|2634.41|2638.44|2627.1|2631.38|1131|M5|2625.05862|2622.91325|2631.37785|2.87656|0|2630.16486|2624.91108|2627.83152|2634.78479|2629.92053|2643.35221|0.0|0.0|2638.66158|2640.59254|2633.17474|2628.30321|2622.03479|2632.98907|0.0|2626.49312|2632.895|2638.44|2627.1|2632.8325|-1|0.0625|1.53756|2676.74|2665.4|2654.06|2642.72|2637.05|2625.71|2620.04|2608.7|2597.36|2586.02|2604.42|2610.09|2615.76|2621.43|2644.11|2649.78|2655.45|2661.12|0.0|0.0|2634.00132|2637.50479|2627.68972|0|1770803014
1770600300|2634.65|2638.11|2624.94|2624.94|5975|M5|2618.24892|2618.98071|2620.32788|-1.78173|0|2629.60215|2625.86297|2634.73598|2637.28323|2643.62927|2628.73749|0.0|0.0|2639.59052|2633.1468|2636.94312|2626.73587|2622.41785|2620.10411|0.0|0.0|2629.795|2638.11|2624.94|2630.66|1|0.865|0.64933|2677.62|2664.45|2651.28|2638.11|2631.525|2618.355|2611.77|2598.6|2585.43|2572.26|2598.6|2605.185|2611.77|2618.355|2644.695|2651.28|2657.865|2664.45|2640.8505|0.0|2619.1135|2637.72032|2625.08028|0|1770803014
1770600600|2623.08|2626.62|2622.21|2622.96|5993|M5|2616.71899|2623.16303|2618.85923|-0.9926|2|2618.26318|2613.11866|2620.40876|2622.29439|2618.84669|2623.38514|2627.93668|2622.02998|2626.31265|2627.6208|2619.24714|2622.50474|2623.85986|2624.93547|0.0|0.0|2623.02|2626.62|2622.21|2623.7175|1|0.6975|1.56351|2640.6|2636.19|2631.78|2627.37|2625.165|2620.755|2618.55|2614.14|2609.73|2605.32|2613.39|2615.595|2617.8|2620.005|2628.825|2631.03|2633.235|2635.44|0.0|0.0|2629.62466|2627.35734|2621.86534|0|1770803014
1770600900|2619.96|2624.18|2613.31|2613.4|3752|M5|2608.60406|2620.45416|2609.87365|1.58312|2|2609.34957|2616.02696|2603.50574|2626.10738|2617.20299|2622.32582|0.0|0.0|2622.83277|2622.58231|2625.48804|2615.8631|2618.48312|2616.37702|0.0|0.0|2616.68|2624.18|2613.31|2617.7125|1|1.0325|-1.70643|2656.88|2646.01|2635.14|2624.27|2618.835|2607.965|2602.53|2591.66|2580.79|2569.92|2591.57|2597.005|2602.44|2607.875|2629.615|2635.05|2640.485|2645.92|0.0|0.0|2619.17782|2624.06593|2613.86573|0|1770803014
1770601200|2614.92|2615.99|2612.2|2612.43|7846|M5|2607.88434|2612.58461|2601.85146|0.03904|-1|2617.34816|2609.20259|2602.49121|2620.78694|2620.47486|2624.22289|2616.32759|0.0|2613.72635|2614.60161|2617.14293|2610.83428|2616.41305|2617.07883|2616.93527|0.0|2613.675|2615.99|2612.2|2613.885|1|0.21|-1.67706|2627.59|2623.8|2620.01|2616.22|2614.325|2610.535|2608.64|2604.85|2601.06|2597.27|2604.62|2606.515|2608.41|2610.305|2617.885|2619.78|2621.675|2623.57|0.0|2611.29185|2616.16288|2616.78861|2612.73711|0|1770803014
1770601500|2615.52|2623.58|2614.73|2619.33|5395|M5|2618.44315|2625.59705|2617.62929|-1.12204|1|2610.83125|2605.36468|2616.5025|2625.36632|2616.54771|2631.24539|0.0|0.0|2623.27178|2620.77693|2631.29424|2613.59075|2611.59168|2613.37878|0.0|2613.936|2617.425|2623.58|2614.73|2618.29|1|0.865|-1.13055|2654.73|2645.88|2637.03|2628.18|2623.755|2614.905|2610.48|2601.63|2592.78|2583.93|2597.03|2601.455|2605.88|2610.305|2628.005|2632.43|2636.855|2641.28|2625.75828|2610.23203|2614.75292|2623.8136|2614.92449|0|1770803014
1770601800|2622.35|2633.92|2618.03|2631.52|4955|M5|2635.58782|2630.19394|2636.8916|-0.65111|1|2618.33006|2622.96912|2618.20579|2630.6497|2630.98244|2636.14935|0.0|0.0|2633.22778|2634.06941|2628.05879|2616.46338|2620.02157|2612.51456|0.0|0.0|2626.935|2633.92|2618.03|2626.455|-1|0.48|0.04907|2695.08|2679.19|2663.3|2647.41|2639.465|2623.575|2615.63|2599.74|2583.85|2567.96|2586.25|2594.195|2602.14|2610.085|2641.865|2649.81|2657.755|2665.7|2638.18838|0.0|2620.74659|2633.27468|2618.20317|0|1770803014
1770602100|2626.64|2631.31|2621.94|2626.82|7773|M5|2623.92457|2632.36978|2622.30306|-2.75913|2|2626.70613|2618.42831|2623.08326|2632.76966|2621.25965|2634.45791|0.0|0.0|2629.18947|2635.69066|2625.24898|2619.98144|2622.15308|2616.16264|0.0|0.0|2626.73|2631.31|2621.94|2626.6775|-1|0.0525|-0.50898|2664.3|2654.93|2645.56|2636.19|2631.505|2622.135|2617.45|2608.08|2598.71|2589.34|2603.2|2607.885|2612.57|2617.255|2635.995|2640.68|2645.365|2650.05|0.0|0.0|2635.0317|2630.72056|2621.58958|0|1770803014
1770602400|2621.43|2622.3|2613.84|2615.64|2335|M5|2613.00729|2622.11632|2624.1497|-0.68665|1|2615.12597|2621.94886|2624.35737|2624.86919|2631.74564|2633.05986|0.0|0.0|2624.40675|2627.4037|2629.35623|2613.54756|2611.82042|2612.85701|0.0|2613.83031|2618.535|2622.3|2613.84|2618.3025|-1|0.2325|-0.03138|2649.48|2641.02|2632.56|2624.1|2619.87|2611.41|2607.18|2598.72|2590.26|2581.8|2596.92|2601.15|2605.38|2609.61|2626.53|2630.76|2634.99|2639.22|0.0|0.0|2623.93147|2621.84681|2613.87571|0|1770803014
1770602700|2617.94|2621.3|2613.42|2619.16|4586|M5|2620.5867|2625.95781|2621.13476|2.70167|0|2613.49874|2617.61247|2599.10087|2623.39263|2622.24823|2606.28101|0.0|0.0|2619.96973|2624.85637|2622.08687|2612.6335|2617.25952|2608.59397|2621.42855|2612.69819|2618.55|2621.3|2613.42|2617.955|-1|0.595|-0.568|2650.68|2642.8|2634.92|2627.04|2623.1|2615.22|2611.28|2603.4|2595.52|2587.64|2597.66|2601.6|2605.54|2609.48|2625.24|2629.18|2633.12|2637.06|0.0|0.0|2627.23461|2621.04284|2614.08316|0|1770803014
1770603000|2618.15|2624.44|2614.43|2621.56|3028|M5|2618.04626|2612.82745|2622.55305|-1.12734|2|2611.6867|2605.21798|2624.96208|2622.61561|2616.44216|2609.16303|0.0|0.0|2624.44773|2621.73361|2621.43771|2615.84528|2618.4531|2612.63737|0.0|0.0|2619.855|2624.44|2614.43|2619.645|-1|0.21|1.9167|2661.6|2651.59|2641.58|2631.57|2626.565|2616.555|2611.55|2601.54|2591.53|2581.52|2594.41|2599.415|2604.42|2609.425|2629.445|2634.45|2639.455|2644.46|2627.49165|2609.99539|2606.60653|2625.32126|2614.51164|0|1770803014
1770603300|2624.63|2624.74|2621.16|2621.56|7903|M5|2628.9272|2618.67602|2630.76061|0.14008|-2|2616.10916|2620.92185|2628.9647|2622.59171|2631.67581|2611.84462|2625.26084|0.0|2625.72116|2620.06211|2623.5807|2622.95913|2618.97445|2625.8451|0.0|2620.96169|2623.095|2624.74|2621.16|2623.0225|-1|0.0725|-1.06254|2635.88|2632.3|2628.72|2625.14|2623.35|2619.77|2617.98|2614.4|2610.82|2607.24|2614.0|2615.79|2617.58|2619.37|2626.53|2628.32|2630.11|2631.9|2625.83821|2620.17406|2605.89908|2623.8411|2621.10722|0|1770803014
1770603600|2620.31|2631.33|2619.65|2629.53|9005|M5|2628.50331|2639.55741|2621.39771|1.24773|-2|2616.73935|2630.00946|2614.458|2635.52256|2622.04827|2627.25454|0.0|2619.10131|2633.50461|2628.43196|2630.19398|2622.1505|2614.99758|2620.06557|0.0|0.0|2624.92|2631.33|2619.65|2625.205|1|0.285|0.41796|2676.25|2664.57|2652.89|2641.21|2635.37|2623.69|2617.85|2606.17|2594.49|2582.81|2596.29|2602.13|2607.97|2613.81|2637.17|2643.01|2648.85|2654.69|2632.82271|0.0|2642.51446|2631.41137|2619.35704|0|1770803014
1770603900|2623.92|2625.41|2615.43|2618.85|6408|M5|2613.15557|2626.03431|2624.87217|-2.74166|2|2618.14525|2610.16834|2616.91511|2630.26981|2629.4426|2620.89987|0.0|2614.98269|2627.95822|2622.82639|2628.17357|2613.57822|2611.91584|2614.79729|0.0|0.0|2621.385|2625.41|2615.43|2620.9025|-1|0.4825|0.21112|2658.77|2648.79|2638.81|2628.83|2623.84|2613.86|2608.87|2598.89|2588.91|2578.93|2595.47|2600.46|2605.45|2610.44|2630.4|2635.39|2640.38|2645.37|0.0|0.0|2621.63362|2624.86686|2616.07694|0|1770803014
1770604200|2621.41|2624.61|2619.13|2623.69|9404|M5|2626.95576|2628.25904|2636.3549|-0.83305|2|2617.22357|2624.24664|2622.72549|2625.94307|2626.3972|2613.57168|0.0|0.0|2627.08322|2629.63808|2629.496|2619.72422|2617.25775|2611.90694|0.0|0.0|2622.55|2624.61|2619.13|2622.21|-1|0.34|-1.70829|2645.61|2640.13|2634.65|2629.17|2626.43|2620.95|2618.21|2612.73|2607.25|2601.77|2608.17|2610.91|2613.65|2616.39|2627.35|2630.09|2632.83|2635.57|0.0|0.0|2627.98273|2624.15188|2619.45336|0|1770803014
1770604500|2627.51|2637.13|2623.36|2636.71|7191|M5|2634.8153|2631.87816|2626.98905|-2.30364|-1|2623.67954|2628.65187|2638.7962|2642.25106|2639.16175|2645.84991|0.0|2621.89794|2636.4405|2636.99011|2644.65058|2622.32571|2619.95911|2620.77923|2637.73809|0.0|2632.11|2637.13|2623.36|2631.1775|-1|0.9325|-0.50942|2691.79|2678.02|2664.25|2650.48|2643.595|2629.825|2622.94|2609.17|2595.4|2581.63|2595.82|2602.705|2609.59|2616.475|2644.015|2650.9|2657.785|2664.67|0.0|0.0|2650.1566|2638.1157|2624.1792|0|1770803014
1770604800|2633.43|2633.66|2626.33|2630.5|7719|M5|2624.36248|2626.25113|2629.94804|1.96243|2|2623.30398|2630.03747|2612.95848|2636.08329|2630.4043|2640.42465|0.0|2626.23194|2635.48919|2638.47879|2627.28209|2624.40968|2627.19556|2624.43972|0.0|0.0|2631.965|2633.66|2626.33|2630.98|-1|0.985|-0.4871|2659.82|2652.49|2645.16|2637.83|2634.165|2626.835|2623.17|2615.84|2608.51|2601.18|2611.67|2615.335|2619.0|2622.665|2637.325|2640.99|2644.655|2648.32|0.0|0.0|2619.85248|2633.28961|2627.26228|0|1770803014
1770605100|2634.46|2637.9|2626.19|2628.1|6482|M5|2627.99731|2618.15193|2617.44099|-0.52945|0|2624.94729|2624.13578|2638.15737|2640.36734|2643.44764|2626.04956|0.0|0.0|2638.68828|2642.03057|2641.75609|2626.44958|2627.06569|2618.37999|0.0|0.0|2631.28|2637.9|2626.19|2631.6625|1|0.3825|-1.72438|2674.94|2663.23|2651.52|2639.81|2633.955|2622.245|2616.39|2604.68|2592.97|2581.26|2602.77|2608.625|2614.48|2620.335|2643.755|2649.61|2655.465|2661.32|0.0|2625.94054|2625.63983|2637.61871|2626.69672|0|1770803014
1770605400|2630.6|2636.41|2629.04|2635.1|1787|M5|2642.09149|2632.12415|2624.40681|-0.15978|-1|2630.90339|2619.77859|2614.42656|2640.71079|2627.01029|2634.77363|0.0|0.0|2634.59148|2635.93857|2636.68699|2629.08957|2629.67515|2624.34937|2636.77581|2628.62934|2632.85|2636.41|2629.04|2632.7875|-1|0.0625|-0.60115|2664.58|2657.21|2649.84|2642.47|2638.785|2631.415|2627.73|2620.36|2612.99|2605.62|2614.3|2617.985|2621.67|2625.355|2640.095|2643.78|2647.465|2651.15|0.0|0.0|2623.91722|2637.03417|2628.7341|0|1770803014
1770605700|2632.95|2636.77|2627.19|2627.94|5138|M5|2621.95047|2633.13155|2621.21696|1.27344|-1|2622.78703|2622.1217|2634.74882|2638.66012|2629.66711|2624.37271|0.0|0.0|2639.16528|2632.81668|2641.6665|2626.00097|2626.98822|2633.77632|2636.938|0.0|2630.445|2636.77|2627.19|2631.2125|1|0.7675|-1.21457|2666.26|2656.68|2647.1|2637.52|2632.73|2623.15|2618.36|2608.78|2599.2|2589.62|2608.03|2612.82|2617.61|2622.4|2641.56|2646.35|2651.14|2655.93|0.0|0.0|2626.06742|2636.08863|2626.88494|0|1770803014
1770606000|2629.89|2637.97|2628.04|2637.83|2018|M5|2643.85659|2638.8908|2627.27213|-1.95552|2|2628.51844|2625.8199|2623.36888|2639.05045|2630.24651|2651.58987|0.0|0.0|2640.53866|2640.14898|2631.71143|2626.47083|2631.5958|2628.84002|0.0|0.0|2633.86|2637.97|2628.04|2633.4325|-1|0.4275|-1.21539|2677.55|2667.62|2657.69|2647.76|2642.795|2632.865|2627.9|2617.97|2608.04|2598.11|2608.18|2613.145|2618.11|2623.075|2642.935|2647.9|2652.865|2657.83|0.0|2627.76069|2645.69024|2638.19908|2627.53352|0|1770803014
1770606300|2633.64|2635.87|2630.63|2631.22|6691|M5|2631.81597|2629.95682|2622.49638|0.93756|1|2634.70403|2639.63189|2640.58252|2631.92438|2631.21021|2649.89039|0.0|0.0|2636.49728|2639.43721|2642.58457|2632.9175|2629.96641|2633.77877|0.0|0.0|2632.43|2635.87|2630.63|2632.84|1|0.41|-0.09686|2652.18|2646.94|2641.7|2636.46|2633.84|2628.6|2625.98|2620.74|2615.5|2610.26|2620.15|2622.77|2625.39|2628.01|2638.49|2641.11|2643.73|2646.35|0.0|0.0|2640.64883|2635.62286|2630.41161|0|1770803014
1770606600|2625.94|2628.52|2622.37|2623.39|6981|M5|2623.74448|2626.51649|2622.89409|0.30622|1|2624.74557|2630.94361|2623.94938|2633.61669|2635.10003|2628.41445|0.0|0.0|2626.51194|2627.08481|2635.5707|2622.93704|2618.02173|2627.03725|0.0|0.0|2624.665|2628.52|2622.37|2625.055|1|0.39|-1.92682|2647.99|2641.84|2635.69|2629.54|2626.465|2620.315|2617.24|2611.09|2604.94|2598.79|2610.07|2613.145|2616.22|2619.295|2631.595|2634.67|2637.745|2640.82|0.0|0.0|2618.22286|2628.0687|2622.85913|0|1770803014
1770606900|2620.89|2625.43|2611.31|2612.25|9595|M5|2606.55258|2607.58733|2609.42338|1.73664|-2|2608.24442|2613.1689|2617.21228|2625.78945|2623.93354|2632.29534|0.0|0.0|2623.87415|2621.38552|2631.38106|2611.57942|2613.43821|2613.50092|2626.19245|0.0|2616.57|2625.43|2611.31|2617.47|1|0.9|1.42831|2668.73|2654.61|2640.49|2626.37|2619.31|2605.19|2598.13|2584.01|2569.89|2555.77|2583.07|2590.13|2597.19|2604.25|2632.49|2639.55|2646.61|2653.67|2627.29722|0.0|2617.56478|2625.45417|2611.80322|0|1770803014
1770607200|2617.13|2617.13|2611.94|2613.15|7351|M5|2612.93722|2621.79698|2610.51199|1.29977|-1|2611.72753|2611.85688|2600.05788|2618.45704|2625.26848|2623.52969|0.0|0.0|2618.17777|2618.01546|2613.6476|2613.50681|2607.11845|2618.70024|0.0|0.0|2615.14|2617.13|2611.94|2614.8375|-1|0.3025|-1.08011|2633.91|2628.72|2623.53|2618.34|2615.745|2610.555|2607.96|2602.77|2597.58|2592.39|2601.56|2604.155|2606.75|2609.345|2619.725|2622.32|2624.915|2627.51|0.0|0.0|2617.61241|2617.70823|2611.14549|0|1770803014
1770607500|2619.0|2624.93|2617.82|2623.41|9070|M5|2630.25539|2619.6729|2623.91766|2.71998|-1|2615.39518|2614.01138|2628.45949|2619.91783|2625.16912|2631.07003|0.0|2617.05209|2623.72699|2621.23879|2617.89423|2618.19801|2622.30885|2613.41344|2625.13421|0.0|2621.205|2624.93|2617.82|2621.29|1|0.085|0.83857|2651.85|2644.74|2637.63|2630.52|2626.965|2619.855|2616.3|2609.19|2602.08|2594.97|2603.6|2607.155|2610.71|2614.265|2628.485|2632.04|2635.595|2639.15|2629.44689|0.0|2626.41177|2625.63251|2618.27692|0|1770803014
1770607800|2623.69|2625.94|2620.86|2621.83|1012|M5|2617.17392|2613.18995|2630.33805|-0.7638|0|2623.88167|2610.65247|2616.19836|2629.501|2626.38588|2622.36932|0.0|0.0|2625.07168|2627.98712|2624.92171|2618.88433|2624.31097|2620.09756|0.0|0.0|2622.76|2625.94|2620.86|2623.08|1|0.32|0.42143|2642.15|2637.07|2631.99|2626.91|2624.37|2619.29|2616.75|2611.67|2606.59|2601.51|2610.7|2613.24|2615.78|2618.32|2628.48|2631.02|2633.56|2636.1|0.0|0.0|2634.81923|2625.03192|2620.19802|0|1770803014
