Resistance_timestamp	Resistance_symbol	Resistance_timeframe	Resistance_close	Best_Resistance
1789714500	XAUUSD	M5	4393.43	4376.18535
1789714800	XAUUSD	M5	4391.39	4376.25259
1789715100	XAUUSD	M5	4393.69	4376.31983
1789715400	XAUUSD	M5	4390.48	4376.38708
1789715700	XAUUSD	M5	4392.77	4376.45432
1789716000	XAUUSD	M5	4393.40	4376.52156
1789716300	XAUUSD	M5	4395.67	4376.58880
1789716600	XAUUSD	M5	4393.28	4376.65605
1789716900	XAUUSD	M5	4393.81	4376.72329
1789717200	XAUUSD	M5	4393.72	4376.79053
1789717500	XAUUSD	M5	4397.32	4376.85777
1789717800	XAUUSD	M5	4397.16	4376.92502
1789718100	XAUUSD	M5	4393.36	4376.99226
1789718400	XAUUSD	M5	4397.56	4377.05950
1789718700	XAUUSD	M5	4394.92	4377.12674
1789719000	XAUUSD	M5	4390.44	4377.19399
1789719300	XAUUSD	M5	4391.69	4377.26123
1789719600	XAUUSD	M5	4390.00	4377.32847
1789719900	XAUUSD	M5	4387.88	4377.39571
1789720200	XAUUSD	M5	4387.75	4377.46296
1789720500	XAUUSD	M5	4386.72	4377.53020
1789720800	XAUUSD	M5	4386.82	4377.59744
1789721100	XAUUSD	M5	4386.84	4377.66468
1789721400	XAUUSD	M5	4392.03	4377.73193
1789721700	XAUUSD	M5	4392.24	4377.79917
1789722000	XAUUSD	M5	4395.02	4377.86641
1789722300	XAUUSD	M5	4396.18	4377.93365
1789722600	XAUUSD	M5	4394.49	4378.00090
1789722900	XAUUSD	M5	4393.13	4378.06814
1789723200	XAUUSD	M5	4391.37	4378.13538
1789723500	XAUUSD	M5	4387.97	4378.20262
1789723800	XAUUSD	M5	4385.75	4378.26987
1789724100	XAUUSD	M5	4381.36	4378.33711
1789724400	XAUUSD	M5	4376.75	4378.40435
1789724700	XAUUSD	M5	4374.73	4378.47159
1789725000	XAUUSD	M5	4378.18	4378.53884
1789725300	XAUUSD	M5	4376.55	4378.60608
1789725600	XAUUSD	M5	4377.02	4378.67332
1789725900	XAUUSD	M5	4378.96	4378.74056
1789726200	XAUUSD	M5	4379.07	4378.80781
1789726500	XAUUSD	M5	4379.65	4378.87505
1789726800	XAUUSD	M5	4379.96	4378.94229
1789727100	XAUUSD	M5	4381.46	4379.00953
1789727400	XAUUSD	M5	4381.22	4379.07678
1789727700	XAUUSD	M5	4380.84	4379.14402
1789728000	XAUUSD	M5	4381.39	4379.21126
1789728300	XAUUSD	M5	4378.86	4379.27850
1789728600	XAUUSD	M5	4377.51	4379.34575
1789728900	XAUUSD	M5	4381.79	4379.41299
1789729200	XAUUSD	M5	4385.43	4379.48023
1789729500	XAUUSD	M5	4385.85	4379.54748
1789729800	XAUUSD	M5	4388.22	4379.61472
1789730100	XAUUSD	M5	4381.62	4379.68196
1789730400	XAUUSD	M5	4381.64	4379.74920
1789730700	XAUUSD	M5	4377.72	4379.81645
1789731000	XAUUSD	M5	4380.38	4379.88369
1789731300	XAUUSD	M5	4379.43	4379.95093
1789731600	XAUUSD	M5	4375.88	4380.01817
1789731900	XAUUSD	M5	4376.35	4380.08542
1789732200	XAUUSD	M5	4373.09	4380.15266
1789732500	XAUUSD	M5	4381.32	4380.21990
1789732800	XAUUSD	M5	4381.07	4380.28714
1789733100	XAUUSD	M5	4374.96	4380.35439
1789733400	XAUUSD	M5	4373.44	4380.42163
1789733700	XAUUSD	M5	4371.39	4380.48887
1789734000	XAUUSD	M5	4357.08	4380.55611
1789734300	XAUUSD	M5	4358.33	4380.62336
1789734600	XAUUSD	M5	4370.75	4380.69060
1789734900	XAUUSD	M5	4368.70	4380.75784
1789735200	XAUUSD	M5	4369.17	4380.82508
1789735500	XAUUSD	M5	4369.00	4380.89233
1789735800	XAUUSD	M5	4368.30	4380.95957
1789736100	XAUUSD	M5	4368.91	4381.02681
1789736400	XAUUSD	M5	4370.75	4381.09405
1789736700	XAUUSD	M5	4372.64	4381.16130
1789737000	XAUUSD	M5	4371.41	4381.22854
1789737300	XAUUSD	M5	4372.13	4381.29578
1789737600	XAUUSD	M5	4365.30	4381.36302
1789737900	XAUUSD	M5	4367.15	4381.43027
1789738200	XAUUSD	M5	4358.60	4381.49751
1789738500	XAUUSD	M5	4359.14	4381.56475
1789738800	XAUUSD	M5	4353.50	4381.63199
1789739100	XAUUSD	M5	4354.44	4381.69924
1789739400	XAUUSD	M5	4349.84	4381.76648
1789739700	XAUUSD	M5	4349.44	4381.83372
1789740000	XAUUSD	M5	4356.02	4381.90096
1789740300	XAUUSD	M5	4352.23	4381.96821
1789740600	XAUUSD	M5	4351.54	4382.03545
1789740900	XAUUSD	M5	4348.19	4382.10269
1789741200	XAUUSD	M5	4352.33	4382.16993
1789741500	XAUUSD	M5	4343.01	4382.23718
1789741800	XAUUSD	M5	4346.94	4382.30442
1789742100	XAUUSD	M5	4353.19	4382.37166
1789742400	XAUUSD	M5	4353.60	4382.43890
1789742700	XAUUSD	M5	4354.91	4382.50615
1789743000	XAUUSD	M5	4358.16	4382.57339
1789743300	XAUUSD	M5	4353.07	4382.64063
1789743600	XAUUSD	M5	4353.78	4382.70787
1789743900	XAUUSD	M5	4350.35	4382.77512
1789744200	XAUUSD	M5	4352.18	4382.84236
1789744500	XAUUSD	M5	4355.50	4382.90960
1789744800	XAUUSD	M5	4354.25	4382.97684
1789745100	XAUUSD	M5	4356.24	4383.04409
1789745400	XAUUSD	M5	4355.84	4383.11133
1789745700	XAUUSD	M5	4351.33	4383.17857
1789746000	XAUUSD	M5	4354.88	4383.24581
1789746300	XAUUSD	M5	4357.10	4383.31306
1789746600	XAUUSD	M5	4353.40	4383.38030
1789746900	XAUUSD	M5	4356.71	4383.44754
1789747200	XAUUSD	M5	4356.82	4383.51478
1789747500	XAUUSD	M5	4360.12	4383.58203
1789747800	XAUUSD	M5	4361.85	4383.64927
1789748100	XAUUSD	M5	4366.19	4383.71651
1789748400	XAUUSD	M5	4369.29	4383.78375
1789748700	XAUUSD	M5	4377.67	4383.85100
1789749000	XAUUSD	M5	4379.81	4383.91824
1789749300	XAUUSD	M5	4380.32	4383.98548
1789749600	XAUUSD	M5	4378.06	4384.05272
1789749900	XAUUSD	M5	4378.96	4384.11997
1789750200	XAUUSD	M5	4381.45	4384.18721
1789750500	XAUUSD	M5	4382.85	4384.25445
1789750800	XAUUSD	M5	4384.40	4384.32169
1789751100	XAUUSD	M5	4386.46	4384.38894
1789751400	XAUUSD	M5	4385.46	4384.45618
1789751700	XAUUSD	M5	4386.07	4384.52342
1789752000	XAUUSD	M5	4383.86	4384.59066
1789752300	XAUUSD	M5	4386.93	4384.65791
1789752600	XAUUSD	M5	4392.85	4384.72515
1789752900	XAUUSD	M5	4393.56	4384.79239
1789753200	XAUUSD	M5	4393.18	4384.85963
1789753500	XAUUSD	M5	4395.28	4384.92688
1789753800	XAUUSD	M5	4393.28	4384.99412
1789754100	XAUUSD	M5	4393.15	4385.06136
1789754400	XAUUSD	M5	4392.42	4385.12860
1789754700	XAUUSD	M5	4390.38	4385.19585
1789755000	XAUUSD	M5	4392.15	4385.26309
1789755300	XAUUSD	M5	4390.59	4385.33033
1789755600	XAUUSD	M5	4390.01	4385.39757
1789755900	XAUUSD	M5	4390.64	4385.46482
1789756200	XAUUSD	M5	4387.87	4385.53206
1789756500	XAUUSD	M5	4385.11	4385.59930
1789756800	XAUUSD	M5	4380.94	4385.66654
1789757100	XAUUSD	M5	4383.13	4385.73379
1789757400	XAUUSD	M5	4380.45	4385.80103
1789757700	XAUUSD	M5	4382.17	4385.86827
1789758000	XAUUSD	M5	4382.11	4385.93551
1789758300	XAUUSD	M5	4384.66	4386.00276
1789758600	XAUUSD	M5	4384.31	4386.07000
1789758900	XAUUSD	M5	4381.95	4386.13724
1789759200	XAUUSD	M5	4382.59	4386.20449
1789759500	XAUUSD	M5	4380.55	4386.27173
1789759800	XAUUSD	M5	4380.12	4386.33897
1789760100	XAUUSD	M5	4381.59	4386.40621
1789760400	XAUUSD	M5	4381.45	4386.47346
1789760700	XAUUSD	M5	4382.16	4386.54070
1789761000	XAUUSD	M5	4377.11	4386.60794
1789761300	XAUUSD	M5	4376.88	4386.67518
1789761600	XAUUSD	M5	4377.80	4386.74243
1789761900	XAUUSD	M5	4378.53	4386.80967
1789762200	XAUUSD	M5	4381.57	4386.87691
1789762500	XAUUSD	M5	4379.73	4386.94415
1789762800	XAUUSD	M5	4382.71	4387.01140
1789763100	XAUUSD	M5	4381.08	4387.07864
1789763400	XAUUSD	M5	4381.98	4387.14588
1789763700	XAUUSD	M5	4380.04	4387.21312
1789764000	XAUUSD	M5	4380.93	4387.28037
1789764300	XAUUSD	M5	4377.94	4387.34761
1789764600	XAUUSD	M5	4378.31	4387.41485
1789764900	XAUUSD	M5	4377.99	4387.48209
