Support_timestamp	Support_symbol	Support_timeframe	Support_close	Best_Support
1789715700	XAUUSD	M5	4392.77	4354.24000
1789716000	XAUUSD	M5	4393.40	4354.28086
1789716300	XAUUSD	M5	4395.67	4354.32171
1789716600	XAUUSD	M5	4393.28	4354.36257
1789716900	XAUUSD	M5	4393.81	4354.40343
1789717200	XAUUSD	M5	4393.72	4354.44429
1789717500	XAUUSD	M5	4397.32	4354.48514
1789717800	XAUUSD	M5	4397.16	4354.52600
1789718100	XAUUSD	M5	4393.36	4354.56686
1789718400	XAUUSD	M5	4397.56	4354.60771
1789718700	XAUUSD	M5	4394.92	4354.64857
1789719000	XAUUSD	M5	4390.44	4354.68943
1789719300	XAUUSD	M5	4391.69	4354.73029
1789719600	XAUUSD	M5	4390.00	4354.77114
1789719900	XAUUSD	M5	4387.88	4354.81200
1789720200	XAUUSD	M5	4387.75	4354.85286
1789720500	XAUUSD	M5	4386.72	4354.89371
1789720800	XAUUSD	M5	4386.82	4354.93457
1789721100	XAUUSD	M5	4386.84	4354.97543
1789721400	XAUUSD	M5	4392.03	4355.01629
1789721700	XAUUSD	M5	4392.24	4355.05714
1789722000	XAUUSD	M5	4395.02	4355.09800
1789722300	XAUUSD	M5	4396.18	4355.13886
1789722600	XAUUSD	M5	4394.49	4355.17971
1789722900	XAUUSD	M5	4393.13	4355.22057
1789723200	XAUUSD	M5	4391.37	4355.26143
1789723500	XAUUSD	M5	4387.97	4355.30229
1789723800	XAUUSD	M5	4385.75	4355.34314
1789724100	XAUUSD	M5	4381.36	4355.38400
1789724400	XAUUSD	M5	4376.75	4355.42486
1789724700	XAUUSD	M5	4374.73	4355.46571
1789725000	XAUUSD	M5	4378.18	4355.50657
1789725300	XAUUSD	M5	4376.55	4355.54743
1789725600	XAUUSD	M5	4377.02	4355.58829
1789725900	XAUUSD	M5	4378.96	4355.62914
1789726200	XAUUSD	M5	4379.07	4355.67000
1789726500	XAUUSD	M5	4379.65	4355.71086
1789726800	XAUUSD	M5	4379.96	4355.75171
1789727100	XAUUSD	M5	4381.46	4355.79257
1789727400	XAUUSD	M5	4381.22	4355.83343
1789727700	XAUUSD	M5	4380.84	4355.87429
1789728000	XAUUSD	M5	4381.39	4355.91514
1789728300	XAUUSD	M5	4378.86	4355.95600
1789728600	XAUUSD	M5	4377.51	4355.99686
1789728900	XAUUSD	M5	4381.79	4356.03771
1789729200	XAUUSD	M5	4385.43	4356.07857
1789729500	XAUUSD	M5	4385.85	4356.11943
1789729800	XAUUSD	M5	4388.22	4356.16029
1789730100	XAUUSD	M5	4381.62	4356.20114
1789730400	XAUUSD	M5	4381.64	4356.24200
1789730700	XAUUSD	M5	4377.72	4356.28286
1789731000	XAUUSD	M5	4380.38	4356.32371
1789731300	XAUUSD	M5	4379.43	4356.36457
1789731600	XAUUSD	M5	4375.88	4356.40543
1789731900	XAUUSD	M5	4376.35	4356.44629
1789732200	XAUUSD	M5	4373.09	4356.48714
1789732500	XAUUSD	M5	4381.32	4356.52800
1789732800	XAUUSD	M5	4381.07	4356.56886
1789733100	XAUUSD	M5	4374.96	4356.60971
1789733400	XAUUSD	M5	4373.44	4356.65057
1789733700	XAUUSD	M5	4371.39	4356.69143
1789734000	XAUUSD	M5	4357.08	4356.73229
1789734300	XAUUSD	M5	4358.33	4356.77314
1789734600	XAUUSD	M5	4370.75	4356.81400
1789734900	XAUUSD	M5	4368.70	4356.85486
1789735200	XAUUSD	M5	4369.17	4356.89571
1789735500	XAUUSD	M5	4369.00	4356.93657
1789735800	XAUUSD	M5	4368.30	4356.97743
1789736100	XAUUSD	M5	4368.91	4357.01829
1789736400	XAUUSD	M5	4370.75	4357.05914
1789736700	XAUUSD	M5	4372.64	4357.10000
1789737000	XAUUSD	M5	4371.41	4357.14086
1789737300	XAUUSD	M5	4372.13	4357.18171
1789737600	XAUUSD	M5	4365.30	4357.22257
1789737900	XAUUSD	M5	4367.15	4357.26343
1789738200	XAUUSD	M5	4358.60	4357.30429
1789738500	XAUUSD	M5	4359.14	4357.34514
1789738800	XAUUSD	M5	4353.50	4357.38600
1789739100	XAUUSD	M5	4354.44	4357.42686
1789739400	XAUUSD	M5	4349.84	4357.46771
1789739700	XAUUSD	M5	4349.44	4357.50857
1789740000	XAUUSD	M5	4356.02	4357.54943
1789740300	XAUUSD	M5	4352.23	4357.59029
1789740600	XAUUSD	M5	4351.54	4357.63114
1789740900	XAUUSD	M5	4348.19	4357.67200
1789741200	XAUUSD	M5	4352.33	4357.71286
1789741500	XAUUSD	M5	4343.01	4357.75371
1789741800	XAUUSD	M5	4346.94	4357.79457
1789742100	XAUUSD	M5	4353.19	4357.83543
1789742400	XAUUSD	M5	4353.60	4357.87629
1789742700	XAUUSD	M5	4354.91	4357.91714
1789743000	XAUUSD	M5	4358.16	4357.95800
1789743300	XAUUSD	M5	4353.07	4357.99886
1789743600	XAUUSD	M5	4353.78	4358.03971
1789743900	XAUUSD	M5	4350.35	4358.08057
1789744200	XAUUSD	M5	4352.18	4358.12143
1789744500	XAUUSD	M5	4355.50	4358.16229
1789744800	XAUUSD	M5	4354.25	4358.20314
1789745100	XAUUSD	M5	4356.24	4358.24400
1789745400	XAUUSD	M5	4355.84	4358.28486
1789745700	XAUUSD	M5	4351.33	4358.32571
1789746000	XAUUSD	M5	4354.88	4358.36657
1789746300	XAUUSD	M5	4357.10	4358.40743
1789746600	XAUUSD	M5	4353.40	4358.44829
1789746900	XAUUSD	M5	4356.71	4358.48914
1789747200	XAUUSD	M5	4356.82	4358.53000
1789747500	XAUUSD	M5	4360.12	4358.57086
1789747800	XAUUSD	M5	4361.85	4358.61171
1789748100	XAUUSD	M5	4366.19	4358.65257
1789748400	XAUUSD	M5	4369.29	4358.69343
1789748700	XAUUSD	M5	4377.67	4358.73429
1789749000	XAUUSD	M5	4379.81	4358.77514
1789749300	XAUUSD	M5	4380.32	4358.81600
1789749600	XAUUSD	M5	4378.06	4358.85686
1789749900	XAUUSD	M5	4378.96	4358.89771
1789750200	XAUUSD	M5	4381.45	4358.93857
1789750500	XAUUSD	M5	4382.85	4358.97943
1789750800	XAUUSD	M5	4384.40	4359.02029
1789751100	XAUUSD	M5	4386.46	4359.06114
1789751400	XAUUSD	M5	4385.46	4359.10200
1789751700	XAUUSD	M5	4386.07	4359.14286
1789752000	XAUUSD	M5	4383.86	4359.18371
1789752300	XAUUSD	M5	4386.93	4359.22457
1789752600	XAUUSD	M5	4392.85	4359.26543
1789752900	XAUUSD	M5	4393.56	4359.30629
1789753200	XAUUSD	M5	4393.18	4359.34714
1789753500	XAUUSD	M5	4395.28	4359.38800
1789753800	XAUUSD	M5	4393.28	4359.42886
1789754100	XAUUSD	M5	4393.15	4359.46971
1789754400	XAUUSD	M5	4392.42	4359.51057
1789754700	XAUUSD	M5	4390.38	4359.55143
1789755000	XAUUSD	M5	4392.15	4359.59229
1789755300	XAUUSD	M5	4390.59	4359.63314
1789755600	XAUUSD	M5	4390.01	4359.67400
1789755900	XAUUSD	M5	4390.64	4359.71486
1789756200	XAUUSD	M5	4387.87	4359.75571
1789756500	XAUUSD	M5	4385.11	4359.79657
1789756800	XAUUSD	M5	4380.94	4359.83743
1789757100	XAUUSD	M5	4383.13	4359.87829
1789757400	XAUUSD	M5	4380.45	4359.91914
1789757700	XAUUSD	M5	4382.17	4359.96000
1789758000	XAUUSD	M5	4382.11	4360.00086
1789758300	XAUUSD	M5	4384.66	4360.04171
1789758600	XAUUSD	M5	4384.31	4360.08257
1789758900	XAUUSD	M5	4381.95	4360.12343
1789759200	XAUUSD	M5	4382.59	4360.16429
1789759500	XAUUSD	M5	4380.55	4360.20514
1789759800	XAUUSD	M5	4380.12	4360.24600
1789760100	XAUUSD	M5	4381.59	4360.28686
1789760400	XAUUSD	M5	4381.45	4360.32771
1789760700	XAUUSD	M5	4382.16	4360.36857
1789761000	XAUUSD	M5	4377.11	4360.40943
1789761300	XAUUSD	M5	4376.88	4360.45029
1789761600	XAUUSD	M5	4377.80	4360.49114
1789761900	XAUUSD	M5	4378.53	4360.53200
1789762200	XAUUSD	M5	4381.57	4360.57286
1789762500	XAUUSD	M5	4379.73	4360.61371
1789762800	XAUUSD	M5	4382.71	4360.65457
1789763100	XAUUSD	M5	4381.08	4360.69543
1789763400	XAUUSD	M5	4381.98	4360.73629
1789763700	XAUUSD	M5	4380.04	4360.77714
1789764000	XAUUSD	M5	4380.93	4360.81800
1789764300	XAUUSD	M5	4377.94	4360.85886
1789764600	XAUUSD	M5	4378.31	4360.89971
1789764900	XAUUSD	M5	4377.99	4360.94057
