timestamp	symbol	timeframe	close	diag_asc_line_1	diag_asc_line_2	diag_asc_line_3	diag_desc_line_1	diag_desc_line_2	diag_desc_line_3	diag_high_map	diag_low_map
1772086198	XAUUSD	M5	5197.99	5181.78			5178.10			0	0
1772086498	XAUUSD	M5	5196.06	5181.95			5177.77			0	0
1772086798	XAUUSD	M5	5196.44	5182.13			5177.45			0	0
1772087098	XAUUSD	M5	5193.49	5182.31			5177.12			0	0
1772087398	XAUUSD	M5	5196.90	5182.49			5176.79			0	0
1772087698	XAUUSD	M5	5196.79	5182.66			5176.46			0	0
1772087998	XAUUSD	M5	5196.44	5182.84			5176.13			0	0
1772088298	XAUUSD	M5	5192.80	5183.02			5175.80			0	0
1772088598	XAUUSD	M5	5192.66	5183.19			5175.47			0	0
1772088898	XAUUSD	M5	5193.26	5183.37			5175.14			0	0
1772089198	XAUUSD	M5	5190.96	5183.55			5174.82			0	0
1772089498	XAUUSD	M5	5184.75	5183.73			5174.49			0	0
1772089798	XAUUSD	M5	5187.62	5183.90			5174.16			0	0
1772090098	XAUUSD	M5	5188.55	5184.08			5173.83			0	0
1772090398	XAUUSD	M5	5186.04	5184.26			5173.50			0	0
1772090698	XAUUSD	M5	5184.88	5184.43			5173.17			0	0
1772090998	XAUUSD	M5	5186.15	5184.61			5172.84			0	0
1772091298	XAUUSD	M5	5188.35	5184.79			5172.51			0	0
1772091598	XAUUSD	M5	5186.49	5184.96			5172.18			0	0
1772091898	XAUUSD	M5	5181.91	5185.14			5171.86			0	0
1772092198	XAUUSD	M5	5183.70	5185.32			5171.53			0	0
1772092498	XAUUSD	M5	5186.02	5185.50			5171.20			0	0
1772092798	XAUUSD	M5	5181.47	5185.67			5170.87			0	0
1772093098	XAUUSD	M5	5183.96	5185.85			5170.54			0	0
1772093398	XAUUSD	M5	5189.48	5186.03			5170.21			0	0
1772093698	XAUUSD	M5	5187.25	5186.20			5169.88			0	0
1772093998	XAUUSD	M5	5187.01	5186.38			5169.55			0	0
1772094298	XAUUSD	M5	5176.99	5186.56			5169.23			0	0
1772094598	XAUUSD	M5	5175.06	5186.74			5168.90			0	0
1772094898	XAUUSD	M5	5174.82	5186.91			5168.57			0	0
1772095198	XAUUSD	M5	5174.28	5187.09			5168.24			0	0
1772095498	XAUUSD	M5	5179.75	5187.27			5167.91			0	5167.91
1772095798	XAUUSD	M5	5178.38	5187.44			5167.58			0	0
1772096098	XAUUSD	M5	5179.41	5187.62			5167.25			0	0
1772096398	XAUUSD	M5	5174.44	5187.80			5166.92			0	0
1772096698	XAUUSD	M5	5178.01	5187.98			5166.59			0	0
1772096998	XAUUSD	M5	5181.64	5188.15			5166.27			0	0
1772097298	XAUUSD	M5	5176.99	5188.33			5165.94			0	0
1772097598	XAUUSD	M5	5176.56	5188.51			5165.61			0	0
1772097898	XAUUSD	M5	5181.20	5188.68			5165.28			0	0
1772098198	XAUUSD	M5	5181.63	5188.86			5164.95			0	0
1772098498	XAUUSD	M5	5183.30	5189.04			5164.62			0	0
1772098798	XAUUSD	M5	5181.50	5189.21			5164.29			0	0
1772099098	XAUUSD	M5	5184.64	5189.39			5163.96			0	0
1772099398	XAUUSD	M5	5186.98	5189.57			5163.64			0	0
1772099698	XAUUSD	M5	5186.32	5189.75			5163.31			0	0
1772099998	XAUUSD	M5	5189.51	5189.92			5162.98			0	0
1772100298	XAUUSD	M5	5188.45	5190.10			5162.65			5190.10	0
1772100598	XAUUSD	M5	5187.89	5190.28			5162.32			0	0
1772100898	XAUUSD	M5	5182.85	5190.45			5161.99			0	0
1772101198	XAUUSD	M5	5183.60	5190.63			5161.66			0	0
1772101498	XAUUSD	M5	5179.29	5190.81			5161.33			0	0
1772101798	XAUUSD	M5	5177.04	5190.99			5161.00			0	0
1772102098	XAUUSD	M5	5176.09	5191.16			5160.68			0	0
1772102398	XAUUSD	M5	5172.13	5191.34			5160.35			0	0
1772102698	XAUUSD	M5	5171.17	5191.52			5160.02			0	0
1772102998	XAUUSD	M5	5173.60	5191.69			5159.69			0	0
1772103298	XAUUSD	M5	5171.61	5191.87			5159.36			0	0
1772103598	XAUUSD	M5	5173.83	5192.05			5159.03			0	0
1772103898	XAUUSD	M5	5177.33	5192.22			5158.70			0	0
1772104198	XAUUSD	M5	5175.85	5192.40			5158.37			0	0
1772104498	XAUUSD	M5	5175.54	5192.58			5158.05			0	0
1772104798	XAUUSD	M5	5171.70	5192.76			5157.72			0	0
1772105098	XAUUSD	M5	5171.88	5192.93			5157.39			0	0
1772105398	XAUUSD	M5	5173.38	5193.11			5157.06			0	0
1772105698	XAUUSD	M5	5173.54	5193.29			5156.73			0	0
1772105998	XAUUSD	M5	5174.68	5193.46			5156.40			0	0
1772106298	XAUUSD	M5	5171.40	5193.64			5156.07			0	0
1772106598	XAUUSD	M5	5163.51	5193.82			5155.74			0	0
1772106898	XAUUSD	M5	5164.71	5194.00			5155.41			0	0
1772107198	XAUUSD	M5	5165.67	5194.17			5155.09			0	5157.98
1772107498	XAUUSD	M5	5169.15	5194.35			5154.76			0	0
1772107798	XAUUSD	M5	5168.46	5194.53			5154.43			0	0
1772108098	XAUUSD	M5	5172.18	5194.70			5154.10			0	0
1772108398	XAUUSD	M5	5176.52	5194.88			5153.77			0	0
1772108698	XAUUSD	M5	5178.54	5195.06			5153.44			0	0
1772108998	XAUUSD	M5	5183.10	5195.24			5153.11			0	0
1772109298	XAUUSD	M5	5182.34	5195.41			5152.78			0	0
1772109598	XAUUSD	M5	5187.52	5195.59			5152.46			0	0
1772109898	XAUUSD	M5	5181.29	5195.77			5152.13			5187.83	0
1772110198	XAUUSD	M5	5181.25	5195.94			5151.80			0	0
1772110498	XAUUSD	M5	5183.85	5196.12			5151.47			0	0
1772110798	XAUUSD	M5	5175.76	5196.30			5151.14			0	0
1772111098	XAUUSD	M5	5172.50	5196.47			5150.81			0	0
1772111398	XAUUSD	M5	5174.00	5196.65			5150.48			0	0
1772111698	XAUUSD	M5	5171.65	5196.83			5150.15			0	0
1772111998	XAUUSD	M5	5178.12	5197.01			5149.83			0	0
1772112298	XAUUSD	M5	5174.76	5197.18			5149.50			0	0
1772112598	XAUUSD	M5	5174.36	5197.36			5149.17			0	0
1772112898	XAUUSD	M5	5173.61	5197.54			5148.84			0	0
1772113198	XAUUSD	M5	5165.14	5197.71			5148.51			0	0
1772113498	XAUUSD	M5	5168.76	5197.89			5148.18			0	0
1772113798	XAUUSD	M5	5170.80	5198.07			5147.85			0	0
1772114098	XAUUSD	M5	5166.39	5198.25			5147.52			0	0
1772114398	XAUUSD	M5	5166.06	5198.42			5147.19			0	0
1772114698	XAUUSD	M5	5163.55	5198.60			5146.87			0	0
1772114998	XAUUSD	M5	5166.28	5198.78			5146.54			0	0
1772115298	XAUUSD	M5	5167.02	5198.95			5146.21			0	0
1772115598	XAUUSD	M5	5168.82	5199.13			5145.88			0	0
1772115898	XAUUSD	M5	5170.41	5199.31			5145.55			0	0
1772116198	XAUUSD	M5	5165.83	5199.49			5145.22			0	0
1772116498	XAUUSD	M5	5166.41	5199.66			5144.89			0	0
1772116798	XAUUSD	M5	5172.56	5199.84			5144.56			0	0
1772117098	XAUUSD	M5	5171.99	5200.02			5144.24			0	0
1772117398	XAUUSD	M5	5167.91	5200.19			5143.91			0	0
1772117698	XAUUSD	M5	5165.14	5200.37			5143.58			0	0
1772117998	XAUUSD	M5	5167.70	5200.55			5143.25			0	0
1772118298	XAUUSD	M5	5167.21	5200.72			5142.92			0	0
1772118598	XAUUSD	M5	5162.38	5200.90			5142.59			0	0
1772118898	XAUUSD	M5	5158.57	5201.08			5142.26			0	0
1772119198	XAUUSD	M5	5154.46	5201.26			5141.93			0	0
1772119498	XAUUSD	M5	5141.51	5201.43			5141.60			0	5130.84
1772119798	XAUUSD	M5	5153.62	5201.61			5141.28			0	0
1772120098	XAUUSD	M5	5169.23	5201.79			5140.95			0	0
1772120398	XAUUSD	M5	5175.56	5201.96			5140.62			0	0
1772120698	XAUUSD	M5	5182.38	5202.14			5140.29			0	0
1772120998	XAUUSD	M5	5189.70	5202.32			5139.96			5192.68	0
1772121298	XAUUSD	M5	5185.86	5202.50			5139.63			0	0
1772121598	XAUUSD	M5	5178.92	5202.67			5139.30			0	0
1772121898	XAUUSD	M5	5177.76	5202.85			5138.97			0	0
1772122198	XAUUSD	M5	5176.76	5203.03			5138.65			0	0
1772122498	XAUUSD	M5	5181.40	5203.20			5138.32			0	0
1772122798	XAUUSD	M5	5178.22	5203.38			5137.99			0	0
1772123098	XAUUSD	M5	5180.48	5203.56			5137.66			0	0
1772123398	XAUUSD	M5	5181.91	5203.74			5137.33			0	0
1772123698	XAUUSD	M5	5182.35	5203.91			5137.00			0	0
1772123998	XAUUSD	M5	5183.30	5204.09			5136.67			0	0
1772124298	XAUUSD	M5	5181.36	5204.27			5136.34			0	0
1772124598	XAUUSD	M5	5179.02	5204.44			5136.01			0	0
1772124898	XAUUSD	M5	5179.61	5204.62			5135.69			0	0
1772125198	XAUUSD	M5	5181.28	5204.80			5135.36			0	0
1772125498	XAUUSD	M5	5186.39	5204.97			5135.03			0	0
1772125798	XAUUSD	M5	5179.65	5205.15			5134.70			0	0
1772126098	XAUUSD	M5	5178.26	5205.33			5134.37			0	0
1772126398	XAUUSD	M5	5179.47	5205.51			5134.04			0	0
1772126698	XAUUSD	M5	5174.39	5205.68			5133.71			0	0
1772126998	XAUUSD	M5	5176.73	5205.86			5133.38			0	0
1772127298	XAUUSD	M5	5173.94	5206.04			5133.06			0	0
1772127598	XAUUSD	M5	5174.73	5206.21			5132.73			0	0
1772127898	XAUUSD	M5	5169.95	5206.39			5132.40			0	0
1772128198	XAUUSD	M5	5166.97	5206.57			5132.07			0	0
1772128498	XAUUSD	M5	5167.22	5206.75			5131.74			0	0
1772128798	XAUUSD	M5	5168.87	5206.92			5131.41			0	0
1772129098	XAUUSD	M5	5170.20	5207.10			5131.08			0	0
1772129398	XAUUSD	M5	5173.38	5207.28			5130.75			0	0
1772129698	XAUUSD	M5	5174.85	5207.45			5130.42			0	0
1772129998	XAUUSD	M5	5174.86	5207.63			5130.10			0	0
1772130298	XAUUSD	M5	5177.09	5207.81			5129.77			0	0
1772130598	XAUUSD	M5	5167.56	5207.98			5129.44			0	0
1772130898	XAUUSD	M5	5175.50	5208.16			5129.11			0	5160.94
1772131198	XAUUSD	M5	5181.72	5208.34			5128.78			0	0
1772131498	XAUUSD	M5	5184.66	5208.52			5128.45			0	0
1772131798	XAUUSD	M5	5180.90	5208.69			5128.12			0	0
1772132098	XAUUSD	M5	5180.24	5208.87			5127.79			0	0
1772132398	XAUUSD	M5	5185.45	5209.05			5127.47			0	0
1772132698	XAUUSD	M5	5186.22	5209.22			5127.14			0	0
1772132998	XAUUSD	M5	5186.48	5209.40			5126.81			0	0
1772133298	XAUUSD	M5	5187.70	5209.58			5126.48			0	0
1772133598	XAUUSD	M5	5185.79	5209.76			5126.15			0	0
1772133898	XAUUSD	M5	5185.56	5209.93			5125.82			0	0
1772134198	XAUUSD	M5	5188.86	5210.11			5125.49			0	0
1772134498	XAUUSD	M5	5184.19	5210.29			5125.16			0	0
1772134798	XAUUSD	M5	5186.40	5210.46			5124.83			0	0
1772135098	XAUUSD	M5	5193.89	5210.64			5124.51			0	0
1772135398	XAUUSD	M5	5189.59	5210.82			5124.18			0	0
1772135698	XAUUSD	M5	5187.06	5211.00			5123.85			0	0
1772135998	XAUUSD	M5	5193.81	5211.17			5123.52			0	0
1772136298	XAUUSD	M5	5195.17	5211.35			5123.19			0	0
1772136598	XAUUSD	M5	5196.91	5211.53			5122.86			0	0
1772136898	XAUUSD	M5	5194.53	5211.70			5122.53			0	0
1772137198	XAUUSD	M5	5197.78	5211.88			5122.20			0	0
1772137498	XAUUSD	M5	5193.62	5212.06			5121.88			0	0
1772137798	XAUUSD	M5	5194.35	5212.23			5121.55			0	0
1772138098	XAUUSD	M5	5197.73	5212.41			5121.22			0	0
1772138398	XAUUSD	M5	5198.35	5212.59			5120.89			0	0
1772138698	XAUUSD	M5	5199.97	5212.77			5120.56			5200.65	0
1772138998	XAUUSD	M5	5192.82	5212.94			5120.23			0	0
1772139298	XAUUSD	M5	5196.61	5213.12			5119.90			0	0
1772139598	XAUUSD	M5	5198.64	5213.30			5119.57			0	0
1772139898	XAUUSD	M5	5199.59	5213.47			5119.25			0	0
1772140198	XAUUSD	M5	5196.51	5213.65			5118.92			0	0
1772140498	XAUUSD	M5	5195.12	5213.83			5118.59			0	0
1772140798	XAUUSD	M5	5191.31	5214.01			5118.26			0	0
1772141098	XAUUSD	M5	5185.72	5214.18			5117.93			0	0
1772141398	XAUUSD	M5	5185.11	5214.36			5117.60			0	0
1772141698	XAUUSD	M5	5187.12	5214.54			5117.27			0	0
1772141998	XAUUSD	M5	5190.39	5214.71			5116.94			0	0
1772142298	XAUUSD	M5	5187.18	5214.89			5116.61			0	0
1772142598	XAUUSD	M5	5183.40	5215.07			5116.29			0	0
1772142898	XAUUSD	M5	5185.20	5215.25			5115.96			0	0
1772146798	XAUUSD	M5	5182.18	5215.42			5115.63			0	5175.72
1772147098	XAUUSD	M5	5184.67	5215.60			5115.30			0	0
1772147398	XAUUSD	M5	5183.99	5215.78			5114.97			0	0
1772147698	XAUUSD	M5	5183.77	5215.95			5114.64			0	0
1772147998	XAUUSD	M5	5183.69	5216.13			5114.31			0	0
1772148298	XAUUSD	M5	5184.00	5216.31			5113.98			0	0
1772148598	XAUUSD	M5	5183.32	5216.48			5113.66			0	0
1772148898	XAUUSD	M5	5187.21	5216.66			5113.33			0	0
1772149198	XAUUSD	M5	5186.02	5216.84			5113.00			0	0
1772149498	XAUUSD	M5	5183.96	5217.02			5112.67			0	0
1772149798	XAUUSD	M5	5184.93	5217.19			5112.34			0	0
1772150098	XAUUSD	M5	5184.61	5217.37			5112.01			0	0
1772150398	XAUUSD	M5	5180.24	5217.55			5111.68			0	0
1772150698	XAUUSD	M5	5182.68	5217.72			5111.35			0	0
1772150998	XAUUSD	M5	5185.89	5217.90			5111.02			0	0
1772151298	XAUUSD	M5	5189.28	5218.08			5110.70			0	0
1772151598	XAUUSD	M5	5192.47	5218.26			5110.37			5194.70	0
1772151898	XAUUSD	M5	5188.14	5218.43			5110.04			0	0
1772152198	XAUUSD	M5	5182.22	5218.61			5109.71			0	0
1772152498	XAUUSD	M5	5174.71	5218.79			5109.38			0	0
1772152798	XAUUSD	M5	5176.20	5218.96			5109.05			0	0
1772153098	XAUUSD	M5	5173.90	5219.14			5108.72			0	0
1772153398	XAUUSD	M5	5176.56	5219.32			5108.39			0	0
1772153698	XAUUSD	M5	5174.97	5219.50			5108.07			0	0
1772153998	XAUUSD	M5	5175.37	5219.67			5107.74			0	0
1772154298	XAUUSD	M5	5174.86	5219.85			5107.41			0	5166.90
1772154598	XAUUSD	M5	5176.58	5220.03			5107.08			0	0
1772154898	XAUUSD	M5	5177.91	5220.20			5106.75			0	0
1772155198	XAUUSD	M5	5177.86	5220.38			5106.42			0	0
1772155498	XAUUSD	M5	5174.99	5220.56			5106.09			0	0
1772155798	XAUUSD	M5	5182.14	5220.73			5105.76			0	0
1772156098	XAUUSD	M5	5190.70	5220.91			5105.43			0	0
1772156398	XAUUSD	M5	5188.65	5221.09			5105.11			0	0
1772156698	XAUUSD	M5	5188.54	5221.27			5104.78			0	0
1772156998	XAUUSD	M5	5192.10	5221.44			5104.45			0	0
1772157298	XAUUSD	M5	5194.22	5221.62			5104.12			0	0
1772157598	XAUUSD	M5	5193.31	5221.80			5103.79			0	0
1772157898	XAUUSD	M5	5195.28	5221.97			5103.46			5199.63	0
1772158198	XAUUSD	M5	5194.16	5222.15			5103.13			0	0
1772158498	XAUUSD	M5	5191.24	5222.33			5102.80			0	0
1772158798	XAUUSD	M5	5186.66	5222.51			5102.48			0	0
1772159098	XAUUSD	M5	5183.93	5222.68			5102.15			0	0
1772159398	XAUUSD	M5	5183.74	5222.86			5101.82			0	0
1772159698	XAUUSD	M5	5178.53	5223.04			5101.49			0	0
1772159998	XAUUSD	M5	5181.46	5223.21			5101.16			0	0
1772160298	XAUUSD	M5	5178.68	5223.39			5100.83			0	0
1772160598	XAUUSD	M5	5177.77	5223.57			5100.50			0	0
1772160898	XAUUSD	M5	5183.68	5223.74			5100.17			0	0
1772161198	XAUUSD	M5	5182.75	5223.92			5099.84			0	0
1772161498	XAUUSD	M5	5183.04	5224.10			5099.52			0	0
1772161798	XAUUSD	M5	5182.90	5224.28			5099.19			0	0
1772162098	XAUUSD	M5	5183.78	5224.45			5098.86			0	0
1772162398	XAUUSD	M5	5185.07	5224.63			5098.53			0	0
1772162698	XAUUSD	M5	5186.89	5224.81			5098.20			0	0
1772162998	XAUUSD	M5	5187.76	5224.98			5097.87			0	0
1772163298	XAUUSD	M5	5186.55	5225.16			5097.54			0	0
1772163598	XAUUSD	M5	5187.17	5225.34			5097.21			0	0
1772163898	XAUUSD	M5	5189.70	5225.52			5096.89			0	0
1772164198	XAUUSD	M5	5189.59	5225.69			5096.56			5190.44	0
1772164498	XAUUSD	M5	5184.00	5225.87			5096.23			0	0
1772164798	XAUUSD	M5	5185.32	5226.05			5095.90			0	0
1772165098	XAUUSD	M5	5185.89	5226.22			5095.57			0	0
1772165398	XAUUSD	M5	5186.61	5226.40			5095.24			0	0
