No|Timestamp|Symbol|Timeframe|Close|Peak_Line_1|Peak_Line_2|Peak_Line_3|Bottom_Line_1|Bottom_Line_2|Bottom_Line_3|High_Map|Low_Map
33|2026.02.13 07:00|USDJPY.i|M15|153.191|153.804|153.075|153.780|152.992|152.957|152.364|0.000|0.000
34|2026.02.13 07:15|USDJPY.i|M15|153.087|153.796|153.064|153.773|152.984|152.950|152.354|0.000|0.000
35|2026.02.13 07:30|USDJPY.i|M15|153.221|153.788|153.054|153.767|152.976|152.942|152.344|0.000|0.000
36|2026.02.13 07:45|USDJPY.i|M15|153.293|153.780|153.043|153.760|152.968|152.935|152.333|0.000|0.000
37|2026.02.13 08:00|USDJPY.i|M15|153.194|153.772|153.032|153.753|152.960|152.927|152.323|0.000|0.000
38|2026.02.13 08:15|USDJPY.i|M15|153.212|153.764|153.022|153.747|152.951|152.920|152.313|0.000|0.000
39|2026.02.13 08:30|USDJPY.i|M15|153.331|153.755|153.011|153.740|152.943|152.912|152.303|0.000|0.000
40|2026.02.13 08:45|USDJPY.i|M15|153.399|153.747|153.001|153.733|152.935|152.905|152.293|0.000|0.000
41|2026.02.13 09:00|USDJPY.i|M15|153.524|153.739|152.990|153.726|152.927|152.898|152.283|0.000|0.000
42|2026.02.13 09:15|USDJPY.i|M15|153.429|153.731|152.980|153.720|152.919|152.890|152.273|0.000|0.000
43|2026.02.13 09:30|USDJPY.i|M15|153.479|153.723|152.969|153.713|152.911|152.883|152.263|0.000|0.000
44|2026.02.13 09:45|USDJPY.i|M15|153.410|153.715|152.959|153.706|152.903|152.875|152.253|0.000|0.000
45|2026.02.13 10:00|USDJPY.i|M15|153.409|153.707|152.948|153.700|152.894|152.868|152.243|0.000|0.000
46|2026.02.13 10:15|USDJPY.i|M15|153.518|153.699|152.938|153.693|152.886|152.860|152.233|0.000|0.000
47|2026.02.13 10:30|USDJPY.i|M15|153.592|153.690|152.927|153.686|152.878|152.853|152.223|0.000|0.000
48|2026.02.13 10:45|USDJPY.i|M15|153.582|153.682|152.917|153.679|152.870|152.846|152.213|0.000|0.000
49|2026.02.13 11:00|USDJPY.i|M15|153.524|153.674|152.906|153.673|152.862|152.838|152.202|0.000|0.000
50|2026.02.13 11:15|USDJPY.i|M15|153.623|153.666|152.896|153.666|152.854|152.831|152.192|153.666|0.000
51|2026.02.13 11:30|USDJPY.i|M15|153.477|153.658|152.885|153.659|152.846|152.823|152.182|0.000|0.000
52|2026.02.13 11:45|USDJPY.i|M15|153.510|153.650|152.875|153.653|152.837|152.816|152.172|0.000|0.000
53|2026.02.13 12:00|USDJPY.i|M15|153.539|153.642|152.864|153.646|152.829|152.808|152.162|0.000|0.000
54|2026.02.13 12:15|USDJPY.i|M15|153.493|153.633|152.854|153.639|152.821|152.801|152.152|0.000|0.000
55|2026.02.13 12:30|USDJPY.i|M15|153.528|153.625|152.843|153.632|152.813|152.794|152.142|0.000|0.000
56|2026.02.13 12:45|USDJPY.i|M15|153.442|153.617|152.833|153.626|152.805|152.786|152.132|0.000|0.000
57|2026.02.13 13:00|USDJPY.i|M15|153.364|153.609|152.822|153.619|152.797|152.779|152.122|0.000|0.000
58|2026.02.13 13:15|USDJPY.i|M15|153.432|153.601|152.812|153.612|152.789|152.771|152.112|0.000|0.000
59|2026.02.13 13:30|USDJPY.i|M15|153.252|153.593|152.801|153.606|152.780|152.764|152.102|0.000|0.000
60|2026.02.13 13:45|USDJPY.i|M15|153.362|153.585|152.791|153.599|152.772|152.756|152.092|0.000|0.000
61|2026.02.13 14:00|USDJPY.i|M15|153.361|153.577|152.780|153.592|152.764|152.749|152.081|0.000|0.000
62|2026.02.13 14:15|USDJPY.i|M15|153.327|153.568|152.770|153.585|152.756|152.742|152.071|0.000|0.000
63|2026.02.13 14:30|USDJPY.i|M15|153.310|153.560|152.759|153.579|152.748|152.734|152.061|0.000|0.000
64|2026.02.13 14:45|USDJPY.i|M15|153.247|153.552|152.749|153.572|152.740|152.727|152.051|0.000|0.000
65|2026.02.13 15:00|USDJPY.i|M15|153.281|153.544|152.738|153.565|152.731|152.719|152.041|0.000|0.000
66|2026.02.13 15:15|USDJPY.i|M15|153.291|153.536|152.728|153.559|152.723|152.712|152.031|0.000|0.000
67|2026.02.13 15:30|USDJPY.i|M15|153.249|153.528|152.717|153.552|152.715|152.704|152.021|0.000|0.000
68|2026.02.13 15:45|USDJPY.i|M15|153.067|153.520|152.707|153.545|152.707|152.697|152.011|0.000|0.000
69|2026.02.13 16:00|USDJPY.i|M15|153.033|153.512|152.696|153.538|152.699|152.690|152.001|0.000|0.000
70|2026.02.13 16:15|USDJPY.i|M15|152.897|153.503|152.686|153.532|152.691|152.682|151.991|0.000|0.000
71|2026.02.13 16:30|USDJPY.i|M15|152.966|153.495|152.675|153.525|152.683|152.675|151.981|0.000|0.000
72|2026.02.13 16:45|USDJPY.i|M15|153.045|153.487|152.664|153.518|152.674|152.667|151.971|0.000|0.000
73|2026.02.13 17:00|USDJPY.i|M15|153.046|153.479|152.654|153.512|152.666|152.660|151.961|0.000|0.000
74|2026.02.13 17:15|USDJPY.i|M15|153.036|153.471|152.643|153.505|152.658|152.652|151.950|0.000|0.000
75|2026.02.13 17:30|USDJPY.i|M15|152.951|153.463|152.633|153.498|152.650|152.645|151.940|0.000|0.000
76|2026.02.13 17:45|USDJPY.i|M15|153.132|153.455|152.622|153.491|152.642|152.638|151.930|0.000|0.000
77|2026.02.13 18:00|USDJPY.i|M15|153.053|153.446|152.612|153.485|152.634|152.630|151.920|0.000|0.000
78|2026.02.13 18:15|USDJPY.i|M15|152.870|153.438|152.601|153.478|152.626|152.623|151.910|0.000|0.000
79|2026.02.13 18:30|USDJPY.i|M15|152.807|153.430|152.591|153.471|152.617|152.615|151.900|0.000|0.000
80|2026.02.13 18:45|USDJPY.i|M15|152.790|153.422|152.580|153.465|152.609|152.608|151.890|0.000|0.000
81|2026.02.13 19:00|USDJPY.i|M15|152.661|153.414|152.570|153.458|152.601|152.600|151.880|0.000|0.000
82|2026.02.13 19:15|USDJPY.i|M15|152.698|153.406|152.559|153.451|152.593|152.593|151.870|0.000|152.593
83|2026.02.13 19:30|USDJPY.i|M15|152.816|153.398|152.549|153.444|152.585|152.586|151.860|0.000|0.000
84|2026.02.13 19:45|USDJPY.i|M15|152.806|153.390|152.538|153.438|152.577|152.578|151.850|0.000|0.000
85|2026.02.13 20:00|USDJPY.i|M15|152.803|153.381|152.528|153.431|152.569|152.571|151.840|0.000|0.000
86|2026.02.13 20:15|USDJPY.i|M15|152.813|153.373|152.517|153.424|152.560|152.563|151.829|0.000|0.000
87|2026.02.13 20:30|USDJPY.i|M15|152.803|153.365|152.507|153.418|152.552|152.556|151.819|0.000|0.000
88|2026.02.13 20:45|USDJPY.i|M15|152.831|153.357|152.496|153.411|152.544|152.548|151.809|0.000|0.000
89|2026.02.13 21:00|USDJPY.i|M15|152.809|153.349|152.486|153.404|152.536|152.541|151.799|0.000|0.000
90|2026.02.13 21:15|USDJPY.i|M15|152.769|153.341|152.475|153.397|152.528|152.534|151.789|0.000|0.000
91|2026.02.13 21:30|USDJPY.i|M15|152.736|153.333|152.465|153.391|152.520|152.526|151.779|0.000|0.000
92|2026.02.13 21:45|USDJPY.i|M15|152.777|153.325|152.454|153.384|152.512|152.519|151.769|0.000|0.000
93|2026.02.13 22:00|USDJPY.i|M15|152.786|153.316|152.444|153.377|152.503|152.511|151.759|0.000|0.000
94|2026.02.13 22:15|USDJPY.i|M15|152.730|153.308|152.433|153.371|152.495|152.504|151.749|0.000|0.000
95|2026.02.13 22:30|USDJPY.i|M15|152.746|153.300|152.423|153.364|152.487|152.496|151.739|0.000|0.000
96|2026.02.13 22:45|USDJPY.i|M15|152.757|153.292|152.412|153.357|152.479|152.489|151.729|0.000|0.000
97|2026.02.13 23:00|USDJPY.i|M15|152.676|153.284|152.402|153.350|152.471|152.482|151.719|0.000|0.000
98|2026.02.13 23:15|USDJPY.i|M15|152.650|153.276|152.391|153.344|152.463|152.474|151.708|0.000|0.000
99|2026.02.13 23:30|USDJPY.i|M15|152.692|153.268|152.381|153.337|152.454|152.467|151.698|0.000|0.000
100|2026.02.13 23:45|USDJPY.i|M15|152.688|153.259|152.370|153.330|152.446|152.459|151.688|0.000|0.000
