No	TimeStamp	Symbol	Timeframe	Close	sr_support_1	sr_support_2	sr_support_3	sr_support_4	sr_resistance_1	sr_resistance_2	sr_resistance_3	sr_resistance_4
45	2025.12.18 03:00:00	USDJPY.i	H1	155.771	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
46	2025.12.18 04:00:00	USDJPY.i	H1	155.783	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
47	2025.12.18 05:00:00	USDJPY.i	H1	155.764	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
48	2025.12.18 06:00:00	USDJPY.i	H1	155.737	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
49	2025.12.18 07:00:00	USDJPY.i	H1	155.812	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
50	2025.12.18 08:00:00	USDJPY.i	H1	155.909	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
51	2025.12.18 09:00:00	USDJPY.i	H1	155.926	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
52	2025.12.18 10:00:00	USDJPY.i	H1	155.855	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
53	2025.12.18 11:00:00	USDJPY.i	H1	155.934	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
54	2025.12.18 12:00:00	USDJPY.i	H1	155.860	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
55	2025.12.18 13:00:00	USDJPY.i	H1	155.792	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
56	2025.12.18 14:00:00	USDJPY.i	H1	155.821	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
57	2025.12.18 15:00:00	USDJPY.i	H1	155.594	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
58	2025.12.18 16:00:00	USDJPY.i	H1	155.491	154.419	153.484	152.621	0	155.494	156.378	157.143	158.165
59	2025.12.18 17:00:00	USDJPY.i	H1	155.527	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
60	2025.12.18 18:00:00	USDJPY.i	H1	155.530	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
61	2025.12.18 19:00:00	USDJPY.i	H1	155.646	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
62	2025.12.18 20:00:00	USDJPY.i	H1	155.632	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
63	2025.12.18 21:00:00	USDJPY.i	H1	155.517	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
64	2025.12.18 22:00:00	USDJPY.i	H1	155.611	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
65	2025.12.18 23:00:00	USDJPY.i	H1	155.535	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
66	2025.12.19 00:00:00	USDJPY.i	H1	155.536	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
67	2025.12.19 01:00:00	USDJPY.i	H1	155.576	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
68	2025.12.19 02:00:00	USDJPY.i	H1	155.752	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
69	2025.12.19 03:00:00	USDJPY.i	H1	155.741	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
70	2025.12.19 04:00:00	USDJPY.i	H1	155.833	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
71	2025.12.19 05:00:00	USDJPY.i	H1	155.878	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
72	2025.12.19 06:00:00	USDJPY.i	H1	156.066	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
73	2025.12.19 07:00:00	USDJPY.i	H1	155.993	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
74	2025.12.19 08:00:00	USDJPY.i	H1	156.015	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
75	2025.12.19 09:00:00	USDJPY.i	H1	156.735	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
76	2025.12.19 10:00:00	USDJPY.i	H1	156.932	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
77	2025.12.19 11:00:00	USDJPY.i	H1	157.200	157.143	156.378	155.494	154.419	158.165	158.978	0	0
78	2025.12.19 12:00:00	USDJPY.i	H1	157.327	157.143	156.378	155.494	154.419	158.165	158.978	0	0
79	2025.12.19 13:00:00	USDJPY.i	H1	157.318	157.143	156.378	155.494	154.419	158.165	158.978	0	0
80	2025.12.19 14:00:00	USDJPY.i	H1	157.243	157.143	156.378	155.494	154.419	158.165	158.978	0	0
81	2025.12.19 15:00:00	USDJPY.i	H1	157.326	157.143	156.378	155.494	154.419	158.165	158.978	0	0
82	2025.12.19 16:00:00	USDJPY.i	H1	157.419	157.143	156.378	155.494	154.419	158.165	158.978	0	0
83	2025.12.19 17:00:00	USDJPY.i	H1	157.473	157.143	156.378	155.494	154.419	158.165	158.978	0	0
84	2025.12.19 18:00:00	USDJPY.i	H1	157.429	157.143	156.378	155.494	154.419	158.165	158.978	0	0
85	2025.12.19 19:00:00	USDJPY.i	H1	157.438	157.143	156.378	155.494	154.419	158.165	158.978	0	0
86	2025.12.19 20:00:00	USDJPY.i	H1	157.524	157.143	156.378	155.494	154.419	158.165	158.978	0	0
87	2025.12.19 21:00:00	USDJPY.i	H1	157.530	157.143	156.378	155.494	154.419	158.165	158.978	0	0
88	2025.12.19 22:00:00	USDJPY.i	H1	157.692	157.143	156.378	155.494	154.419	158.165	158.978	0	0
89	2025.12.19 23:00:00	USDJPY.i	H1	157.687	157.143	156.378	155.494	154.419	158.165	158.978	0	0
90	2025.12.22 00:00:00	USDJPY.i	H1	157.455	157.143	156.378	155.494	154.419	158.165	158.978	0	0
91	2025.12.22 01:00:00	USDJPY.i	H1	157.624	157.143	156.378	155.494	154.419	158.165	158.978	0	0
92	2025.12.22 02:00:00	USDJPY.i	H1	157.556	157.143	156.378	155.494	154.419	158.165	158.978	0	0
93	2025.12.22 03:00:00	USDJPY.i	H1	157.295	157.143	156.378	155.494	154.419	158.165	158.978	0	0
94	2025.12.22 04:00:00	USDJPY.i	H1	157.423	157.143	156.378	155.494	154.419	158.165	158.978	0	0
95	2025.12.22 05:00:00	USDJPY.i	H1	157.333	157.143	156.378	155.494	154.419	158.165	158.978	0	0
96	2025.12.22 06:00:00	USDJPY.i	H1	157.310	157.143	156.378	155.494	154.419	158.165	158.978	0	0
97	2025.12.22 07:00:00	USDJPY.i	H1	157.363	157.143	156.378	155.494	154.419	158.165	158.978	0	0
98	2025.12.22 08:00:00	USDJPY.i	H1	157.345	157.143	156.378	155.494	154.419	158.165	158.978	0	0
99	2025.12.22 09:00:00	USDJPY.i	H1	157.495	157.143	156.378	155.494	154.419	158.165	158.978	0	0
100	2025.12.22 10:00:00	USDJPY.i	H1	157.545	157.143	156.378	155.494	154.419	158.165	158.978	0	0
101	2025.12.22 11:00:00	USDJPY.i	H1	157.459	157.143	156.378	155.494	154.419	158.165	158.978	0	0
102	2025.12.22 12:00:00	USDJPY.i	H1	157.398	157.143	156.378	155.494	154.419	158.165	158.978	0	0
103	2025.12.22 13:00:00	USDJPY.i	H1	157.413	157.143	156.378	155.494	154.419	158.165	158.978	0	0
104	2025.12.22 14:00:00	USDJPY.i	H1	157.398	157.143	156.378	155.494	154.419	158.165	158.978	0	0
105	2025.12.22 15:00:00	USDJPY.i	H1	157.188	157.143	156.378	155.494	154.419	158.165	158.978	0	0
106	2025.12.22 16:00:00	USDJPY.i	H1	157.016	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
107	2025.12.22 17:00:00	USDJPY.i	H1	156.977	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
108	2025.12.22 18:00:00	USDJPY.i	H1	156.938	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
109	2025.12.22 19:00:00	USDJPY.i	H1	156.848	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
110	2025.12.22 20:00:00	USDJPY.i	H1	156.949	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
111	2025.12.22 21:00:00	USDJPY.i	H1	156.901	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
112	2025.12.22 22:00:00	USDJPY.i	H1	156.990	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
113	2025.12.22 23:00:00	USDJPY.i	H1	157.023	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
114	2025.12.23 00:00:00	USDJPY.i	H1	157.018	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
115	2025.12.23 01:00:00	USDJPY.i	H1	156.918	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
116	2025.12.23 02:00:00	USDJPY.i	H1	156.617	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
117	2025.12.23 03:00:00	USDJPY.i	H1	156.463	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
118	2025.12.23 04:00:00	USDJPY.i	H1	156.353	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
119	2025.12.23 05:00:00	USDJPY.i	H1	156.190	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
120	2025.12.23 06:00:00	USDJPY.i	H1	155.990	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
121	2025.12.23 07:00:00	USDJPY.i	H1	156.011	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
122	2025.12.23 08:00:00	USDJPY.i	H1	156.114	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
123	2025.12.23 09:00:00	USDJPY.i	H1	156.075	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
124	2025.12.23 10:00:00	USDJPY.i	H1	155.959	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
125	2025.12.23 11:00:00	USDJPY.i	H1	155.968	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
126	2025.12.23 12:00:00	USDJPY.i	H1	155.922	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
127	2025.12.23 13:00:00	USDJPY.i	H1	155.974	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
128	2025.12.23 14:00:00	USDJPY.i	H1	156.023	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
129	2025.12.23 15:00:00	USDJPY.i	H1	156.340	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
130	2025.12.23 16:00:00	USDJPY.i	H1	156.404	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
131	2025.12.23 17:00:00	USDJPY.i	H1	156.390	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
132	2025.12.23 18:00:00	USDJPY.i	H1	156.336	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
133	2025.12.23 19:00:00	USDJPY.i	H1	156.297	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
134	2025.12.23 20:00:00	USDJPY.i	H1	156.232	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
135	2025.12.23 21:00:00	USDJPY.i	H1	156.193	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
136	2025.12.23 22:00:00	USDJPY.i	H1	156.298	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
137	2025.12.23 23:00:00	USDJPY.i	H1	156.233	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
138	2025.12.24 00:00:00	USDJPY.i	H1	156.172	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
139	2025.12.24 01:00:00	USDJPY.i	H1	156.172	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
140	2025.12.24 02:00:00	USDJPY.i	H1	155.987	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
141	2025.12.24 03:00:00	USDJPY.i	H1	155.655	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
142	2025.12.24 04:00:00	USDJPY.i	H1	155.742	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
143	2025.12.24 05:00:00	USDJPY.i	H1	155.977	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
144	2025.12.24 06:00:00	USDJPY.i	H1	155.838	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
145	2025.12.24 07:00:00	USDJPY.i	H1	155.798	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
146	2025.12.24 08:00:00	USDJPY.i	H1	155.735	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
147	2025.12.24 09:00:00	USDJPY.i	H1	155.831	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
148	2025.12.24 10:00:00	USDJPY.i	H1	155.757	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
149	2025.12.24 11:00:00	USDJPY.i	H1	155.834	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
150	2025.12.24 12:00:00	USDJPY.i	H1	155.934	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
151	2025.12.24 13:00:00	USDJPY.i	H1	155.928	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
152	2025.12.24 14:00:00	USDJPY.i	H1	156.043	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
153	2025.12.24 15:00:00	USDJPY.i	H1	156.013	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
154	2025.12.24 16:00:00	USDJPY.i	H1	155.753	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
155	2025.12.24 17:00:00	USDJPY.i	H1	155.817	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
156	2025.12.24 18:00:00	USDJPY.i	H1	155.835	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
157	2025.12.24 19:00:00	USDJPY.i	H1	155.967	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
158	2025.12.24 20:00:00	USDJPY.i	H1	155.967	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
159	2025.12.24 21:00:00	USDJPY.i	H1	155.868	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
160	2025.12.24 22:00:00	USDJPY.i	H1	155.953	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
161	2025.12.24 23:00:00	USDJPY.i	H1	155.898	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
162	2025.12.26 00:00:00	USDJPY.i	H1	155.890	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
163	2025.12.26 01:00:00	USDJPY.i	H1	156.108	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
164	2025.12.26 02:00:00	USDJPY.i	H1	156.408	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
165	2025.12.26 03:00:00	USDJPY.i	H1	156.284	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
166	2025.12.26 04:00:00	USDJPY.i	H1	156.225	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
167	2025.12.26 05:00:00	USDJPY.i	H1	156.057	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
168	2025.12.26 06:00:00	USDJPY.i	H1	156.166	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
169	2025.12.26 07:00:00	USDJPY.i	H1	156.207	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
170	2025.12.26 08:00:00	USDJPY.i	H1	156.279	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
171	2025.12.26 09:00:00	USDJPY.i	H1	156.374	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
172	2025.12.26 10:00:00	USDJPY.i	H1	156.324	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
173	2025.12.26 11:00:00	USDJPY.i	H1	156.462	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
174	2025.12.26 12:00:00	USDJPY.i	H1	156.402	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
175	2025.12.26 13:00:00	USDJPY.i	H1	156.402	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
176	2025.12.26 14:00:00	USDJPY.i	H1	156.419	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
177	2025.12.26 15:00:00	USDJPY.i	H1	156.327	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
178	2025.12.26 16:00:00	USDJPY.i	H1	156.451	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
179	2025.12.26 17:00:00	USDJPY.i	H1	156.425	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
180	2025.12.26 18:00:00	USDJPY.i	H1	156.635	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
181	2025.12.26 19:00:00	USDJPY.i	H1	156.572	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
182	2025.12.26 20:00:00	USDJPY.i	H1	156.544	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
183	2025.12.26 21:00:00	USDJPY.i	H1	156.503	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
184	2025.12.26 22:00:00	USDJPY.i	H1	156.494	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
185	2025.12.26 23:00:00	USDJPY.i	H1	156.528	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
186	2025.12.29 00:00:00	USDJPY.i	H1	156.448	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
187	2025.12.29 01:00:00	USDJPY.i	H1	156.484	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
188	2025.12.29 02:00:00	USDJPY.i	H1	156.278	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
189	2025.12.29 03:00:00	USDJPY.i	H1	156.313	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
190	2025.12.29 04:00:00	USDJPY.i	H1	156.430	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
191	2025.12.29 05:00:00	USDJPY.i	H1	156.380	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
192	2025.12.29 06:00:00	USDJPY.i	H1	156.374	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
193	2025.12.29 07:00:00	USDJPY.i	H1	156.307	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
194	2025.12.29 08:00:00	USDJPY.i	H1	156.184	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
195	2025.12.29 09:00:00	USDJPY.i	H1	156.081	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
196	2025.12.29 10:00:00	USDJPY.i	H1	156.278	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
197	2025.12.29 11:00:00	USDJPY.i	H1	156.328	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
198	2025.12.29 12:00:00	USDJPY.i	H1	156.332	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
199	2025.12.29 13:00:00	USDJPY.i	H1	156.402	156.378	155.494	154.419	153.484	157.143	158.165	158.978	0
200	2025.12.29 14:00:00	USDJPY.i	H1	156.333	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
201	2025.12.29 15:00:00	USDJPY.i	H1	156.232	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
202	2025.12.29 16:00:00	USDJPY.i	H1	156.145	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
203	2025.12.29 17:00:00	USDJPY.i	H1	155.938	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
204	2025.12.29 18:00:00	USDJPY.i	H1	156.107	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
205	2025.12.29 19:00:00	USDJPY.i	H1	156.186	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
206	2025.12.29 20:00:00	USDJPY.i	H1	156.221	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
207	2025.12.29 21:00:00	USDJPY.i	H1	156.035	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
208	2025.12.29 22:00:00	USDJPY.i	H1	156.064	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
209	2025.12.29 23:00:00	USDJPY.i	H1	156.024	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
210	2025.12.30 00:00:00	USDJPY.i	H1	156.026	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
211	2025.12.30 01:00:00	USDJPY.i	H1	155.990	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
212	2025.12.30 02:00:00	USDJPY.i	H1	156.260	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
213	2025.12.30 03:00:00	USDJPY.i	H1	156.224	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
214	2025.12.30 04:00:00	USDJPY.i	H1	156.306	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
215	2025.12.30 05:00:00	USDJPY.i	H1	156.269	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
216	2025.12.30 06:00:00	USDJPY.i	H1	156.081	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
217	2025.12.30 07:00:00	USDJPY.i	H1	156.042	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
218	2025.12.30 08:00:00	USDJPY.i	H1	156.040	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
219	2025.12.30 09:00:00	USDJPY.i	H1	155.982	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
220	2025.12.30 10:00:00	USDJPY.i	H1	155.982	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
221	2025.12.30 11:00:00	USDJPY.i	H1	155.923	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
222	2025.12.30 12:00:00	USDJPY.i	H1	155.853	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
223	2025.12.30 13:00:00	USDJPY.i	H1	155.893	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
224	2025.12.30 14:00:00	USDJPY.i	H1	155.953	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
225	2025.12.30 15:00:00	USDJPY.i	H1	156.196	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
226	2025.12.30 16:00:00	USDJPY.i	H1	156.273	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
227	2025.12.30 17:00:00	USDJPY.i	H1	156.328	155.494	154.419	153.484	152.621	156.378	157.143	158.165	158.978
