No	TimeStamp	Symbol	Timeframe	Open	High	Low	Close	Candle direction	Z-Score of body size	Candle classification
142	2026.02.13 12:05	USDJPY.i	PERIOD_M5	153.559	153.591	153.535	153.549	bearish	0.90637	3
143	2026.02.13 12:00	USDJPY.i	PERIOD_M5	153.510	153.593	153.493	153.559	bullish	0.03170	0
144	2026.02.13 11:55	USDJPY.i	PERIOD_M5	153.486	153.527	153.476	153.510	bullish	0.59302	0
145	2026.02.13 11:50	USDJPY.i	PERIOD_M5	153.497	153.532	153.465	153.487	bearish	0.90861	3
146	2026.02.13 11:45	USDJPY.i	PERIOD_M5	153.477	153.500	153.452	153.497	bullish	0.68287	0
147	2026.02.13 11:40	USDJPY.i	PERIOD_M5	153.525	153.580	153.476	153.477	bearish	0.05363	3
148	2026.02.13 11:35	USDJPY.i	PERIOD_M5	153.538	153.570	153.501	153.525	bearish	0.83811	3
149	2026.02.13 11:30	USDJPY.i	PERIOD_M5	153.622	153.636	153.538	153.538	bearish	0.75844	3
150	2026.02.13 11:25	USDJPY.i	PERIOD_M5	153.620	153.666	153.616	153.623	bullish	1.05785	0
151	2026.02.13 11:20	USDJPY.i	PERIOD_M5	153.542	153.631	153.537	153.620	bullish	0.62696	0
152	2026.02.13 11:15	USDJPY.i	PERIOD_M5	153.523	153.561	153.520	153.542	bullish	0.69874	0
153	2026.02.13 11:10	USDJPY.i	PERIOD_M5	153.561	153.618	153.521	153.524	bearish	0.29281	3
154	2026.02.13 11:05	USDJPY.i	PERIOD_M5	153.549	153.572	153.522	153.562	bullish	0.83030	0
155	2026.02.13 11:00	USDJPY.i	PERIOD_M5	153.582	153.594	153.532	153.549	bearish	0.38281	3
156	2026.02.13 10:55	USDJPY.i	PERIOD_M5	153.608	153.610	153.556	153.582	bearish	0.54024	3
157	2026.02.13 10:50	USDJPY.i	PERIOD_M5	153.609	153.629	153.591	153.608	bearish	1.10118	3
158	2026.02.13 10:45	USDJPY.i	PERIOD_M5	153.592	153.653	153.582	153.609	bullish	0.74609	0
159	2026.02.13 10:40	USDJPY.i	PERIOD_M5	153.519	153.594	153.502	153.592	bullish	0.51376	0
160	2026.02.13 10:35	USDJPY.i	PERIOD_M5	153.514	153.556	153.507	153.519	bullish	1.01388	0
161	2026.02.13 10:30	USDJPY.i	PERIOD_M5	153.517	153.589	153.494	153.514	bearish	1.05831	3
162	2026.02.13 10:25	USDJPY.i	PERIOD_M5	153.511	153.531	153.488	153.518	bullish	0.97286	0
163	2026.02.13 10:20	USDJPY.i	PERIOD_M5	153.466	153.536	153.463	153.511	bullish	0.11875	0
164	2026.02.13 10:15	USDJPY.i	PERIOD_M5	153.409	153.467	153.375	153.465	bullish	0.13083	0
165	2026.02.13 10:10	USDJPY.i	PERIOD_M5	153.510	153.534	153.402	153.409	bearish	1.14369	3
166	2026.02.13 10:05	USDJPY.i	PERIOD_M5	153.586	153.595	153.475	153.510	bearish	0.58427	3
167	2026.02.13 10:00	USDJPY.i	PERIOD_M5	153.397	153.607	153.362	153.585	bullish	3.11185	2
168	2026.02.13 09:55	USDJPY.i	PERIOD_M5	153.422	153.453	153.324	153.410	bearish	0.85979	3
169	2026.02.13 09:50	USDJPY.i	PERIOD_M5	153.415	153.427	153.400	153.422	bullish	0.97489	0
170	2026.02.13 09:45	USDJPY.i	PERIOD_M5	153.479	153.483	153.415	153.415	bearish	0.32270	3
171	2026.02.13 09:40	USDJPY.i	PERIOD_M5	153.555	153.575	153.461	153.479	bearish	0.59831	3
172	2026.02.13 09:35	USDJPY.i	PERIOD_M5	153.447	153.573	153.446	153.555	bullish	1.33126	0
173	2026.02.13 09:30	USDJPY.i	PERIOD_M5	153.429	153.455	153.411	153.446	bullish	0.74221	0
174	2026.02.13 09:25	USDJPY.i	PERIOD_M5	153.426	153.465	153.413	153.429	bullish	1.06472	0
175	2026.02.13 09:20	USDJPY.i	PERIOD_M5	153.426	153.427	153.377	153.426	bullish	1.13820	0
176	2026.02.13 09:15	USDJPY.i	PERIOD_M5	153.523	153.523	153.419	153.426	bearish	1.08003	3
177	2026.02.13 09:10	USDJPY.i	PERIOD_M5	153.559	153.596	153.475	153.524	bearish	0.33601	3
178	2026.02.13 09:05	USDJPY.i	PERIOD_M5	153.457	153.555	153.414	153.554	bullish	1.08548	0
179	2026.02.13 09:00	USDJPY.i	PERIOD_M5	153.399	153.484	153.393	153.460	bullish	0.26340	0
180	2026.02.13 08:55	USDJPY.i	PERIOD_M5	153.399	153.401	153.346	153.399	bullish	1.13437	0
181	2026.02.13 08:50	USDJPY.i	PERIOD_M5	153.303	153.405	153.280	153.400	bullish	1.08392	0
182	2026.02.13 08:45	USDJPY.i	PERIOD_M5	153.331	153.331	153.282	153.289	bearish	0.17225	3
183	2026.02.13 08:40	USDJPY.i	PERIOD_M5	153.281	153.337	153.259	153.331	bullish	0.01024	0
184	2026.02.13 08:35	USDJPY.i	PERIOD_M5	153.265	153.300	153.216	153.283	bullish	0.72343	0
185	2026.02.13 08:30	USDJPY.i	PERIOD_M5	153.208	153.301	153.208	153.264	bullish	0.14680	0
186	2026.02.13 08:25	USDJPY.i	PERIOD_M5	153.184	153.263	153.183	153.212	bullish	0.49725	0
187	2026.02.13 08:20	USDJPY.i	PERIOD_M5	153.129	153.189	153.113	153.184	bullish	0.12204	0
188	2026.02.13 08:15	USDJPY.i	PERIOD_M5	153.194	153.230	153.134	153.134	bearish	0.23844	3
189	2026.02.13 08:10	USDJPY.i	PERIOD_M5	153.230	153.251	153.182	153.194	bearish	0.31139	3
190	2026.02.13 08:05	USDJPY.i	PERIOD_M5	153.391	153.414	153.230	153.230	bearish	2.54681	5
191	2026.02.13 08:00	USDJPY.i	PERIOD_M5	153.294	153.390	153.294	153.390	bullish	1.07277	0
192	2026.02.13 07:55	USDJPY.i	PERIOD_M5	153.319	153.357	153.280	153.293	bearish	0.53392	3
193	2026.02.13 07:50	USDJPY.i	PERIOD_M5	153.374	153.394	153.309	153.315	bearish	0.22695	3
194	2026.02.13 07:45	USDJPY.i	PERIOD_M5	153.222	153.383	153.221	153.374	bullish	2.36594	1
195	2026.02.13 07:40	USDJPY.i	PERIOD_M5	153.148	153.235	153.148	153.221	bullish	0.55819	0
196	2026.02.13 07:35	USDJPY.i	PERIOD_M5	153.183	153.200	153.150	153.150	bearish	0.36475	3
197	2026.02.13 07:30	USDJPY.i	PERIOD_M5	153.087	153.195	153.076	153.191	bullish	1.27648	0
198	2026.02.13 07:25	USDJPY.i	PERIOD_M5	153.111	153.122	153.067	153.087	bearish	0.56604	3
199	2026.02.13 07:20	USDJPY.i	PERIOD_M5	153.135	153.138	153.111	153.111	bearish	0.56957	3
200	2026.02.13 07:15	USDJPY.i	PERIOD_M5	153.190	153.191	153.132	153.135	bearish	0.14426	3
201	2026.02.13 07:10	USDJPY.i	PERIOD_M5	153.226	153.227	153.170	153.191	bearish	0.31312	3
202	2026.02.13 07:05	USDJPY.i	PERIOD_M5	153.239	153.316	153.223	153.225	bearish	0.79814	3
203	2026.02.13 07:00	USDJPY.i	PERIOD_M5	153.252	153.276	153.215	153.239	bearish	0.82207	3
204	2026.02.13 06:55	USDJPY.i	PERIOD_M5	153.212	153.256	153.206	153.252	bullish	0.20241	0
205	2026.02.13 06:50	USDJPY.i	PERIOD_M5	153.196	153.228	153.191	153.212	bullish	0.75514	0
206	2026.02.13 06:45	USDJPY.i	PERIOD_M5	153.126	153.196	153.117	153.196	bullish	0.46659	0
207	2026.02.13 06:40	USDJPY.i	PERIOD_M5	153.075	153.140	153.063	153.126	bullish	0.03996	0
208	2026.02.13 06:35	USDJPY.i	PERIOD_M5	153.015	153.097	153.010	153.075	bullish	0.24423	0
209	2026.02.13 06:30	USDJPY.i	PERIOD_M5	152.948	153.029	152.941	153.015	bullish	0.40154	0
210	2026.02.13 06:25	USDJPY.i	PERIOD_M5	152.937	152.965	152.930	152.948	bullish	0.86277	0
211	2026.02.13 06:20	USDJPY.i	PERIOD_M5	152.973	152.980	152.896	152.938	bearish	0.32484	3
212	2026.02.13 06:15	USDJPY.i	PERIOD_M5	152.905	152.974	152.890	152.973	bullish	0.41923	0
213	2026.02.13 06:10	USDJPY.i	PERIOD_M5	152.881	152.916	152.843	152.905	bullish	0.57075	0
214	2026.02.13 06:05	USDJPY.i	PERIOD_M5	152.894	152.900	152.870	152.879	bearish	0.77251	3
215	2026.02.13 06:00	USDJPY.i	PERIOD_M5	152.948	152.952	152.888	152.894	bearish	0.10101	3
216	2026.02.13 05:55	USDJPY.i	PERIOD_M5	152.917	152.960	152.890	152.951	bullish	0.34769	0
217	2026.02.13 05:50	USDJPY.i	PERIOD_M5	152.951	152.978	152.916	152.917	bearish	0.35150	3
218	2026.02.13 05:45	USDJPY.i	PERIOD_M5	152.926	152.949	152.915	152.949	bullish	0.60069	0
219	2026.02.13 05:40	USDJPY.i	PERIOD_M5	152.903	152.949	152.899	152.926	bullish	0.60025	0
220	2026.02.13 05:35	USDJPY.i	PERIOD_M5	152.918	152.927	152.846	152.904	bearish	0.80379	3
221	2026.02.13 05:30	USDJPY.i	PERIOD_M5	153.011	153.011	152.892	152.918	bearish	0.95807	3
222	2026.02.13 05:25	USDJPY.i	PERIOD_M5	153.026	153.034	152.996	153.011	bearish	0.78453	3
223	2026.02.13 05:20	USDJPY.i	PERIOD_M5	153.072	153.083	152.953	153.027	bearish	0.11324	3
224	2026.02.13 05:15	USDJPY.i	PERIOD_M5	153.112	153.114	153.063	153.071	bearish	0.20397	3
225	2026.02.13 05:10	USDJPY.i	PERIOD_M5	153.137	153.145	153.104	153.112	bearish	0.56379	3
226	2026.02.13 05:05	USDJPY.i	PERIOD_M5	153.114	153.139	153.102	153.137	bullish	0.61163	0
227	2026.02.13 05:00	USDJPY.i	PERIOD_M5	153.157	153.159	153.112	153.114	bearish	0.16985	3
228	2026.02.13 04:55	USDJPY.i	PERIOD_M5	153.145	153.169	153.136	153.158	bullish	0.83426	0
229	2026.02.13 04:50	USDJPY.i	PERIOD_M5	153.138	153.145	153.071	153.145	bullish	0.96515	0
230	2026.02.13 04:45	USDJPY.i	PERIOD_M5	153.064	153.139	153.063	153.138	bullish	0.48434	0
231	2026.02.13 04:40	USDJPY.i	PERIOD_M5	153.110	153.123	153.062	153.063	bearish	0.09675	3
232	2026.02.13 04:35	USDJPY.i	PERIOD_M5	153.114	153.128	153.087	153.110	bearish	1.02444	3
233	2026.02.13 04:30	USDJPY.i	PERIOD_M5	153.070	153.120	153.049	153.112	bullish	0.21247	0
234	2026.02.13 04:25	USDJPY.i	PERIOD_M5	153.122	153.156	153.067	153.070	bearish	0.00025	3
235	2026.02.13 04:20	USDJPY.i	PERIOD_M5	153.242	153.242	153.110	153.122	bearish	1.45988	3
236	2026.02.13 04:15	USDJPY.i	PERIOD_M5	153.255	153.255	153.156	153.242	bearish	0.82844	3
237	2026.02.13 04:10	USDJPY.i	PERIOD_M5	153.265	153.270	153.228	153.255	bearish	0.89141	3
238	2026.02.13 04:05	USDJPY.i	PERIOD_M5	153.238	153.298	153.236	153.265	bullish	0.53293	0
239	2026.02.13 04:00	USDJPY.i	PERIOD_M5	153.268	153.312	153.220	153.239	bearish	0.49308	3
240	2026.02.13 03:55	USDJPY.i	PERIOD_M5	153.301	153.342	153.259	153.269	bearish	0.43096	3
241	2026.02.13 03:50	USDJPY.i	PERIOD_M5	153.250	153.300	153.229	153.300	bullish	0.05063	0
242	2026.02.13 03:45	USDJPY.i	PERIOD_M5	153.311	153.321	153.219	153.250	bearish	0.17593	3
