No	TimeStamp	Symbol	Timeframe	Close	Tema	Hrma	Smma
64	2025.09.29 13:20	XAUUSD	M5	3815.76	3811.10	3809.48	3808.57
65	2025.09.29 13:25	XAUUSD	M5	3815.84	3813.61	3810.31	3808.75
66	2025.09.29 13:30	XAUUSD	M5	3815.83	3815.13	3811.27	3808.94
67	2025.09.29 13:35	XAUUSD	M5	3817.54	3816.69	3812.36	3809.15
68	2025.09.29 13:40	XAUUSD	M5	3817.39	3817.62	3813.42	3809.38
69	2025.09.29 13:45	XAUUSD	M5	3816.38	3817.96	3814.34	3809.59
70	2025.09.29 13:50	XAUUSD	M5	3816.17	3817.68	3815.01	3809.78
71	2025.09.29 13:55	XAUUSD	M5	3817.97	3818.08	3815.66	3809.98
72	2025.09.29 14:00	XAUUSD	M5	3817.39	3818.23	3816.23	3810.19
73	2025.09.29 14:05	XAUUSD	M5	3818.06	3818.41	3816.74	3810.40
74	2025.09.29 14:10	XAUUSD	M5	3818.90	3818.77	3817.25	3810.61
75	2025.09.29 14:15	XAUUSD	M5	3822.30	3820.39	3818.03	3810.87
76	2025.09.29 14:20	XAUUSD	M5	3823.61	3822.00	3819.02	3811.18
77	2025.09.29 14:25	XAUUSD	M5	3823.69	3823.32	3820.11	3811.52
78	2025.09.29 14:30	XAUUSD	M5	3824.74	3824.42	3821.21	3811.86
79	2025.09.29 14:35	XAUUSD	M5	3824.76	3825.01	3822.22	3812.21
80	2025.09.29 14:40	XAUUSD	M5	3827.34	3826.58	3823.38	3812.58
81	2025.09.29 14:45	XAUUSD	M5	3826.61	3827.01	3824.40	3812.97
82	2025.09.29 14:50	XAUUSD	M5	3828.44	3827.88	3825.40	3813.36
83	2025.09.29 14:55	XAUUSD	M5	3828.91	3829.23	3826.51	3813.78
84	2025.09.29 15:00	XAUUSD	M5	3825.64	3828.59	3827.24	3814.18
85	2025.09.29 15:05	XAUUSD	M5	3826.27	3827.56	3827.59	3814.51
86	2025.09.29 15:10	XAUUSD	M5	3824.37	3826.34	3827.60	3814.80
87	2025.09.29 15:15	XAUUSD	M5	3823.71	3824.93	3827.31	3815.06
88	2025.09.29 15:20	XAUUSD	M5	3820.88	3823.03	3826.65	3815.26
89	2025.09.29 15:25	XAUUSD	M5	3817.57	3820.47	3825.56	3815.40
90	2025.09.29 15:30	XAUUSD	M5	3814.08	3817.09	3823.93	3815.43
91	2025.09.29 15:35	XAUUSD	M5	3818.94	3816.12	3822.44	3815.45
92	2025.09.29 15:40	XAUUSD	M5	3817.10	3815.83	3821.19	3815.50
93	2025.09.29 15:45	XAUUSD	M5	3818.03	3815.63	3820.13	3815.55
94	2025.09.29 15:50	XAUUSD	M5	3813.27	3814.63	3819.03	3815.57
95	2025.09.29 15:55	XAUUSD	M5	3813.75	3813.29	3817.82	3815.53
96	2025.09.29 16:00	XAUUSD	M5	3810.34	3812.02	3816.55	3815.45
97	2025.09.29 16:05	XAUUSD	M5	3813.78	3811.73	3815.46	3815.38
98	2025.09.29 16:10	XAUUSD	M5	3817.11	3813.07	3814.87	3815.35
99	2025.09.29 16:15	XAUUSD	M5	3820.10	3815.62	3814.96	3815.41
100	2025.09.29 16:20	XAUUSD	M5	3821.62	3818.45	3815.64	3815.55
101	2025.09.29 16:25	XAUUSD	M5	3821.76	3820.22	3816.52	3815.71
102	2025.09.29 16:30	XAUUSD	M5	3824.32	3821.88	3817.57	3815.88
103	2025.09.29 16:35	XAUUSD	M5	3826.50	3823.87	3818.83	3816.10
104	2025.09.29 16:40	XAUUSD	M5	3826.21	3825.93	3820.29	3816.36
105	2025.09.29 16:45	XAUUSD	M5	3821.51	3825.55	3821.35	3816.60
106	2025.09.29 16:50	XAUUSD	M5	3822.59	3824.53	3821.98	3816.77
107	2025.09.29 16:55	XAUUSD	M5	3821.37	3823.65	3822.30	3816.91
108	2025.09.29 17:00	XAUUSD	M5	3826.99	3824.48	3822.79	3817.08
109	2025.09.29 17:05	XAUUSD	M5	3827.19	3826.01	3823.55	3817.33
110	2025.09.29 17:10	XAUUSD	M5	3825.76	3826.99	3824.38	3817.60
111	2025.09.29 17:15	XAUUSD	M5	3819.29	3824.90	3824.57	3817.78
112	2025.09.29 17:20	XAUUSD	M5	3823.75	3823.40	3824.39	3817.89
113	2025.09.29 17:25	XAUUSD	M5	3826.88	3824.72	3824.59	3818.06
114	2025.09.29 17:30	XAUUSD	M5	3825.29	3825.28	3824.88	3818.28
115	2025.09.29 17:35	XAUUSD	M5	3826.08	3825.98	3825.27	3818.49
116	2025.09.29 17:40	XAUUSD	M5	3826.49	3826.40	3825.66	3818.71
117	2025.09.29 17:45	XAUUSD	M5	3824.82	3825.86	3825.85	3818.91
118	2025.09.29 17:50	XAUUSD	M5	3826.87	3826.16	3826.06	3819.09
119	2025.09.29 17:55	XAUUSD	M5	3828.19	3826.99	3826.42	3819.31
120	2025.09.29 18:00	XAUUSD	M5	3831.13	3828.91	3827.14	3819.58
121	2025.09.29 18:05	XAUUSD	M5	3826.90	3828.66	3827.63	3819.85
122	2025.09.29 18:10	XAUUSD	M5	3824.23	3827.15	3827.66	3820.03
123	2025.09.29 18:15	XAUUSD	M5	3825.90	3826.15	3827.46	3820.17
124	2025.09.29 18:20	XAUUSD	M5	3828.53	3826.67	3827.44	3820.34
125	2025.09.29 18:25	XAUUSD	M5	3829.38	3827.78	3827.68	3820.56
126	2025.09.29 18:30	XAUUSD	M5	3826.84	3826.98	3827.67	3820.75
127	2025.09.29 18:35	XAUUSD	M5	3828.95	3827.54	3827.78	3820.92
128	2025.09.29 18:40	XAUUSD	M5	3830.53	3828.71	3828.14	3821.15
129	2025.09.29 18:45	XAUUSD	M5	3832.29	3830.44	3828.80	3821.42
130	2025.09.29 18:50	XAUUSD	M5	3831.97	3831.40	3829.52	3821.71
131	2025.09.29 18:55	XAUUSD	M5	3830.42	3831.56	3830.10	3821.98
132	2025.09.29 19:00	XAUUSD	M5	3828.60	3830.72	3830.37	3822.20
133	2025.09.29 19:05	XAUUSD	M5	3828.75	3830.03	3830.42	3822.39
134	2025.09.29 19:10	XAUUSD	M5	3831.03	3830.17	3830.51	3822.59
135	2025.09.29 19:15	XAUUSD	M5	3830.52	3830.87	3830.74	3822.82
136	2025.09.29 19:20	XAUUSD	M5	3830.83	3830.79	3830.90	3823.05
137	2025.09.29 19:25	XAUUSD	M5	3831.28	3831.23	3831.12	3823.27
138	2025.09.29 19:30	XAUUSD	M5	3831.90	3831.45	3831.34	3823.50
139	2025.09.29 19:35	XAUUSD	M5	3829.96	3831.14	3831.44	3823.71
140	2025.09.29 19:40	XAUUSD	M5	3828.54	3830.20	3831.29	3823.88
141	2025.09.29 19:45	XAUUSD	M5	3829.06	3829.53	3831.03	3824.02
142	2025.09.29 19:50	XAUUSD	M5	3829.67	3829.35	3830.78	3824.17
143	2025.09.29 19:55	XAUUSD	M5	3830.40	3829.61	3830.65	3824.33
144	2025.09.29 20:00	XAUUSD	M5	3831.00	3830.22	3830.67	3824.50
145	2025.09.29 20:05	XAUUSD	M5	3832.14	3831.03	3830.86	3824.70
146	2025.09.29 20:10	XAUUSD	M5	3829.43	3830.73	3830.92	3824.88
147	2025.09.29 20:15	XAUUSD	M5	3826.83	3829.09	3830.58	3824.99
148	2025.09.29 20:20	XAUUSD	M5	3827.90	3828.02	3830.07	3825.05
149	2025.09.29 20:25	XAUUSD	M5	3826.34	3826.81	3829.40	3825.10
150	2025.09.29 20:30	XAUUSD	M5	3826.74	3826.33	3828.77	3825.13
151	2025.09.29 20:35	XAUUSD	M5	3826.56	3825.90	3828.17	3825.17
152	2025.09.29 20:40	XAUUSD	M5	3828.81	3826.57	3827.84	3825.22
153	2025.09.29 20:45	XAUUSD	M5	3827.79	3826.95	3827.65	3825.30
154	2025.09.29 20:50	XAUUSD	M5	3829.28	3827.80	3827.68	3825.38
155	2025.09.29 20:55	XAUUSD	M5	3828.96	3828.33	3827.80	3825.48
156	2025.09.29 21:00	XAUUSD	M5	3827.97	3828.58	3827.94	3825.57
157	2025.09.29 21:05	XAUUSD	M5	3823.87	3827.10	3827.70	3825.62
158	2025.09.29 21:10	XAUUSD	M5	3827.55	3826.58	3827.40	3825.62
159	2025.09.29 21:15	XAUUSD	M5	3828.69	3827.30	3827.33	3825.67
160	2025.09.29 21:20	XAUUSD	M5	3829.51	3828.38	3827.53	3825.76
161	2025.09.29 21:25	XAUUSD	M5	3829.68	3829.18	3827.86	3825.87
162	2025.09.29 21:30	XAUUSD	M5	3824.84	3828.12	3827.86	3825.93
163	2025.09.29 21:35	XAUUSD	M5	3825.26	3826.77	3827.56	3825.93
164	2025.09.29 21:40	XAUUSD	M5	3825.97	3826.33	3827.24	3825.93
165	2025.09.29 21:45	XAUUSD	M5	3826.92	3825.96	3826.91	3825.93
166	2025.09.29 21:50	XAUUSD	M5	3825.38	3825.69	3826.60	3825.93
167	2025.09.29 21:55	XAUUSD	M5	3824.45	3825.17	3826.23	3825.91
168	2025.09.29 22:00	XAUUSD	M5	3824.62	3824.64	3825.83	3825.88
169	2025.09.29 22:05	XAUUSD	M5	3823.21	3823.85	3825.33	3825.83
170	2025.09.29 22:10	XAUUSD	M5	3826.81	3824.36	3825.06	3825.79
171	2025.09.29 22:15	XAUUSD	M5	3827.47	3825.76	3825.16	3825.81
172	2025.09.29 22:20	XAUUSD	M5	3827.06	3826.42	3825.38	3825.85
173	2025.09.29 22:25	XAUUSD	M5	3825.91	3826.29	3825.50	3825.87
174	2025.09.29 22:30	XAUUSD	M5	3826.56	3826.41	3825.63	3825.88
175	2025.09.29 22:35	XAUUSD	M5	3827.63	3826.82	3825.82	3825.90
176	2025.09.29 22:40	XAUUSD	M5	3829.43	3827.89	3826.22	3825.96
177	2025.09.29 22:45	XAUUSD	M5	3828.86	3828.68	3826.71	3826.04
178	2025.09.29 22:50	XAUUSD	M5	3828.95	3828.96	3827.16	3826.11
179	2025.09.29 22:55	XAUUSD	M5	3828.75	3829.10	3827.56	3826.19
180	2025.09.29 23:00	XAUUSD	M5	3828.68	3829.11	3827.88	3826.25
181	2025.09.29 23:05	XAUUSD	M5	3828.55	3829.01	3828.11	3826.32
182	2025.09.29 23:10	XAUUSD	M5	3829.81	3829.40	3828.40	3826.39
183	2025.09.29 23:15	XAUUSD	M5	3829.29	3829.65	3828.70	3826.48
184	2025.09.29 23:20	XAUUSD	M5	3828.43	3829.36	3828.87	3826.55
185	2025.09.29 23:25	XAUUSD	M5	3828.83	3829.09	3828.95	3826.61
186	2025.09.29 23:30	XAUUSD	M5	3829.14	3829.06	3829.02	3826.67
187	2025.09.29 23:35	XAUUSD	M5	3828.88	3828.95	3829.05	3826.73
188	2025.09.29 23:40	XAUUSD	M5	3830.64	3829.39	3829.19	3826.80
189	2025.09.29 23:45	XAUUSD	M5	3831.30	3830.36	3829.51	3826.90
190	2025.09.29 23:50	XAUUSD	M5	3832.99	3831.41	3830.00	3827.04
191	2025.09.29 23:55	XAUUSD	M5	3833.85	3832.59	3830.65	3827.19
192	2025.09.30 01:00	XAUUSD	M5	3832.07	3832.35	3831.10	3827.34
193	2025.09.30 01:05	XAUUSD	M5	3830.06	3831.79	3831.32	3827.44
194	2025.09.30 01:10	XAUUSD	M5	3829.67	3830.99	3831.32	3827.52
195	2025.09.30 01:15	XAUUSD	M5	3828.46	3830.04	3831.12	3827.57
196	2025.09.30 01:20	XAUUSD	M5	3828.57	3828.78	3830.68	3827.59
197	2025.09.30 01:25	XAUUSD	M5	3826.76	3827.84	3830.13	3827.59
198	2025.09.30 01:30	XAUUSD	M5	3828.91	3827.73	3829.68	3827.60
199	2025.09.30 01:35	XAUUSD	M5	3828.05	3827.75	3829.33	3827.62
200	2025.09.30 01:40	XAUUSD	M5	3828.10	3827.90	3829.08	3827.64
201	2025.09.30 01:45	XAUUSD	M5	3828.71	3827.99	3828.88	3827.67
202	2025.09.30 01:50	XAUUSD	M5	3830.02	3828.60	3828.86	3827.70
203	2025.09.30 01:55	XAUUSD	M5	3830.62	3829.49	3829.03	3827.77
204	2025.09.30 02:00	XAUUSD	M5	3829.77	3829.80	3829.22	3827.84
205	2025.09.30 02:05	XAUUSD	M5	3829.55	3830.00	3829.40	3827.90
206	2025.09.30 02:10	XAUUSD	M5	3829.95	3830.04	3829.54	3827.96
207	2025.09.30 02:15	XAUUSD	M5	3828.82	3829.79	3829.60	3828.00
208	2025.09.30 02:20	XAUUSD	M5	3830.24	3829.85	3829.66	3828.05
209	2025.09.30 02:25	XAUUSD	M5	3829.59	3829.86	3829.70	3828.09
210	2025.09.30 02:30	XAUUSD	M5	3828.99	3829.60	3829.69	3828.13
211	2025.09.30 02:35	XAUUSD	M5	3828.83	3829.15	3829.57	3828.16
212	2025.09.30 02:40	XAUUSD	M5	3829.28	3829.06	3829.47	3828.18
213	2025.09.30 02:45	XAUUSD	M5	3830.19	3829.69	3829.53	3828.22
214	2025.09.30 02:50	XAUUSD	M5	3832.46	3830.81	3829.83	3828.30
215	2025.09.30 02:55	XAUUSD	M5	3832.96	3831.91	3830.32	3828.42
216	2025.09.30 03:00	XAUUSD	M5	3835.83	3833.33	3831.01	3828.56
217	2025.09.30 03:05	XAUUSD	M5	3833.46	3834.65	3831.85	3828.73
218	2025.09.30 03:10	XAUUSD	M5	3838.69	3836.33	3832.89	3828.94
219	2025.09.30 03:15	XAUUSD	M5	3837.59	3837.43	3833.95	3829.17
220	2025.09.30 03:20	XAUUSD	M5	3839.43	3838.76	3835.09	3829.42
221	2025.09.30 03:25	XAUUSD	M5	3838.77	3839.59	3836.19	3829.68
222	2025.09.30 03:30	XAUUSD	M5	3836.67	3839.03	3836.92	3829.92
223	2025.09.30 03:35	XAUUSD	M5	3838.69	3839.07	3837.53	3830.13
224	2025.09.30 03:40	XAUUSD	M5	3839.83	3839.53	3838.14	3830.37
225	2025.09.30 03:45	XAUUSD	M5	3836.48	3838.97	3838.50	3830.59
226	2025.09.30 03:50	XAUUSD	M5	3838.17	3838.23	3838.63	3830.78
227	2025.09.30 03:55	XAUUSD	M5	3839.02	3838.27	3838.76	3830.97
228	2025.09.30 04:00	XAUUSD	M5	3840.68	3839.67	3839.19	3831.21
229	2025.09.30 04:05	XAUUSD	M5	3841.84	3840.44	3839.69	3831.48
230	2025.09.30 04:10	XAUUSD	M5	3842.34	3841.55	3840.34	3831.76
231	2025.09.30 04:15	XAUUSD	M5	3843.08	3842.37	3841.02	3832.05
232	2025.09.30 04:20	XAUUSD	M5	3847.55	3844.17	3841.96	3832.38
233	2025.09.30 04:25	XAUUSD	M5	3844.38	3845.17	3842.91	3832.74
234	2025.09.30 04:30	XAUUSD	M5	3847.84	3846.39	3843.93	3833.11
235	2025.09.30 04:35	XAUUSD	M5	3848.25	3847.95	3845.08	3833.51
236	2025.09.30 04:40	XAUUSD	M5	3848.35	3848.97	3846.21	3833.93
237	2025.09.30 04:45	XAUUSD	M5	3846.95	3848.85	3847.07	3834.32
238	2025.09.30 04:50	XAUUSD	M5	3848.46	3848.92	3847.76	3834.69
239	2025.09.30 04:55	XAUUSD	M5	3848.28	3848.96	3848.33	3835.07
240	2025.09.30 05:00	XAUUSD	M5	3850.05	3849.81	3848.98	3835.46
241	2025.09.30 05:05	XAUUSD	M5	3846.77	3849.24	3849.35	3835.83
242	2025.09.30 05:10	XAUUSD	M5	3846.92	3848.18	3849.41	3836.15
243	2025.09.30 05:15	XAUUSD	M5	3847.91	3848.00	3849.42	3836.46
244	2025.09.30 05:20	XAUUSD	M5	3844.12	3846.62	3849.11	3836.74
245	2025.09.30 05:25	XAUUSD	M5	3845.74	3845.60	3848.63	3836.97
246	2025.09.30 05:30	XAUUSD	M5	3845.45	3845.22	3848.17	3837.20
247	2025.09.30 05:35	XAUUSD	M5	3847.11	3845.44	3847.85	3837.44
248	2025.09.30 05:40	XAUUSD	M5	3848.60	3846.41	3847.79	3837.71
249	2025.09.30 05:45	XAUUSD	M5	3848.82	3847.29	3847.92	3838.01
250	2025.09.30 05:50	XAUUSD	M5	3849.09	3848.14	3848.19	3838.30
251	2025.09.30 05:55	XAUUSD	M5	3848.16	3848.47	3848.44	3838.60
252	2025.09.30 06:00	XAUUSD	M5	3846.90	3847.96	3848.50	3838.86
253	2025.09.30 06:05	XAUUSD	M5	3849.72	3848.36	3848.63	3839.11
254	2025.09.30 06:10	XAUUSD	M5	3853.63	3850.49	3849.21	3839.43
255	2025.09.30 06:15	XAUUSD	M5	3855.33	3852.78	3850.17	3839.83
256	2025.09.30 06:20	XAUUSD	M5	3856.25	3854.82	3851.36	3840.25
257	2025.09.30 06:25	XAUUSD	M5	3858.18	3856.94	3852.77	3840.72
258	2025.09.30 06:30	XAUUSD	M5	3859.75	3858.82	3854.28	3841.21
259	2025.09.30 06:35	XAUUSD	M5	3859.82	3860.33	3855.81	3841.72
260	2025.09.30 06:40	XAUUSD	M5	3863.90	3862.30	3857.47	3842.27
261	2025.09.30 06:45	XAUUSD	M5	3862.65	3863.94	3859.15	3842.85
262	2025.09.30 06:50	XAUUSD	M5	3866.15	3865.61	3860.86	3843.45
263	2025.09.30 06:55	XAUUSD	M5	3864.90	3866.52	3862.42	3844.06
264	2025.09.30 07:00	XAUUSD	M5	3865.09	3866.81	3863.73	3844.65
265	2025.09.30 07:05	XAUUSD	M5	3865.16	3866.86	3864.79	3845.22
266	2025.09.30 07:10	XAUUSD	M5	3862.94	3866.06	3865.46	3845.76
267	2025.09.30 07:15	XAUUSD	M5	3863.14	3864.88	3865.73	3846.25
268	2025.09.30 07:20	XAUUSD	M5	3863.50	3864.47	3865.88	3846.72
269	2025.09.30 07:25	XAUUSD	M5	3864.00	3864.52	3866.02	3847.20
270	2025.09.30 07:30	XAUUSD	M5	3866.06	3864.96	3866.23	3847.70
271	2025.09.30 07:35	XAUUSD	M5	3864.83	3865.07	3866.41	3848.18
272	2025.09.30 07:40	XAUUSD	M5	3864.39	3864.82	3866.48	3848.65
273	2025.09.30 07:45	XAUUSD	M5	3863.70	3864.39	3866.41	3849.08
274	2025.09.30 07:50	XAUUSD	M5	3864.07	3864.22	3866.31	3849.50
275	2025.09.30 07:55	XAUUSD	M5	3867.14	3865.00	3866.39	3849.94
276	2025.09.30 08:00	XAUUSD	M5	3869.40	3866.75	3866.83	3850.42
277	2025.09.30 08:05	XAUUSD	M5	3864.39	3866.30	3867.04	3850.89
278	2025.09.30 08:10	XAUUSD	M5	3866.47	3866.06	3867.12	3851.29
279	2025.09.30 08:15	XAUUSD	M5	3869.13	3867.21	3867.43	3851.73
280	2025.09.30 08:20	XAUUSD	M5	3868.56	3867.89	3867.81	3852.19
281	2025.09.30 08:25	XAUUSD	M5	3867.44	3868.23	3868.16	3852.64
282	2025.09.30 08:30	XAUUSD	M5	3868.36	3867.93	3868.36	3853.06
283	2025.09.30 08:35	XAUUSD	M5	3867.68	3868.13	3868.54	3853.47
284	2025.09.30 08:40	XAUUSD	M5	3868.95	3868.33	3868.72	3853.88
285	2025.09.30 08:45	XAUUSD	M5	3868.10	3867.97	3868.77	3854.27
286	2025.09.30 08:50	XAUUSD	M5	3869.13	3868.29	3868.88	3854.65
287	2025.09.30 08:55	XAUUSD	M5	3869.79	3869.00	3869.12	3855.05
288	2025.09.30 09:00	XAUUSD	M5	3868.34	3869.02	3869.29	3855.45
289	2025.09.30 09:05	XAUUSD	M5	3869.80	3869.11	3869.44	3855.82
290	2025.09.30 09:10	XAUUSD	M5	3866.74	3868.83	3869.48	3856.18
291	2025.09.30 09:15	XAUUSD	M5	3862.42	3866.40	3868.94	3856.46
292	2025.09.30 09:20	XAUUSD	M5	3865.61	3865.26	3868.27	3856.67
293	2025.09.30 09:25	XAUUSD	M5	3866.60	3865.15	3867.72	3856.91
294	2025.09.30 09:30	XAUUSD	M5	3870.25	3866.73	3867.65	3857.20
295	2025.09.30 09:35	XAUUSD	M5	3869.23	3868.10	3867.88	3857.54
296	2025.09.30 09:40	XAUUSD	M5	3869.85	3869.03	3868.24	3857.88
297	2025.09.30 09:45	XAUUSD	M5	3864.44	3867.67	3868.19	3858.16
298	2025.09.30 09:50	XAUUSD	M5	3856.35	3863.50	3867.19	3858.28
299	2025.09.30 09:55	XAUUSD	M5	3856.25	3859.86	3865.58	3858.28
300	2025.09.30 10:00	XAUUSD	M5	3855.97	3857.00	3863.69	3858.23
301	2025.09.30 10:05	XAUUSD	M5	3853.42	3855.12	3861.79	3858.15
302	2025.09.30 10:10	XAUUSD	M5	3854.15	3853.33	3859.88	3858.05
303	2025.09.30 10:15	XAUUSD	M5	3853.93	3852.27	3858.12	3857.93
304	2025.09.30 10:20	XAUUSD	M5	3851.89	3851.52	3856.55	3857.80
305	2025.09.30 10:25	XAUUSD	M5	3852.95	3850.64	3855.08	3857.65
306	2025.09.30 10:30	XAUUSD	M5	3851.68	3850.59	3853.88	3857.49
307	2025.09.30 10:35	XAUUSD	M5	3851.76	3850.54	3852.89	3857.34
308	2025.09.30 10:40	XAUUSD	M5	3847.58	3849.01	3851.73	3857.15
309	2025.09.30 10:45	XAUUSD	M5	3845.03	3847.25	3850.40	3856.88
310	2025.09.30 10:50	XAUUSD	M5	3845.10	3845.53	3848.95	3856.58
311	2025.09.30 10:55	XAUUSD	M5	3843.84	3843.44	3847.33	3856.23
312	2025.09.30 11:00	XAUUSD	M5	3844.33	3843.20	3846.01	3855.89
313	2025.09.30 11:05	XAUUSD	M5	3836.16	3839.90	3844.20	3855.48
314	2025.09.30 11:10	XAUUSD	M5	3837.95	3837.69	3842.29	3854.98
315	2025.09.30 11:15	XAUUSD	M5	3832.62	3835.11	3840.19	3854.45
316	2025.09.30 11:20	XAUUSD	M5	3829.89	3830.48	3837.49	3853.81
317	2025.09.30 11:25	XAUUSD	M5	3823.66	3827.24	3834.65	3853.07
318	2025.09.30 11:30	XAUUSD	M5	3816.52	3821.13	3831.03	3852.22
319	2025.09.30 11:35	XAUUSD	M5	3807.83	3814.48	3826.67	3851.18
320	2025.09.30 11:40	XAUUSD	M5	3815.57	3811.54	3822.61	3850.10
321	2025.09.30 11:45	XAUUSD	M5	3819.73	3812.89	3819.73	3849.16
322	2025.09.30 11:50	XAUUSD	M5	3816.86	3813.46	3817.55	3848.30
