No	TimeStamp	Symbol	Timeframe	Open	High	Low	Close	Candle direction	Z-Score of body size	Candle classification
28	2026.02.16 13:25	XAUUSD	PERIOD_M5	5002.59	5005.48	5002.02	5004.65	bullish	0.41554	0
29	2026.02.16 13:20	XAUUSD	PERIOD_M5	5003.02	5003.30	5001.72	5002.59	bearish	0.83348	3
30	2026.02.16 13:15	XAUUSD	PERIOD_M5	5000.99	5003.84	4999.91	5003.02	bullish	0.42417	0
31	2026.02.16 13:10	XAUUSD	PERIOD_M5	5001.73	5002.72	4999.24	5001.01	bearish	0.76161	3
32	2026.02.16 13:05	XAUUSD	PERIOD_M5	5003.74	5005.00	5001.51	5001.73	bearish	0.43332	3
33	2026.02.16 13:00	XAUUSD	PERIOD_M5	5006.12	5007.03	5003.18	5003.74	bearish	0.34135	3
34	2026.02.16 12:55	XAUUSD	PERIOD_M5	5008.20	5008.43	5005.60	5006.12	bearish	0.41966	3
35	2026.02.16 12:50	XAUUSD	PERIOD_M5	5008.76	5009.66	5007.28	5008.20	bearish	0.81092	3
36	2026.02.16 12:45	XAUUSD	PERIOD_M5	5008.36	5010.73	5007.73	5008.76	bullish	0.85289	0
37	2026.02.16 12:40	XAUUSD	PERIOD_M5	5004.92	5008.53	5003.45	5008.36	bullish	0.07314	0
38	2026.02.16 12:35	XAUUSD	PERIOD_M5	5006.18	5009.82	5004.10	5004.56	bearish	0.53807	3
39	2026.02.16 12:30	XAUUSD	PERIOD_M5	5005.02	5006.47	5000.43	5006.18	bullish	0.65479	0
40	2026.02.16 12:25	XAUUSD	PERIOD_M5	5010.00	5010.33	5005.08	5005.15	bearish	0.28978	3
41	2026.02.16 12:20	XAUUSD	PERIOD_M5	5007.54	5009.92	5004.77	5009.92	bullish	0.34374	0
42	2026.02.16 12:15	XAUUSD	PERIOD_M5	5007.68	5012.17	5007.40	5007.54	bearish	0.91990	3
43	2026.02.16 12:10	XAUUSD	PERIOD_M5	5011.95	5011.97	5006.73	5007.68	bearish	0.13457	3
44	2026.02.16 12:05	XAUUSD	PERIOD_M5	5013.15	5013.15	5010.09	5011.95	bearish	0.64862	3
45	2026.02.16 12:00	XAUUSD	PERIOD_M5	5013.50	5017.31	5013.15	5013.15	bearish	0.86801	3
46	2026.02.16 11:55	XAUUSD	PERIOD_M5	5015.88	5017.02	5013.32	5013.52	bearish	0.35338	3
47	2026.02.16 11:50	XAUUSD	PERIOD_M5	5014.74	5017.21	5014.53	5015.85	bullish	0.67584	0
48	2026.02.16 11:45	XAUUSD	PERIOD_M5	5010.55	5015.16	5008.52	5014.78	bullish	0.12118	0
49	2026.02.16 11:40	XAUUSD	PERIOD_M5	5014.11	5014.69	5010.37	5010.55	bearish	0.05155	3
50	2026.02.16 11:35	XAUUSD	PERIOD_M5	5010.45	5014.55	5010.45	5014.11	bullish	0.02437	0
51	2026.02.16 11:30	XAUUSD	PERIOD_M5	5013.53	5013.63	5010.24	5010.45	bearish	0.17107	3
52	2026.02.16 11:25	XAUUSD	PERIOD_M5	5013.04	5014.29	5012.83	5013.58	bullish	0.81829	0
53	2026.02.16 11:20	XAUUSD	PERIOD_M5	5015.33	5015.39	5011.35	5013.05	bearish	0.38292	3
54	2026.02.16 11:15	XAUUSD	PERIOD_M5	5011.16	5016.23	5011.16	5015.33	bullish	0.09404	0
55	2026.02.16 11:10	XAUUSD	PERIOD_M5	5011.15	5012.39	5008.32	5011.16	bullish	0.95708	0
56	2026.02.16 11:05	XAUUSD	PERIOD_M5	5012.87	5012.87	5010.14	5011.15	bearish	0.52893	3
57	2026.02.16 11:00	XAUUSD	PERIOD_M5	5008.04	5015.31	5008.03	5012.85	bullish	0.24879	0
58	2026.02.16 10:55	XAUUSD	PERIOD_M5	5007.14	5010.19	5006.09	5008.04	bullish	0.73601	0
59	2026.02.16 10:50	XAUUSD	PERIOD_M5	5004.43	5007.10	5003.67	5007.10	bullish	0.29409	0
60	2026.02.16 10:45	XAUUSD	PERIOD_M5	5006.47	5007.54	5003.62	5004.42	bearish	0.45203	3
61	2026.02.16 10:40	XAUUSD	PERIOD_M5	5007.05	5007.42	5005.15	5006.47	bearish	0.82163	3
62	2026.02.16 10:35	XAUUSD	PERIOD_M5	5006.26	5008.82	5005.95	5007.05	bullish	0.76843	0
63	2026.02.16 10:30	XAUUSD	PERIOD_M5	5006.28	5008.03	5005.34	5006.27	bearish	0.96835	3
64	2026.02.16 10:25	XAUUSD	PERIOD_M5	5002.80	5006.63	5002.80	5006.28	bullish	0.09811	0
65	2026.02.16 10:20	XAUUSD	PERIOD_M5	5002.04	5006.18	5000.84	5002.48	bullish	0.86496	0
66	2026.02.16 10:15	XAUUSD	PERIOD_M5	4998.33	5003.31	4995.72	5002.04	bullish	0.04890	0
67	2026.02.16 10:10	XAUUSD	PERIOD_M5	5006.28	5006.32	4996.41	4998.34	bearish	0.96883	3
68	2026.02.16 10:05	XAUUSD	PERIOD_M5	5010.11	5012.31	5005.95	5006.25	bearish	0.02366	3
69	2026.02.16 10:00	XAUUSD	PERIOD_M5	5007.18	5013.20	5006.84	5010.13	bullish	0.24838	0
70	2026.02.16 09:55	XAUUSD	PERIOD_M5	5007.26	5007.94	5003.68	5007.16	bearish	0.93696	3
71	2026.02.16 09:50	XAUUSD	PERIOD_M5	5008.08	5009.70	5006.41	5007.21	bearish	0.75493	3
72	2026.02.16 09:45	XAUUSD	PERIOD_M5	5001.48	5009.95	5001.03	5008.08	bullish	0.62869	0
73	2026.02.16 09:40	XAUUSD	PERIOD_M5	5000.34	5005.73	4999.86	5001.48	bullish	0.68958	0
74	2026.02.16 09:35	XAUUSD	PERIOD_M5	4999.72	5000.64	4998.57	5000.34	bullish	0.81431	0
75	2026.02.16 09:30	XAUUSD	PERIOD_M5	4998.24	5000.17	4997.02	4999.67	bullish	0.62250	0
76	2026.02.16 09:25	XAUUSD	PERIOD_M5	4996.79	4999.49	4996.77	4998.24	bullish	0.61654	0
77	2026.02.16 09:20	XAUUSD	PERIOD_M5	4995.90	4997.50	4995.67	4996.80	bullish	0.75110	0
78	2026.02.16 09:15	XAUUSD	PERIOD_M5	4996.46	4996.46	4994.26	4995.89	bearish	0.83245	3
79	2026.02.16 09:10	XAUUSD	PERIOD_M5	4997.60	4997.77	4994.15	4996.45	bearish	0.69462	3
80	2026.02.16 09:05	XAUUSD	PERIOD_M5	4991.72	4997.75	4989.48	4997.60	bullish	0.42860	0
81	2026.02.16 09:00	XAUUSD	PERIOD_M5	4994.93	4995.22	4991.70	4992.12	bearish	0.30314	3
82	2026.02.16 08:55	XAUUSD	PERIOD_M5	4996.23	4996.82	4994.31	4994.94	bearish	0.66406	3
83	2026.02.16 08:50	XAUUSD	PERIOD_M5	4997.92	4998.50	4995.66	4996.23	bearish	0.57107	3
84	2026.02.16 08:45	XAUUSD	PERIOD_M5	5002.39	5002.62	4997.92	4997.92	bearish	0.07703	3
85	2026.02.16 08:40	XAUUSD	PERIOD_M5	4997.37	5003.14	4996.27	5002.82	bullish	0.29550	0
86	2026.02.16 08:35	XAUUSD	PERIOD_M5	4992.50	4997.44	4992.12	4997.37	bullish	0.16311	0
87	2026.02.16 08:30	XAUUSD	PERIOD_M5	4993.09	4993.39	4990.61	4992.50	bearish	0.81999	3
88	2026.02.16 08:25	XAUUSD	PERIOD_M5	4990.52	4994.67	4990.49	4993.09	bullish	0.36326	0
89	2026.02.16 08:20	XAUUSD	PERIOD_M5	4986.91	4990.86	4986.86	4990.52	bullish	0.15118	0
90	2026.02.16 08:15	XAUUSD	PERIOD_M5	4990.34	4990.73	4984.97	4986.91	bearish	0.19162	3
91	2026.02.16 08:10	XAUUSD	PERIOD_M5	4989.45	4990.57	4989.34	4990.34	bullish	0.71593	0
92	2026.02.16 08:05	XAUUSD	PERIOD_M5	4988.51	4989.89	4987.71	4989.40	bullish	0.56028	0
93	2026.02.16 08:00	XAUUSD	PERIOD_M5	4990.63	4992.72	4988.42	4988.51	bearish	0.37929	3
94	2026.02.16 07:55	XAUUSD	PERIOD_M5	4989.37	4990.70	4988.55	4990.59	bullish	0.51534	0
95	2026.02.16 07:50	XAUUSD	PERIOD_M5	4987.06	4989.95	4985.09	4989.39	bullish	0.35148	0
96	2026.02.16 07:45	XAUUSD	PERIOD_M5	4985.89	4989.19	4985.39	4987.11	bullish	0.51838	0
97	2026.02.16 07:40	XAUUSD	PERIOD_M5	4985.08	4986.47	4983.49	4985.89	bullish	0.58051	0
98	2026.02.16 07:35	XAUUSD	PERIOD_M5	4985.62	4986.57	4984.08	4985.44	bearish	0.67544	3
99	2026.02.16 07:30	XAUUSD	PERIOD_M5	4986.42	4990.22	4984.80	4985.62	bearish	0.58258	3
100	2026.02.16 07:25	XAUUSD	PERIOD_M5	4986.63	4988.63	4985.32	4986.42	bearish	0.67221	3
101	2026.02.16 07:20	XAUUSD	PERIOD_M5	4986.77	4986.85	4984.38	4986.66	bearish	0.68862	3
102	2026.02.16 07:15	XAUUSD	PERIOD_M5	4983.57	4987.14	4983.37	4986.77	bullish	0.22558	0
103	2026.02.16 07:10	XAUUSD	PERIOD_M5	4983.55	4985.69	4980.71	4983.55	bullish	0.70560	0
104	2026.02.16 07:05	XAUUSD	PERIOD_M5	4977.69	4984.82	4977.30	4983.53	bullish	0.16941	0
105	2026.02.16 07:00	XAUUSD	PERIOD_M5	4977.82	4978.14	4966.07	4977.39	bearish	0.64313	3
106	2026.02.16 06:55	XAUUSD	PERIOD_M5	4978.97	4979.17	4974.18	4977.10	bearish	0.42969	3
107	2026.02.16 06:50	XAUUSD	PERIOD_M5	4978.35	4980.20	4976.51	4978.98	bullish	0.61853	0
108	2026.02.16 06:45	XAUUSD	PERIOD_M5	4976.22	4979.14	4976.06	4978.35	bullish	0.39321	0
109	2026.02.16 06:40	XAUUSD	PERIOD_M5	4974.63	4977.57	4973.73	4976.26	bullish	0.46808	0
110	2026.02.16 06:35	XAUUSD	PERIOD_M5	4974.25	4975.98	4973.66	4974.63	bullish	0.65639	0
111	2026.02.16 06:30	XAUUSD	PERIOD_M5	4976.58	4978.36	4973.86	4974.24	bearish	0.36494	3
112	2026.02.16 06:25	XAUUSD	PERIOD_M5	4977.59	4980.03	4976.58	4976.58	bearish	0.56670	3
113	2026.02.16 06:20	XAUUSD	PERIOD_M5	4974.60	4979.34	4973.33	4977.59	bullish	0.27023	0
114	2026.02.16 06:15	XAUUSD	PERIOD_M5	4976.70	4976.92	4973.74	4974.60	bearish	0.40481	3
115	2026.02.16 06:10	XAUUSD	PERIOD_M5	4977.25	4980.14	4973.67	4976.67	bearish	0.63494	3
116	2026.02.16 06:05	XAUUSD	PERIOD_M5	4988.00	4988.00	4975.59	4976.90	bearish	0.94269	3
117	2026.02.16 06:00	XAUUSD	PERIOD_M5	4987.64	4991.96	4986.61	4988.00	bullish	0.66993	0
118	2026.02.16 05:55	XAUUSD	PERIOD_M5	4991.42	4992.37	4987.56	4987.72	bearish	0.16950	3
119	2026.02.16 05:50	XAUUSD	PERIOD_M5	4985.39	4993.60	4984.84	4991.42	bullish	0.18074	0
120	2026.02.16 05:45	XAUUSD	PERIOD_M5	4991.00	4993.16	4976.11	4985.39	bearish	0.11883	3
121	2026.02.16 05:40	XAUUSD	PERIOD_M5	4990.69	4994.12	4989.94	4991.00	bullish	0.67753	0
122	2026.02.16 05:35	XAUUSD	PERIOD_M5	4995.05	4996.09	4989.09	4990.69	bearish	0.06835	3
123	2026.02.16 05:30	XAUUSD	PERIOD_M5	4994.61	4996.71	4992.66	4995.05	bullish	0.65739	0
124	2026.02.16 05:25	XAUUSD	PERIOD_M5	4996.99	4998.00	4994.66	4994.93	bearish	0.41685	3
125	2026.02.16 05:20	XAUUSD	PERIOD_M5	4997.29	4997.40	4993.64	4996.99	bearish	0.68386	3
126	2026.02.16 05:15	XAUUSD	PERIOD_M5	4997.57	4998.56	4996.03	4997.29	bearish	0.68732	3
127	2026.02.16 05:10	XAUUSD	PERIOD_M5	4991.55	4997.66	4991.43	4997.57	bullish	0.17480	0
128	2026.02.16 05:05	XAUUSD	PERIOD_M5	4996.07	4999.93	4988.73	4991.53	bearish	0.04740	3
129	2026.02.16 05:00	XAUUSD	PERIOD_M5	4994.78	4998.29	4989.41	4996.06	bullish	0.53859	0
130	2026.02.16 04:55	XAUUSD	PERIOD_M5	4994.61	4996.74	4993.12	4994.78	bullish	0.70607	0
131	2026.02.16 04:50	XAUUSD	PERIOD_M5	4998.75	4998.86	4992.43	4994.54	bearish	0.09799	3
132	2026.02.16 04:45	XAUUSD	PERIOD_M5	5002.37	5002.96	4995.11	4998.75	bearish	0.18648	3
133	2026.02.16 04:40	XAUUSD	PERIOD_M5	5009.33	5009.94	5002.24	5002.38	bearish	0.31516	3
134	2026.02.16 04:35	XAUUSD	PERIOD_M5	5019.16	5019.37	5002.56	5009.32	bearish	0.75034	3
135	2026.02.16 04:30	XAUUSD	PERIOD_M5	5019.53	5021.86	5018.64	5019.16	bearish	0.67264	3
136	2026.02.16 04:25	XAUUSD	PERIOD_M5	5024.01	5024.19	5018.94	5019.53	bearish	0.05495	3
137	2026.02.16 04:20	XAUUSD	PERIOD_M5	5023.66	5025.09	5023.11	5024.01	bullish	0.67619	0
138	2026.02.16 04:15	XAUUSD	PERIOD_M5	5022.37	5026.01	5022.23	5023.66	bullish	0.53583	0
139	2026.02.16 04:10	XAUUSD	PERIOD_M5	5023.77	5024.58	5020.54	5022.17	bearish	0.48910	3
140	2026.02.16 04:05	XAUUSD	PERIOD_M5	5029.26	5029.26	5023.06	5023.93	bearish	0.07323	3
141	2026.02.16 04:00	XAUUSD	PERIOD_M5	5028.90	5031.43	5028.90	5029.28	bullish	0.67203	0
142	2026.02.16 03:55	XAUUSD	PERIOD_M5	5026.59	5029.10	5025.78	5028.86	bullish	0.38754	0
143	2026.02.16 03:50	XAUUSD	PERIOD_M5	5028.59	5028.61	5025.50	5026.58	bearish	0.42748	3
144	2026.02.16 03:45	XAUUSD	PERIOD_M5	5030.40	5030.75	5028.57	5028.59	bearish	0.45811	3
145	2026.02.16 03:40	XAUUSD	PERIOD_M5	5028.37	5030.46	5027.70	5030.40	bullish	0.42455	0
146	2026.02.16 03:35	XAUUSD	PERIOD_M5	5029.26	5030.58	5027.04	5028.37	bearish	0.59555	3
147	2026.02.16 03:30	XAUUSD	PERIOD_M5	5029.27	5030.99	5026.77	5029.26	bearish	0.72800	3
148	2026.02.16 03:25	XAUUSD	PERIOD_M5	5027.32	5031.01	5027.19	5028.94	bullish	0.48557	0
149	2026.02.16 03:20	XAUUSD	PERIOD_M5	5029.17	5031.20	5025.42	5027.27	bearish	0.44280	3
150	2026.02.16 03:15	XAUUSD	PERIOD_M5	5023.22	5029.67	5022.82	5029.17	bullish	0.16768	0
151	2026.02.16 03:10	XAUUSD	PERIOD_M5	5021.83	5023.71	5017.28	5023.22	bullish	0.51736	0
152	2026.02.16 03:05	XAUUSD	PERIOD_M5	5016.86	5022.02	5016.86	5021.80	bullish	0.01670	0
153	2026.02.16 03:00	XAUUSD	PERIOD_M5	5015.59	5017.69	5007.22	5016.86	bullish	0.53459	0
154	2026.02.16 02:55	XAUUSD	PERIOD_M5	5020.45	5022.04	5015.16	5015.65	bearish	0.00298	3
155	2026.02.16 02:50	XAUUSD	PERIOD_M5	5018.22	5022.52	5017.22	5020.46	bullish	0.38723	0
156	2026.02.16 02:45	XAUUSD	PERIOD_M5	5014.05	5018.38	5010.68	5018.16	bullish	0.10544	0
157	2026.02.16 02:40	XAUUSD	PERIOD_M5	5013.67	5014.79	5013.18	5014.05	bullish	0.66624	0
158	2026.02.16 02:35	XAUUSD	PERIOD_M5	5009.89	5013.82	5009.30	5013.66	bullish	0.15614	0
159	2026.02.16 02:30	XAUUSD	PERIOD_M5	5012.29	5014.29	5009.25	5009.86	bearish	0.35649	3
160	2026.02.16 02:25	XAUUSD	PERIOD_M5	5014.93	5014.93	5008.60	5012.15	bearish	0.30345	3
161	2026.02.16 02:20	XAUUSD	PERIOD_M5	5017.98	5018.39	5012.69	5014.79	bearish	0.24205	3
162	2026.02.16 02:15	XAUUSD	PERIOD_M5	5017.28	5020.91	5015.76	5017.98	bullish	0.61555	0
163	2026.02.16 02:10	XAUUSD	PERIOD_M5	5015.25	5018.19	5012.86	5017.38	bullish	0.40127	0
164	2026.02.16 02:05	XAUUSD	PERIOD_M5	5008.27	5016.67	5008.27	5015.28	bullish	0.33206	0
165	2026.02.16 02:00	XAUUSD	PERIOD_M5	5020.47	5021.62	5000.13	5008.09	bearish	1.14112	3
166	2026.02.16 01:55	XAUUSD	PERIOD_M5	5019.04	5021.28	5017.44	5020.60	bullish	0.48253	0
167	2026.02.16 01:50	XAUUSD	PERIOD_M5	5014.86	5019.38	5014.47	5019.15	bullish	0.07306	0
168	2026.02.16 01:45	XAUUSD	PERIOD_M5	5018.57	5020.29	5013.36	5014.86	bearish	0.16067	3
169	2026.02.16 01:40	XAUUSD	PERIOD_M5	5026.47	5031.40	5017.55	5018.57	bearish	0.47105	3
170	2026.02.16 01:35	XAUUSD	PERIOD_M5	5030.12	5030.94	5022.44	5026.47	bearish	0.16671	3
171	2026.02.16 01:30	XAUUSD	PERIOD_M5	5029.57	5031.35	5027.54	5030.17	bullish	0.62479	0
172	2026.02.16 01:25	XAUUSD	PERIOD_M5	5026.12	5030.67	5026.12	5029.55	bullish	0.19930	0
173	2026.02.16 01:20	XAUUSD	PERIOD_M5	5025.90	5030.97	5022.05	5026.12	bullish	0.68212	0
174	2026.02.16 01:15	XAUUSD	PERIOD_M5	5022.87	5032.05	5021.79	5025.73	bullish	0.28489	0
175	2026.02.16 01:10	XAUUSD	PERIOD_M5	5022.98	5024.80	5014.34	5022.79	bearish	0.68575	3
176	2026.02.16 01:05	XAUUSD	PERIOD_M5	5015.48	5022.99	5011.96	5022.99	bullish	0.41539	0
177	2026.02.16 01:00	XAUUSD	PERIOD_M5	5035.80	5036.14	5013.65	5015.71	bearish	2.31066	4
178	2026.02.13 23:55	XAUUSD	PERIOD_M5	5042.75	5043.39	5040.43	5041.69	bearish	0.55155	3
179	2026.02.13 23:50	XAUUSD	PERIOD_M5	5043.04	5043.06	5038.22	5042.91	bearish	0.69266	3
180	2026.02.13 23:45	XAUUSD	PERIOD_M5	5038.35	5046.10	5037.75	5043.04	bullish	0.00364	0
181	2026.02.13 23:40	XAUUSD	PERIOD_M5	5034.00	5039.22	5033.73	5038.88	bullish	0.02651	0
182	2026.02.13 23:35	XAUUSD	PERIOD_M5	5034.52	5035.35	5033.38	5034.28	bearish	0.67565	3
183	2026.02.13 23:30	XAUUSD	PERIOD_M5	5032.89	5035.10	5031.37	5034.52	bullish	0.46509	0
184	2026.02.13 23:25	XAUUSD	PERIOD_M5	5032.05	5033.95	5031.19	5033.16	bullish	0.54338	0
185	2026.02.13 23:20	XAUUSD	PERIOD_M5	5032.79	5033.02	5030.93	5032.05	bearish	0.60118	3
186	2026.02.13 23:15	XAUUSD	PERIOD_M5	5033.37	5034.54	5032.53	5032.79	bearish	0.62563	3
187	2026.02.13 23:10	XAUUSD	PERIOD_M5	5032.60	5033.51	5029.73	5033.37	bullish	0.59778	0
188	2026.02.13 23:05	XAUUSD	PERIOD_M5	5033.95	5036.25	5031.72	5032.60	bearish	0.51128	3
189	2026.02.13 23:00	XAUUSD	PERIOD_M5	5032.37	5034.91	5030.56	5033.99	bullish	0.47124	0
190	2026.02.13 22:55	XAUUSD	PERIOD_M5	5027.62	5034.58	5023.63	5032.35	bullish	0.00075	0
191	2026.02.13 22:50	XAUUSD	PERIOD_M5	5027.91	5029.22	5021.77	5027.67	bearish	0.68158	3
192	2026.02.13 22:45	XAUUSD	PERIOD_M5	5030.43	5031.39	5025.95	5027.79	bearish	0.31809	3
193	2026.02.13 22:40	XAUUSD	PERIOD_M5	5027.78	5034.08	5027.48	5030.43	bullish	0.31668	0
194	2026.02.13 22:35	XAUUSD	PERIOD_M5	5025.72	5029.43	5025.71	5027.83	bullish	0.39860	0
195	2026.02.13 22:30	XAUUSD	PERIOD_M5	5028.28	5030.34	5024.56	5025.60	bearish	0.31181	3
196	2026.02.13 22:25	XAUUSD	PERIOD_M5	5031.38	5033.12	5028.55	5029.06	bearish	0.36536	3
197	2026.02.13 22:20	XAUUSD	PERIOD_M5	5031.30	5031.76	5026.94	5031.38	bullish	0.70552	0
198	2026.02.13 22:15	XAUUSD	PERIOD_M5	5029.00	5032.55	5028.36	5031.27	bullish	0.37458	0
199	2026.02.13 22:10	XAUUSD	PERIOD_M5	5029.63	5031.92	5027.85	5029.01	bearish	0.62438	3
200	2026.02.13 22:05	XAUUSD	PERIOD_M5	5031.94	5032.79	5028.98	5029.61	bearish	0.36496	3
201	2026.02.13 22:00	XAUUSD	PERIOD_M5	5023.75	5033.98	5023.75	5031.98	bullish	0.52969	0
202	2026.02.13 21:55	XAUUSD	PERIOD_M5	5032.37	5034.04	5025.15	5025.79	bearish	0.28210	3
203	2026.02.13 21:50	XAUUSD	PERIOD_M5	5034.42	5035.21	5030.69	5032.37	bearish	0.40283	3
204	2026.02.13 21:45	XAUUSD	PERIOD_M5	5034.30	5037.93	5034.18	5034.42	bullish	0.69660	0
205	2026.02.13 21:40	XAUUSD	PERIOD_M5	5038.40	5038.54	5032.87	5034.35	bearish	0.10131	3
206	2026.02.13 21:35	XAUUSD	PERIOD_M5	5040.37	5040.95	5037.74	5038.40	bearish	0.41731	3
207	2026.02.13 21:30	XAUUSD	PERIOD_M5	5041.45	5042.76	5039.45	5040.50	bearish	0.57228	3
208	2026.02.13 21:25	XAUUSD	PERIOD_M5	5044.27	5044.74	5040.81	5041.48	bearish	0.29470	3
209	2026.02.13 21:20	XAUUSD	PERIOD_M5	5040.62	5044.80	5040.60	5044.27	bullish	0.16547	0
210	2026.02.13 21:15	XAUUSD	PERIOD_M5	5039.59	5040.71	5036.59	5040.62	bullish	0.56330	0
211	2026.02.13 21:10	XAUUSD	PERIOD_M5	5045.69	5046.06	5037.18	5039.62	bearish	0.20107	3
212	2026.02.13 21:05	XAUUSD	PERIOD_M5	5033.33	5045.84	5033.33	5045.74	bullish	1.16479	0
213	2026.02.13 21:00	XAUUSD	PERIOD_M5	5031.20	5035.74	5030.62	5033.31	bullish	0.39663	0
214	2026.02.13 20:55	XAUUSD	PERIOD_M5	5033.63	5034.87	5030.88	5031.20	bearish	0.34957	3
215	2026.02.13 20:50	XAUUSD	PERIOD_M5	5029.66	5035.35	5026.81	5033.63	bullish	0.11520	0
216	2026.02.13 20:45	XAUUSD	PERIOD_M5	5030.06	5031.19	5029.23	5029.63	bearish	0.65327	3
217	2026.02.13 20:40	XAUUSD	PERIOD_M5	5030.68	5031.05	5028.61	5030.06	bearish	0.62514	3
218	2026.02.13 20:35	XAUUSD	PERIOD_M5	5029.30	5031.17	5028.33	5030.67	bullish	0.51323	0
219	2026.02.13 20:30	XAUUSD	PERIOD_M5	5022.36	5030.31	5020.59	5029.37	bullish	0.34531	0
220	2026.02.13 20:25	XAUUSD	PERIOD_M5	5027.63	5028.66	5020.47	5022.32	bearish	0.08678	3
221	2026.02.13 20:20	XAUUSD	PERIOD_M5	5022.96	5030.15	5022.96	5027.60	bullish	0.01454	0
222	2026.02.13 20:15	XAUUSD	PERIOD_M5	5029.21	5030.56	5022.48	5022.93	bearish	0.23641	3
223	2026.02.13 20:10	XAUUSD	PERIOD_M5	5021.51	5029.81	5020.43	5029.21	bullish	0.45412	0
224	2026.02.13 20:05	XAUUSD	PERIOD_M5	5020.95	5023.38	5019.35	5021.52	bullish	0.62822	0
225	2026.02.13 20:00	XAUUSD	PERIOD_M5	5020.88	5024.66	5015.46	5020.94	bullish	0.70837	0
226	2026.02.13 19:55	XAUUSD	PERIOD_M5	5019.98	5020.89	5016.23	5020.88	bullish	0.58083	0
227	2026.02.13 19:50	XAUUSD	PERIOD_M5	5021.39	5022.85	5018.91	5019.98	bearish	0.50537	3
228	2026.02.13 19:45	XAUUSD	PERIOD_M5	5022.28	5023.99	5020.09	5021.39	bearish	0.58661	3
229	2026.02.13 19:40	XAUUSD	PERIOD_M5	5020.50	5022.92	5018.24	5022.18	bullish	0.46689	0
230	2026.02.13 19:35	XAUUSD	PERIOD_M5	5025.36	5029.08	5019.35	5020.50	bearish	0.01723	3
