No	TimeStamp	Symbol	Timeframe	Close	ha_open	ha_high	ha_low	ha_close	ha_classification	ha_body_size	ha_body_zscore
18	2025.09.29 09:30	XAUUSD	PERIOD_M5	3814.22	3814.29	3815.02	3811.86	3813.44	3	0.85	-0.59588
19	2025.09.29 09:35	XAUUSD	PERIOD_M5	3815.57	3813.86	3817.33	3812.75	3814.97	0	1.11	-0.42685
20	2025.09.29 09:40	XAUUSD	PERIOD_M5	3819.01	3814.41	3819.81	3814.26	3817.16	0	2.75	0.64724
21	2025.09.29 09:45	XAUUSD	PERIOD_M5	3814.71	3815.79	3819.12	3812.72	3816.42	0	0.63	-0.74302
22	2025.09.29 09:50	XAUUSD	PERIOD_M5	3815.22	3816.10	3816.75	3814.01	3815.18	3	0.92	-0.55042
23	2025.09.29 09:55	XAUUSD	PERIOD_M5	3817.37	3815.64	3817.40	3814.83	3816.18	0	0.54	-0.79214
24	2025.09.29 10:00	XAUUSD	PERIOD_M5	3816.00	3815.91	3817.58	3813.37	3816.08	0	0.16	-1.03305
25	2025.09.29 10:05	XAUUSD	PERIOD_M5	3815.12	3816.00	3816.61	3813.44	3815.31	3	0.69	-0.68623
26	2025.09.29 10:10	XAUUSD	PERIOD_M5	3817.28	3815.65	3819.37	3814.90	3816.67	0	1.02	-0.46717
27	2025.09.29 10:15	XAUUSD	PERIOD_M5	3816.85	3816.16	3818.73	3816.05	3817.25	0	1.09	-0.41576
28	2025.09.29 10:20	XAUUSD	PERIOD_M5	3815.04	3816.70	3816.95	3814.85	3815.91	3	0.79	-0.61018
29	2025.09.29 10:25	XAUUSD	PERIOD_M5	3814.29	3816.31	3816.31	3812.29	3814.20	3	2.11	0.26176
30	2025.09.29 10:30	XAUUSD	PERIOD_M5	3810.45	3815.25	3815.63	3809.90	3812.57	3	2.69	0.63725
31	2025.09.29 10:35	XAUUSD	PERIOD_M5	3810.17	3813.91	3813.91	3809.19	3810.40	3	3.51	1.17520
32	2025.09.29 10:40	XAUUSD	PERIOD_M5	3810.59	3812.16	3812.16	3807.87	3810.18	3	1.98	0.16282
33	2025.09.29 10:45	XAUUSD	PERIOD_M5	3806.87	3811.17	3811.17	3805.83	3808.60	3	2.57	0.56464
34	2025.09.29 10:50	XAUUSD	PERIOD_M5	3805.18	3809.88	3809.88	3804.99	3806.14	3	3.74	1.33547
35	2025.09.29 10:55	XAUUSD	PERIOD_M5	3806.25	3808.01	3808.01	3805.22	3805.95	3	2.06	0.21976
36	2025.09.29 11:00	XAUUSD	PERIOD_M5	3810.75	3806.98	3811.37	3806.25	3808.65	0	1.68	-0.03332
37	2025.09.29 11:05	XAUUSD	PERIOD_M5	3813.64	3807.82	3814.72	3807.82	3812.35	0	4.53	1.84868
38	2025.09.29 11:10	XAUUSD	PERIOD_M5	3815.94	3810.08	3816.53	3810.08	3814.77	0	4.69	1.93483
39	2025.09.29 11:15	XAUUSD	PERIOD_M5	3813.28	3812.43	3816.41	3812.43	3814.62	0	2.20	0.29062
40	2025.09.29 11:20	XAUUSD	PERIOD_M5	3811.35	3813.52	3813.52	3810.57	3812.18	3	1.34	-0.27496
41	2025.09.29 11:25	XAUUSD	PERIOD_M5	3811.48	3812.85	3812.85	3808.30	3810.66	3	2.19	0.28590
42	2025.09.29 11:30	XAUUSD	PERIOD_M5	3814.65	3811.76	3814.94	3811.18	3813.06	0	1.31	-0.29859
43	2025.09.29 11:35	XAUUSD	PERIOD_M5	3814.80	3812.41	3816.00	3812.41	3814.92	0	2.51	0.49408
44	2025.09.29 11:40	XAUUSD	PERIOD_M5	3816.25	3813.67	3816.47	3813.67	3815.47	0	1.81	0.02947
45	2025.09.29 11:45	XAUUSD	PERIOD_M5	3817.73	3814.57	3818.75	3814.57	3817.04	0	2.47	0.46680
46	2025.09.29 11:50	XAUUSD	PERIOD_M5	3818.84	3815.81	3819.40	3815.81	3818.24	0	2.43	0.43665
47	2025.09.29 11:55	XAUUSD	PERIOD_M5	3818.73	3817.03	3819.36	3817.03	3818.78	0	1.75	-0.01527
48	2025.09.29 12:00	XAUUSD	PERIOD_M5	3818.26	3817.90	3819.52	3817.60	3818.52	0	0.62	-0.76392
49	2025.09.29 12:05	XAUUSD	PERIOD_M5	3817.42	3818.21	3819.67	3817.42	3818.20	3	0.02	-1.15419
50	2025.09.29 12:10	XAUUSD	PERIOD_M5	3817.63	3818.20	3818.20	3817.01	3817.52	3	0.69	-0.71343
51	2025.09.29 12:15	XAUUSD	PERIOD_M5	3817.08	3817.86	3818.78	3816.85	3817.59	3	0.27	-0.98741
52	2025.09.29 12:20	XAUUSD	PERIOD_M5	3816.23	3817.73	3817.73	3815.88	3816.66	3	1.07	-0.46067
53	2025.09.29 12:25	XAUUSD	PERIOD_M5	3816.08	3817.19	3817.19	3815.82	3816.25	3	0.94	-0.54501
54	2025.09.29 12:30	XAUUSD	PERIOD_M5	3812.77	3816.72	3817.06	3811.94	3814.50	3	2.22	0.29900
55	2025.09.29 12:35	XAUUSD	PERIOD_M5	3810.04	3815.61	3815.61	3809.38	3811.44	3	4.17	1.56737
56	2025.09.29 12:40	XAUUSD	PERIOD_M5	3810.26	3813.52	3813.52	3808.44	3810.15	3	3.37	1.03998
57	2025.09.29 12:45	XAUUSD	PERIOD_M5	3807.97	3811.84	3811.84	3807.53	3809.02	3	2.82	0.66961
58	2025.09.29 12:50	XAUUSD	PERIOD_M5	3807.18	3810.43	3810.43	3807.18	3808.01	3	2.42	0.40512
59	2025.09.29 12:55	XAUUSD	PERIOD_M5	3807.48	3809.22	3809.22	3806.95	3807.51	3	1.71	-0.06336
60	2025.09.29 13:00	XAUUSD	PERIOD_M5	3809.31	3808.36	3809.82	3807.19	3808.45	0	0.09	-1.12807
61	2025.09.29 13:05	XAUUSD	PERIOD_M5	3807.78	3808.41	3810.19	3807.54	3808.72	0	0.32	-0.98192
62	2025.09.29 13:10	XAUUSD	PERIOD_M5	3809.93	3808.57	3810.48	3806.56	3808.69	0	0.12	-1.10592
63	2025.09.29 13:15	XAUUSD	PERIOD_M5	3810.25	3808.63	3812.66	3808.63	3810.58	0	1.96	0.10011
64	2025.09.29 13:20	XAUUSD	PERIOD_M5	3815.76	3809.60	3815.82	3809.60	3813.04	0	3.44	1.06671
65	2025.09.29 13:25	XAUUSD	PERIOD_M5	3815.84	3811.32	3817.49	3811.32	3815.90	0	4.58	1.79662
66	2025.09.29 13:30	XAUUSD	PERIOD_M5	3815.83	3813.61	3816.80	3813.61	3815.83	0	2.22	0.25921
67	2025.09.29 13:35	XAUUSD	PERIOD_M5	3817.54	3814.72	3818.64	3814.72	3816.84	0	2.12	0.18952
68	2025.09.29 13:40	XAUUSD	PERIOD_M5	3817.39	3815.78	3817.95	3815.78	3817.32	0	1.54	-0.19113
69	2025.09.29 13:45	XAUUSD	PERIOD_M5	3816.38	3816.55	3818.39	3816.01	3817.04	0	0.49	-0.87529
70	2025.09.29 13:50	XAUUSD	PERIOD_M5	3816.17	3816.80	3817.37	3814.86	3816.20	3	0.60	-0.80624
71	2025.09.29 13:55	XAUUSD	PERIOD_M5	3817.97	3816.50	3818.47	3816.15	3817.18	0	0.69	-0.74587
72	2025.09.29 14:00	XAUUSD	PERIOD_M5	3817.39	3816.84	3818.57	3816.47	3817.60	0	0.76	-0.69500
73	2025.09.29 14:05	XAUUSD	PERIOD_M5	3818.06	3817.22	3818.29	3817.09	3817.71	0	0.49	-0.86455
74	2025.09.29 14:10	XAUUSD	PERIOD_M5	3818.90	3817.47	3818.96	3817.46	3818.35	0	0.88	-0.61256
75	2025.09.29 14:15	XAUUSD	PERIOD_M5	3822.30	3817.91	3823.56	3817.91	3820.80	0	2.90	0.70066
76	2025.09.29 14:20	XAUUSD	PERIOD_M5	3823.61	3819.35	3823.63	3819.35	3822.65	0	3.30	0.95936
77	2025.09.29 14:25	XAUUSD	PERIOD_M5	3823.69	3821.00	3824.62	3821.00	3823.59	0	2.59	0.49357
78	2025.09.29 14:30	XAUUSD	PERIOD_M5	3824.74	3822.30	3825.14	3822.30	3824.15	0	1.86	0.01450
79	2025.09.29 14:35	XAUUSD	PERIOD_M5	3824.76	3823.23	3825.79	3822.53	3824.45	0	1.23	-0.39503
80	2025.09.29 14:40	XAUUSD	PERIOD_M5	3827.34	3823.84	3829.36	3823.84	3826.44	0	2.60	0.50082
81	2025.09.29 14:45	XAUUSD	PERIOD_M5	3826.61	3825.14	3827.57	3824.15	3826.42	0	1.28	-0.35699
82	2025.09.29 14:50	XAUUSD	PERIOD_M5	3828.44	3825.78	3828.57	3825.78	3827.36	0	1.57	-0.16502
83	2025.09.29 14:55	XAUUSD	PERIOD_M5	3828.91	3826.57	3831.31	3826.57	3829.24	0	2.67	0.54838
84	2025.09.29 15:00	XAUUSD	PERIOD_M5	3825.64	3827.90	3830.35	3824.00	3827.23	3	0.68	-0.75677
85	2025.09.29 15:05	XAUUSD	PERIOD_M5	3826.27	3827.57	3827.57	3823.56	3825.64	3	1.93	0.06004
86	2025.09.29 15:10	XAUUSD	PERIOD_M5	3824.37	3826.60	3826.92	3822.61	3825.05	3	1.56	-0.18490
87	2025.09.29 15:15	XAUUSD	PERIOD_M5	3823.71	3825.82	3825.82	3821.41	3823.69	3	2.13	0.18892
88	2025.09.29 15:20	XAUUSD	PERIOD_M5	3820.88	3824.76	3824.76	3819.31	3822.02	3	2.73	0.58462
89	2025.09.29 15:25	XAUUSD	PERIOD_M5	3817.57	3823.39	3823.39	3816.85	3819.13	3	4.26	1.57349
90	2025.09.29 15:30	XAUUSD	PERIOD_M5	3814.08	3821.26	3821.26	3812.54	3815.59	4	5.67	2.45959
91	2025.09.29 15:35	XAUUSD	PERIOD_M5	3818.94	3818.43	3818.94	3813.42	3816.34	3	2.09	0.14395
92	2025.09.29 15:40	XAUUSD	PERIOD_M5	3817.10	3817.39	3818.92	3816.42	3817.84	0	0.45	-0.90859
93	2025.09.29 15:45	XAUUSD	PERIOD_M5	3818.03	3817.61	3818.27	3815.12	3817.12	3	0.49	-0.88642
94	2025.09.29 15:50	XAUUSD	PERIOD_M5	3813.27	3817.37	3818.83	3813.15	3815.82	3	1.55	-0.20693
95	2025.09.29 15:55	XAUUSD	PERIOD_M5	3813.75	3816.59	3816.59	3811.79	3813.33	3	3.26	0.89944
96	2025.09.29 16:00	XAUUSD	PERIOD_M5	3810.34	3814.96	3817.07	3809.38	3812.67	3	2.29	0.26970
97	2025.09.29 16:05	XAUUSD	PERIOD_M5	3813.78	3813.81	3815.30	3810.03	3812.37	3	1.44	-0.28210
98	2025.09.29 16:10	XAUUSD	PERIOD_M5	3817.11	3813.09	3817.39	3813.09	3815.35	0	2.25	0.23997
99	2025.09.29 16:15	XAUUSD	PERIOD_M5	3820.10	3814.22	3821.09	3814.22	3818.62	0	4.40	1.61349
100	2025.09.29 16:20	XAUUSD	PERIOD_M5	3821.62	3816.42	3822.92	3816.42	3821.10	0	4.68	1.78253
101	2025.09.29 16:25	XAUUSD	PERIOD_M5	3821.76	3818.76	3822.55	3818.76	3821.42	0	2.66	0.47654
102	2025.09.29 16:30	XAUUSD	PERIOD_M5	3824.32	3820.09	3825.07	3818.34	3822.46	0	2.37	0.28682
103	2025.09.29 16:35	XAUUSD	PERIOD_M5	3826.50	3821.28	3826.54	3820.93	3824.53	0	3.26	0.85557
104	2025.09.29 16:40	XAUUSD	PERIOD_M5	3826.21	3822.90	3828.01	3822.90	3826.46	0	3.55	1.03961
105	2025.09.29 16:45	XAUUSD	PERIOD_M5	3821.51	3824.68	3827.45	3820.94	3824.09	3	0.60	-0.85878
106	2025.09.29 16:50	XAUUSD	PERIOD_M5	3822.59	3824.38	3824.38	3819.09	3821.85	3	2.53	0.38071
107	2025.09.29 16:55	XAUUSD	PERIOD_M5	3821.37	3823.12	3824.09	3819.74	3821.93	3	1.19	-0.48292
108	2025.09.29 17:00	XAUUSD	PERIOD_M5	3826.99	3822.52	3827.59	3819.63	3823.86	0	1.34	-0.39027
109	2025.09.29 17:05	XAUUSD	PERIOD_M5	3827.19	3823.19	3828.43	3823.19	3826.96	0	3.77	1.18909
110	2025.09.29 17:10	XAUUSD	PERIOD_M5	3825.76	3825.08	3830.59	3824.86	3827.10	0	2.03	0.07168
111	2025.09.29 17:15	XAUUSD	PERIOD_M5	3819.29	3826.09	3826.56	3819.29	3822.76	3	3.33	0.94149
112	2025.09.29 17:20	XAUUSD	PERIOD_M5	3823.75	3824.42	3824.42	3816.72	3820.90	3	3.52	1.06399
113	2025.09.29 17:25	XAUUSD	PERIOD_M5	3826.88	3822.66	3828.04	3822.66	3825.63	0	2.96	0.69723
114	2025.09.29 17:30	XAUUSD	PERIOD_M5	3825.29	3824.15	3827.27	3824.15	3825.98	0	1.84	-0.05160
115	2025.09.29 17:35	XAUUSD	PERIOD_M5	3826.08	3825.06	3828.47	3824.78	3826.10	0	1.04	-0.58617
116	2025.09.29 17:40	XAUUSD	PERIOD_M5	3826.49	3825.58	3827.51	3825.39	3826.35	0	0.77	-0.76580
117	2025.09.29 17:45	XAUUSD	PERIOD_M5	3824.82	3825.97	3826.67	3823.24	3825.30	3	0.66	-0.83047
118	2025.09.29 17:50	XAUUSD	PERIOD_M5	3826.87	3825.63	3828.28	3823.72	3825.91	0	0.28	-1.08017
119	2025.09.29 17:55	XAUUSD	PERIOD_M5	3828.19	3825.77	3828.47	3825.77	3827.47	0	1.69	-0.14213
120	2025.09.29 18:00	XAUUSD	PERIOD_M5	3831.13	3826.62	3832.67	3826.62	3829.99	0	3.37	0.99030
121	2025.09.29 18:05	XAUUSD	PERIOD_M5	3826.90	3828.31	3832.17	3823.95	3828.54	0	0.23	-1.14179
122	2025.09.29 18:10	XAUUSD	PERIOD_M5	3824.23	3828.42	3828.42	3823.01	3825.48	3	2.95	0.76859
123	2025.09.29 18:15	XAUUSD	PERIOD_M5	3825.90	3826.95	3826.95	3822.90	3824.82	3	2.13	0.19919
124	2025.09.29 18:20	XAUUSD	PERIOD_M5	3828.53	3825.89	3828.96	3824.80	3827.07	0	1.18	-0.47171
125	2025.09.29 18:25	XAUUSD	PERIOD_M5	3829.38	3826.48	3829.78	3826.48	3828.90	0	2.43	0.43892
126	2025.09.29 18:30	XAUUSD	PERIOD_M5	3826.84	3827.69	3829.70	3821.34	3826.82	3	0.87	-0.69295
127	2025.09.29 18:35	XAUUSD	PERIOD_M5	3828.95	3827.26	3829.40	3826.22	3827.93	0	0.68	-0.82814
128	2025.09.29 18:40	XAUUSD	PERIOD_M5	3830.53	3827.60	3831.11	3827.60	3829.64	0	2.05	0.16321
129	2025.09.29 18:45	XAUUSD	PERIOD_M5	3832.29	3828.62	3833.19	3828.62	3831.57	0	2.95	0.81801
130	2025.09.29 18:50	XAUUSD	PERIOD_M5	3831.97	3830.10	3833.23	3830.05	3831.88	0	1.78	-0.03320
131	2025.09.29 18:55	XAUUSD	PERIOD_M5	3830.42	3830.99	3832.60	3829.81	3831.20	0	0.22	-1.16344
132	2025.09.29 19:00	XAUUSD	PERIOD_M5	3828.60	3831.09	3831.09	3828.33	3829.49	3	1.60	-0.16294
133	2025.09.29 19:05	XAUUSD	PERIOD_M5	3828.75	3830.29	3830.29	3828.20	3828.86	3	1.43	-0.28667
134	2025.09.29 19:10	XAUUSD	PERIOD_M5	3831.03	3829.58	3831.19	3828.39	3829.86	0	0.28	-1.11654
135	2025.09.29 19:15	XAUUSD	PERIOD_M5	3830.52	3829.72	3833.53	3829.72	3831.40	0	1.68	-0.10109
136	2025.09.29 19:20	XAUUSD	PERIOD_M5	3830.83	3830.56	3831.03	3829.59	3830.49	3	0.07	-1.27283
137	2025.09.29 19:25	XAUUSD	PERIOD_M5	3831.28	3830.53	3832.56	3830.53	3831.36	0	0.83	-0.71214
138	2025.09.29 19:30	XAUUSD	PERIOD_M5	3831.90	3830.94	3832.25	3830.28	3831.42	0	0.47	-0.96606
139	2025.09.29 19:35	XAUUSD	PERIOD_M5	3829.96	3831.18	3832.20	3829.61	3830.90	3	0.28	-1.11024
140	2025.09.29 19:40	XAUUSD	PERIOD_M5	3828.54	3831.04	3831.04	3828.53	3829.31	3	1.73	-0.05934
141	2025.09.29 19:45	XAUUSD	PERIOD_M5	3829.06	3830.18	3830.18	3828.29	3828.88	3	1.29	-0.38128
142	2025.09.29 19:50	XAUUSD	PERIOD_M5	3829.67	3829.53	3830.00	3828.81	3829.38	3	0.15	-1.20146
143	2025.09.29 19:55	XAUUSD	PERIOD_M5	3830.40	3829.46	3830.69	3829.46	3830.08	0	0.62	-0.85666
144	2025.09.29 20:00	XAUUSD	PERIOD_M5	3831.00	3829.77	3832.16	3829.77	3830.93	0	1.16	-0.46699
145	2025.09.29 20:05	XAUUSD	PERIOD_M5	3832.14	3830.35	3832.92	3830.35	3831.71	0	1.36	-0.32697
146	2025.09.29 20:10	XAUUSD	PERIOD_M5	3829.43	3831.03	3832.34	3829.08	3830.76	3	0.27	-1.10992
147	2025.09.29 20:15	XAUUSD	PERIOD_M5	3826.83	3830.89	3830.89	3825.71	3827.85	3	3.05	0.89719
148	2025.09.29 20:20	XAUUSD	PERIOD_M5	3827.90	3829.37	3829.37	3825.35	3827.17	3	2.20	0.28517
149	2025.09.29 20:25	XAUUSD	PERIOD_M5	3826.34	3828.27	3828.27	3824.15	3826.57	3	1.70	-0.07176
150	2025.09.29 20:30	XAUUSD	PERIOD_M5	3826.74	3827.42	3827.92	3825.17	3826.67	3	0.75	-0.75870
151	2025.09.29 20:35	XAUUSD	PERIOD_M5	3826.56	3827.05	3827.05	3825.14	3826.35	3	0.70	-0.79722
152	2025.09.29 20:40	XAUUSD	PERIOD_M5	3828.81	3826.70	3828.81	3826.45	3827.66	0	0.96	-0.60878
153	2025.09.29 20:45	XAUUSD	PERIOD_M5	3827.79	3827.18	3828.89	3826.78	3828.09	0	0.91	-0.63940
154	2025.09.29 20:50	XAUUSD	PERIOD_M5	3829.28	3827.63	3830.81	3826.88	3828.67	0	1.04	-0.54831
155	2025.09.29 20:55	XAUUSD	PERIOD_M5	3828.96	3828.15	3829.69	3828.10	3829.01	0	0.86	-0.67624
156	2025.09.29 21:00	XAUUSD	PERIOD_M5	3827.97	3828.58	3830.28	3827.95	3828.80	0	0.22	-1.13968
157	2025.09.29 21:05	XAUUSD	PERIOD_M5	3823.87	3828.69	3828.77	3823.48	3826.02	3	2.67	0.62682
158	2025.09.29 21:10	XAUUSD	PERIOD_M5	3827.55	3827.36	3827.83	3823.37	3825.65	3	1.70	-0.06942
159	2025.09.29 21:15	XAUUSD	PERIOD_M5	3828.69	3826.50	3828.99	3826.50	3828.13	0	1.63	-0.12449
160	2025.09.29 21:20	XAUUSD	PERIOD_M5	3829.51	3827.32	3830.57	3827.32	3829.35	0	2.03	0.16901
161	2025.09.29 21:25	XAUUSD	PERIOD_M5	3829.68	3828.33	3830.37	3828.33	3829.70	0	1.36	-0.31825
162	2025.09.29 21:30	XAUUSD	PERIOD_M5	3824.84	3829.02	3830.16	3824.84	3827.40	3	1.61	-0.14130
163	2025.09.29 21:35	XAUUSD	PERIOD_M5	3825.26	3828.21	3828.21	3824.26	3825.17	3	3.04	0.88762
164	2025.09.29 21:40	XAUUSD	PERIOD_M5	3825.97	3826.69	3827.17	3825.25	3825.91	3	0.78	-0.74558
165	2025.09.29 21:45	XAUUSD	PERIOD_M5	3826.92	3826.30	3826.98	3823.74	3825.90	3	0.40	-1.01686
166	2025.09.29 21:50	XAUUSD	PERIOD_M5	3825.38	3826.10	3826.92	3825.01	3826.06	3	0.04	-1.27277
167	2025.09.29 21:55	XAUUSD	PERIOD_M5	3824.45	3826.08	3826.08	3824.36	3825.06	3	1.02	-0.56876
168	2025.09.29 22:00	XAUUSD	PERIOD_M5	3824.62	3825.57	3825.57	3823.66	3824.48	3	1.09	-0.51909
169	2025.09.29 22:05	XAUUSD	PERIOD_M5	3823.21	3825.03	3825.03	3822.49	3823.77	3	1.26	-0.39048
170	2025.09.29 22:10	XAUUSD	PERIOD_M5	3826.81	3824.40	3826.81	3822.81	3824.91	0	0.51	-0.92694
171	2025.09.29 22:15	XAUUSD	PERIOD_M5	3827.47	3824.65	3829.24	3824.65	3827.36	0	2.71	0.66396
172	2025.09.29 22:20	XAUUSD	PERIOD_M5	3827.06	3826.01	3827.79	3826.01	3827.13	0	1.13	-0.48912
173	2025.09.29 22:25	XAUUSD	PERIOD_M5	3825.91	3826.57	3827.10	3824.78	3826.21	3	0.36	-1.04864
174	2025.09.29 22:30	XAUUSD	PERIOD_M5	3826.56	3826.39	3827.20	3825.32	3826.24	3	0.15	-1.19740
175	2025.09.29 22:35	XAUUSD	PERIOD_M5	3827.63	3826.32	3827.94	3825.66	3826.95	0	0.63	-0.84232
176	2025.09.29 22:40	XAUUSD	PERIOD_M5	3829.43	3826.63	3829.46	3826.63	3828.47	0	1.84	0.02848
177	2025.09.29 22:45	XAUUSD	PERIOD_M5	3828.86	3827.55	3829.71	3827.55	3829.11	0	1.55	-0.18162
178	2025.09.29 22:50	XAUUSD	PERIOD_M5	3828.95	3828.33	3829.39	3827.62	3828.68	0	0.35	-1.05922
179	2025.09.29 22:55	XAUUSD	PERIOD_M5	3828.75	3828.50	3829.17	3828.08	3828.76	0	0.25	-1.12731
180	2025.09.29 23:00	XAUUSD	PERIOD_M5	3828.68	3828.63	3829.24	3827.88	3828.64	0	0.01	-1.29727
181	2025.09.29 23:05	XAUUSD	PERIOD_M5	3828.55	3828.63	3828.79	3828.04	3828.51	3	0.12	-1.20573
182	2025.09.29 23:10	XAUUSD	PERIOD_M5	3829.81	3828.57	3830.04	3828.53	3829.23	0	0.66	-0.81403
183	2025.09.29 23:15	XAUUSD	PERIOD_M5	3829.29	3828.90	3830.12	3828.90	3829.61	0	0.71	-0.78192
184	2025.09.29 23:20	XAUUSD	PERIOD_M5	3828.43	3829.26	3829.60	3828.04	3828.84	3	0.42	-0.98946
185	2025.09.29 23:25	XAUUSD	PERIOD_M5	3828.83	3829.05	3829.15	3827.77	3828.52	3	0.53	-0.90577
186	2025.09.29 23:30	XAUUSD	PERIOD_M5	3829.14	3828.79	3829.19	3828.39	3828.89	0	0.10	-1.20464
187	2025.09.29 23:35	XAUUSD	PERIOD_M5	3828.88	3828.84	3829.11	3828.29	3828.81	3	0.02	-1.25203
188	2025.09.29 23:40	XAUUSD	PERIOD_M5	3830.64	3828.82	3830.78	3828.05	3829.59	0	0.77	-0.71095
189	2025.09.29 23:45	XAUUSD	PERIOD_M5	3831.30	3829.21	3832.13	3829.21	3831.10	0	1.90	0.10328
190	2025.09.29 23:50	XAUUSD	PERIOD_M5	3832.99	3830.16	3833.21	3830.16	3831.97	0	1.81	0.04447
191	2025.09.29 23:55	XAUUSD	PERIOD_M5	3833.85	3831.06	3834.06	3831.06	3833.22	0	2.15	0.29021
192	2025.09.30 01:00	XAUUSD	PERIOD_M5	3832.07	3832.14	3833.33	3828.81	3831.86	3	0.29	-1.05927
193	2025.09.30 01:05	XAUUSD	PERIOD_M5	3830.06	3832.00	3832.07	3829.91	3831.03	3	0.97	-0.56683
194	2025.09.30 01:10	XAUUSD	PERIOD_M5	3829.67	3831.51	3831.51	3829.40	3829.91	3	1.60	-0.11228
195	2025.09.30 01:15	XAUUSD	PERIOD_M5	3828.46	3830.71	3830.71	3828.20	3829.20	3	1.51	-0.17592
196	2025.09.30 01:20	XAUUSD	PERIOD_M5	3828.57	3829.96	3829.96	3825.58	3827.93	3	2.03	0.19318
197	2025.09.30 01:25	XAUUSD	PERIOD_M5	3826.76	3828.94	3828.94	3826.62	3827.66	3	1.28	-0.34912
198	2025.09.30 01:30	XAUUSD	PERIOD_M5	3828.91	3828.30	3829.12	3826.78	3827.90	3	0.41	-0.98016
199	2025.09.30 01:35	XAUUSD	PERIOD_M5	3828.05	3828.10	3829.30	3827.75	3828.51	0	0.41	-0.97700
200	2025.09.30 01:40	XAUUSD	PERIOD_M5	3828.10	3828.30	3829.57	3828.04	3828.44	0	0.14	-1.16492
201	2025.09.30 01:45	XAUUSD	PERIOD_M5	3828.71	3828.37	3828.97	3827.74	3828.38	0	0.01	-1.24663
202	2025.09.30 01:50	XAUUSD	PERIOD_M5	3830.02	3828.38	3830.02	3828.38	3829.34	0	0.96	-0.56056
203	2025.09.30 01:55	XAUUSD	PERIOD_M5	3830.62	3828.86	3831.03	3828.86	3830.41	0	1.55	-0.13549
204	2025.09.30 02:00	XAUUSD	PERIOD_M5	3829.77	3829.63	3830.69	3829.50	3830.14	0	0.51	-0.88342
205	2025.09.30 02:05	XAUUSD	PERIOD_M5	3829.55	3829.89	3831.10	3829.44	3829.97	0	0.08	-1.19007
206	2025.09.30 02:10	XAUUSD	PERIOD_M5	3829.95	3829.93	3830.25	3829.42	3829.76	3	0.17	-1.11717
207	2025.09.30 02:15	XAUUSD	PERIOD_M5	3828.82	3829.84	3830.73	3828.51	3829.51	3	0.34	-0.98839
208	2025.09.30 02:20	XAUUSD	PERIOD_M5	3830.24	3829.68	3830.46	3828.75	3829.57	3	0.10	-1.15297
209	2025.09.30 02:25	XAUUSD	PERIOD_M5	3829.59	3829.63	3830.66	3829.05	3829.89	0	0.26	-1.03787
210	2025.09.30 02:30	XAUUSD	PERIOD_M5	3828.99	3829.76	3829.96	3828.80	3829.34	3	0.42	-0.92362
