Resistance_timestamp	Resistance_symbol	Resistance_timeframe	Resistance_close	Best_Resistance
1780909803	XAUUSD	M5	4289.02	4316.09167
1780910103	XAUUSD	M5	4287.97	4315.92250
1780910403	XAUUSD	M5	4286.53	4315.75333
1780910703	XAUUSD	M5	4279.87	4315.58417
1780911003	XAUUSD	M5	4273.98	4315.41500
1780911303	XAUUSD	M5	4293.84	4315.24583
1780911603	XAUUSD	M5	4293.68	4315.07667
1780911903	XAUUSD	M5	4301.13	4314.90750
1780912203	XAUUSD	M5	4293.67	4314.73833
1780912503	XAUUSD	M5	4294.31	4314.56917
1780912803	XAUUSD	M5	4290.57	4314.40000
1780913103	XAUUSD	M5	4294.92	4314.23083
1780913403	XAUUSD	M5	4294.59	4314.06167
1780913703	XAUUSD	M5	4290.16	4313.89250
1780914003	XAUUSD	M5	4291.39	4313.72333
1780914303	XAUUSD	M5	4293.83	4313.55417
1780914603	XAUUSD	M5	4304.01	4313.38500
1780914903	XAUUSD	M5	4299.93	4313.21583
1780915203	XAUUSD	M5	4304.93	4313.04667
1780915503	XAUUSD	M5	4300.61	4312.87750
1780915803	XAUUSD	M5	4298.55	4312.70833
1780916103	XAUUSD	M5	4302.06	4312.53917
1780916403	XAUUSD	M5	4300.05	4312.37000
1780916703	XAUUSD	M5	4306.20	4312.20083
1780917003	XAUUSD	M5	4318.58	4312.03167
1780917303	XAUUSD	M5	4326.93	4311.86250
1780917603	XAUUSD	M5	4324.92	4311.69333
1780917903	XAUUSD	M5	4325.31	4311.52417
1780918203	XAUUSD	M5	4330.01	4311.35500
1780918503	XAUUSD	M5	4325.51	4311.18583
1780918803	XAUUSD	M5	4324.05	4311.01667
1780919103	XAUUSD	M5	4323.95	4310.84750
1780919403	XAUUSD	M5	4326.76	4310.67833
1780919703	XAUUSD	M5	4331.28	4310.50917
1780920003	XAUUSD	M5	4330.85	4310.34000
1780920303	XAUUSD	M5	4330.66	4310.17083
1780920603	XAUUSD	M5	4322.88	4310.00167
1780920903	XAUUSD	M5	4325.20	4309.83250
1780921203	XAUUSD	M5	4329.15	4309.66333
1780921503	XAUUSD	M5	4330.13	4309.49417
1780921803	XAUUSD	M5	4328.27	4309.32500
1780922103	XAUUSD	M5	4330.10	4309.15583
1780922403	XAUUSD	M5	4335.74	4308.98667
1780922703	XAUUSD	M5	4332.68	4308.81750
1780923003	XAUUSD	M5	4330.01	4308.64833
1780923303	XAUUSD	M5	4333.10	4308.47917
1780923603	XAUUSD	M5	4328.74	4308.31000
1780923903	XAUUSD	M5	4324.46	4308.14083
1780924203	XAUUSD	M5	4323.84	4307.97167
1780924503	XAUUSD	M5	4325.41	4307.80250
1780924803	XAUUSD	M5	4331.79	4307.63333
1780925103	XAUUSD	M5	4331.33	4307.46417
1780925403	XAUUSD	M5	4333.45	4307.29500
1780925703	XAUUSD	M5	4341.20	4307.12583
1780926003	XAUUSD	M5	4336.42	4306.95667
1780926303	XAUUSD	M5	4332.54	4306.78750
1780926603	XAUUSD	M5	4334.15	4306.61833
1780926903	XAUUSD	M5	4326.79	4306.44917
1780927203	XAUUSD	M5	4322.59	4306.28000
1780927503	XAUUSD	M5	4320.64	4306.11083
1780927803	XAUUSD	M5	4319.56	4305.94167
1780928103	XAUUSD	M5	4321.81	4305.77250
1780928403	XAUUSD	M5	4318.69	4305.60333
1780928703	XAUUSD	M5	4320.06	4305.43417
1780929003	XAUUSD	M5	4322.14	4305.26500
1780929303	XAUUSD	M5	4319.87	4305.09583
1780929603	XAUUSD	M5	4322.57	4304.92667
1780929903	XAUUSD	M5	4317.76	4304.75750
1780930203	XAUUSD	M5	4326.33	4304.58833
1780930503	XAUUSD	M5	4331.06	4304.41917
1780930803	XAUUSD	M5	4329.00	4304.25000
1780931103	XAUUSD	M5	4328.58	4304.08083
1780931403	XAUUSD	M5	4325.45	4303.91167
1780931703	XAUUSD	M5	4331.78	4303.74250
1780932003	XAUUSD	M5	4335.38	4303.57333
1780932303	XAUUSD	M5	4330.68	4303.40417
1780932603	XAUUSD	M5	4332.26	4303.23500
1780932903	XAUUSD	M5	4336.68	4303.06583
1780933203	XAUUSD	M5	4339.41	4302.89667
1780933503	XAUUSD	M5	4335.43	4302.72750
1780933803	XAUUSD	M5	4342.82	4302.55833
1780934103	XAUUSD	M5	4341.94	4302.38917
1780934403	XAUUSD	M5	4341.30	4302.22000
1780934703	XAUUSD	M5	4339.79	4302.05083
1780935003	XAUUSD	M5	4340.96	4301.88167
1780935303	XAUUSD	M5	4342.79	4301.71250
1780935603	XAUUSD	M5	4341.13	4301.54333
1780935903	XAUUSD	M5	4340.95	4301.37417
1780936203	XAUUSD	M5	4342.62	4301.20500
1780936503	XAUUSD	M5	4341.23	4301.03583
1780936803	XAUUSD	M5	4343.94	4300.86667
1780937103	XAUUSD	M5	4345.20	4300.69750
1780937403	XAUUSD	M5	4338.13	4300.52833
1780937703	XAUUSD	M5	4340.75	4300.35917
1780938003	XAUUSD	M5	4337.90	4300.19000
1780938303	XAUUSD	M5	4338.51	4300.02083
1780938603	XAUUSD	M5	4338.82	4299.85167
1780938903	XAUUSD	M5	4338.32	4299.68250
1780939203	XAUUSD	M5	4335.62	4299.51333
1780939503	XAUUSD	M5	4339.15	4299.34417
1780939803	XAUUSD	M5	4335.57	4299.17500
1780940103	XAUUSD	M5	4335.02	4299.00583
1780940403	XAUUSD	M5	4334.10	4298.83667
1780940703	XAUUSD	M5	4337.05	4298.66750
1780941003	XAUUSD	M5	4336.76	4298.49833
1780941303	XAUUSD	M5	4339.26	4298.32917
1780941603	XAUUSD	M5	4343.87	4298.16000
1780941903	XAUUSD	M5	4343.53	4297.99083
1780942203	XAUUSD	M5	4341.33	4297.82167
1780942503	XAUUSD	M5	4342.33	4297.65250
1780942803	XAUUSD	M5	4343.89	4297.48333
1780943103	XAUUSD	M5	4342.66	4297.31417
1780943403	XAUUSD	M5	4340.71	4297.14500
1780943703	XAUUSD	M5	4337.20	4296.97583
1780944003	XAUUSD	M5	4336.74	4296.80667
1780944303	XAUUSD	M5	4334.57	4296.63750
1780944603	XAUUSD	M5	4334.32	4296.46833
1780944903	XAUUSD	M5	4334.61	4296.29917
1780945203	XAUUSD	M5	4337.00	4296.13000
1780945503	XAUUSD	M5	4332.50	4295.96083
1780945803	XAUUSD	M5	4329.87	4295.79167
1780946103	XAUUSD	M5	4328.82	4295.62250
1780946403	XAUUSD	M5	4326.76	4295.45333
1780946703	XAUUSD	M5	4327.76	4295.28417
1780947003	XAUUSD	M5	4327.32	4295.11500
1780947303	XAUUSD	M5	4325.92	4294.94583
1780947603	XAUUSD	M5	4325.18	4294.77667
1780947903	XAUUSD	M5	4327.19	4294.60750
1780948203	XAUUSD	M5	4328.39	4294.43833
1780948503	XAUUSD	M5	4326.76	4294.26917
1780948803	XAUUSD	M5	4329.64	4294.10000
1780949103	XAUUSD	M5	4327.83	4293.93083
1780949403	XAUUSD	M5	4328.24	4293.76167
1780949703	XAUUSD	M5	4325.89	4293.59250
1780950003	XAUUSD	M5	4326.99	4293.42333
1780950303	XAUUSD	M5	4326.52	4293.25417
1780950603	XAUUSD	M5	4327.86	4293.08500
1780950903	XAUUSD	M5	4327.63	4292.91583
1780951203	XAUUSD	M5	4326.28	4292.74667
1780951503	XAUUSD	M5	4327.40	4292.57750
1780951803	XAUUSD	M5	4329.21	4292.40833
1780952103	XAUUSD	M5	4329.82	4292.23917
1780956003	XAUUSD	M5	4326.71	4292.07000
1780956303	XAUUSD	M5	4326.95	4291.90083
1780956603	XAUUSD	M5	4325.29	4291.73167
1780956903	XAUUSD	M5	4324.60	4291.56250
1780957203	XAUUSD	M5	4326.06	4291.39333
1780957503	XAUUSD	M5	4325.13	4291.22417
1780957803	XAUUSD	M5	4325.58	4291.05500
1780958103	XAUUSD	M5	4325.84	4290.88583
1780958403	XAUUSD	M5	4327.42	4290.71667
1780958703	XAUUSD	M5	4326.94	4290.54750
1780959003	XAUUSD	M5	4328.08	4290.37833
1780959303	XAUUSD	M5	4327.79	4290.20917
1780959603	XAUUSD	M5	4327.61	4290.04000
1780959903	XAUUSD	M5	4326.60	4289.87083
1780960203	XAUUSD	M5	4327.63	4289.70167
1780960503	XAUUSD	M5	4327.40	4289.53250
1780960803	XAUUSD	M5	4325.15	4289.36333
1780961103	XAUUSD	M5	4320.46	4289.19417
1780961403	XAUUSD	M5	4317.98	4289.02500
1780961703	XAUUSD	M5	4321.80	4288.85583
1780962003	XAUUSD	M5	4319.60	4288.68667
1780962303	XAUUSD	M5	4313.69	4288.51750
1780962603	XAUUSD	M5	4317.07	4288.34833
1780962903	XAUUSD	M5	4317.91	4288.17917
1780963203	XAUUSD	M5	4317.39	4288.01000
1780963503	XAUUSD	M5	4318.58	4287.84083
1780963803	XAUUSD	M5	4322.74	4287.67167
1780964103	XAUUSD	M5	4320.18	4287.50250
1780964403	XAUUSD	M5	4318.80	4287.33333
1780964703	XAUUSD	M5	4316.82	4287.16417
1780965003	XAUUSD	M5	4318.92	4286.99500
1780965303	XAUUSD	M5	4319.03	4286.82583
1780965603	XAUUSD	M5	4318.44	4286.65667
1780965903	XAUUSD	M5	4317.00	4286.48750
1780966203	XAUUSD	M5	4315.79	4286.31833
1780966503	XAUUSD	M5	4319.86	4286.14917
1780966803	XAUUSD	M5	4321.26	4285.98000
1780967103	XAUUSD	M5	4325.19	4285.81083
1780967403	XAUUSD	M5	4324.10	4285.64167
1780967703	XAUUSD	M5	4324.04	4285.47250
1780968003	XAUUSD	M5	4327.56	4285.30333
1780968303	XAUUSD	M5	4335.33	4285.13417
1780968603	XAUUSD	M5	4337.31	4284.96500
1780968903	XAUUSD	M5	4335.61	4284.79583
1780969203	XAUUSD	M5	4335.74	4284.62667
1780969503	XAUUSD	M5	4334.08	4284.45750
1780969803	XAUUSD	M5	4336.70	4284.28833
1780970103	XAUUSD	M5	4336.53	4284.11917
1780970403	XAUUSD	M5	4332.86	4283.95000
1780970703	XAUUSD	M5	4331.07	4283.78083
1780971003	XAUUSD	M5	4332.91	4283.61167
1780971303	XAUUSD	M5	4332.68	4283.44250
1780971603	XAUUSD	M5	4334.61	4283.27333
1780971903	XAUUSD	M5	4335.60	4283.10417
1780972203	XAUUSD	M5	4335.53	4282.93500
1780972503	XAUUSD	M5	4335.22	4282.76583
1780972803	XAUUSD	M5	4338.43	4282.59667
1780973103	XAUUSD	M5	4337.70	4282.42750
1780973403	XAUUSD	M5	4338.75	4282.25833
1780973703	XAUUSD	M5	4336.03	4282.08917
1780974003	XAUUSD	M5	4331.95	4281.92000
1780974303	XAUUSD	M5	4338.41	4281.75083
1780974603	XAUUSD	M5	4338.71	4281.58167
1780974903	XAUUSD	M5	4339.72	4281.41250
1780975203	XAUUSD	M5	4334.90	4281.24333
1780975503	XAUUSD	M5	4336.80	4281.07417
1780975803	XAUUSD	M5	4333.67	4280.90500
1780976103	XAUUSD	M5	4335.36	4280.73583
1780976403	XAUUSD	M5	4337.55	4280.56667
1780976703	XAUUSD	M5	4338.62	4280.39750
1780977003	XAUUSD	M5	4339.51	4280.22833
1780977303	XAUUSD	M5	4336.61	4280.05917
1780977603	XAUUSD	M5	4335.52	4279.89000
1780977903	XAUUSD	M5	4337.36	4279.72083
1780978203	XAUUSD	M5	4332.25	4279.55167
1780978503	XAUUSD	M5	4329.97	4279.38250
1780978803	XAUUSD	M5	4331.23	4279.21333
1780979103	XAUUSD	M5	4330.49	4279.04417
1780979403	XAUUSD	M5	4325.42	4278.87500
1780979703	XAUUSD	M5	4329.96	4278.70583
1780980003	XAUUSD	M5	4328.15	4278.53667
1780980303	XAUUSD	M5	4329.25	4278.36750
1780980603	XAUUSD	M5	4327.53	4278.19833
1780980903	XAUUSD	M5	4332.31	4278.02917
1780981203	XAUUSD	M5	4336.16	4277.86000
1780981503	XAUUSD	M5	4332.51	4277.69083
1780981803	XAUUSD	M5	4331.40	4277.52167
1780982103	XAUUSD	M5	4333.51	4277.35250
1780982403	XAUUSD	M5	4333.41	4277.18333
1780982703	XAUUSD	M5	4332.58	4277.01417
1780983003	XAUUSD	M5	4342.78	4276.84500
1780983303	XAUUSD	M5	4343.14	4276.67583
1780983603	XAUUSD	M5	4348.25	4276.50667
1780983903	XAUUSD	M5	4346.59	4276.33750
1780984203	XAUUSD	M5	4345.52	4276.16833
1780984503	XAUUSD	M5	4343.48	4275.99917
1780984803	XAUUSD	M5	4344.55	4275.83000
1780985103	XAUUSD	M5	4344.10	4275.66083
1780985403	XAUUSD	M5	4341.43	4275.49167
1780985703	XAUUSD	M5	4343.03	4275.32250
1780986003	XAUUSD	M5	4344.78	4275.15333
1780986303	XAUUSD	M5	4338.72	4274.98417
1780986603	XAUUSD	M5	4333.88	4274.81500
1780986903	XAUUSD	M5	4337.90	4274.64583
1780987203	XAUUSD	M5	4336.73	4274.47667
1780987503	XAUUSD	M5	4339.42	4274.30750
1780987803	XAUUSD	M5	4335.32	4274.13833
1780988103	XAUUSD	M5	4330.65	4273.96917
1780988403	XAUUSD	M5	4331.73	4273.80000
1780988703	XAUUSD	M5	4332.51	4273.63083
1780989003	XAUUSD	M5	4327.41	4273.46167
1780989303	XAUUSD	M5	4328.84	4273.29250
1780989603	XAUUSD	M5	4330.11	4273.12333
1780989903	XAUUSD	M5	4331.06	4272.95417
1780990203	XAUUSD	M5	4326.64	4272.78500
1780990503	XAUUSD	M5	4325.67	4272.61583
1780990803	XAUUSD	M5	4328.43	4272.44667
1780991103	XAUUSD	M5	4326.47	4272.27750
1780991403	XAUUSD	M5	4328.70	4272.10833
1780991703	XAUUSD	M5	4326.56	4271.93917
1780992003	XAUUSD	M5	4323.18	4271.77000
1780992303	XAUUSD	M5	4326.61	4271.60083
1780992603	XAUUSD	M5	4331.70	4271.43167
1780992903	XAUUSD	M5	4332.46	4271.26250
1780993203	XAUUSD	M5	4331.98	4271.09333
1780993503	XAUUSD	M5	4334.38	4270.92417
1780993803	XAUUSD	M5	4331.19	4270.75500
1780994103	XAUUSD	M5	4334.45	4270.58583
1780994403	XAUUSD	M5	4335.05	4270.41667
1780994703	XAUUSD	M5	4328.20	4270.24750
1780995003	XAUUSD	M5	4330.00	4270.07833
1780995303	XAUUSD	M5	4326.60	4269.90917
1780995603	XAUUSD	M5	4328.93	4269.74000
1780995903	XAUUSD	M5	4330.22	4269.57083
1780996203	XAUUSD	M5	4328.22	4269.40167
1780996503	XAUUSD	M5	4330.01	4269.23250
1780996803	XAUUSD	M5	4333.35	4269.06333
1780997103	XAUUSD	M5	4326.89	4268.89417
1780997403	XAUUSD	M5	4326.62	4268.72500
1780997703	XAUUSD	M5	4329.23	4268.55583
1780998003	XAUUSD	M5	4327.13	4268.38667
1780998303	XAUUSD	M5	4329.78	4268.21750
1780998603	XAUUSD	M5	4333.15	4268.04833
1780998903	XAUUSD	M5	4332.26	4267.87917
1780999203	XAUUSD	M5	4330.80	4267.71000
1780999503	XAUUSD	M5	4327.26	4267.54083
1780999803	XAUUSD	M5	4335.24	4267.37167
1781000103	XAUUSD	M5	4334.87	4267.20250
1781000403	XAUUSD	M5	4332.60	4267.03333
1781000703	XAUUSD	M5	4333.84	4266.86417
1781001003	XAUUSD	M5	4333.85	4266.69500
1781001303	XAUUSD	M5	4331.97	4266.52583
1781001603	XAUUSD	M5	4332.65	4266.35667
1781001903	XAUUSD	M5	4330.74	4266.18750
1781002203	XAUUSD	M5	4335.14	4266.01833
1781002503	XAUUSD	M5	4339.15	4265.84917
1781002803	XAUUSD	M5	4335.92	4265.68000
1781003103	XAUUSD	M5	4337.21	4265.51083
1781003403	XAUUSD	M5	4337.83	4265.34167
1781003703	XAUUSD	M5	4339.31	4265.17250
1781004003	XAUUSD	M5	4337.27	4265.00333
1781004303	XAUUSD	M5	4338.75	4264.83417
1781004603	XAUUSD	M5	4337.87	4264.66500
1781004903	XAUUSD	M5	4337.41	4264.49583
1781005203	XAUUSD	M5	4338.95	4264.32667
1781005503	XAUUSD	M5	4340.14	4264.15750
1781005803	XAUUSD	M5	4341.36	4263.98833
1781006103	XAUUSD	M5	4339.76	4263.81917
1781006403	XAUUSD	M5	4342.37	4263.65000
1781006703	XAUUSD	M5	4343.71	4263.48083
1781007003	XAUUSD	M5	4340.92	4263.31167
1781007303	XAUUSD	M5	4342.98	4263.14250
1781007603	XAUUSD	M5	4338.60	4262.97333
1781007903	XAUUSD	M5	4335.94	4262.80417
1781008203	XAUUSD	M5	4336.67	4262.63500
1781008503	XAUUSD	M5	4340.71	4262.46583
1781008803	XAUUSD	M5	4340.92	4262.29667
1781009103	XAUUSD	M5	4341.28	4262.12750
1781009403	XAUUSD	M5	4337.55	4261.95833
1781009703	XAUUSD	M5	4341.42	4261.78917
1781010003	XAUUSD	M5	4339.49	4261.62000
1781010303	XAUUSD	M5	4341.28	4261.45083
1781010603	XAUUSD	M5	4340.98	4261.28167
1781010903	XAUUSD	M5	4334.13	4261.11250
1781011203	XAUUSD	M5	4333.35	4260.94333
1781011503	XAUUSD	M5	4330.90	4260.77417
1781011803	XAUUSD	M5	4329.88	4260.60500
1781012103	XAUUSD	M5	4331.95	4260.43583
1781012403	XAUUSD	M5	4330.37	4260.26667
1781012703	XAUUSD	M5	4351.36	4260.09750
1781013003	XAUUSD	M5	4334.10	4259.92833
1781013303	XAUUSD	M5	4328.66	4259.75917
1781013603	XAUUSD	M5	4329.39	4259.59000
1781013903	XAUUSD	M5	4328.53	4259.42083
1781014203	XAUUSD	M5	4321.28	4259.25167
1781014503	XAUUSD	M5	4311.45	4259.08250
1781014803	XAUUSD	M5	4318.53	4258.91333
1781015103	XAUUSD	M5	4318.71	4258.74417
1781015403	XAUUSD	M5	4315.01	4258.57500
1781015703	XAUUSD	M5	4305.34	4258.40583
1781016003	XAUUSD	M5	4285.29	4258.23667
1781016303	XAUUSD	M5	4284.21	4258.06750
1781016603	XAUUSD	M5	4298.21	4257.89833
