Cherry_B_timestamp	Cherry_B_symbol	Cherry_B_timeframe	Cherry_B_close	Cherry_B_Base_FL	Cherry_B_UOEDT	Cherry_B_LOEDT	Cherry_B_horiz_high_map	Cherry_B_horiz_low_map	Cherry_B_ssa	Cherry_B_ema_ssa	Cherry_B_crossing
1779883802	XAUUSD	M5	4430.51						4439.09876	4436.82979	0
1779884102	XAUUSD	M5	4447.69						4443.51787	4440.17383	0
1779884402	XAUUSD	M5	4454.63				4466.28000		4447.74311	4443.95847	0
1779884702	XAUUSD	M5	4454.81						4450.94200	4447.45024	0
1779885002	XAUUSD	M5	4447.40						4452.57931	4450.01477	0
1779885302	XAUUSD	M5	4452.09						4452.48829	4451.25153	0
1779885602	XAUUSD	M5	4447.17						4450.43752	4450.84453	1
1779885902	XAUUSD	M5	4445.18						4446.64036	4448.74244	0
1779886202	XAUUSD	M5	4446.44						4441.44176	4445.09210	0
1779886502	XAUUSD	M5	4438.94						4435.23878	4440.16544	0
1779886802	XAUUSD	M5	4432.24						4428.72379	4434.44462	0
1779887102	XAUUSD	M5	4414.23						4422.58075	4428.51268	0
1779887402	XAUUSD	M5	4416.68						4417.68655	4423.09962	0
1779887702	XAUUSD	M5	4411.39						4414.26313	4418.68137	0
1779888002	XAUUSD	M5	4416.87						4412.55504	4415.61821	0
1779888302	XAUUSD	M5	4404.89					4401.50000	4412.37422	4413.99621	0
1779888602	XAUUSD	M5	4423.99						4413.83123	4413.91372	0
1779888902	XAUUSD	M5	4418.31						4416.23543	4415.07458	1
1779889202	XAUUSD	M5	4419.31						4419.51508	4417.29483	0
1779889502	XAUUSD	M5	4420.35						4423.46437	4420.37960	0
1779889802	XAUUSD	M5	4425.32						4427.90037	4424.13999	0
1779890102	XAUUSD	M5	4427.36						4432.53744	4428.33872	0
1779890402	XAUUSD	M5	4438.16						4437.13021	4432.73446	0
1779890702	XAUUSD	M5	4444.12						4441.19876	4436.96661	0
1779891002	XAUUSD	M5	4447.95				4455.37000		4444.37605	4440.67133	0
1779891302	XAUUSD	M5	4451.14						4446.40918	4443.54025	0
1779891602	XAUUSD	M5	4444.30						4447.16629	4445.35327	0
1779891902	XAUUSD	M5	4445.53						4446.87000	4446.11163	0
1779892202	XAUUSD	M5	4440.93						4445.63828	4445.87496	1
1779892502	XAUUSD	M5	4444.29						4443.78117	4444.82806	0
1779892802	XAUUSD	M5	4443.19						4441.47221	4443.15014	0
1779893102	XAUUSD	M5	4438.50						4439.00224	4441.07619	0
1779893402	XAUUSD	M5	4439.80						4436.71189	4438.89404	0
1779893702	XAUUSD	M5	4434.02						4434.77370	4436.83387	0
1779894002	XAUUSD	M5	4436.27						4433.46645	4435.15016	0
1779894302	XAUUSD	M5	4429.61						4432.79434	4433.97225	0
1779894602	XAUUSD	M5	4432.11						4432.85752	4433.41488	0
1779894902	XAUUSD	M5	4430.97						4433.44559	4433.43024	1
1779895202	XAUUSD	M5	4433.57						4434.35810	4433.89417	0
1779895502	XAUUSD	M5	4435.82						4435.27897	4434.58657	0
1779895802	XAUUSD	M5	4438.72						4435.95668	4435.27162	0
1779896102	XAUUSD	M5	4440.79						4436.21961	4435.74562	0
1779896402	XAUUSD	M5	4434.11						4436.05764	4435.90163	0
1779896702	XAUUSD	M5	4432.77						4435.76260	4435.83212	1
1779897002	XAUUSD	M5	4434.24						4435.58333	4435.70773	0
1779897302	XAUUSD	M5	4436.38						4435.71341	4435.71057	1
1779897602	XAUUSD	M5	4437.59						4436.32876	4436.01967	0
1779897902	XAUUSD	M5	4436.83						4437.52911	4436.77439	0
1779898202	XAUUSD	M5	4440.17						4439.38437	4438.07938	0
1779898502	XAUUSD	M5	4441.85						4441.73676	4439.90807	0
1779898802	XAUUSD	M5	4444.19						4444.35516	4442.13162	0
1779899102	XAUUSD	M5	4446.88						4446.91301	4444.52231	0
1779899402	XAUUSD	M5	4448.39						4449.06096	4446.79164	0
1779899702	XAUUSD	M5	4449.81						4450.52698	4448.65931	0
1779900002	XAUUSD	M5	4450.77						4451.15797	4449.90864	0
1779900302	XAUUSD	M5	4452.13						4450.96257	4450.43560	0
1779900602	XAUUSD	M5	4450.79						4450.08745	4450.26153	1
1779900902	XAUUSD	M5	4450.82						4448.85637	4449.55895	0
1779901202	XAUUSD	M5	4449.24						4447.59828	4448.57861	0
1779901502	XAUUSD	M5	4443.16						4446.64969	4447.61415	0
1779901802	XAUUSD	M5	4444.13						4446.34027	4446.97721	0
1779902102	XAUUSD	M5	4446.80						4446.69237	4446.83479	0
1779902402	XAUUSD	M5	4446.63						4447.54610	4447.19045	1
1779902702	XAUUSD	M5	4449.87						4448.69935	4447.94490	0
1779903002	XAUUSD	M5	4452.09						4449.83818	4448.89154	0
1779903302	XAUUSD	M5	4451.09						4450.69537	4449.79345	0
1779903602	XAUUSD	M5	4450.59						4451.18381	4450.48863	0
1779903902	XAUUSD	M5	4450.81						4451.30379	4450.89621	0
1779904202	XAUUSD	M5	4452.88						4451.14480	4451.02050	0
1779904502	XAUUSD	M5	4450.47						4450.82547	4450.92299	1
1779904802	XAUUSD	M5	4449.60						4450.59698	4450.75998	0
1779905102	XAUUSD	M5	4448.15						4450.63491	4450.69745	0
1779905402	XAUUSD	M5	4450.12						4451.04697	4450.87221	1
1779905702	XAUUSD	M5	4452.60						4451.76170	4451.31695	0
1779906002	XAUUSD	M5	4454.96				4458.37000		4452.60145	4451.95920	0
1779906302	XAUUSD	M5	4455.56						4453.34769	4452.65345	0
1779906602	XAUUSD	M5	4452.73						4453.83934	4453.24639	0
1779906902	XAUUSD	M5	4453.11						4454.05798	4453.65219	0
1779907202	XAUUSD	M5	4453.39						4453.98324	4453.81771	0
1779907502	XAUUSD	M5	4453.41						4453.66608	4453.74190	1
1779907802	XAUUSD	M5	4452.50						4453.21145	4453.47667	0
1779908102	XAUUSD	M5	4454.43						4452.76070	4453.11869	0
1779908402	XAUUSD	M5	4452.16						4452.36825	4452.74347	0
1779908702	XAUUSD	M5	4452.70						4452.14585	4452.44466	0
1779909002	XAUUSD	M5	4451.84						4452.07271	4452.25869	0
1779909302	XAUUSD	M5	4450.07						4452.12132	4452.19001	0
1779909602	XAUUSD	M5	4453.23						4452.25880	4452.22440	1
1779909902	XAUUSD	M5	4451.07						4452.33898	4452.28169	0
1779910202	XAUUSD	M5	4452.67						4452.37370	4452.32770	0
1779910502	XAUUSD	M5	4454.74						4452.33783	4452.33276	0
1779910802	XAUUSD	M5	4453.67						4452.25103	4452.29190	1
1779911102	XAUUSD	M5	4452.02						4452.22202	4452.25696	0
1779911402	XAUUSD	M5	4451.12						4452.36782	4452.31239	1
1779911702	XAUUSD	M5	4450.84					4449.03000	4452.75398	4452.53318	0
1779912002	XAUUSD	M5	4452.60						4453.36087	4452.94703	0
1779912302	XAUUSD	M5	4452.91						4454.06099	4453.50401	0
1779912602	XAUUSD	M5	4455.21						4454.72483	4454.11442	0
1779912902	XAUUSD	M5	4458.20						4455.18675	4454.65059	0
1779913202	XAUUSD	M5	4456.85						4455.31132	4454.98095	0
1779913502	XAUUSD	M5	4455.01						4455.14111	4455.06103	0
1779913802	XAUUSD	M5	4454.53						4454.80908	4454.93506	1
1779914102	XAUUSD	M5	4452.43						4454.46320	4454.69913	0
1779914402	XAUUSD	M5	4453.62						4454.30666	4454.50289	0
1779914702	XAUUSD	M5	4454.27						4454.43669	4454.46979	0
1779915002	XAUUSD	M5	4454.90						4454.89163	4454.68071	1
1779915302	XAUUSD	M5	4456.30						4455.66019	4455.17045	0
1779919202	XAUUSD	M5	4456.72				4465.92000		4456.64171	4455.90608	0
1779919502	XAUUSD	M5	4458.82						4457.71222	4456.80915	0
1779919802	XAUUSD	M5	4457.94						4458.68777	4457.74846	0
1779920102	XAUUSD	M5	4459.57						4459.46769	4458.60807	0
1779920402	XAUUSD	M5	4460.78						4459.92700	4459.26754	0
1779920702	XAUUSD	M5	4459.99						4460.00818	4459.63786	0
1779921002	XAUUSD	M5	4457.26						4459.74378	4459.69082	0
1779921302	XAUUSD	M5	4461.31						4459.27381	4459.48232	1
1779921602	XAUUSD	M5	4458.52						4458.57124	4459.02678	0
1779921902	XAUUSD	M5	4456.57						4457.77172	4458.39925	0
1779922202	XAUUSD	M5	4456.61						4456.96593	4457.68259	0
1779922502	XAUUSD	M5	4457.37						4456.15553	4456.91906	0
1779922802	XAUUSD	M5	4456.56						4455.32062	4456.11984	0
1779923102	XAUUSD	M5	4452.89						4454.44915	4455.28450	0
1779923402	XAUUSD	M5	4453.55						4453.61821	4454.45135	0
1779923702	XAUUSD	M5	4453.91						4452.82053	4453.63594	0
1779924002	XAUUSD	M5	4451.52						4452.06010	4452.84802	0
1779924302	XAUUSD	M5	4450.77						4451.41249	4452.13026	0
1779924602	XAUUSD	M5	4449.71						4450.87991	4451.50508	0
1779924902	XAUUSD	M5	4453.21						4450.44631	4450.97570	0
1779925202	XAUUSD	M5	4450.72						4449.95362	4450.46466	0
1779925502	XAUUSD	M5	4448.33						4449.39835	4449.93150	0
1779925802	XAUUSD	M5	4446.23						4448.79343	4449.36247	0
1779926102	XAUUSD	M5	4447.13						4448.19045	4448.77646	0
1779926402	XAUUSD	M5	4449.41						4447.62169	4448.19907	0
1779926702	XAUUSD	M5	4449.23						4447.13386	4447.66647	0
1779927002	XAUUSD	M5	4444.73						4446.87603	4447.27125	0
1779927302	XAUUSD	M5	4452.32						4447.09195	4447.18160	0
1779927602	XAUUSD	M5	4445.46						4447.68053	4447.43107	1
1779927902	XAUUSD	M5	4446.33						4448.78156	4448.10631	0
1779928202	XAUUSD	M5	4449.50						4450.22469	4449.16550	0
1779928502	XAUUSD	M5	4450.81						4451.66595	4450.41572	0
1779928802	XAUUSD	M5	4452.07						4452.73607	4451.57590	0
1779929102	XAUUSD	M5	4453.84						4453.07894	4452.32742	0
1779929402	XAUUSD	M5	4451.82						4452.40361	4452.36551	0
1779929702	XAUUSD	M5	4457.30						4450.61843	4451.49197	1
1779930002	XAUUSD	M5	4446.01				4458.82000		4447.60525	4449.54861	0
1779930302	XAUUSD	M5	4444.46						4443.79581	4446.67221	0
1779930602	XAUUSD	M5	4438.13						4439.45422	4443.06321	0
1779930902	XAUUSD	M5	4433.46						4434.95717	4439.01019	0
1779931202	XAUUSD	M5	4431.25						4430.59227	4434.80123	0
1779931502	XAUUSD	M5	4419.34						4426.49427	4430.64775	0
1779931802	XAUUSD	M5	4425.52						4422.93177	4426.78976	0
1779932102	XAUUSD	M5	4422.89						4419.66393	4423.22684	0
1779932402	XAUUSD	M5	4417.78						4416.63659	4419.93172	0
1779932702	XAUUSD	M5	4417.55						4413.88933	4416.91052	0
1779933002	XAUUSD	M5	4409.21						4411.39490	4414.15271	0
1779933302	XAUUSD	M5	4410.05						4409.34843	4411.75057	0
1779933602	XAUUSD	M5	4404.02						4407.73484	4409.74270	0
1779933902	XAUUSD	M5	4407.88						4406.66635	4408.20453	0
1779934202	XAUUSD	M5	4402.67						4405.96402	4407.08428	0
1779934502	XAUUSD	M5	4404.46						4405.61761	4406.35095	0
1779934802	XAUUSD	M5	4406.00						4405.41539	4405.88317	0
1779935102	XAUUSD	M5	4406.31						4405.12868	4405.50592	0
1779935402	XAUUSD	M5	4408.93						4404.57855	4405.04224	0
1779935702	XAUUSD	M5	4406.94						4403.59592	4404.31908	0
1779936002	XAUUSD	M5	4402.27						4402.19554	4403.25731	0
1779936302	XAUUSD	M5	4396.21						4400.52058	4401.88895	0
1779936602	XAUUSD	M5	4395.49						4398.75475	4400.32185	0
1779936902	XAUUSD	M5	4394.52						4396.94047	4398.63116	0
1779937202	XAUUSD	M5	4395.39						4395.07198	4396.85157	0
1779937502	XAUUSD	M5	4396.61						4393.04932	4394.95045	0
1779937802	XAUUSD	M5	4394.20						4390.76805	4392.85925	0
1779938102	XAUUSD	M5	4384.70						4388.25117	4390.55521	0
1779938402	XAUUSD	M5	4386.61						4385.73269	4388.14395	0
1779938702	XAUUSD	M5	4387.68						4383.22117	4385.68256	0
1779939002	XAUUSD	M5	4379.97						4380.77647	4383.22952	0
1779939302	XAUUSD	M5	4373.47						4378.69259	4380.96105	0
1779939602	XAUUSD	M5	4376.89						4377.19155	4379.07630	0
1779939902	XAUUSD	M5	4375.13						4376.17667	4377.62649	0
1779940202	XAUUSD	M5	4375.71						4375.58196	4376.60422	0
1779940502	XAUUSD	M5	4374.93						4375.23289	4375.91855	0
1779940802	XAUUSD	M5	4375.34						4374.98947	4375.45401	0
1779941102	XAUUSD	M5	4381.04						4374.68308	4375.06854	0
1779941402	XAUUSD	M5	4376.38						4374.10249	4374.58552	0
1779941702	XAUUSD	M5	4369.20						4373.36950	4373.97751	0
1779942002	XAUUSD	M5	4371.54					4366.32000	4372.70642	4373.34196	0
1779942302	XAUUSD	M5	4368.47						4372.12561	4372.73378	0
1779942602	XAUUSD	M5	4371.66						4371.72522	4372.22950	0
1779942902	XAUUSD	M5	4372.21						4371.41823	4371.82386	0
1779943202	XAUUSD	M5	4373.96						4371.14965	4371.48676	0
1779943502	XAUUSD	M5	4369.49						4370.87502	4371.18089	0
1779943802	XAUUSD	M5	4371.12						4370.73131	4370.95610	0
1779944102	XAUUSD	M5	4372.97						4370.78063	4370.86837	0
1779944402	XAUUSD	M5	4369.85						4371.14141	4371.00489	1
1779944702	XAUUSD	M5	4372.06						4372.07712	4371.54100	0
1779945002	XAUUSD	M5	4375.44						4373.69589	4372.61845	0
1779945302	XAUUSD	M5	4374.57						4375.99089	4374.30467	0
1779945602	XAUUSD	M5	4377.12						4378.92989	4376.61728	0
1779945902	XAUUSD	M5	4378.50						4382.24596	4379.43162	0
1779946202	XAUUSD	M5	4386.77						4385.57134	4382.50148	0
1779946502	XAUUSD	M5	4391.08						4388.32556	4385.41352	0
1779946802	XAUUSD	M5	4389.46						4390.06929	4387.74141	0
1779947102	XAUUSD	M5	4392.27						4390.65804	4389.19973	0
1779947402	XAUUSD	M5	4393.47				4395.73000		4390.03852	4389.61912	0
1779947702	XAUUSD	M5	4387.99						4388.36696	4388.99304	1
1779948002	XAUUSD	M5	4387.72						4386.10695	4387.54999	0
1779948302	XAUUSD	M5	4379.74						4383.66363	4385.60681	0
1779948602	XAUUSD	M5	4376.11						4381.59261	4383.59971	0
1779948902	XAUUSD	M5	4379.67						4380.21575	4381.90773	0
1779949202	XAUUSD	M5	4381.92						4379.53415	4380.72094	0
1779949502	XAUUSD	M5	4380.42						4379.45583	4380.08839	0
1779949802	XAUUSD	M5	4383.41						4379.90955	4379.99897	0
1779950102	XAUUSD	M5	4382.22						4380.69990	4380.34943	1
1779950402	XAUUSD	M5	4380.47						4381.75833	4381.05388	0
1779950702	XAUUSD	M5	4383.32						4383.08739	4382.07064	0
1779951002	XAUUSD	M5	4382.62						4384.60722	4383.33893	0
1779951302	XAUUSD	M5	4383.59						4386.30042	4384.81967	0
1779951602	XAUUSD	M5	4387.56						4388.08779	4386.45373	0
1779951902	XAUUSD	M5	4392.00						4389.76908	4388.11141	0
1779952202	XAUUSD	M5	4388.89						4391.09841	4389.60491	0
1779952502	XAUUSD	M5	4394.42						4392.01211	4390.80851	0
1779952802	XAUUSD	M5	4394.41				4396.22000		4392.28638	4391.54744	0
1779953102	XAUUSD	M5	4392.71						4391.90831	4391.72788	0
1779953402	XAUUSD	M5	4389.56						4391.02156	4391.37472	1
1779953702	XAUUSD	M5	4389.19						4389.90718	4390.64095	0
1779954002	XAUUSD	M5	4389.48						4388.81951	4389.73023	0
1779954302	XAUUSD	M5	4388.06						4388.00835	4388.86929	0
1779954602	XAUUSD	M5	4385.58						4387.70955	4388.28942	0
1779954902	XAUUSD	M5	4387.54						4388.06944	4388.17943	0
1779955202	XAUUSD	M5	4387.46						4388.97314	4388.57628	1
1779955502	XAUUSD	M5	4393.35						4390.22618	4389.40123	0
1779955802	XAUUSD	M5	4393.35						4391.42074	4390.41098	0
1779956102	XAUUSD	M5	4391.87						4392.30789	4391.35944	0
1779956402	XAUUSD	M5	4392.57						4392.73631	4392.04788	0
1779956702	XAUUSD	M5	4389.83						4392.60053	4392.32420	0
1779957002	XAUUSD	M5	4392.13						4392.00787	4392.16604	1
1779957302	XAUUSD	M5	4391.90						4391.04532	4391.60568	0
1779957602	XAUUSD	M5	4390.02						4389.95729	4390.78149	0
1779957902	XAUUSD	M5	4390.92						4389.04264	4389.91206	0
1779958202	XAUUSD	M5	4388.66						4388.48278	4389.19742	0
1779958502	XAUUSD	M5	4387.12						4388.45301	4388.82521	0
1779958802	XAUUSD	M5	4389.16						4388.99466	4388.90994	1
1779959102	XAUUSD	M5	4389.62						4389.93120	4389.42057	0
1779959402	XAUUSD	M5	4389.42						4391.04560	4390.23308	0
1779959702	XAUUSD	M5	4390.00						4392.11826	4391.17567	0
1779960002	XAUUSD	M5	4395.40						4392.94517	4392.06042	0
1779960302	XAUUSD	M5	4396.53						4393.30751	4392.68397	0
1779960602	XAUUSD	M5	4392.94						4393.22223	4392.95310	0
1779960902	XAUUSD	M5	4392.57						4392.95229	4392.95270	1
1779961202	XAUUSD	M5	4391.13						4392.76351	4392.85810	0
1779961502	XAUUSD	M5	4392.92						4392.95471	4392.90640	1
1779961802	XAUUSD	M5	4395.04						4393.65966	4393.28303	0
1779962102	XAUUSD	M5	4393.55						4394.86992	4394.07648	0
1779962402	XAUUSD	M5	4393.78						4396.48289	4395.27968	0
1779962702	XAUUSD	M5	4401.48						4398.20164	4396.74066	0
1779963002	XAUUSD	M5	4399.34				4404.43000		4399.46928	4398.10497	0
1779963302	XAUUSD	M5	4399.45						4399.99261	4399.04879	0
1779963602	XAUUSD	M5	4395.79						4399.53968	4399.29424	0
1779963902	XAUUSD	M5	4401.26						4398.14203	4398.71813	1
1779964202	XAUUSD	M5	4398.79						4395.80062	4397.25938	0
1779964502	XAUUSD	M5	4397.87						4392.89362	4395.07650	0
1779964802	XAUUSD	M5	4389.10						4389.85977	4392.46813	0
1779965102	XAUUSD	M5	4380.79						4387.30582	4389.88698	0
1779965402	XAUUSD	M5	4382.14					4375.47000	4385.68843	4387.78770	0
1779965702	XAUUSD	M5	4382.96						4385.02931	4386.40850	0
1779966002	XAUUSD	M5	4388.57						4385.15746	4385.78298	0
1779966302	XAUUSD	M5	4386.91						4385.66157	4385.72228	0
1779966602	XAUUSD	M5	4387.03						4386.26440	4385.99334	1
1779966902	XAUUSD	M5	4389.51						4386.72934	4386.36134	0
1779967202	XAUUSD	M5	4387.54						4386.88360	4386.62247	0
1779967502	XAUUSD	M5	4384.91						4386.80607	4386.71427	0
1779967802	XAUUSD	M5	4386.63						4386.69495	4386.70461	1
1779968102	XAUUSD	M5	4388.47						4386.66396	4386.68428	0
1779968402	XAUUSD	M5	4385.91						4386.74879	4386.71653	1
1779968702	XAUUSD	M5	4383.30						4386.98733	4386.85193	0
1779969002	XAUUSD	M5	4383.58						4387.35773	4387.10483	0
1779969302	XAUUSD	M5	4387.98						4387.71123	4387.40803	0
1779969602	XAUUSD	M5	4390.09						4387.82097	4387.61450	0
1779969902	XAUUSD	M5	4391.63						4387.63300	4387.62375	0
1779970202	XAUUSD	M5	4392.66						4387.26653	4387.44514	1
1779970502	XAUUSD	M5	4388.31						4387.02982	4387.23748	0
1779970802	XAUUSD	M5	4381.30					4379.58000	4387.50148	4387.36948	1
1779971102	XAUUSD	M5	4385.28						4389.33401	4388.35175	0
1779971402	XAUUSD	M5	4392.37						4392.79883	4390.57529	0
1779971702	XAUUSD	M5	4398.93						4397.85075	4394.21302	0
1779972002	XAUUSD	M5	4402.03						4404.18345	4399.19823	0
1779972302	XAUUSD	M5	4409.92						4411.32253	4405.26038	0
1779972602	XAUUSD	M5	4420.62						4418.47416	4411.86727	0
1779972902	XAUUSD	M5	4432.14						4424.71079	4418.28903	0
1779973202	XAUUSD	M5	4432.73						4429.18099	4423.73501	0
1779973502	XAUUSD	M5	4426.32						4431.54996	4427.64248	0
1779973802	XAUUSD	M5	4426.72						4431.97498	4429.80873	0
1779974102	XAUUSD	M5	4431.52						4430.75744	4430.28309	0
1779974402	XAUUSD	M5	4428.64						4428.33400	4429.30854	1
1779974702	XAUUSD	M5	4428.43						4425.47083	4427.38969	0
1779975002	XAUUSD	M5	4418.70						4422.91550	4425.15259	0
1779975302	XAUUSD	M5	4424.92						4421.55865	4423.35562	0
1779975602	XAUUSD	M5	4422.10						4421.72609	4422.54086	0
1779975902	XAUUSD	M5	4425.77						4423.70771	4423.12428	1
1779976202	XAUUSD	M5	4430.69						4427.36764	4425.24596	0
1779976502	XAUUSD	M5	4430.58						4432.34309	4428.79452	0
1779976802	XAUUSD	M5	4424.74						4438.25945	4433.52699	0
1779977102	XAUUSD	M5	4438.52						4444.78806	4439.15752	0
1779977402	XAUUSD	M5	4464.27						4451.11289	4445.13521	0
1779977702	XAUUSD	M5	4464.91						4456.23606	4450.68564	0
1779978002	XAUUSD	M5	4461.89						4459.98574	4455.33569	0
1779978302	XAUUSD	M5	4460.87						4462.51518	4458.92543	0
1779978602	XAUUSD	M5	4456.71						4464.11289	4461.51916	0
1779978902	XAUUSD	M5	4459.38						4465.24516	4463.38216	0
1779979202	XAUUSD	M5	4469.31						4466.21972	4464.80094	0
1779979502	XAUUSD	M5	4468.10						4467.11719	4465.95907	0
1779979802	XAUUSD	M5	4470.40						4468.19178	4467.07542	0
1779980102	XAUUSD	M5	4469.37						4469.50748	4468.29145	0
1779980402	XAUUSD	M5	4474.98						4471.08411	4469.68778	0
1779980702	XAUUSD	M5	4473.53						4472.68706	4471.18742	0
1779981002	XAUUSD	M5	4471.40						4474.22353	4472.70547	0
1779981302	XAUUSD	M5	4472.50						4475.63301	4474.16924	0
1779981602	XAUUSD	M5	4476.28						4476.80310	4475.48617	0
1779981902	XAUUSD	M5	4476.79						4477.61891	4476.55254	0
1779982202	XAUUSD	M5	4481.00						4478.11801	4477.33528	0
1779982502	XAUUSD	M5	4478.38						4478.33997	4477.83762	0
1779982802	XAUUSD	M5	4479.36						4478.56625	4478.20193	0
1779983102	XAUUSD	M5	4479.66						4478.99976	4478.60085	0
1779983402	XAUUSD	M5	4480.14						4479.82377	4479.21231	0
1779983702	XAUUSD	M5	4482.24						4481.17677	4480.19454	0
1779984002	XAUUSD	M5	4480.87						4483.09027	4481.64241	0
1779984302	XAUUSD	M5	4481.40						4485.62134	4483.63187	0
1779984602	XAUUSD	M5	4484.38						4488.68889	4486.16038	0
1779984902	XAUUSD	M5	4497.10						4492.11136	4489.13587	0
1779985202	XAUUSD	M5	4502.32						4495.45144	4492.29365	0
1779985502	XAUUSD	M5	4500.53						4498.47233	4495.38299	0
1779985802	XAUUSD	M5	4498.92						4501.17096	4498.27697	0
1779986102	XAUUSD	M5	4499.37						4503.57501	4500.92599	0
1779986402	XAUUSD	M5	4504.35						4505.64183	4503.28391	0
1779986702	XAUUSD	M5	4505.16						4507.19406	4505.23899	0
1779987002	XAUUSD	M5	4508.94						4508.19200	4506.71549	0
1779987302	XAUUSD	M5	4511.06						4508.55734	4507.63642	0
1779987602	XAUUSD	M5	4510.29						4508.29852	4507.96747	0
1779987902	XAUUSD	M5	4509.86						4507.55042	4507.75895	1
1779988202	XAUUSD	M5	4503.87						4506.48756	4507.12325	0
1779988502	XAUUSD	M5	4504.52						4505.44571	4506.28448	0
1779988802	XAUUSD	M5	4505.03						4504.61809	4505.45129	0
1779989102	XAUUSD	M5	4502.01						4504.16522	4504.80825	0
1779989402	XAUUSD	M5	4505.18						4504.27348	4504.54087	0
1779989702	XAUUSD	M5	4505.66						4504.88730	4504.71408	1
1779990002	XAUUSD	M5	4505.03						4505.92672	4505.32040	0
1779990302	XAUUSD	M5	4508.48						4507.25582	4506.28811	0
1779990602	XAUUSD	M5	4507.64						4508.58239	4507.43525	0
1779990902	XAUUSD	M5	4508.94						4509.69751	4508.56638	0
1779991202	XAUUSD	M5	4513.18				4516.57000		4510.37168	4509.46903	0
1779991502	XAUUSD	M5	4509.85						4510.37481	4509.92192	0
1779991802	XAUUSD	M5	4507.69						4509.77134	4509.84663	1
1779992102	XAUUSD	M5	4509.66						4508.68249	4509.26456	0
1779992402	XAUUSD	M5	4508.23						4507.19700	4508.23078	0
1779992702	XAUUSD	M5	4506.23						4505.52252	4506.87665	0
1779993002	XAUUSD	M5	4502.14						4503.88108	4505.37887	0
1779993302	XAUUSD	M5	4501.92						4502.51139	4503.94513	0
