Support_timestamp	Support_symbol	Support_timeframe	Support_close	Best_Support
1780909503	XAUUSD	M5	4285.28	4277.26010
1780909803	XAUUSD	M5	4289.02	4277.01208
1780910103	XAUUSD	M5	4287.97	4276.76406
1780910403	XAUUSD	M5	4286.53	4276.51604
1780910703	XAUUSD	M5	4279.87	4276.26802
1780911003	XAUUSD	M5	4273.98	4276.02000
1780911303	XAUUSD	M5	4293.84	4275.77198
1780911603	XAUUSD	M5	4293.68	4275.52396
1780911903	XAUUSD	M5	4301.13	4275.27594
1780912203	XAUUSD	M5	4293.67	4275.02792
1780912503	XAUUSD	M5	4294.31	4274.77990
1780912803	XAUUSD	M5	4290.57	4274.53187
1780913103	XAUUSD	M5	4294.92	4274.28385
1780913403	XAUUSD	M5	4294.59	4274.03583
1780913703	XAUUSD	M5	4290.16	4273.78781
1780914003	XAUUSD	M5	4291.39	4273.53979
1780914303	XAUUSD	M5	4293.83	4273.29177
1780914603	XAUUSD	M5	4304.01	4273.04375
1780914903	XAUUSD	M5	4299.93	4272.79573
1780915203	XAUUSD	M5	4304.93	4272.54771
1780915503	XAUUSD	M5	4300.61	4272.29969
1780915803	XAUUSD	M5	4298.55	4272.05167
1780916103	XAUUSD	M5	4302.06	4271.80365
1780916403	XAUUSD	M5	4300.05	4271.55562
1780916703	XAUUSD	M5	4306.20	4271.30760
1780917003	XAUUSD	M5	4318.58	4271.05958
1780917303	XAUUSD	M5	4326.93	4270.81156
1780917603	XAUUSD	M5	4324.92	4270.56354
1780917903	XAUUSD	M5	4325.31	4270.31552
1780918203	XAUUSD	M5	4330.01	4270.06750
1780918503	XAUUSD	M5	4325.51	4269.81948
1780918803	XAUUSD	M5	4324.05	4269.57146
1780919103	XAUUSD	M5	4323.95	4269.32344
1780919403	XAUUSD	M5	4326.76	4269.07542
1780919703	XAUUSD	M5	4331.28	4268.82740
1780920003	XAUUSD	M5	4330.85	4268.57937
1780920303	XAUUSD	M5	4330.66	4268.33135
1780920603	XAUUSD	M5	4322.88	4268.08333
1780920903	XAUUSD	M5	4325.20	4267.83531
1780921203	XAUUSD	M5	4329.15	4267.58729
1780921503	XAUUSD	M5	4330.13	4267.33927
1780921803	XAUUSD	M5	4328.27	4267.09125
1780922103	XAUUSD	M5	4330.10	4266.84323
1780922403	XAUUSD	M5	4335.74	4266.59521
1780922703	XAUUSD	M5	4332.68	4266.34719
1780923003	XAUUSD	M5	4330.01	4266.09917
1780923303	XAUUSD	M5	4333.10	4265.85115
1780923603	XAUUSD	M5	4328.74	4265.60312
1780923903	XAUUSD	M5	4324.46	4265.35510
1780924203	XAUUSD	M5	4323.84	4265.10708
1780924503	XAUUSD	M5	4325.41	4264.85906
1780924803	XAUUSD	M5	4331.79	4264.61104
1780925103	XAUUSD	M5	4331.33	4264.36302
1780925403	XAUUSD	M5	4333.45	4264.11500
1780925703	XAUUSD	M5	4341.20	4263.86698
1780926003	XAUUSD	M5	4336.42	4263.61896
1780926303	XAUUSD	M5	4332.54	4263.37094
1780926603	XAUUSD	M5	4334.15	4263.12292
1780926903	XAUUSD	M5	4326.79	4262.87490
1780927203	XAUUSD	M5	4322.59	4262.62687
1780927503	XAUUSD	M5	4320.64	4262.37885
1780927803	XAUUSD	M5	4319.56	4262.13083
1780928103	XAUUSD	M5	4321.81	4261.88281
1780928403	XAUUSD	M5	4318.69	4261.63479
1780928703	XAUUSD	M5	4320.06	4261.38677
1780929003	XAUUSD	M5	4322.14	4261.13875
1780929303	XAUUSD	M5	4319.87	4260.89073
1780929603	XAUUSD	M5	4322.57	4260.64271
1780929903	XAUUSD	M5	4317.76	4260.39469
1780930203	XAUUSD	M5	4326.33	4260.14667
1780930503	XAUUSD	M5	4331.06	4259.89865
1780930803	XAUUSD	M5	4329.00	4259.65062
1780931103	XAUUSD	M5	4328.58	4259.40260
1780931403	XAUUSD	M5	4325.45	4259.15458
1780931703	XAUUSD	M5	4331.78	4258.90656
1780932003	XAUUSD	M5	4335.38	4258.65854
1780932303	XAUUSD	M5	4330.68	4258.41052
1780932603	XAUUSD	M5	4332.26	4258.16250
1780932903	XAUUSD	M5	4336.68	4257.91448
1780933203	XAUUSD	M5	4339.41	4257.66646
1780933503	XAUUSD	M5	4335.43	4257.41844
1780933803	XAUUSD	M5	4342.82	4257.17042
1780934103	XAUUSD	M5	4341.94	4256.92240
1780934403	XAUUSD	M5	4341.30	4256.67437
1780934703	XAUUSD	M5	4339.79	4256.42635
1780935003	XAUUSD	M5	4340.96	4256.17833
1780935303	XAUUSD	M5	4342.79	4255.93031
1780935603	XAUUSD	M5	4341.13	4255.68229
1780935903	XAUUSD	M5	4340.95	4255.43427
1780936203	XAUUSD	M5	4342.62	4255.18625
1780936503	XAUUSD	M5	4341.23	4254.93823
1780936803	XAUUSD	M5	4343.94	4254.69021
1780937103	XAUUSD	M5	4345.20	4254.44219
1780937403	XAUUSD	M5	4338.13	4254.19417
1780937703	XAUUSD	M5	4340.75	4253.94615
1780938003	XAUUSD	M5	4337.90	4253.69812
1780938303	XAUUSD	M5	4338.51	4253.45010
1780938603	XAUUSD	M5	4338.82	4253.20208
1780938903	XAUUSD	M5	4338.32	4252.95406
1780939203	XAUUSD	M5	4335.62	4252.70604
1780939503	XAUUSD	M5	4339.15	4252.45802
1780939803	XAUUSD	M5	4335.57	4252.21000
1780940103	XAUUSD	M5	4335.02	4251.96198
1780940403	XAUUSD	M5	4334.10	4251.71396
1780940703	XAUUSD	M5	4337.05	4251.46594
1780941003	XAUUSD	M5	4336.76	4251.21792
1780941303	XAUUSD	M5	4339.26	4250.96990
1780941603	XAUUSD	M5	4343.87	4250.72187
1780941903	XAUUSD	M5	4343.53	4250.47385
1780942203	XAUUSD	M5	4341.33	4250.22583
1780942503	XAUUSD	M5	4342.33	4249.97781
1780942803	XAUUSD	M5	4343.89	4249.72979
1780943103	XAUUSD	M5	4342.66	4249.48177
1780943403	XAUUSD	M5	4340.71	4249.23375
1780943703	XAUUSD	M5	4337.20	4248.98573
1780944003	XAUUSD	M5	4336.74	4248.73771
1780944303	XAUUSD	M5	4334.57	4248.48969
1780944603	XAUUSD	M5	4334.32	4248.24167
1780944903	XAUUSD	M5	4334.61	4247.99365
1780945203	XAUUSD	M5	4337.00	4247.74562
1780945503	XAUUSD	M5	4332.50	4247.49760
1780945803	XAUUSD	M5	4329.87	4247.24958
1780946103	XAUUSD	M5	4328.82	4247.00156
1780946403	XAUUSD	M5	4326.76	4246.75354
1780946703	XAUUSD	M5	4327.76	4246.50552
1780947003	XAUUSD	M5	4327.32	4246.25750
1780947303	XAUUSD	M5	4325.92	4246.00948
1780947603	XAUUSD	M5	4325.18	4245.76146
1780947903	XAUUSD	M5	4327.19	4245.51344
1780948203	XAUUSD	M5	4328.39	4245.26542
1780948503	XAUUSD	M5	4326.76	4245.01740
1780948803	XAUUSD	M5	4329.64	4244.76937
1780949103	XAUUSD	M5	4327.83	4244.52135
1780949403	XAUUSD	M5	4328.24	4244.27333
1780949703	XAUUSD	M5	4325.89	4244.02531
1780950003	XAUUSD	M5	4326.99	4243.77729
1780950303	XAUUSD	M5	4326.52	4243.52927
1780950603	XAUUSD	M5	4327.86	4243.28125
1780950903	XAUUSD	M5	4327.63	4243.03323
1780951203	XAUUSD	M5	4326.28	4242.78521
1780951503	XAUUSD	M5	4327.40	4242.53719
1780951803	XAUUSD	M5	4329.21	4242.28917
1780952103	XAUUSD	M5	4329.82	4242.04115
1780956003	XAUUSD	M5	4326.71	4241.79312
1780956303	XAUUSD	M5	4326.95	4241.54510
1780956603	XAUUSD	M5	4325.29	4241.29708
1780956903	XAUUSD	M5	4324.60	4241.04906
1780957203	XAUUSD	M5	4326.06	4240.80104
1780957503	XAUUSD	M5	4325.13	4240.55302
1780957803	XAUUSD	M5	4325.58	4240.30500
1780958103	XAUUSD	M5	4325.84	4240.05698
1780958403	XAUUSD	M5	4327.42	4239.80896
1780958703	XAUUSD	M5	4326.94	4239.56094
1780959003	XAUUSD	M5	4328.08	4239.31292
1780959303	XAUUSD	M5	4327.79	4239.06490
1780959603	XAUUSD	M5	4327.61	4238.81687
1780959903	XAUUSD	M5	4326.60	4238.56885
1780960203	XAUUSD	M5	4327.63	4238.32083
1780960503	XAUUSD	M5	4327.40	4238.07281
1780960803	XAUUSD	M5	4325.15	4237.82479
1780961103	XAUUSD	M5	4320.46	4237.57677
1780961403	XAUUSD	M5	4317.98	4237.32875
1780961703	XAUUSD	M5	4321.80	4237.08073
1780962003	XAUUSD	M5	4319.60	4236.83271
1780962303	XAUUSD	M5	4313.69	4236.58469
1780962603	XAUUSD	M5	4317.07	4236.33667
1780962903	XAUUSD	M5	4317.91	4236.08865
1780963203	XAUUSD	M5	4317.39	4235.84062
1780963503	XAUUSD	M5	4318.58	4235.59260
1780963803	XAUUSD	M5	4322.74	4235.34458
1780964103	XAUUSD	M5	4320.18	4235.09656
1780964403	XAUUSD	M5	4318.80	4234.84854
1780964703	XAUUSD	M5	4316.82	4234.60052
1780965003	XAUUSD	M5	4318.92	4234.35250
1780965303	XAUUSD	M5	4319.03	4234.10448
1780965603	XAUUSD	M5	4318.44	4233.85646
1780965903	XAUUSD	M5	4317.00	4233.60844
1780966203	XAUUSD	M5	4315.79	4233.36042
1780966503	XAUUSD	M5	4319.86	4233.11240
1780966803	XAUUSD	M5	4321.26	4232.86437
1780967103	XAUUSD	M5	4325.19	4232.61635
1780967403	XAUUSD	M5	4324.10	4232.36833
1780967703	XAUUSD	M5	4324.04	4232.12031
1780968003	XAUUSD	M5	4327.56	4231.87229
1780968303	XAUUSD	M5	4335.33	4231.62427
1780968603	XAUUSD	M5	4337.31	4231.37625
1780968903	XAUUSD	M5	4335.61	4231.12823
1780969203	XAUUSD	M5	4335.74	4230.88021
1780969503	XAUUSD	M5	4334.08	4230.63219
1780969803	XAUUSD	M5	4336.70	4230.38417
1780970103	XAUUSD	M5	4336.53	4230.13615
1780970403	XAUUSD	M5	4332.86	4229.88812
1780970703	XAUUSD	M5	4331.07	4229.64010
1780971003	XAUUSD	M5	4332.91	4229.39208
1780971303	XAUUSD	M5	4332.68	4229.14406
1780971603	XAUUSD	M5	4334.61	4228.89604
1780971903	XAUUSD	M5	4335.60	4228.64802
1780972203	XAUUSD	M5	4335.53	4228.40000
1780972503	XAUUSD	M5	4335.22	4228.15198
1780972803	XAUUSD	M5	4338.43	4227.90396
1780973103	XAUUSD	M5	4337.70	4227.65594
1780973403	XAUUSD	M5	4338.75	4227.40792
1780973703	XAUUSD	M5	4336.03	4227.15990
1780974003	XAUUSD	M5	4331.95	4226.91187
1780974303	XAUUSD	M5	4338.41	4226.66385
1780974603	XAUUSD	M5	4338.71	4226.41583
1780974903	XAUUSD	M5	4339.72	4226.16781
1780975203	XAUUSD	M5	4334.90	4225.91979
1780975503	XAUUSD	M5	4336.80	4225.67177
1780975803	XAUUSD	M5	4333.67	4225.42375
1780976103	XAUUSD	M5	4335.36	4225.17573
1780976403	XAUUSD	M5	4337.55	4224.92771
1780976703	XAUUSD	M5	4338.62	4224.67969
1780977003	XAUUSD	M5	4339.51	4224.43167
1780977303	XAUUSD	M5	4336.61	4224.18365
1780977603	XAUUSD	M5	4335.52	4223.93562
1780977903	XAUUSD	M5	4337.36	4223.68760
1780978203	XAUUSD	M5	4332.25	4223.43958
1780978503	XAUUSD	M5	4329.97	4223.19156
1780978803	XAUUSD	M5	4331.23	4222.94354
1780979103	XAUUSD	M5	4330.49	4222.69552
1780979403	XAUUSD	M5	4325.42	4222.44750
1780979703	XAUUSD	M5	4329.96	4222.19948
1780980003	XAUUSD	M5	4328.15	4221.95146
1780980303	XAUUSD	M5	4329.25	4221.70344
1780980603	XAUUSD	M5	4327.53	4221.45542
1780980903	XAUUSD	M5	4332.31	4221.20740
1780981203	XAUUSD	M5	4336.16	4220.95937
1780981503	XAUUSD	M5	4332.51	4220.71135
1780981803	XAUUSD	M5	4331.40	4220.46333
1780982103	XAUUSD	M5	4333.51	4220.21531
1780982403	XAUUSD	M5	4333.41	4219.96729
1780982703	XAUUSD	M5	4332.58	4219.71927
1780983003	XAUUSD	M5	4342.78	4219.47125
1780983303	XAUUSD	M5	4343.14	4219.22323
1780983603	XAUUSD	M5	4348.25	4218.97521
1780983903	XAUUSD	M5	4346.59	4218.72719
1780984203	XAUUSD	M5	4345.52	4218.47917
1780984503	XAUUSD	M5	4343.48	4218.23115
1780984803	XAUUSD	M5	4344.55	4217.98312
1780985103	XAUUSD	M5	4344.10	4217.73510
1780985403	XAUUSD	M5	4341.43	4217.48708
1780985703	XAUUSD	M5	4343.03	4217.23906
1780986003	XAUUSD	M5	4344.78	4216.99104
1780986303	XAUUSD	M5	4338.72	4216.74302
1780986603	XAUUSD	M5	4333.88	4216.49500
1780986903	XAUUSD	M5	4337.90	4216.24698
1780987203	XAUUSD	M5	4336.73	4215.99896
1780987503	XAUUSD	M5	4339.42	4215.75094
1780987803	XAUUSD	M5	4335.32	4215.50292
1780988103	XAUUSD	M5	4330.65	4215.25490
1780988403	XAUUSD	M5	4331.73	4215.00687
1780988703	XAUUSD	M5	4332.51	4214.75885
1780989003	XAUUSD	M5	4327.41	4214.51083
1780989303	XAUUSD	M5	4328.84	4214.26281
1780989603	XAUUSD	M5	4330.11	4214.01479
1780989903	XAUUSD	M5	4331.06	4213.76677
1780990203	XAUUSD	M5	4326.64	4213.51875
1780990503	XAUUSD	M5	4325.67	4213.27073
1780990803	XAUUSD	M5	4328.43	4213.02271
1780991103	XAUUSD	M5	4326.47	4212.77469
1780991403	XAUUSD	M5	4328.70	4212.52667
1780991703	XAUUSD	M5	4326.56	4212.27865
1780992003	XAUUSD	M5	4323.18	4212.03062
1780992303	XAUUSD	M5	4326.61	4211.78260
1780992603	XAUUSD	M5	4331.70	4211.53458
1780992903	XAUUSD	M5	4332.46	4211.28656
1780993203	XAUUSD	M5	4331.98	4211.03854
1780993503	XAUUSD	M5	4334.38	4210.79052
1780993803	XAUUSD	M5	4331.19	4210.54250
1780994103	XAUUSD	M5	4334.45	4210.29448
1780994403	XAUUSD	M5	4335.05	4210.04646
1780994703	XAUUSD	M5	4328.20	4209.79844
1780995003	XAUUSD	M5	4330.00	4209.55042
1780995303	XAUUSD	M5	4326.60	4209.30240
1780995603	XAUUSD	M5	4328.93	4209.05437
1780995903	XAUUSD	M5	4330.22	4208.80635
1780996203	XAUUSD	M5	4328.22	4208.55833
1780996503	XAUUSD	M5	4330.01	4208.31031
1780996803	XAUUSD	M5	4333.35	4208.06229
1780997103	XAUUSD	M5	4326.89	4207.81427
1780997403	XAUUSD	M5	4326.62	4207.56625
1780997703	XAUUSD	M5	4329.23	4207.31823
1780998003	XAUUSD	M5	4327.13	4207.07021
1780998303	XAUUSD	M5	4329.78	4206.82219
1780998603	XAUUSD	M5	4333.15	4206.57417
1780998903	XAUUSD	M5	4332.26	4206.32615
1780999203	XAUUSD	M5	4330.80	4206.07812
1780999503	XAUUSD	M5	4327.26	4205.83010
1780999803	XAUUSD	M5	4335.24	4205.58208
1781000103	XAUUSD	M5	4334.87	4205.33406
1781000403	XAUUSD	M5	4332.60	4205.08604
1781000703	XAUUSD	M5	4333.84	4204.83802
1781001003	XAUUSD	M5	4333.85	4204.59000
1781001303	XAUUSD	M5	4331.97	4204.34198
1781001603	XAUUSD	M5	4332.65	4204.09396
1781001903	XAUUSD	M5	4330.74	4203.84594
1781002203	XAUUSD	M5	4335.14	4203.59792
1781002503	XAUUSD	M5	4339.15	4203.34990
1781002803	XAUUSD	M5	4335.92	4203.10187
1781003103	XAUUSD	M5	4337.21	4202.85385
1781003403	XAUUSD	M5	4337.83	4202.60583
1781003703	XAUUSD	M5	4339.31	4202.35781
1781004003	XAUUSD	M5	4337.27	4202.10979
1781004303	XAUUSD	M5	4338.75	4201.86177
1781004603	XAUUSD	M5	4337.87	4201.61375
1781004903	XAUUSD	M5	4337.41	4201.36573
1781005203	XAUUSD	M5	4338.95	4201.11771
1781005503	XAUUSD	M5	4340.14	4200.86969
1781005803	XAUUSD	M5	4341.36	4200.62167
1781006103	XAUUSD	M5	4339.76	4200.37365
1781006403	XAUUSD	M5	4342.37	4200.12562
1781006703	XAUUSD	M5	4343.71	4199.87760
1781007003	XAUUSD	M5	4340.92	4199.62958
1781007303	XAUUSD	M5	4342.98	4199.38156
1781007603	XAUUSD	M5	4338.60	4199.13354
1781007903	XAUUSD	M5	4335.94	4198.88552
1781008203	XAUUSD	M5	4336.67	4198.63750
1781008503	XAUUSD	M5	4340.71	4198.38948
1781008803	XAUUSD	M5	4340.92	4198.14146
1781009103	XAUUSD	M5	4341.28	4197.89344
1781009403	XAUUSD	M5	4337.55	4197.64542
1781009703	XAUUSD	M5	4341.42	4197.39740
1781010003	XAUUSD	M5	4339.49	4197.14937
1781010303	XAUUSD	M5	4341.28	4196.90135
1781010603	XAUUSD	M5	4340.98	4196.65333
1781010903	XAUUSD	M5	4334.13	4196.40531
1781011203	XAUUSD	M5	4333.35	4196.15729
1781011503	XAUUSD	M5	4330.90	4195.90927
1781011803	XAUUSD	M5	4329.88	4195.66125
1781012103	XAUUSD	M5	4331.95	4195.41323
1781012403	XAUUSD	M5	4330.37	4195.16521
1781012703	XAUUSD	M5	4351.36	4194.91719
1781013003	XAUUSD	M5	4334.10	4194.66917
1781013303	XAUUSD	M5	4328.66	4194.42115
1781013603	XAUUSD	M5	4329.39	4194.17312
1781013903	XAUUSD	M5	4328.53	4193.92510
1781014203	XAUUSD	M5	4321.28	4193.67708
1781014503	XAUUSD	M5	4311.45	4193.42906
1781014803	XAUUSD	M5	4318.53	4193.18104
1781015103	XAUUSD	M5	4318.71	4192.93302
1781015403	XAUUSD	M5	4315.01	4192.68500
1781015703	XAUUSD	M5	4305.34	4192.43698
1781016003	XAUUSD	M5	4285.29	4192.18896
1781016303	XAUUSD	M5	4284.21	4191.94094
1781016603	XAUUSD	M5	4298.21	4191.69292
