No	TimeStamp	Symbol	Timeframe	Close	dual_tema_high	dual_tema_low
33	2025.09.29 10:45	XAUUSD	M5	3806.87	3811.14	3806.61
34	2025.09.29 10:50	XAUUSD	M5	3805.18	3808.75	3805.06
35	2025.09.29 10:55	XAUUSD	M5	3806.25	3807.12	3804.31
36	2025.09.29 11:00	XAUUSD	M5	3810.75	3808.31	3804.47
37	2025.09.29 11:05	XAUUSD	M5	3813.64	3810.84	3806.69
38	2025.09.29 11:10	XAUUSD	M5	3815.94	3813.42	3809.49
39	2025.09.29 11:15	XAUUSD	M5	3813.28	3815.03	3811.24
40	2025.09.29 11:20	XAUUSD	M5	3811.35	3814.57	3811.22
41	2025.09.29 11:25	XAUUSD	M5	3811.48	3813.30	3810.07
42	2025.09.29 11:30	XAUUSD	M5	3814.65	3814.15	3810.71
43	2025.09.29 11:35	XAUUSD	M5	3814.80	3815.20	3812.60
44	2025.09.29 11:40	XAUUSD	M5	3816.25	3816.08	3813.82
45	2025.09.29 11:45	XAUUSD	M5	3817.73	3817.70	3815.04
46	2025.09.29 11:50	XAUUSD	M5	3818.84	3818.99	3816.52
47	2025.09.29 11:55	XAUUSD	M5	3818.73	3819.72	3817.96
48	2025.09.29 12:00	XAUUSD	M5	3818.26	3820.16	3818.47
49	2025.09.29 12:05	XAUUSD	M5	3817.42	3820.42	3818.59
50	2025.09.29 12:10	XAUUSD	M5	3817.63	3819.70	3818.35
51	2025.09.29 12:15	XAUUSD	M5	3817.08	3819.53	3818.03
52	2025.09.29 12:20	XAUUSD	M5	3816.23	3818.73	3817.27
53	2025.09.29 12:25	XAUUSD	M5	3816.08	3817.90	3816.71
54	2025.09.29 12:30	XAUUSD	M5	3812.77	3817.44	3814.42
55	2025.09.29 12:35	XAUUSD	M5	3810.04	3815.45	3811.71
56	2025.09.29 12:40	XAUUSD	M5	3810.26	3813.39	3809.57
57	2025.09.29 12:45	XAUUSD	M5	3807.97	3811.35	3807.85
58	2025.09.29 12:50	XAUUSD	M5	3807.18	3809.79	3806.71
59	2025.09.29 12:55	XAUUSD	M5	3807.48	3808.29	3806.00
60	2025.09.29 13:00	XAUUSD	M5	3809.31	3808.21	3805.80
61	2025.09.29 13:05	XAUUSD	M5	3807.78	3808.48	3805.97
62	2025.09.29 13:10	XAUUSD	M5	3809.93	3808.91	3805.72
63	2025.09.29 13:15	XAUUSD	M5	3810.25	3810.34	3807.09
64	2025.09.29 13:20	XAUUSD	M5	3815.76	3812.86	3808.43
65	2025.09.29 13:25	XAUUSD	M5	3815.84	3815.30	3811.37
66	2025.09.29 13:30	XAUUSD	M5	3815.83	3816.48	3813.41
67	2025.09.29 13:35	XAUUSD	M5	3817.54	3818.07	3814.91
68	2025.09.29 13:40	XAUUSD	M5	3817.39	3818.65	3816.28
69	2025.09.29 13:45	XAUUSD	M5	3816.38	3819.14	3816.86
70	2025.09.29 13:50	XAUUSD	M5	3816.17	3818.85	3816.55
71	2025.09.29 13:55	XAUUSD	M5	3817.97	3819.12	3816.89
72	2025.09.29 14:00	XAUUSD	M5	3817.39	3819.26	3817.16
73	2025.09.29 14:05	XAUUSD	M5	3818.06	3819.14	3817.56
74	2025.09.29 14:10	XAUUSD	M5	3818.90	3819.33	3817.91
75	2025.09.29 14:15	XAUUSD	M5	3822.30	3821.64	3818.54
76	2025.09.29 14:20	XAUUSD	M5	3823.61	3823.08	3820.16
77	2025.09.29 14:25	XAUUSD	M5	3823.69	3824.38	3821.76
78	2025.09.29 14:30	XAUUSD	M5	3824.74	3825.36	3822.99
79	2025.09.29 14:35	XAUUSD	M5	3824.76	3826.18	3823.39
80	2025.09.29 14:40	XAUUSD	M5	3827.34	3828.33	3824.44
81	2025.09.29 14:45	XAUUSD	M5	3826.61	3828.69	3824.88
82	2025.09.29 14:50	XAUUSD	M5	3828.44	3829.28	3825.84
83	2025.09.29 14:55	XAUUSD	M5	3828.91	3830.86	3827.53
84	2025.09.29 15:00	XAUUSD	M5	3825.64	3831.27	3826.42
85	2025.09.29 15:05	XAUUSD	M5	3826.27	3829.80	3825.39
86	2025.09.29 15:10	XAUUSD	M5	3824.37	3828.68	3824.20
87	2025.09.29 15:15	XAUUSD	M5	3823.71	3827.09	3822.81
88	2025.09.29 15:20	XAUUSD	M5	3820.88	3825.47	3820.89
89	2025.09.29 15:25	XAUUSD	M5	3817.57	3823.16	3818.49
90	2025.09.29 15:30	XAUUSD	M5	3814.08	3820.10	3814.93
91	2025.09.29 15:35	XAUUSD	M5	3818.94	3818.67	3813.20
92	2025.09.29 15:40	XAUUSD	M5	3817.10	3817.88	3813.72
93	2025.09.29 15:45	XAUUSD	M5	3818.03	3817.20	3813.58
94	2025.09.29 15:50	XAUUSD	M5	3813.27	3817.18	3812.65
95	2025.09.29 15:55	XAUUSD	M5	3813.75	3815.22	3811.53
96	2025.09.29 16:00	XAUUSD	M5	3810.34	3815.31	3809.76
97	2025.09.29 16:05	XAUUSD	M5	3813.78	3814.65	3809.09
98	2025.09.29 16:10	XAUUSD	M5	3817.11	3815.36	3810.32
99	2025.09.29 16:15	XAUUSD	M5	3820.10	3817.73	3812.71
100	2025.09.29 16:20	XAUUSD	M5	3821.62	3820.20	3816.11
101	2025.09.29 16:25	XAUUSD	M5	3821.76	3821.60	3818.28
102	2025.09.29 16:30	XAUUSD	M5	3824.32	3823.68	3818.87
103	2025.09.29 16:35	XAUUSD	M5	3826.50	3825.67	3820.44
104	2025.09.29 16:40	XAUUSD	M5	3826.21	3827.55	3823.45
105	2025.09.29 16:45	XAUUSD	M5	3821.51	3828.35	3823.15
106	2025.09.29 16:50	XAUUSD	M5	3822.59	3827.16	3821.92
107	2025.09.29 16:55	XAUUSD	M5	3821.37	3826.21	3821.34
108	2025.09.29 17:00	XAUUSD	M5	3826.99	3827.22	3820.84
109	2025.09.29 17:05	XAUUSD	M5	3827.19	3828.21	3823.15
110	2025.09.29 17:10	XAUUSD	M5	3825.76	3829.81	3824.43
111	2025.09.29 17:15	XAUUSD	M5	3819.29	3828.77	3822.44
112	2025.09.29 17:20	XAUUSD	M5	3823.75	3826.78	3819.84
113	2025.09.29 17:25	XAUUSD	M5	3826.88	3827.42	3821.59
114	2025.09.29 17:30	XAUUSD	M5	3825.29	3827.43	3823.06
115	2025.09.29 17:35	XAUUSD	M5	3826.08	3828.00	3824.11
116	2025.09.29 17:40	XAUUSD	M5	3826.49	3827.86	3825.03
117	2025.09.29 17:45	XAUUSD	M5	3824.82	3827.34	3824.50
118	2025.09.29 17:50	XAUUSD	M5	3826.87	3827.77	3824.34
119	2025.09.29 17:55	XAUUSD	M5	3828.19	3828.13	3825.47
120	2025.09.29 18:00	XAUUSD	M5	3831.13	3830.39	3826.93
121	2025.09.29 18:05	XAUUSD	M5	3826.90	3831.55	3825.84
122	2025.09.29 18:10	XAUUSD	M5	3824.23	3830.12	3824.63
123	2025.09.29 18:15	XAUUSD	M5	3825.90	3828.42	3823.77
124	2025.09.29 18:20	XAUUSD	M5	3828.53	3828.58	3824.15
125	2025.09.29 18:25	XAUUSD	M5	3829.38	3829.10	3825.91
126	2025.09.29 18:30	XAUUSD	M5	3826.84	3829.38	3823.81
127	2025.09.29 18:35	XAUUSD	M5	3828.95	3829.40	3824.84
128	2025.09.29 18:40	XAUUSD	M5	3830.53	3830.24	3826.38
129	2025.09.29 18:45	XAUUSD	M5	3832.29	3831.78	3828.45
130	2025.09.29 18:50	XAUUSD	M5	3831.97	3832.74	3829.61
131	2025.09.29 18:55	XAUUSD	M5	3830.42	3832.99	3830.15
132	2025.09.29 19:00	XAUUSD	M5	3828.60	3832.12	3829.69
133	2025.09.29 19:05	XAUUSD	M5	3828.75	3831.19	3829.26
134	2025.09.29 19:10	XAUUSD	M5	3831.03	3831.18	3829.02
135	2025.09.29 19:15	XAUUSD	M5	3830.52	3832.31	3829.87
136	2025.09.29 19:20	XAUUSD	M5	3830.83	3831.80	3829.91
137	2025.09.29 19:25	XAUUSD	M5	3831.28	3832.19	3830.49
138	2025.09.29 19:30	XAUUSD	M5	3831.90	3832.28	3830.57
139	2025.09.29 19:35	XAUUSD	M5	3829.96	3832.29	3830.25
140	2025.09.29 19:40	XAUUSD	M5	3828.54	3831.37	3829.48
141	2025.09.29 19:45	XAUUSD	M5	3829.06	3830.45	3828.86
142	2025.09.29 19:50	XAUUSD	M5	3829.67	3830.04	3828.72
143	2025.09.29 19:55	XAUUSD	M5	3830.40	3830.15	3829.01
144	2025.09.29 20:00	XAUUSD	M5	3831.00	3830.96	3829.47
145	2025.09.29 20:05	XAUUSD	M5	3832.14	3831.87	3830.08
146	2025.09.29 20:10	XAUUSD	M5	3829.43	3832.16	3829.64
147	2025.09.29 20:15	XAUUSD	M5	3826.83	3830.91	3827.70
148	2025.09.29 20:20	XAUUSD	M5	3827.90	3829.69	3826.30
149	2025.09.29 20:25	XAUUSD	M5	3826.34	3828.60	3824.87
150	2025.09.29 20:30	XAUUSD	M5	3826.74	3827.96	3824.52
151	2025.09.29 20:35	XAUUSD	M5	3826.56	3827.15	3824.37
152	2025.09.29 20:40	XAUUSD	M5	3828.81	3827.58	3824.98
153	2025.09.29 20:45	XAUUSD	M5	3827.79	3827.96	3825.59
154	2025.09.29 20:50	XAUUSD	M5	3829.28	3829.18	3826.08
155	2025.09.29 20:55	XAUUSD	M5	3828.96	3829.43	3827.00
156	2025.09.29 21:00	XAUUSD	M5	3827.97	3829.88	3827.53
157	2025.09.29 21:05	XAUUSD	M5	3823.87	3829.43	3825.68
158	2025.09.29 21:10	XAUUSD	M5	3827.55	3828.68	3824.44
159	2025.09.29 21:15	XAUUSD	M5	3828.69	3828.77	3825.62
160	2025.09.29 21:20	XAUUSD	M5	3829.51	3829.61	3827.05
161	2025.09.29 21:25	XAUUSD	M5	3829.68	3830.05	3828.31
162	2025.09.29 21:30	XAUUSD	M5	3824.84	3830.22	3826.88
163	2025.09.29 21:35	XAUUSD	M5	3825.26	3828.45	3825.66
164	2025.09.29 21:40	XAUUSD	M5	3825.97	3827.72	3825.37
165	2025.09.29 21:45	XAUUSD	M5	3826.92	3827.19	3824.46
166	2025.09.29 21:50	XAUUSD	M5	3825.38	3826.85	3824.53
167	2025.09.29 21:55	XAUUSD	M5	3824.45	3826.26	3824.29
168	2025.09.29 22:00	XAUUSD	M5	3824.62	3825.52	3823.83
169	2025.09.29 22:05	XAUUSD	M5	3823.21	3824.85	3823.00
170	2025.09.29 22:10	XAUUSD	M5	3826.81	3825.49	3822.66
171	2025.09.29 22:15	XAUUSD	M5	3827.47	3827.14	3824.07
172	2025.09.29 22:20	XAUUSD	M5	3827.06	3827.50	3825.12
173	2025.09.29 22:25	XAUUSD	M5	3825.91	3827.40	3825.06
174	2025.09.29 22:30	XAUUSD	M5	3826.56	3827.37	3825.27
175	2025.09.29 22:35	XAUUSD	M5	3827.63	3827.71	3825.57
176	2025.09.29 22:40	XAUUSD	M5	3829.43	3828.66	3826.57
177	2025.09.29 22:45	XAUUSD	M5	3828.86	3829.37	3827.73
178	2025.09.29 22:50	XAUUSD	M5	3828.95	3829.63	3828.01
179	2025.09.29 22:55	XAUUSD	M5	3828.75	3829.66	3828.36
180	2025.09.29 23:00	XAUUSD	M5	3828.68	3829.66	3828.43
181	2025.09.29 23:05	XAUUSD	M5	3828.55	3829.42	3828.50
182	2025.09.29 23:10	XAUUSD	M5	3829.81	3829.84	3828.74
183	2025.09.29 23:15	XAUUSD	M5	3829.29	3830.13	3829.20
184	2025.09.29 23:20	XAUUSD	M5	3828.43	3830.03	3828.86
185	2025.09.29 23:25	XAUUSD	M5	3828.83	3829.72	3828.48
186	2025.09.29 23:30	XAUUSD	M5	3829.14	3829.52	3828.51
187	2025.09.29 23:35	XAUUSD	M5	3828.88	3829.34	3828.46
188	2025.09.29 23:40	XAUUSD	M5	3830.64	3830.04	3828.30
189	2025.09.29 23:45	XAUUSD	M5	3831.30	3831.13	3829.29
190	2025.09.29 23:50	XAUUSD	M5	3832.99	3832.33	3829.92
191	2025.09.29 23:55	XAUUSD	M5	3833.85	3833.47	3831.11
192	2025.09.30 01:00	XAUUSD	M5	3832.07	3833.78	3830.26
193	2025.09.30 01:05	XAUUSD	M5	3830.06	3833.29	3830.21
194	2025.09.30 01:10	XAUUSD	M5	3829.67	3832.17	3829.90
195	2025.09.30 01:15	XAUUSD	M5	3828.46	3831.34	3829.11
196	2025.09.30 01:20	XAUUSD	M5	3828.57	3830.08	3827.31
197	2025.09.30 01:25	XAUUSD	M5	3826.76	3829.19	3826.69
198	2025.09.30 01:30	XAUUSD	M5	3828.91	3828.87	3826.42
199	2025.09.30 01:35	XAUUSD	M5	3828.05	3828.79	3826.77
200	2025.09.30 01:40	XAUUSD	M5	3828.10	3828.92	3827.17
201	2025.09.30 01:45	XAUUSD	M5	3828.71	3828.74	3827.32
202	2025.09.30 01:50	XAUUSD	M5	3830.02	3829.17	3827.85
203	2025.09.30 01:55	XAUUSD	M5	3830.62	3829.97	3828.86
204	2025.09.30 02:00	XAUUSD	M5	3829.77	3830.32	3829.28
205	2025.09.30 02:05	XAUUSD	M5	3829.55	3830.75	3829.50
206	2025.09.30 02:10	XAUUSD	M5	3829.95	3830.59	3829.60
207	2025.09.30 02:15	XAUUSD	M5	3828.82	3830.72	3829.20
208	2025.09.30 02:20	XAUUSD	M5	3830.24	3830.66	3829.05
209	2025.09.30 02:25	XAUUSD	M5	3829.59	3830.71	3829.08
210	2025.09.30 02:30	XAUUSD	M5	3828.99	3830.39	3828.98
211	2025.09.30 02:35	XAUUSD	M5	3828.83	3829.77	3828.56
212	2025.09.30 02:40	XAUUSD	M5	3829.28	3829.51	3828.50
213	2025.09.30 02:45	XAUUSD	M5	3830.19	3830.62	3828.82
214	2025.09.30 02:50	XAUUSD	M5	3832.46	3831.91	3829.48
215	2025.09.30 02:55	XAUUSD	M5	3832.96	3832.87	3830.71
216	2025.09.30 03:00	XAUUSD	M5	3835.83	3834.59	3831.16
217	2025.09.30 03:05	XAUUSD	M5	3833.46	3837.46	3832.16
218	2025.09.30 03:10	XAUUSD	M5	3838.69	3839.19	3832.90
219	2025.09.30 03:15	XAUUSD	M5	3837.59	3839.80	3834.62
220	2025.09.30 03:20	XAUUSD	M5	3839.43	3840.44	3836.55
221	2025.09.30 03:25	XAUUSD	M5	3838.77	3841.27	3837.75
222	2025.09.30 03:30	XAUUSD	M5	3836.67	3840.69	3837.50
223	2025.09.30 03:35	XAUUSD	M5	3838.69	3840.60	3837.40
224	2025.09.30 03:40	XAUUSD	M5	3839.83	3840.74	3837.97
225	2025.09.30 03:45	XAUUSD	M5	3836.48	3840.68	3837.61
226	2025.09.30 03:50	XAUUSD	M5	3838.17	3839.75	3836.40
227	2025.09.30 03:55	XAUUSD	M5	3839.02	3839.67	3836.27
228	2025.09.30 04:00	XAUUSD	M5	3840.68	3841.63	3837.51
229	2025.09.30 04:05	XAUUSD	M5	3841.84	3842.35	3837.95
230	2025.09.30 04:10	XAUUSD	M5	3842.34	3843.07	3839.65
231	2025.09.30 04:15	XAUUSD	M5	3843.08	3843.55	3840.73
232	2025.09.30 04:20	XAUUSD	M5	3847.55	3845.78	3841.24
233	2025.09.30 04:25	XAUUSD	M5	3844.38	3847.16	3842.81
234	2025.09.30 04:30	XAUUSD	M5	3847.84	3848.68	3843.32
235	2025.09.30 04:35	XAUUSD	M5	3848.25	3850.41	3845.17
236	2025.09.30 04:40	XAUUSD	M5	3848.35	3851.11	3846.89
237	2025.09.30 04:45	XAUUSD	M5	3846.95	3850.91	3847.13
238	2025.09.30 04:50	XAUUSD	M5	3848.46	3850.52	3847.36
239	2025.09.30 04:55	XAUUSD	M5	3848.28	3850.41	3847.51
240	2025.09.30 05:00	XAUUSD	M5	3850.05	3851.47	3848.19
241	2025.09.30 05:05	XAUUSD	M5	3846.77	3851.21	3847.89
242	2025.09.30 05:10	XAUUSD	M5	3846.92	3849.81	3846.84
243	2025.09.30 05:15	XAUUSD	M5	3847.91	3849.27	3846.87
244	2025.09.30 05:20	XAUUSD	M5	3844.12	3848.51	3845.36
245	2025.09.30 05:25	XAUUSD	M5	3845.74	3847.30	3843.90
246	2025.09.30 05:30	XAUUSD	M5	3845.45	3846.98	3843.47
247	2025.09.30 05:35	XAUUSD	M5	3847.11	3846.71	3843.79
248	2025.09.30 05:40	XAUUSD	M5	3848.60	3847.31	3844.94
249	2025.09.30 05:45	XAUUSD	M5	3848.82	3848.06	3846.00
250	2025.09.30 05:50	XAUUSD	M5	3849.09	3848.80	3847.13
251	2025.09.30 05:55	XAUUSD	M5	3848.16	3849.38	3847.60
252	2025.09.30 06:00	XAUUSD	M5	3846.90	3849.12	3846.99
253	2025.09.30 06:05	XAUUSD	M5	3849.72	3849.53	3846.85
254	2025.09.30 06:10	XAUUSD	M5	3853.63	3852.13	3848.16
255	2025.09.30 06:15	XAUUSD	M5	3855.33	3854.32	3850.46
256	2025.09.30 06:20	XAUUSD	M5	3856.25	3855.95	3853.06
257	2025.09.30 06:25	XAUUSD	M5	3858.18	3858.25	3855.10
258	2025.09.30 06:30	XAUUSD	M5	3859.75	3859.85	3857.21
259	2025.09.30 06:35	XAUUSD	M5	3859.82	3861.44	3859.05
260	2025.09.30 06:40	XAUUSD	M5	3863.90	3863.54	3860.34
261	2025.09.30 06:45	XAUUSD	M5	3862.65	3865.59	3862.38
262	2025.09.30 06:50	XAUUSD	M5	3866.15	3867.38	3863.55
263	2025.09.30 06:55	XAUUSD	M5	3864.90	3868.11	3865.05
264	2025.09.30 07:00	XAUUSD	M5	3865.09	3868.03	3865.77
265	2025.09.30 07:05	XAUUSD	M5	3865.16	3867.81	3866.14
266	2025.09.30 07:10	XAUUSD	M5	3862.94	3867.52	3865.26
267	2025.09.30 07:15	XAUUSD	M5	3863.14	3865.82	3864.22
268	2025.09.30 07:20	XAUUSD	M5	3863.50	3865.44	3863.77
269	2025.09.30 07:25	XAUUSD	M5	3864.00	3865.74	3863.70
270	2025.09.30 07:30	XAUUSD	M5	3866.06	3866.06	3863.78
271	2025.09.30 07:35	XAUUSD	M5	3864.83	3866.13	3864.07
272	2025.09.30 07:40	XAUUSD	M5	3864.39	3865.96	3863.79
273	2025.09.30 07:45	XAUUSD	M5	3863.70	3865.29	3863.70
274	2025.09.30 07:50	XAUUSD	M5	3864.07	3865.07	3863.59
275	2025.09.30 07:55	XAUUSD	M5	3867.14	3865.93	3863.70
276	2025.09.30 08:00	XAUUSD	M5	3869.40	3867.88	3865.02
277	2025.09.30 08:05	XAUUSD	M5	3864.39	3868.79	3863.97
278	2025.09.30 08:10	XAUUSD	M5	3866.47	3867.90	3863.94
279	2025.09.30 08:15	XAUUSD	M5	3869.13	3869.01	3864.88
280	2025.09.30 08:20	XAUUSD	M5	3868.56	3869.31	3866.06
281	2025.09.30 08:25	XAUUSD	M5	3867.44	3869.79	3866.80
282	2025.09.30 08:30	XAUUSD	M5	3868.36	3869.77	3865.67
283	2025.09.30 08:35	XAUUSD	M5	3867.68	3869.95	3866.29
284	2025.09.30 08:40	XAUUSD	M5	3868.95	3869.85	3866.55
285	2025.09.30 08:45	XAUUSD	M5	3868.10	3869.52	3865.94
286	2025.09.30 08:50	XAUUSD	M5	3869.13	3869.66	3866.39
287	2025.09.30 08:55	XAUUSD	M5	3869.79	3870.08	3867.56
288	2025.09.30 09:00	XAUUSD	M5	3868.34	3870.29	3867.78
289	2025.09.30 09:05	XAUUSD	M5	3869.80	3870.11	3867.80
290	2025.09.30 09:10	XAUUSD	M5	3866.74	3870.93	3867.37
291	2025.09.30 09:15	XAUUSD	M5	3862.42	3869.17	3864.74
292	2025.09.30 09:20	XAUUSD	M5	3865.61	3867.54	3863.24
293	2025.09.30 09:25	XAUUSD	M5	3866.60	3866.77	3863.29
294	2025.09.30 09:30	XAUUSD	M5	3870.25	3868.32	3864.41
295	2025.09.30 09:35	XAUUSD	M5	3869.23	3869.73	3866.26
296	2025.09.30 09:40	XAUUSD	M5	3869.85	3870.55	3867.41
297	2025.09.30 09:45	XAUUSD	M5	3864.44	3870.30	3865.70
298	2025.09.30 09:50	XAUUSD	M5	3856.35	3867.72	3861.08
299	2025.09.30 09:55	XAUUSD	M5	3856.25	3863.85	3857.42
300	2025.09.30 10:00	XAUUSD	M5	3855.97	3860.13	3854.69
301	2025.09.30 10:05	XAUUSD	M5	3853.42	3858.78	3852.86
302	2025.09.30 10:10	XAUUSD	M5	3854.15	3856.52	3850.73
303	2025.09.30 10:15	XAUUSD	M5	3853.93	3854.48	3850.13
304	2025.09.30 10:20	XAUUSD	M5	3851.89	3853.77	3849.74
305	2025.09.30 10:25	XAUUSD	M5	3852.95	3852.70	3848.18
306	2025.09.30 10:30	XAUUSD	M5	3851.68	3852.57	3848.61
307	2025.09.30 10:35	XAUUSD	M5	3851.76	3852.03	3849.11
308	2025.09.30 10:40	XAUUSD	M5	3847.58	3851.28	3847.23
309	2025.09.30 10:45	XAUUSD	M5	3845.03	3850.12	3845.49
310	2025.09.30 10:50	XAUUSD	M5	3845.10	3847.75	3843.99
311	2025.09.30 10:55	XAUUSD	M5	3843.84	3845.65	3841.14
312	2025.09.30 11:00	XAUUSD	M5	3844.33	3845.53	3840.94
313	2025.09.30 11:05	XAUUSD	M5	3836.16	3844.43	3836.21
314	2025.09.30 11:10	XAUUSD	M5	3837.95	3841.19	3834.37
315	2025.09.30 11:15	XAUUSD	M5	3832.62	3838.92	3832.27
316	2025.09.30 11:20	XAUUSD	M5	3829.89	3835.16	3825.40
317	2025.09.30 11:25	XAUUSD	M5	3823.66	3832.95	3822.78
318	2025.09.30 11:30	XAUUSD	M5	3816.52	3827.27	3816.40
319	2025.09.30 11:35	XAUUSD	M5	3807.83	3821.59	3810.01
320	2025.09.30 11:40	XAUUSD	M5	3815.57	3817.13	3806.45
321	2025.09.30 11:45	XAUUSD	M5	3819.73	3817.38	3808.26
322	2025.09.30 11:50	XAUUSD	M5	3816.86	3817.33	3809.72
323	2025.09.30 11:55	XAUUSD	M5	3816.24	3817.59	3811.52
324	2025.09.30 12:00	XAUUSD	M5	3818.51	3818.42	3812.91
325	2025.09.30 12:05	XAUUSD	M5	3811.46	3817.91	3811.59
326	2025.09.30 12:10	XAUUSD	M5	3799.55	3814.47	3804.29
327	2025.09.30 12:15	XAUUSD	M5	3801.72	3809.73	3800.73
328	2025.09.30 12:20	XAUUSD	M5	3798.26	3805.76	3798.24
329	2025.09.30 12:25	XAUUSD	M5	3801.67	3803.02	3796.94
330	2025.09.30 12:30	XAUUSD	M5	3803.41	3803.41	3797.85
331	2025.09.30 12:35	XAUUSD	M5	3801.71	3803.47	3798.19
332	2025.09.30 12:40	XAUUSD	M5	3801.81	3803.04	3799.00
333	2025.09.30 12:45	XAUUSD	M5	3798.34	3801.50	3795.87
334	2025.09.30 12:50	XAUUSD	M5	3798.65	3800.86	3795.34
335	2025.09.30 12:55	XAUUSD	M5	3798.80	3800.35	3795.66
336	2025.09.30 13:00	XAUUSD	M5	3803.54	3801.74	3796.66
337	2025.09.30 13:05	XAUUSD	M5	3804.65	3803.97	3799.84
338	2025.09.30 13:10	XAUUSD	M5	3803.26	3804.95	3801.53
339	2025.09.30 13:15	XAUUSD	M5	3805.14	3806.15	3802.81
340	2025.09.30 13:20	XAUUSD	M5	3807.68	3808.46	3804.47
341	2025.09.30 13:25	XAUUSD	M5	3804.28	3808.93	3804.64
342	2025.09.30 13:30	XAUUSD	M5	3808.33	3809.35	3804.77
343	2025.09.30 13:35	XAUUSD	M5	3808.61	3810.47	3806.40
344	2025.09.30 13:40	XAUUSD	M5	3809.57	3811.16	3808.25
345	2025.09.30 13:45	XAUUSD	M5	3813.32	3813.54	3809.75
346	2025.09.30 13:50	XAUUSD	M5	3814.09	3814.93	3812.09
347	2025.09.30 13:55	XAUUSD	M5	3812.03	3815.50	3813.15
348	2025.09.30 14:00	XAUUSD	M5	3811.81	3815.42	3813.09
349	2025.09.30 14:05	XAUUSD	M5	3809.66	3814.91	3812.17
350	2025.09.30 14:10	XAUUSD	M5	3806.73	3812.84	3810.12
351	2025.09.30 14:15	XAUUSD	M5	3805.70	3810.78	3807.70
352	2025.09.30 14:20	XAUUSD	M5	3808.52	3810.37	3806.35
353	2025.09.30 14:25	XAUUSD	M5	3809.62	3810.11	3806.93
354	2025.09.30 14:30	XAUUSD	M5	3816.17	3813.03	3807.39
355	2025.09.30 14:35	XAUUSD	M5	3816.53	3815.50	3810.65
356	2025.09.30 14:40	XAUUSD	M5	3814.95	3816.85	3812.79
357	2025.09.30 14:45	XAUUSD	M5	3815.21	3817.15	3813.43
358	2025.09.30 14:50	XAUUSD	M5	3813.94	3817.15	3814.12
359	2025.09.30 14:55	XAUUSD	M5	3815.36	3817.89	3814.44
360	2025.09.30 15:00	XAUUSD	M5	3813.37	3817.72	3814.02
361	2025.09.30 15:05	XAUUSD	M5	3814.93	3816.73	3812.90
362	2025.09.30 15:10	XAUUSD	M5	3816.18	3816.71	3812.85
363	2025.09.30 15:15	XAUUSD	M5	3815.12	3816.66	3812.31
364	2025.09.30 15:20	XAUUSD	M5	3813.44	3816.74	3812.50
365	2025.09.30 15:25	XAUUSD	M5	3814.19	3816.13	3812.35
