Most_Recent_timestamp	Most_Recent_symbol	Most_Recent_timeframe	Most_Recent_close	Most_Recent_Base_FL	Most_Recent_UOEDT	Most_Recent_LOEDT	Most_Recent_horiz_high_map	Most_Recent_horiz_low_map	Most_Recent_ssa	Most_Recent_ema_ssa	Most_Recent_crossing
1779893402	XAUUSD	M5	4439.80						4436.71335	4438.89629	0
1779893702	XAUUSD	M5	4434.02						4434.77367	4436.83498	0
1779894002	XAUUSD	M5	4436.27						4433.46479	4435.14989	0
1779894302	XAUUSD	M5	4429.61						4432.79191	4433.97090	0
1779894602	XAUUSD	M5	4432.11						4432.85481	4433.41285	0
1779894902	XAUUSD	M5	4430.97						4433.44355	4433.42820	1
1779895202	XAUUSD	M5	4433.57						4434.35725	4433.89273	0
1779895502	XAUUSD	M5	4435.82						4435.27917	4434.58595	0
1779895802	XAUUSD	M5	4438.72						4435.95744	4435.27169	0
1779896102	XAUUSD	M5	4440.79						4436.22042	4435.74606	0
1779896402	XAUUSD	M5	4434.11						4436.05864	4435.90235	0
1779896702	XAUUSD	M5	4432.77						4435.76314	4435.83274	1
1779897002	XAUUSD	M5	4434.24						4435.58293	4435.70784	0
1779897302	XAUUSD	M5	4436.38						4435.71185	4435.70984	1
1779897602	XAUUSD	M5	4437.59						4436.32675	4436.01830	0
1779897902	XAUUSD	M5	4436.83						4437.52708	4436.77269	0
1779898202	XAUUSD	M5	4440.17						4439.38286	4438.07777	0
1779898502	XAUUSD	M5	4441.85						4441.73637	4439.90707	0
1779898802	XAUUSD	M5	4444.19						4444.35625	4442.13166	0
1779899102	XAUUSD	M5	4446.88						4446.91563	4444.52364	0
1779899402	XAUUSD	M5	4448.39						4449.06476	4446.79420	0
1779899702	XAUUSD	M5	4449.81						4450.53114	4448.66267	0
1779900002	XAUUSD	M5	4450.77						4451.16140	4449.91204	0
1779900302	XAUUSD	M5	4452.13						4450.96429	4450.43816	0
1779900602	XAUUSD	M5	4450.79						4450.08690	4450.26253	1
1779900902	XAUUSD	M5	4450.82						4448.85366	4449.55810	0
1779901202	XAUUSD	M5	4449.24						4447.59428	4448.57619	0
1779901502	XAUUSD	M5	4443.16						4446.64564	4447.61092	0
1779901802	XAUUSD	M5	4444.13						4446.33687	4446.97389	0
1779902102	XAUUSD	M5	4446.80						4446.69028	4446.83208	0
1779902402	XAUUSD	M5	4446.63						4447.54598	4447.18903	1
1779902702	XAUUSD	M5	4449.87						4448.70109	4447.94506	0
1779903002	XAUUSD	M5	4452.09						4449.84128	4448.89317	0
1779903302	XAUUSD	M5	4451.09						4450.69883	4449.79600	0
1779903602	XAUUSD	M5	4450.59						4451.18664	4450.49132	0
1779903902	XAUUSD	M5	4450.81						4451.30508	4450.89820	0
1779904202	XAUUSD	M5	4452.88						4451.14416	4451.02118	0
1779904502	XAUUSD	M5	4450.47						4450.82333	4450.92225	1
1779904802	XAUUSD	M5	4449.60						4450.59403	4450.75814	0
1779905102	XAUUSD	M5	4448.15						4450.63190	4450.69502	0
1779905402	XAUUSD	M5	4450.12						4451.04440	4450.86971	1
1779905702	XAUUSD	M5	4452.60						4451.76018	4451.31494	0
1779906002	XAUUSD	M5	4454.96				4458.37000		4452.60141	4451.95818	0
1779906302	XAUUSD	M5	4455.56						4453.34919	4452.65368	0
1779906602	XAUUSD	M5	4452.73						4453.84197	4453.24783	0
1779906902	XAUUSD	M5	4453.11						4454.06085	4453.65434	0
1779907202	XAUUSD	M5	4453.39						4453.98547	4453.81990	0
1779907502	XAUUSD	M5	4453.41						4453.66704	4453.74347	1
1779907802	XAUUSD	M5	4452.50						4453.21090	4453.47719	0
1779908102	XAUUSD	M5	4454.43						4452.75879	4453.11799	0
1779908402	XAUUSD	M5	4452.16						4452.36578	4452.74189	0
1779908702	XAUUSD	M5	4452.70						4452.14383	4452.44286	0
1779909002	XAUUSD	M5	4451.84						4452.07187	4452.25737	0
1779909302	XAUUSD	M5	4450.07						4452.12198	4452.18967	0
1779909602	XAUUSD	M5	4453.23						4452.26063	4452.22515	1
1779909902	XAUUSD	M5	4451.07						4452.34146	4452.28331	0
1779910202	XAUUSD	M5	4452.67						4452.37575	4452.32953	0
1779910502	XAUUSD	M5	4454.74						4452.33874	4452.33414	0
1779910802	XAUUSD	M5	4453.67						4452.25092	4452.29253	1
1779911102	XAUUSD	M5	4452.02						4452.22123	4452.25688	0
1779911402	XAUUSD	M5	4451.12						4452.36662	4452.31175	1
1779911702	XAUUSD	M5	4450.84					4449.03000	4452.75276	4452.53226	0
1779912002	XAUUSD	M5	4452.60						4453.35990	4452.94608	0
1779912302	XAUUSD	M5	4452.91						4454.06048	4453.50328	0
1779912602	XAUUSD	M5	4455.21						4454.72476	4454.11402	0
1779912902	XAUUSD	M5	4458.20						4455.18718	4454.65060	0
1779913202	XAUUSD	M5	4456.85						4455.31234	4454.98147	0
1779913502	XAUUSD	M5	4455.01						4455.14250	4455.06199	0
1779913802	XAUUSD	M5	4454.53						4454.81034	4454.93616	1
1779914102	XAUUSD	M5	4452.43						4454.46387	4454.70002	0
1779914402	XAUUSD	M5	4453.62						4454.30646	4454.50324	0
1779914702	XAUUSD	M5	4454.27						4454.43582	4454.46953	0
1779915002	XAUUSD	M5	4454.90						4454.89027	4454.67990	1
1779915302	XAUUSD	M5	4456.30						4455.65881	4455.16935	0
1779919202	XAUUSD	M5	4456.72				4465.92000		4456.64078	4455.90506	0
1779919502	XAUUSD	M5	4458.82						4457.71191	4456.80849	0
1779919802	XAUUSD	M5	4457.94						4458.68806	4457.74827	0
1779920102	XAUUSD	M5	4459.57						4459.46823	4458.60825	0
1779920402	XAUUSD	M5	4460.78						4459.92753	4459.26789	0
1779920702	XAUUSD	M5	4459.99						4460.00858	4459.63824	0
1779921002	XAUUSD	M5	4457.26						4459.74377	4459.69100	0
1779921302	XAUUSD	M5	4461.31						4459.27340	4459.48220	1
1779921602	XAUUSD	M5	4458.52						4458.57087	4459.02653	0
1779921902	XAUUSD	M5	4456.57						4457.77172	4458.39913	0
1779922202	XAUUSD	M5	4456.61						4456.96647	4457.68280	0
1779922502	XAUUSD	M5	4457.37						4456.15649	4456.91965	0
1779922802	XAUUSD	M5	4456.56						4455.32219	4456.12092	0
1779923102	XAUUSD	M5	4452.89						4454.45090	4455.28591	0
1779923402	XAUUSD	M5	4453.55						4453.61925	4454.45258	0
1779923702	XAUUSD	M5	4453.91						4452.82037	4453.63647	0
1779924002	XAUUSD	M5	4451.52						4452.05872	4452.84759	0
1779924302	XAUUSD	M5	4450.77						4451.41031	4452.12895	0
1779924602	XAUUSD	M5	4449.71						4450.87762	4451.50328	0
1779924902	XAUUSD	M5	4453.21						4450.44469	4450.97398	0
1779925202	XAUUSD	M5	4450.72						4449.95339	4450.46369	0
1779925502	XAUUSD	M5	4448.33						4449.39962	4449.93165	0
1779925802	XAUUSD	M5	4446.23						4448.79557	4449.36361	0
1779926102	XAUUSD	M5	4447.13						4448.19234	4448.77797	0
1779926402	XAUUSD	M5	4449.41						4447.62255	4448.20026	0
1779926702	XAUUSD	M5	4449.23						4447.13328	4447.66677	0
1779927002	XAUUSD	M5	4444.73						4446.87429	4447.27053	0
1779927302	XAUUSD	M5	4452.32						4447.08946	4447.17999	0
1779927602	XAUUSD	M5	4445.46						4447.67875	4447.42937	1
1779927902	XAUUSD	M5	4446.33						4448.78101	4448.10519	0
1779928202	XAUUSD	M5	4449.50						4450.22542	4449.16531	0
1779928502	XAUUSD	M5	4450.81						4451.66748	4450.41639	0
1779928802	XAUUSD	M5	4452.07						4452.73770	4451.57705	0
1779929102	XAUUSD	M5	4453.84						4453.07993	4452.32849	0
1779929402	XAUUSD	M5	4451.82						4452.40383	4452.36616	0
1779929702	XAUUSD	M5	4457.30						4450.61760	4451.49188	1
1779930002	XAUUSD	M5	4446.01				4458.82000		4447.60385	4449.54786	0
1779930302	XAUUSD	M5	4444.46						4443.79406	4446.67096	0
1779930602	XAUUSD	M5	4438.13						4439.45260	4443.06178	0
1779930902	XAUUSD	M5	4433.46						4434.95584	4439.00881	0
1779931202	XAUUSD	M5	4431.25						4430.59146	4434.80014	0
1779931502	XAUUSD	M5	4419.34						4426.49418	4430.64716	0
1779931802	XAUUSD	M5	4425.52						4422.93176	4426.78946	0
1779932102	XAUUSD	M5	4422.89						4419.66397	4423.22672	0
1779932402	XAUUSD	M5	4417.78						4416.63672	4419.93172	0
1779932702	XAUUSD	M5	4417.55						4413.88957	4416.91064	0
1779933002	XAUUSD	M5	4409.21						4411.39572	4414.15318	0
1779933302	XAUUSD	M5	4410.05						4409.34964	4411.75141	0
1779933602	XAUUSD	M5	4404.02						4407.73648	4409.74395	0
1779933902	XAUUSD	M5	4407.88						4406.66781	4408.20588	0
1779934202	XAUUSD	M5	4402.67						4405.96487	4407.08537	0
1779934502	XAUUSD	M5	4404.46						4405.61705	4406.35121	0
1779934802	XAUUSD	M5	4406.00						4405.41358	4405.88240	0
1779935102	XAUUSD	M5	4406.31						4405.12633	4405.50436	0
1779935402	XAUUSD	M5	4408.93						4404.57640	4405.04038	0
1779935702	XAUUSD	M5	4406.94						4403.59477	4404.31758	0
1779936002	XAUUSD	M5	4402.27						4402.19578	4403.25668	0
1779936302	XAUUSD	M5	4396.21						4400.52206	4401.88937	0
1779936602	XAUUSD	M5	4395.49						4398.75651	4400.32294	0
1779936902	XAUUSD	M5	4394.52						4396.94188	4398.63241	0
1779937202	XAUUSD	M5	4395.39						4395.07258	4396.85249	0
1779937502	XAUUSD	M5	4396.61						4393.04900	4394.95075	0
1779937802	XAUUSD	M5	4394.20						4390.76720	4392.85897	0
1779938102	XAUUSD	M5	4384.70						4388.25052	4390.55475	0
1779938402	XAUUSD	M5	4386.61						4385.73225	4388.14350	0
1779938702	XAUUSD	M5	4387.68						4383.22139	4385.68244	0
1779939002	XAUUSD	M5	4379.97						4380.77777	4383.23011	0
1779939302	XAUUSD	M5	4373.47						4378.69491	4380.96251	0
1779939602	XAUUSD	M5	4376.89						4377.19409	4379.07830	0
1779939902	XAUUSD	M5	4375.13						4376.17904	4377.62867	0
1779940202	XAUUSD	M5	4375.71						4375.58348	4376.60607	0
1779940502	XAUUSD	M5	4374.93						4375.23301	4375.91954	0
1779940802	XAUUSD	M5	4375.34						4374.98819	4375.45387	0
1779941102	XAUUSD	M5	4381.04						4374.68059	4375.06723	0
1779941402	XAUUSD	M5	4376.38						4374.09980	4374.58351	0
1779941702	XAUUSD	M5	4369.20						4373.36759	4373.97555	0
1779942002	XAUUSD	M5	4371.54					4366.32000	4372.70529	4373.34042	0
1779942302	XAUUSD	M5	4368.47						4372.12550	4372.73296	0
1779942602	XAUUSD	M5	4371.66						4371.72581	4372.22938	0
1779942902	XAUUSD	M5	4372.21						4371.41942	4371.82440	0
1779943202	XAUUSD	M5	4373.96						4371.15105	4371.48772	0
1779943502	XAUUSD	M5	4369.49						4370.87682	4371.18227	0
1779943802	XAUUSD	M5	4371.12						4370.73313	4370.95770	0
1779944102	XAUUSD	M5	4372.97						4370.78231	4370.87000	0
1779944402	XAUUSD	M5	4369.85						4371.14283	4371.00642	1
1779944702	XAUUSD	M5	4372.06						4372.07787	4371.54214	0
1779945002	XAUUSD	M5	4375.44						4373.69576	4372.61895	0
1779945302	XAUUSD	M5	4374.57						4375.99025	4374.30460	0
1779945602	XAUUSD	M5	4377.12						4378.92916	4376.61688	0
1779945902	XAUUSD	M5	4378.50						4382.24544	4379.43116	0
1779946202	XAUUSD	M5	4386.77						4385.57089	4382.50102	0
1779946502	XAUUSD	M5	4391.08						4388.32530	4385.41316	0
1779946802	XAUUSD	M5	4389.46						4390.06898	4387.74107	0
1779947102	XAUUSD	M5	4392.27						4390.65724	4389.19915	0
1779947402	XAUUSD	M5	4393.47				4395.73000		4390.03738	4389.61827	0
1779947702	XAUUSD	M5	4387.99						4388.36589	4388.99208	1
1779948002	XAUUSD	M5	4387.72						4386.10596	4387.54902	0
1779948302	XAUUSD	M5	4379.74						4383.66300	4385.60601	0
1779948602	XAUUSD	M5	4376.11						4381.59221	4383.59911	0
1779948902	XAUUSD	M5	4379.67						4380.21536	4381.90723	0
1779949202	XAUUSD	M5	4381.92						4379.53400	4380.72062	0
1779949502	XAUUSD	M5	4380.42						4379.45644	4380.08853	0
1779949802	XAUUSD	M5	4383.41						4379.91110	4379.99982	0
1779950102	XAUUSD	M5	4382.22						4380.70224	4380.35103	1
1779950402	XAUUSD	M5	4380.47						4381.76061	4381.05582	0
1779950702	XAUUSD	M5	4383.32						4383.08863	4382.07223	0
1779951002	XAUUSD	M5	4382.62						4384.60712	4383.33968	0
1779951302	XAUUSD	M5	4383.59						4386.29863	4384.81915	0
1779951602	XAUUSD	M5	4387.56						4388.08466	4386.45191	0
1779951902	XAUUSD	M5	4392.00						4389.76554	4388.10872	0
1779952202	XAUUSD	M5	4388.89						4391.09567	4389.60220	0
1779952502	XAUUSD	M5	4394.42						4392.01061	4390.80640	0
1779952802	XAUUSD	M5	4394.41				4396.22000		4392.28663	4391.54651	0
1779953102	XAUUSD	M5	4392.71						4391.91011	4391.72831	0
1779953402	XAUUSD	M5	4389.56						4391.02422	4391.37626	1
1779953702	XAUUSD	M5	4389.19						4389.90969	4390.64298	0
1779954002	XAUUSD	M5	4389.48						4388.82097	4389.73197	0
1779954302	XAUUSD	M5	4388.06						4388.00833	4388.87015	0
1779954602	XAUUSD	M5	4385.58						4387.70828	4388.28921	0
1779954902	XAUUSD	M5	4387.54						4388.06750	4388.17835	0
1779955202	XAUUSD	M5	4387.46						4388.97136	4388.57486	1
1779955502	XAUUSD	M5	4393.35						4390.22524	4389.40005	0
1779955802	XAUUSD	M5	4393.35						4391.42141	4390.41073	0
1779956102	XAUUSD	M5	4391.87						4392.31054	4391.36063	0
1779956402	XAUUSD	M5	4392.57						4392.74052	4392.05058	0
1779956702	XAUUSD	M5	4389.83						4392.60506	4392.32782	0
1779957002	XAUUSD	M5	4392.13						4392.01095	4392.16938	1
1779957302	XAUUSD	M5	4391.90						4391.04539	4391.60739	0
1779957602	XAUUSD	M5	4390.02						4389.95398	4390.78068	0
1779957902	XAUUSD	M5	4390.92						4389.03687	4389.90878	0
1779958202	XAUUSD	M5	4388.66						4388.47632	4389.19255	0
1779958502	XAUUSD	M5	4387.12						4388.44781	4388.82018	0
1779958802	XAUUSD	M5	4389.16						4388.99215	4388.90617	1
1779959102	XAUUSD	M5	4389.62						4389.93195	4389.41906	0
1779959402	XAUUSD	M5	4389.42						4391.04924	4390.23415	0
1779959702	XAUUSD	M5	4390.00						4392.12372	4391.17894	0
1779960002	XAUUSD	M5	4395.40						4392.95086	4392.06490	0
1779960302	XAUUSD	M5	4396.53						4393.31223	4392.68856	0
1779960602	XAUUSD	M5	4392.94						4393.22505	4392.95681	0
1779960902	XAUUSD	M5	4392.57						4392.95240	4392.95461	1
1779961202	XAUUSD	M5	4391.13						4392.76068	4392.85764	0
1779961502	XAUUSD	M5	4392.92						4392.94952	4392.90358	1
1779961802	XAUUSD	M5	4395.04						4393.65363	4393.27861	0
1779962102	XAUUSD	M5	4393.55						4394.86513	4394.07187	0
1779962402	XAUUSD	M5	4393.78						4396.48071	4395.27629	0
1779962702	XAUUSD	M5	4401.48						4398.20214	4396.73922	0
1779963002	XAUUSD	M5	4399.34				4404.43000		4399.47198	4398.10560	0
1779963302	XAUUSD	M5	4399.45						4399.99604	4399.05082	0
1779963602	XAUUSD	M5	4395.79						4399.54227	4399.29654	0
1779963902	XAUUSD	M5	4401.26						4398.14231	4398.71943	1
1779964202	XAUUSD	M5	4398.79						4395.79846	4397.25894	0
1779964502	XAUUSD	M5	4397.87						4392.88986	4395.07440	0
1779964802	XAUUSD	M5	4389.10						4389.85616	4392.46528	0
1779965102	XAUUSD	M5	4380.79						4387.30369	4389.88448	0
1779965402	XAUUSD	M5	4382.14					4375.47000	4385.68822	4387.78635	0
1779965702	XAUUSD	M5	4382.96						4385.03119	4386.40877	0
1779966002	XAUUSD	M5	4388.57						4385.16109	4385.78493	0
1779966302	XAUUSD	M5	4386.91						4385.66659	4385.72576	0
1779966602	XAUUSD	M5	4387.03						4386.26962	4385.99769	1
1779966902	XAUUSD	M5	4389.51						4386.73355	4386.36562	0
1779967202	XAUUSD	M5	4387.54						4386.88560	4386.62561	0
1779967502	XAUUSD	M5	4384.91						4386.80494	4386.71528	0
1779967802	XAUUSD	M5	4386.63						4386.69065	4386.70296	1
1779968102	XAUUSD	M5	4388.47						4386.65799	4386.68048	0
1779968402	XAUUSD	M5	4385.91						4386.74309	4386.71178	1
1779968702	XAUUSD	M5	4383.30						4386.98288	4386.84733	0
1779969002	XAUUSD	M5	4383.58						4387.35510	4387.10122	0
1779969302	XAUUSD	M5	4387.98						4387.71092	4387.40607	0
1779969602	XAUUSD	M5	4390.09						4387.82339	4387.61473	0
1779969902	XAUUSD	M5	4391.63						4387.63821	4387.62647	0
1779970202	XAUUSD	M5	4392.66						4387.27388	4387.45017	1
1779970502	XAUUSD	M5	4388.31						4387.03783	4387.24400	0
1779970802	XAUUSD	M5	4381.30					4379.58000	4387.50821	4387.37610	1
1779971102	XAUUSD	M5	4385.28						4389.33733	4388.35672	0
1779971402	XAUUSD	M5	4392.37						4392.79807	4390.57739	0
1779971702	XAUUSD	M5	4398.93						4397.84651	4394.21195	0
1779972002	XAUUSD	M5	4402.03						4404.17729	4399.19462	0
1779972302	XAUUSD	M5	4409.92						4411.31637	4405.25550	0
1779972602	XAUUSD	M5	4420.62						4418.46988	4411.86269	0
1779972902	XAUUSD	M5	4432.14						4424.70972	4418.28620	0
1779973202	XAUUSD	M5	4432.73						4429.18361	4423.73491	0
1779973502	XAUUSD	M5	4426.32						4431.55507	4427.64499	0
1779973802	XAUUSD	M5	4426.72						4431.98023	4429.81261	0
1779974102	XAUUSD	M5	4431.52						4430.76069	4430.28665	0
1779974402	XAUUSD	M5	4428.64						4428.33461	4429.31063	1
1779974702	XAUUSD	M5	4428.43						4425.46866	4427.38965	0
1779975002	XAUUSD	M5	4418.70						4422.91143	4425.15054	0
1779975302	XAUUSD	M5	4424.92						4421.55348	4423.35201	0
1779975602	XAUUSD	M5	4422.10						4421.72191	4422.53696	0
1779975902	XAUUSD	M5	4425.77						4423.70589	4423.12142	1
1779976202	XAUUSD	M5	4430.69						4427.36860	4425.24501	0
1779976502	XAUUSD	M5	4430.58						4432.34648	4428.79574	0
1779976802	XAUUSD	M5	4424.74						4438.26427	4433.53001	0
1779977102	XAUUSD	M5	4438.52						4444.79203	4439.16102	0
1779977402	XAUUSD	M5	4464.27						4451.11444	4445.13773	0
1779977702	XAUUSD	M5	4464.91						4456.23575	4450.68674	0
1779978002	XAUUSD	M5	4461.89						4459.98441	4455.33557	0
1779978302	XAUUSD	M5	4460.87						4462.51337	4458.92447	0
1779978602	XAUUSD	M5	4456.71						4464.11070	4461.51758	0
1779978902	XAUUSD	M5	4459.38						4465.24239	4463.37999	0
1779979202	XAUUSD	M5	4469.31						4466.21622	4464.79810	0
1779979502	XAUUSD	M5	4468.10						4467.11390	4465.95600	0
1779979802	XAUUSD	M5	4470.40						4468.18942	4467.07271	0
1779980102	XAUUSD	M5	4469.37						4469.50696	4468.28983	0
1779980402	XAUUSD	M5	4474.98						4471.08562	4469.68773	0
1779980702	XAUUSD	M5	4473.53						4472.69051	4471.18912	0
1779981002	XAUUSD	M5	4471.40						4474.22800	4472.70856	0
1779981302	XAUUSD	M5	4472.50						4475.63749	4474.17302	0
1779981602	XAUUSD	M5	4476.28						4476.80651	4475.48977	0
1779981902	XAUUSD	M5	4476.79						4477.62063	4476.55520	0
1779982202	XAUUSD	M5	4481.00						4478.11733	4477.33626	0
1779982502	XAUUSD	M5	4478.38						4478.33710	4477.83668	0
1779982802	XAUUSD	M5	4479.36						4478.56215	4478.19941	0
1779983102	XAUUSD	M5	4479.66						4478.99586	4478.59763	0
1779983402	XAUUSD	M5	4480.14						4479.82093	4479.20928	0
1779983702	XAUUSD	M5	4482.24						4481.17557	4480.19243	0
1779984002	XAUUSD	M5	4480.87						4483.09107	4481.64175	0
1779984302	XAUUSD	M5	4481.40						4485.62404	4483.63290	0
1779984602	XAUUSD	M5	4484.38						4488.69222	4486.16256	0
1779984902	XAUUSD	M5	4497.10						4492.11380	4489.13818	0
1779985202	XAUUSD	M5	4502.32						4495.45243	4492.29530	0
1779985502	XAUUSD	M5	4500.53						4498.47178	4495.38354	0
1779985802	XAUUSD	M5	4498.92						4501.16937	4498.27646	0
1779986102	XAUUSD	M5	4499.37						4503.57341	4500.92493	0
1779986402	XAUUSD	M5	4504.35						4505.64092	4503.28293	0
1779986702	XAUUSD	M5	4505.16						4507.19364	4505.23829	0
1779987002	XAUUSD	M5	4508.94						4508.19157	4506.71493	0
1779987302	XAUUSD	M5	4511.06						4508.55665	4507.63579	0
1779987602	XAUUSD	M5	4510.29						4508.29784	4507.96681	0
1779987902	XAUUSD	M5	4509.86						4507.55021	4507.75851	1
1779988202	XAUUSD	M5	4503.87						4506.48815	4507.12333	0
1779988502	XAUUSD	M5	4504.52						4505.44659	4506.28496	0
1779988802	XAUUSD	M5	4505.03						4504.61896	4505.45196	0
1779989102	XAUUSD	M5	4502.01						4504.16584	4504.80890	0
1779989402	XAUUSD	M5	4505.18						4504.27358	4504.54124	0
1779989702	XAUUSD	M5	4505.66						4504.88685	4504.71404	1
1779990002	XAUUSD	M5	4505.03						4505.92591	4505.31998	0
1779990302	XAUUSD	M5	4508.48						4507.25487	4506.28742	0
1779990602	XAUUSD	M5	4507.64						4508.58163	4507.43452	0
1779990902	XAUUSD	M5	4508.94						4509.69688	4508.56570	0
1779991202	XAUUSD	M5	4513.18				4516.57000		4510.37108	4509.46839	0
1779991502	XAUUSD	M5	4509.85						4510.37436	4509.92137	0
1779991802	XAUUSD	M5	4507.69						4509.77114	4509.84626	1
1779992102	XAUUSD	M5	4509.66						4508.68238	4509.26432	0
1779992402	XAUUSD	M5	4508.23						4507.19685	4508.23058	0
1779992702	XAUUSD	M5	4506.23						4505.52224	4506.87641	0
1779993002	XAUUSD	M5	4502.14						4503.88061	4505.37851	0
1779993302	XAUUSD	M5	4501.92						4502.51076	4503.94463	0
1779993602	XAUUSD	M5	4501.73						4501.49996	4502.72230	0
1779993902	XAUUSD	M5	4499.31						4500.85949	4501.79090	0
1779994202	XAUUSD	M5	4503.01						4500.58596	4501.18843	0
