Best_Fit_timestamp	Best_Fit_symbol	Best_Fit_timeframe	Best_Fit_close	Best_Fit_Base_FL	Best_Fit_UOEDT	Best_Fit_LOEDT	Best_Fit_horiz_high_map	Best_Fit_horiz_low_map	Best_Fit_ssa	Best_Fit_ema_ssa	Best_Fit_crossing
1779891003	XAUUSD	M5	4447.95				4455.37000		4444.37606	4440.67133	0
1779891303	XAUUSD	M5	4451.14						4446.40918	4443.54026	0
1779891603	XAUUSD	M5	4444.30						4447.16629	4445.35327	0
1779891903	XAUUSD	M5	4445.53						4446.86999	4446.11163	0
1779892203	XAUUSD	M5	4440.93						4445.63828	4445.87495	1
1779892503	XAUUSD	M5	4444.29						4443.78117	4444.82806	0
1779892803	XAUUSD	M5	4443.19						4441.47222	4443.15014	0
1779893103	XAUUSD	M5	4438.50						4439.00226	4441.07620	0
1779893403	XAUUSD	M5	4439.80						4436.71191	4438.89405	0
1779893703	XAUUSD	M5	4434.02						4434.77371	4436.83388	0
1779894003	XAUUSD	M5	4436.27						4433.46645	4435.15016	0
1779894303	XAUUSD	M5	4429.61						4432.79434	4433.97225	0
1779894603	XAUUSD	M5	4432.11						4432.85751	4433.41488	0
1779894903	XAUUSD	M5	4430.97						4433.44559	4433.43023	1
1779895203	XAUUSD	M5	4433.57						4434.35809	4433.89416	0
1779895503	XAUUSD	M5	4435.82						4435.27897	4434.58657	0
1779895803	XAUUSD	M5	4438.72						4435.95668	4435.27162	0
1779896103	XAUUSD	M5	4440.79						4436.21961	4435.74561	0
1779896403	XAUUSD	M5	4434.11						4436.05763	4435.90162	0
1779896703	XAUUSD	M5	4432.77						4435.76259	4435.83211	1
1779897003	XAUUSD	M5	4434.24						4435.58333	4435.70772	0
1779897303	XAUUSD	M5	4436.38						4435.71341	4435.71057	1
1779897603	XAUUSD	M5	4437.59						4436.32877	4436.01967	0
1779897903	XAUUSD	M5	4436.83						4437.52912	4436.77439	0
1779898203	XAUUSD	M5	4440.17						4439.38437	4438.07938	0
1779898503	XAUUSD	M5	4441.85						4441.73677	4439.90807	0
1779898803	XAUUSD	M5	4444.19						4444.35516	4442.13162	0
1779899103	XAUUSD	M5	4446.88						4446.91301	4444.52231	0
1779899403	XAUUSD	M5	4448.39						4449.06095	4446.79163	0
1779899703	XAUUSD	M5	4449.81						4450.52698	4448.65931	0
1779900003	XAUUSD	M5	4450.77						4451.15796	4449.90864	0
1779900303	XAUUSD	M5	4452.13						4450.96257	4450.43560	0
1779900603	XAUUSD	M5	4450.79						4450.08745	4450.26153	1
1779900903	XAUUSD	M5	4450.82						4448.85637	4449.55895	0
1779901203	XAUUSD	M5	4449.24						4447.59828	4448.57862	0
1779901503	XAUUSD	M5	4443.16						4446.64970	4447.61416	0
1779901803	XAUUSD	M5	4444.13						4446.34027	4446.97721	0
1779902103	XAUUSD	M5	4446.80						4446.69237	4446.83479	0
1779902403	XAUUSD	M5	4446.63						4447.54611	4447.19045	1
1779902703	XAUUSD	M5	4449.87						4448.69935	4447.94490	0
1779903003	XAUUSD	M5	4452.09						4449.83818	4448.89154	0
1779903303	XAUUSD	M5	4451.09						4450.69537	4449.79345	0
1779903603	XAUUSD	M5	4450.59						4451.18381	4450.48863	0
1779903903	XAUUSD	M5	4450.81						4451.30379	4450.89621	0
1779904203	XAUUSD	M5	4452.88						4451.14479	4451.02050	0
1779904503	XAUUSD	M5	4450.47						4450.82547	4450.92298	1
1779904803	XAUUSD	M5	4449.60						4450.59697	4450.75998	0
1779905103	XAUUSD	M5	4448.15						4450.63491	4450.69744	0
1779905403	XAUUSD	M5	4450.12						4451.04697	4450.87221	1
1779905703	XAUUSD	M5	4452.60						4451.76170	4451.31695	0
1779906003	XAUUSD	M5	4454.96				4458.37000		4452.60145	4451.95920	0
1779906303	XAUUSD	M5	4455.56						4453.34769	4452.65345	0
1779906603	XAUUSD	M5	4452.73						4453.83934	4453.24639	0
1779906903	XAUUSD	M5	4453.11						4454.05798	4453.65219	0
1779907203	XAUUSD	M5	4453.39						4453.98323	4453.81771	0
1779907503	XAUUSD	M5	4453.41						4453.66608	4453.74189	1
1779907803	XAUUSD	M5	4452.50						4453.21145	4453.47667	0
1779908103	XAUUSD	M5	4454.43						4452.76070	4453.11869	0
1779908403	XAUUSD	M5	4452.16						4452.36825	4452.74347	0
1779908703	XAUUSD	M5	4452.70						4452.14585	4452.44466	0
1779909003	XAUUSD	M5	4451.84						4452.07271	4452.25869	0
1779909303	XAUUSD	M5	4450.07						4452.12132	4452.19000	0
1779909603	XAUUSD	M5	4453.23						4452.25880	4452.22440	1
1779909903	XAUUSD	M5	4451.07						4452.33898	4452.28169	0
1779910203	XAUUSD	M5	4452.67						4452.37370	4452.32769	0
1779910503	XAUUSD	M5	4454.74						4452.33784	4452.33277	0
1779910803	XAUUSD	M5	4453.67						4452.25103	4452.29190	1
1779911103	XAUUSD	M5	4452.02						4452.22202	4452.25696	0
1779911403	XAUUSD	M5	4451.12						4452.36782	4452.31239	1
1779911703	XAUUSD	M5	4450.84					4449.03000	4452.75398	4452.53318	0
1779912003	XAUUSD	M5	4452.60						4453.36087	4452.94702	0
1779912303	XAUUSD	M5	4452.91						4454.06098	4453.50400	0
1779912603	XAUUSD	M5	4455.21						4454.72483	4454.11442	0
1779912903	XAUUSD	M5	4458.20						4455.18676	4454.65059	0
1779913203	XAUUSD	M5	4456.85						4455.31132	4454.98095	0
1779913503	XAUUSD	M5	4455.01						4455.14111	4455.06103	0
1779913803	XAUUSD	M5	4454.53						4454.80908	4454.93506	1
1779914103	XAUUSD	M5	4452.43						4454.46319	4454.69912	0
1779914403	XAUUSD	M5	4453.62						4454.30666	4454.50289	0
1779914703	XAUUSD	M5	4454.27						4454.43669	4454.46979	0
1779915003	XAUUSD	M5	4454.90						4454.89163	4454.68071	1
1779915303	XAUUSD	M5	4456.30						4455.66019	4455.17045	0
1779919203	XAUUSD	M5	4456.72				4465.92000		4456.64172	4455.90608	0
1779919503	XAUUSD	M5	4458.82						4457.71222	4456.80915	0
1779919803	XAUUSD	M5	4457.94						4458.68776	4457.74846	0
1779920103	XAUUSD	M5	4459.57						4459.46769	4458.60807	0
1779920403	XAUUSD	M5	4460.78						4459.92700	4459.26754	0
1779920703	XAUUSD	M5	4459.99						4460.00818	4459.63786	0
1779921003	XAUUSD	M5	4457.26						4459.74378	4459.69082	0
1779921303	XAUUSD	M5	4461.31						4459.27381	4459.48232	1
1779921603	XAUUSD	M5	4458.52						4458.57124	4459.02678	0
1779921903	XAUUSD	M5	4456.57						4457.77172	4458.39925	0
1779922203	XAUUSD	M5	4456.61						4456.96593	4457.68259	0
1779922503	XAUUSD	M5	4457.37						4456.15553	4456.91906	0
1779922803	XAUUSD	M5	4456.56						4455.32062	4456.11984	0
1779923103	XAUUSD	M5	4452.89						4454.44915	4455.28450	0
1779923403	XAUUSD	M5	4453.55						4453.61821	4454.45135	0
1779923703	XAUUSD	M5	4453.91						4452.82053	4453.63594	0
1779924003	XAUUSD	M5	4451.52						4452.06010	4452.84802	0
1779924303	XAUUSD	M5	4450.77						4451.41249	4452.13025	0
1779924603	XAUUSD	M5	4449.71						4450.87991	4451.50508	0
1779924903	XAUUSD	M5	4453.21						4450.44631	4450.97569	0
1779925203	XAUUSD	M5	4450.72						4449.95361	4450.46465	0
1779925503	XAUUSD	M5	4448.33						4449.39834	4449.93150	0
1779925803	XAUUSD	M5	4446.23						4448.79342	4449.36246	0
1779926103	XAUUSD	M5	4447.13						4448.19044	4448.77645	0
1779926403	XAUUSD	M5	4449.41						4447.62169	4448.19907	0
1779926703	XAUUSD	M5	4449.23						4447.13387	4447.66647	0
1779927003	XAUUSD	M5	4444.73						4446.87603	4447.27125	0
1779927303	XAUUSD	M5	4452.32						4447.09195	4447.18160	0
1779927603	XAUUSD	M5	4445.46						4447.68054	4447.43107	1
1779927903	XAUUSD	M5	4446.33						4448.78156	4448.10632	0
1779928203	XAUUSD	M5	4449.50						4450.22469	4449.16550	0
1779928503	XAUUSD	M5	4450.81						4451.66595	4450.41573	0
1779928803	XAUUSD	M5	4452.07						4452.73607	4451.57590	0
1779929103	XAUUSD	M5	4453.84						4453.07894	4452.32742	0
1779929403	XAUUSD	M5	4451.82						4452.40361	4452.36551	0
1779929703	XAUUSD	M5	4457.30						4450.61843	4451.49197	1
1779930003	XAUUSD	M5	4446.01				4458.82000		4447.60525	4449.54861	0
1779930303	XAUUSD	M5	4444.46						4443.79581	4446.67221	0
1779930603	XAUUSD	M5	4438.13						4439.45422	4443.06321	0
1779930903	XAUUSD	M5	4433.46						4434.95717	4439.01019	0
1779931203	XAUUSD	M5	4431.25						4430.59227	4434.80123	0
1779931503	XAUUSD	M5	4419.34						4426.49427	4430.64775	0
1779931803	XAUUSD	M5	4425.52						4422.93177	4426.78976	0
1779932103	XAUUSD	M5	4422.89						4419.66393	4423.22685	0
1779932403	XAUUSD	M5	4417.78						4416.63659	4419.93172	0
1779932703	XAUUSD	M5	4417.55						4413.88932	4416.91052	0
1779933003	XAUUSD	M5	4409.21						4411.39490	4414.15271	0
1779933303	XAUUSD	M5	4410.05						4409.34843	4411.75057	0
1779933603	XAUUSD	M5	4404.02						4407.73483	4409.74270	0
1779933903	XAUUSD	M5	4407.88						4406.66635	4408.20452	0
1779934203	XAUUSD	M5	4402.67						4405.96402	4407.08427	0
1779934503	XAUUSD	M5	4404.46						4405.61761	4406.35094	0
1779934803	XAUUSD	M5	4406.00						4405.41539	4405.88317	0
1779935103	XAUUSD	M5	4406.31						4405.12868	4405.50592	0
1779935403	XAUUSD	M5	4408.93						4404.57855	4405.04223	0
1779935703	XAUUSD	M5	4406.94						4403.59592	4404.31908	0
1779936003	XAUUSD	M5	4402.27						4402.19554	4403.25731	0
1779936303	XAUUSD	M5	4396.21						4400.52059	4401.88895	0
1779936603	XAUUSD	M5	4395.49						4398.75475	4400.32185	0
1779936903	XAUUSD	M5	4394.52						4396.94048	4398.63116	0
1779937203	XAUUSD	M5	4395.39						4395.07198	4396.85157	0
1779937503	XAUUSD	M5	4396.61						4393.04932	4394.95045	0
1779937803	XAUUSD	M5	4394.20						4390.76805	4392.85925	0
1779938103	XAUUSD	M5	4384.70						4388.25118	4390.55521	0
1779938403	XAUUSD	M5	4386.61						4385.73269	4388.14395	0
1779938703	XAUUSD	M5	4387.68						4383.22117	4385.68256	0
1779939003	XAUUSD	M5	4379.97						4380.77647	4383.22952	0
1779939303	XAUUSD	M5	4373.47						4378.69260	4380.96106	0
1779939603	XAUUSD	M5	4376.89						4377.19155	4379.07630	0
1779939903	XAUUSD	M5	4375.13						4376.17667	4377.62649	0
1779940203	XAUUSD	M5	4375.71						4375.58196	4376.60422	0
1779940503	XAUUSD	M5	4374.93						4375.23289	4375.91856	0
1779940803	XAUUSD	M5	4375.34						4374.98947	4375.45401	0
1779941103	XAUUSD	M5	4381.04						4374.68308	4375.06854	0
1779941403	XAUUSD	M5	4376.38						4374.10248	4374.58551	0
1779941703	XAUUSD	M5	4369.20						4373.36949	4373.97750	0
1779942003	XAUUSD	M5	4371.54					4366.32000	4372.70641	4373.34196	0
1779942303	XAUUSD	M5	4368.47						4372.12560	4372.73378	0
1779942603	XAUUSD	M5	4371.66						4371.72522	4372.22950	0
1779942903	XAUUSD	M5	4372.21						4371.41822	4371.82386	0
1779943203	XAUUSD	M5	4373.96						4371.14965	4371.48675	0
1779943503	XAUUSD	M5	4369.49						4370.87502	4371.18089	0
1779943803	XAUUSD	M5	4371.12						4370.73131	4370.95610	0
1779944103	XAUUSD	M5	4372.97						4370.78064	4370.86837	0
1779944403	XAUUSD	M5	4369.85						4371.14141	4371.00489	1
1779944703	XAUUSD	M5	4372.06						4372.07712	4371.54100	0
1779945003	XAUUSD	M5	4375.44						4373.69590	4372.61845	0
1779945303	XAUUSD	M5	4374.57						4375.99090	4374.30467	0
1779945603	XAUUSD	M5	4377.12						4378.92989	4376.61728	0
1779945903	XAUUSD	M5	4378.50						4382.24597	4379.43162	0
1779946203	XAUUSD	M5	4386.77						4385.57133	4382.50148	0
1779946503	XAUUSD	M5	4391.08						4388.32555	4385.41352	0
1779946803	XAUUSD	M5	4389.46						4390.06929	4387.74140	0
1779947103	XAUUSD	M5	4392.27						4390.65804	4389.19972	0
1779947403	XAUUSD	M5	4393.47				4395.73000		4390.03852	4389.61912	0
1779947703	XAUUSD	M5	4387.99						4388.36696	4388.99304	1
1779948003	XAUUSD	M5	4387.72						4386.10695	4387.54999	0
1779948303	XAUUSD	M5	4379.74						4383.66363	4385.60681	0
1779948603	XAUUSD	M5	4376.11						4381.59261	4383.59971	0
1779948903	XAUUSD	M5	4379.67						4380.21575	4381.90773	0
1779949203	XAUUSD	M5	4381.92						4379.53416	4380.72095	0
1779949503	XAUUSD	M5	4380.42						4379.45584	4380.08839	0
1779949803	XAUUSD	M5	4383.41						4379.90955	4379.99897	0
1779950103	XAUUSD	M5	4382.22						4380.69990	4380.34944	1
1779950403	XAUUSD	M5	4380.47						4381.75833	4381.05389	0
1779950703	XAUUSD	M5	4383.32						4383.08738	4382.07063	0
1779951003	XAUUSD	M5	4382.62						4384.60722	4383.33893	0
1779951303	XAUUSD	M5	4383.59						4386.30042	4384.81967	0
1779951603	XAUUSD	M5	4387.56						4388.08779	4386.45373	0
1779951903	XAUUSD	M5	4392.00						4389.76908	4388.11140	0
1779952203	XAUUSD	M5	4388.89						4391.09840	4389.60490	0
1779952503	XAUUSD	M5	4394.42						4392.01210	4390.80850	0
1779952803	XAUUSD	M5	4394.41				4396.22000		4392.28637	4391.54744	0
1779953103	XAUUSD	M5	4392.71						4391.90831	4391.72787	0
1779953403	XAUUSD	M5	4389.56						4391.02156	4391.37472	1
1779953703	XAUUSD	M5	4389.19						4389.90719	4390.64095	0
1779954003	XAUUSD	M5	4389.48						4388.81952	4389.73024	0
1779954303	XAUUSD	M5	4388.06						4388.00836	4388.86930	0
1779954603	XAUUSD	M5	4385.58						4387.70955	4388.28942	0
1779954903	XAUUSD	M5	4387.54						4388.06944	4388.17943	0
1779955203	XAUUSD	M5	4387.46						4388.97314	4388.57629	1
1779955503	XAUUSD	M5	4393.35						4390.22618	4389.40123	0
1779955803	XAUUSD	M5	4393.35						4391.42074	4390.41098	0
1779956103	XAUUSD	M5	4391.87						4392.30789	4391.35944	0
1779956403	XAUUSD	M5	4392.57						4392.73631	4392.04788	0
1779956703	XAUUSD	M5	4389.83						4392.60052	4392.32420	0
1779957003	XAUUSD	M5	4392.13						4392.00786	4392.16603	1
1779957303	XAUUSD	M5	4391.90						4391.04532	4391.60568	0
1779957603	XAUUSD	M5	4390.02						4389.95729	4390.78148	0
1779957903	XAUUSD	M5	4390.92						4389.04265	4389.91207	0
1779958203	XAUUSD	M5	4388.66						4388.48278	4389.19742	0
1779958503	XAUUSD	M5	4387.12						4388.45301	4388.82521	0
1779958803	XAUUSD	M5	4389.16						4388.99466	4388.90994	1
1779959103	XAUUSD	M5	4389.62						4389.93120	4389.42057	0
1779959403	XAUUSD	M5	4389.42						4391.04560	4390.23308	0
1779959703	XAUUSD	M5	4390.00						4392.11826	4391.17567	0
1779960003	XAUUSD	M5	4395.40						4392.94517	4392.06042	0
1779960303	XAUUSD	M5	4396.53						4393.30751	4392.68397	0
1779960603	XAUUSD	M5	4392.94						4393.22223	4392.95310	0
1779960903	XAUUSD	M5	4392.57						4392.95229	4392.95269	1
1779961203	XAUUSD	M5	4391.13						4392.76351	4392.85810	0
1779961503	XAUUSD	M5	4392.92						4392.95471	4392.90641	1
1779961803	XAUUSD	M5	4395.04						4393.65967	4393.28304	0
1779962103	XAUUSD	M5	4393.55						4394.86993	4394.07648	0
1779962403	XAUUSD	M5	4393.78						4396.48289	4395.27969	0
1779962703	XAUUSD	M5	4401.48						4398.20164	4396.74067	0
1779963003	XAUUSD	M5	4399.34				4404.43000		4399.46928	4398.10497	0
1779963303	XAUUSD	M5	4399.45						4399.99261	4399.04879	0
1779963603	XAUUSD	M5	4395.79						4399.53968	4399.29424	0
1779963903	XAUUSD	M5	4401.26						4398.14203	4398.71813	1
1779964203	XAUUSD	M5	4398.79						4395.80062	4397.25938	0
1779964503	XAUUSD	M5	4397.87						4392.89362	4395.07650	0
1779964803	XAUUSD	M5	4389.10						4389.85977	4392.46813	0
1779965103	XAUUSD	M5	4380.79						4387.30583	4389.88698	0
1779965403	XAUUSD	M5	4382.14					4375.47000	4385.68843	4387.78771	0
1779965703	XAUUSD	M5	4382.96						4385.02931	4386.40851	0
1779966003	XAUUSD	M5	4388.57						4385.15746	4385.78299	0
1779966303	XAUUSD	M5	4386.91						4385.66158	4385.72228	0
1779966603	XAUUSD	M5	4387.03						4386.26440	4385.99334	1
1779966903	XAUUSD	M5	4389.51						4386.72934	4386.36134	0
1779967203	XAUUSD	M5	4387.54						4386.88359	4386.62247	0
1779967503	XAUUSD	M5	4384.91						4386.80606	4386.71427	0
1779967803	XAUUSD	M5	4386.63						4386.69495	4386.70461	1
1779968103	XAUUSD	M5	4388.47						4386.66395	4386.68428	0
1779968403	XAUUSD	M5	4385.91						4386.74878	4386.71653	1
1779968703	XAUUSD	M5	4383.30						4386.98733	4386.85193	0
1779969003	XAUUSD	M5	4383.58						4387.35772	4387.10482	0
1779969303	XAUUSD	M5	4387.98						4387.71122	4387.40802	0
1779969603	XAUUSD	M5	4390.09						4387.82096	4387.61449	0
1779969903	XAUUSD	M5	4391.63						4387.63299	4387.62374	0
1779970203	XAUUSD	M5	4392.66						4387.26653	4387.44513	1
1779970503	XAUUSD	M5	4388.31						4387.02982	4387.23748	0
1779970803	XAUUSD	M5	4381.30					4379.58000	4387.50150	4387.36949	1
1779971103	XAUUSD	M5	4385.28						4389.33403	4388.35176	0
1779971403	XAUUSD	M5	4392.37						4392.79884	4390.57530	0
1779971703	XAUUSD	M5	4398.93						4397.85076	4394.21303	0
1779972003	XAUUSD	M5	4402.03						4404.18345	4399.19824	0
1779972303	XAUUSD	M5	4409.92						4411.32253	4405.26038	0
1779972603	XAUUSD	M5	4420.62						4418.47416	4411.86727	0
1779972903	XAUUSD	M5	4432.14						4424.71079	4418.28903	0
1779973203	XAUUSD	M5	4432.73						4429.18099	4423.73501	0
1779973503	XAUUSD	M5	4426.32						4431.54995	4427.64248	0
1779973803	XAUUSD	M5	4426.72						4431.97497	4429.80872	0
1779974103	XAUUSD	M5	4431.52						4430.75743	4430.28308	0
1779974403	XAUUSD	M5	4428.64						4428.33399	4429.30853	1
1779974703	XAUUSD	M5	4428.43						4425.47083	4427.38968	0
1779975003	XAUUSD	M5	4418.70						4422.91551	4425.15260	0
1779975303	XAUUSD	M5	4424.92						4421.55867	4423.35563	0
1779975603	XAUUSD	M5	4422.10						4421.72611	4422.54087	0
1779975903	XAUUSD	M5	4425.77						4423.70772	4423.12429	1
1779976203	XAUUSD	M5	4430.69						4427.36764	4425.24597	0
1779976503	XAUUSD	M5	4430.58						4432.34308	4428.79453	0
1779976803	XAUUSD	M5	4424.74						4438.25945	4433.52699	0
1779977103	XAUUSD	M5	4438.52						4444.78805	4439.15752	0
1779977403	XAUUSD	M5	4464.27						4451.11288	4445.13520	0
1779977703	XAUUSD	M5	4464.91						4456.23606	4450.68563	0
1779978003	XAUUSD	M5	4461.89						4459.98573	4455.33568	0
1779978303	XAUUSD	M5	4460.87						4462.51518	4458.92543	0
1779978603	XAUUSD	M5	4456.71						4464.11288	4461.51916	0
1779978903	XAUUSD	M5	4459.38						4465.24516	4463.38216	0
1779979203	XAUUSD	M5	4469.31						4466.21972	4464.80094	0
1779979503	XAUUSD	M5	4468.10						4467.11720	4465.95907	0
1779979803	XAUUSD	M5	4470.40						4468.19179	4467.07543	0
1779980103	XAUUSD	M5	4469.37						4469.50749	4468.29146	0
1779980403	XAUUSD	M5	4474.98						4471.08412	4469.68779	0
1779980703	XAUUSD	M5	4473.53						4472.68706	4471.18743	0
1779981003	XAUUSD	M5	4471.40						4474.22353	4472.70548	0
1779981303	XAUUSD	M5	4472.50						4475.63300	4474.16924	0
1779981603	XAUUSD	M5	4476.28						4476.80309	4475.48616	0
1779981903	XAUUSD	M5	4476.79						4477.61891	4476.55254	0
1779982203	XAUUSD	M5	4481.00						4478.11801	4477.33527	0
1779982503	XAUUSD	M5	4478.38						4478.33997	4477.83762	0
1779982803	XAUUSD	M5	4479.36						4478.56625	4478.20194	0
1779983103	XAUUSD	M5	4479.66						4478.99976	4478.60085	0
1779983403	XAUUSD	M5	4480.14						4479.82376	4479.21231	0
1779983703	XAUUSD	M5	4482.24						4481.17676	4480.19453	0
1779984003	XAUUSD	M5	4480.87						4483.09027	4481.64240	0
1779984303	XAUUSD	M5	4481.40						4485.62135	4483.63188	0
1779984603	XAUUSD	M5	4484.38						4488.68890	4486.16039	0
1779984903	XAUUSD	M5	4497.10						4492.11137	4489.13588	0
1779985203	XAUUSD	M5	4502.32						4495.45143	4492.29365	0
1779985503	XAUUSD	M5	4500.53						4498.47232	4495.38299	0
1779985803	XAUUSD	M5	4498.92						4501.17096	4498.27697	0
1779986103	XAUUSD	M5	4499.37						4503.57501	4500.92599	0
1779986403	XAUUSD	M5	4504.35						4505.64183	4503.28391	0
1779986703	XAUUSD	M5	4505.16						4507.19406	4505.23899	0
1779987003	XAUUSD	M5	4508.94						4508.19200	4506.71549	0
1779987303	XAUUSD	M5	4511.06						4508.55734	4507.63642	0
1779987603	XAUUSD	M5	4510.29						4508.29852	4507.96747	0
1779987903	XAUUSD	M5	4509.86						4507.55043	4507.75895	1
1779988203	XAUUSD	M5	4503.87						4506.48756	4507.12326	0
1779988503	XAUUSD	M5	4504.52						4505.44571	4506.28448	0
1779988803	XAUUSD	M5	4505.03						4504.61809	4505.45129	0
1779989103	XAUUSD	M5	4502.01						4504.16523	4504.80826	0
1779989403	XAUUSD	M5	4505.18						4504.27349	4504.54087	0
1779989703	XAUUSD	M5	4505.66						4504.88731	4504.71409	1
1779990003	XAUUSD	M5	4505.03						4505.92672	4505.32041	0
1779990303	XAUUSD	M5	4508.48						4507.25582	4506.28811	0
1779990603	XAUUSD	M5	4507.64						4508.58239	4507.43525	0
1779990903	XAUUSD	M5	4508.94						4509.69750	4508.56637	0
1779991203	XAUUSD	M5	4513.18				4516.57000		4510.37167	4509.46902	0
1779991503	XAUUSD	M5	4509.85						4510.37481	4509.92192	0
1779991803	XAUUSD	M5	4507.69						4509.77134	4509.84663	1
1779992103	XAUUSD	M5	4509.66						4508.68249	4509.26456	0
1779992403	XAUUSD	M5	4508.23						4507.19700	4508.23078	0
1779992703	XAUUSD	M5	4506.23						4505.52252	4506.87665	0
1779993003	XAUUSD	M5	4502.14						4503.88108	4505.37887	0
1779993303	XAUUSD	M5	4501.92						4502.51139	4503.94513	0
