zigzag_TimeStamp	zigzag_symbol	zigzag_timeframe	zigzag_close	zigzag_Type	CurrentPoint	CurrentPrChg	Current%Chg	Current%ChgClass	CurrentBars	CurrentBarsClass	CurrentPrPerBar	CurrentPrPerBarClass	CurrentSlope	CurrentCategory
1780067402	XAUUSD	M5	4590.10000	Peak	4595.19000	82.48000	1.83	2	30	0	2.74933	0	70.0124	HH
1780077302	XAUUSD	M5	4553.44000	Bottom	4551.59000	-43.60000	-0.95	3	33	3	-1.32121	3	-52.8786	HL
1780079702	XAUUSD	M5	4560.13000	Peak	4561.66000	10.07000	0.22	0	8	0	1.25875	0	51.5350	LH
1780264802	XAUUSD	M5	4520.88000	Bottom	4518.31000	-43.35000	-0.95	3	29	3	-1.49483	3	-56.2185	LL
1780270202	XAUUSD	M5	4539.25000	Peak	4545.77000	27.46000	0.61	0	18	0	1.52556	0	56.7552	LH
1780289102	XAUUSD	M5	4510.51000	Bottom	4508.68000	-37.09000	-0.82	3	63	5	-0.58873	3	-30.4866	LL
1780292702	XAUUSD	M5	4524.26000	Peak	4525.25000	16.57000	0.37	0	12	0	1.38083	0	54.0879	LH
1780302002	XAUUSD	M5	4492.84000	Bottom	4490.55000	-34.70000	-0.77	3	31	3	-1.11935	3	-48.2233	LL
1780305602	XAUUSD	M5	4499.68000	Peak	4506.27000	15.72000	0.35	0	12	0	1.31000	0	52.6434	LH
1780306202	XAUUSD	M5	4490.65000	Bottom	4489.39000	-16.88000	-0.37	3	2	3	-8.44000	4	-83.2429	LL
1780312802	XAUUSD	M5	4508.61000	Peak	4512.95000	23.56000	0.52	0	22	0	1.07091	0	46.9611	HH
1780316402	XAUUSD	M5	4501.86000	Bottom	4497.49000	-15.46000	-0.34	3	12	3	-1.28833	3	-52.1815	HL
1780317902	XAUUSD	M5	4506.83000	Peak	4510.44000	12.95000	0.29	0	5	0	2.59000	0	68.8884	LH
1780322402	XAUUSD	M5	4454.50000	Bottom	4447.78000	-62.66000	-1.39	3	15	3	-4.17733	3	-76.5375	LL
1780328102	XAUUSD	M5	4476.86000	Peak	4479.81000	32.03000	0.72	0	19	0	1.68579	0	59.3238	LH
1780330502	XAUUSD	M5	4466.78000	Bottom	4463.17000	-16.64000	-0.37	3	8	3	-2.08000	3	-64.3232	HL
1780335902	XAUUSD	M5	4491.51000	Peak	4495.39000	32.22000	0.72	0	18	0	1.79000	0	60.8097	HH
1780343702	XAUUSD	M5	4481.15000	Bottom	4479.13000	-16.26000	-0.36	3	26	3	-0.62538	3	-32.0212	HL
1780351202	XAUUSD	M5	4483.02000	Peak	4488.29000	9.16000	0.20	0	13	0	0.70462	0	35.1691	LH
1780353302	XAUUSD	M5	4482.83000	Bottom	4479.67000	-8.62000	-0.19	3	7	3	-1.23143	3	-50.9212	HL
1780356302	XAUUSD	M5	4487.23000	Peak	4488.18000	8.51000	0.19	0	10	0	0.85100	0	40.3978	LH
1780358702	XAUUSD	M5	4478.56000	Bottom	4476.92000	-11.26000	-0.25	3	8	3	-1.40750	3	-54.6070	LL
1780360202	XAUUSD	M5	4489.19000	Peak	4497.24000	20.32000	0.45	0	5	0	4.06400	0	76.1763	HH
1780365002	XAUUSD	M5	4473.82000	Bottom	4463.08000	-34.16000	-0.76	3	16	3	-2.13500	3	-64.9024	LL
1780384202	XAUUSD	M5	4539.99000	Peak	4541.50000	78.42000	1.76	2	64	2	1.22531	0	50.7815	HH
1780390802	XAUUSD	M5	4527.29000	Bottom	4525.31000	-16.19000	-0.36	3	22	3	-0.73591	3	-36.3497	HL
1780391702	XAUUSD	M5	4534.61000	Peak	4535.68000	10.37000	0.23	0	3	0	3.45667	0	73.8651	LH
1780393202	XAUUSD	M5	4525.59000	Bottom	4522.06000	-13.62000	-0.30	3	5	3	-2.72400	3	-69.8415	LL
1780398002	XAUUSD	M5	4531.18000	Peak	4534.66000	12.60000	0.28	0	16	0	0.78750	0	38.2204	LH
1780402502	XAUUSD	M5	4526.83000	Bottom	4524.05000	-10.61000	-0.23	3	15	3	-0.70733	3	-35.2730	HL
1780403102	XAUUSD	M5	4529.35000	Peak	4534.14000	10.09000	0.22	0	2	0	5.04500	0	78.7884	LH
1780410002	XAUUSD	M5	4493.20000	Bottom	4490.40000	-43.74000	-0.96	3	23	3	-1.90174	3	-62.2631	LL
1780414502	XAUUSD	M5	4504.50000	Peak	4508.54000	18.14000	0.40	0	15	0	1.20933	0	50.4126	LH
1780425602	XAUUSD	M5	4480.54000	Bottom	4478.74000	-29.80000	-0.66	3	37	3	-0.80541	3	-38.8482	LL
1780437902	XAUUSD	M5	4492.07000	Peak	4493.14000	14.40000	0.32	0	29	0	0.49655	0	26.4068	LH
1780442702	XAUUSD	M5	4467.65000	Bottom	4462.26000	-30.88000	-0.69	3	16	3	-1.93000	3	-62.6098	LL
1780447202	XAUUSD	M5	4495.76000	Peak	4496.54000	34.28000	0.77	0	15	0	2.28533	0	66.3671	HH
1780449902	XAUUSD	M5	4467.11000	Bottom	4463.61000	-32.93000	-0.73	3	9	3	-3.65889	3	-74.7140	HL
1780455902	XAUUSD	M5	4485.33000	Peak	4487.49000	23.88000	0.53	0	20	0	1.19400	0	50.0531	LH
1780469102	XAUUSD	M5	4459.13000	Bottom	4455.31000	-32.18000	-0.72	3	44	5	-0.73136	3	-36.1804	LL
1780470602	XAUUSD	M5	4469.58000	Peak	4472.13000	16.82000	0.38	0	5	0	3.36400	0	73.4446	LH
1780476902	XAUUSD	M5	4444.00000	Bottom	4440.19000	-31.94000	-0.71	3	21	3	-1.52095	3	-56.6758	LL
1780477502	XAUUSD	M5	4456.92000	Peak	4459.03000	18.84000	0.42	0	2	0	9.42000	2	83.9403	LH
1780479302	XAUUSD	M5	4446.94000	Bottom	4439.04000	-19.99000	-0.45	3	6	3	-3.33167	3	-73.2929	LL
1780484702	XAUUSD	M5	4463.29000	Peak	4468.06000	29.02000	0.65	0	18	0	1.61222	0	58.1902	HH
1780490102	XAUUSD	M5	4449.46000	Bottom	4448.27000	-19.79000	-0.44	3	18	3	-1.09944	3	-47.7119	HL
1780491002	XAUUSD	M5	4460.61000	Peak	4467.19000	18.92000	0.43	0	3	0	6.30667	2	80.9901	LH
1780494302	XAUUSD	M5	4437.22000	Bottom	4426.50000	-40.69000	-0.91	3	11	3	-3.69909	3	-74.8724	LL
1780498202	XAUUSD	M5	4458.90000	Peak	4459.61000	33.11000	0.75	0	13	0	2.54692	0	68.5635	LH
1780503902	XAUUSD	M5	4437.65000	Bottom	4433.81000	-25.80000	-0.58	3	19	3	-1.35789	3	-53.6308	HL
1780506302	XAUUSD	M5	4447.06000	Peak	4448.42000	14.61000	0.33	0	8	0	1.82625	0	61.2962	LH
1780510202	XAUUSD	M5	4436.88000	Bottom	4435.50000	-12.92000	-0.29	3	13	3	-0.99385	3	-44.8232	HL
1780514402	XAUUSD	M5	4448.05000	Peak	4452.26000	16.76000	0.38	0	14	0	1.19714	0	50.1272	HH
1780524902	XAUUSD	M5	4427.63000	Bottom	4424.01000	-28.25000	-0.63	3	23	3	-1.22826	3	-50.8489	LL
1780531202	XAUUSD	M5	4460.15000	Peak	4465.27000	41.26000	0.93	0	21	0	1.96476	0	63.0254	HH
1780534802	XAUUSD	M5	4453.77000	Bottom	4443.41000	-21.86000	-0.49	3	12	3	-1.82167	3	-61.2355	HL
1780536002	XAUUSD	M5	4469.74000	Peak	4473.57000	30.16000	0.68	0	4	0	7.54000	2	82.4452	HH
1780539002	XAUUSD	M5	4463.11000	Bottom	4455.50000	-18.07000	-0.40	3	10	3	-1.80700	3	-61.0397	HL
1780542302	XAUUSD	M5	4474.15000	Peak	4477.32000	21.82000	0.49	0	11	0	1.98364	0	63.2462	HH
1780544702	XAUUSD	M5	4459.79000	Bottom	4458.55000	-18.77000	-0.42	3	8	3	-2.34625	3	-66.9157	HL
1780548002	XAUUSD	M5	4482.71000	Peak	4484.08000	25.53000	0.57	0	11	0	2.32091	0	66.6904	HH
1780561502	XAUUSD	M5	4463.51000	Bottom	4458.51000	-25.57000	-0.57	3	45	5	-0.56822	3	-29.6062	LL
1780580702	XAUUSD	M5	4510.02000	Peak	4515.45000	56.94000	1.28	2	64	2	0.88969	0	41.6591	HH
1780584602	XAUUSD	M5	4464.08000	Bottom	4457.31000	-58.14000	-1.29	5	13	3	-4.47231	3	-77.3961	LL
1780590302	XAUUSD	M5	4483.56000	Peak	4485.05000	27.74000	0.62	0	19	0	1.46000	0	55.5915	LH
1780598102	XAUUSD	M5	4473.70000	Bottom	4472.81000	-12.24000	-0.27	3	26	3	-0.47077	3	-25.2096	HL
1780599602	XAUUSD	M5	4481.46000	Peak	4483.38000	10.57000	0.24	0	5	0	2.11400	0	64.6841	LH
1780610402	XAUUSD	M5	4473.89000	Bottom	4473.08000	-10.30000	-0.23	3	24	3	-0.42917	3	-23.2274	HL
1780612202	XAUUSD	M5	4478.22000	Peak	4481.62000	8.54000	0.19	0	6	0	1.42333	0	54.9090	LH
1780618802	XAUUSD	M5	4454.52000	Bottom	4450.76000	-30.86000	-0.69	3	22	3	-1.40273	3	-54.5150	LL
1780621502	XAUUSD	M5	4464.37000	Peak	4469.91000	19.15000	0.43	0	9	0	2.12778	0	64.8277	LH
1780629602	XAUUSD	M5	4437.45000	Bottom	4435.20000	-34.71000	-0.78	3	27	3	-1.28556	3	-52.1216	LL
1780635602	XAUUSD	M5	4447.66000	Peak	4450.02000	14.82000	0.33	0	20	0	0.74100	0	36.5384	LH
1780640102	XAUUSD	M5	4436.70000	Bottom	4428.84000	-21.18000	-0.48	3	15	3	-1.41200	3	-54.6933	LL
1780648202	XAUUSD	M5	4463.42000	Peak	4468.19000	39.35000	0.89	0	27	0	1.45741	0	55.5440	HH
1780650602	XAUUSD	M5	4466.03000	Bottom	4458.86000	-9.33000	-0.21	3	8	3	-1.16625	3	-49.3886	HL
1780650902	XAUUSD	M5	4467.68000	Peak	4469.44000	10.58000	0.24	0	1	0	10.58000	2	84.6006	HH
1780658402	XAUUSD	M5	4461.59000	Bottom	4458.56000	-10.88000	-0.24	3	25	3	-0.43520	3	-23.5187	LL
1780662002	XAUUSD	M5	4468.57000	Peak	4475.64000	17.08000	0.38	0	12	0	1.42333	0	54.9090	HH
1780677002	XAUUSD	M5	4328.76000	Bottom	4323.64000	-152.00000	-3.40	5	50	5	-3.04000	3	-71.7915	LL
1780681202	XAUUSD	M5	4341.28000	Peak	4347.32000	23.68000	0.55	0	14	0	1.69143	0	59.4077	LH
1780689902	XAUUSD	M5	4314.04000	Bottom	4311.79000	-35.53000	-0.82	3	29	3	-1.22517	3	-50.7783	LL
1780692902	XAUUSD	M5	4328.74000	Peak	4330.93000	19.14000	0.44	0	10	0	1.91400	0	62.4145	LH
1780869902	XAUUSD	M5	4319.03000	Bottom	4310.29000	-20.64000	-0.48	3	2	3	-10.32000	5	-84.4654	LL
1780878302	XAUUSD	M5	4351.37000	Peak	4353.21000	42.92000	1.00	0	28	0	1.53286	0	56.8805	HH
1780882202	XAUUSD	M5	4315.21000	Bottom	4299.83000	-53.38000	-1.23	3	13	3	-4.10615	3	-76.3128	LL
1780892102	XAUUSD	M5	4318.62000	Peak	4321.74000	21.91000	0.51	0	33	0	0.66394	0	33.5818	LH
1780896902	XAUUSD	M5	4291.39000	Bottom	4268.66000	-53.08000	-1.23	3	16	3	-3.31750	3	-73.2255	LL
1780903502	XAUUSD	M5	4306.16000	Peak	4316.96000	48.30000	1.13	0	22	0	2.19545	0	65.5114	LH
1780911002	XAUUSD	M5	4273.98000	Bottom	4273.02000	-43.94000	-1.02	3	25	3	-1.75760	3	-60.3620	HL
1780920302	XAUUSD	M5	4330.66000	Peak	4334.80000	61.78000	1.45	1	31	0	1.99290	0	63.3534	HH
1780920902	XAUUSD	M5	4325.20000	Bottom	4320.26000	-14.54000	-0.34	3	2	3	-7.27000	5	-82.1680	HL
1780922402	XAUUSD	M5	4335.74000	Peak	4339.42000	19.16000	0.44	0	5	0	3.83200	0	75.3743	HH
1780924502	XAUUSD	M5	4325.41000	Bottom	4321.52000	-17.90000	-0.41	3	7	3	-2.55714	3	-68.6414	HL
1780925702	XAUUSD	M5	4341.20000	Peak	4346.65000	25.13000	0.58	0	4	0	6.28250	1	80.9560	HH
1780929302	XAUUSD	M5	4319.87000	Bottom	4315.15000	-31.50000	-0.72	3	12	3	-2.62500	3	-69.1455	LL
1780936502	XAUUSD	M5	4341.23000	Peak	4346.42000	31.27000	0.72	0	24	0	1.30292	0	52.4934	LH
1780940102	XAUUSD	M5	4335.02000	Bottom	4332.03000	-14.39000	-0.33	3	12	3	-1.19917	3	-50.1749	HL
1780943102	XAUUSD	M5	4342.66000	Peak	4345.87000	13.84000	0.32	0	10	0	1.38400	0	54.1503	LH
1780948502	XAUUSD	M5	4326.76000	Bottom	4323.21000	-22.66000	-0.52	3	18	3	-1.25889	3	-51.5381	LL
1780956002	XAUUSD	M5	4326.71000	Peak	4332.69000	9.48000	0.22	0	13	0	0.72923	0	36.1007	LH
1780956902	XAUUSD	M5	4324.60000	Bottom	4322.75000	-9.94000	-0.23	3	3	3	-3.31333	3	-73.2056	LL
1780960202	XAUUSD	M5	4327.63000	Peak	4328.77000	6.02000	0.14	0	11	0	0.54727	0	28.6907	LH
1780962602	XAUUSD	M5	4317.07000	Bottom	4312.92000	-15.85000	-0.37	3	8	3	-1.98125	3	-63.2185	LL
1780974902	XAUUSD	M5	4339.72000	Peak	4342.35000	29.43000	0.68	0	41	1	0.71780	0	35.6710	HH
1780979402	XAUUSD	M5	4325.42000	Bottom	4324.38000	-17.97000	-0.41	3	15	3	-1.19800	3	-50.1474	HL
1780983602	XAUUSD	M5	4348.25000	Peak	4351.53000	27.15000	0.63	0	14	0	1.93929	0	62.7219	HH
1780992302	XAUUSD	M5	4326.61000	Bottom	4321.27000	-30.26000	-0.70	3	29	3	-1.04345	3	-46.2181	LL
1780994402	XAUUSD	M5	4335.05000	Peak	4336.82000	15.55000	0.36	0	7	0	2.22143	0	65.7646	LH
1780997102	XAUUSD	M5	4326.89000	Bottom	4324.20000	-12.62000	-0.29	3	9	3	-1.40222	3	-54.5053	HL
1781007002	XAUUSD	M5	4340.92000	Peak	4344.06000	19.86000	0.46	0	33	0	0.60182	0	31.0403	HH
1781008202	XAUUSD	M5	4336.67000	Bottom	4334.97000	-9.09000	-0.21	3	4	3	-2.27250	3	-66.2484	HL
1781010002	XAUUSD	M5	4339.49000	Peak	4345.53000	10.56000	0.24	0	6	0	1.76000	0	60.3955	HH
1781012402	XAUUSD	M5	4330.37000	Bottom	4325.24000	-20.29000	-0.47	3	8	3	-2.53625	3	-68.4815	LL
1781012702	XAUUSD	M5	4351.36000	Peak	4363.43000	38.19000	0.88	0	1	0	38.19000	2	88.5001	HH
1781023202	XAUUSD	M5	4244.94000	Bottom	4236.62000	-126.81000	-2.91	5	35	4	-3.62314	3	-74.5703	LL
1781029202	XAUUSD	M5	4273.44000	Peak	4274.20000	37.58000	0.89	0	20	0	1.87900	0	61.9782	LH
1781034302	XAUUSD	M5	4250.98000	Bottom	4250.02000	-24.18000	-0.57	3	17	3	-1.42235	3	-54.8905	HL
1781037902	XAUUSD	M5	4261.83000	Peak	4262.11000	12.09000	0.28	0	12	0	1.00750	0	45.2141	LH
1781060402	XAUUSD	M5	4176.78000	Bottom	4172.93000	-89.18000	-2.09	5	63	5	-1.41556	3	-54.7612	LL
1781064002	XAUUSD	M5	4186.35000	Peak	4187.29000	14.36000	0.34	0	12	0	1.19667	0	50.1160	LH
1781066702	XAUUSD	M5	4173.81000	Bottom	4172.55000	-14.74000	-0.35	3	9	3	-1.63778	3	-58.5925	LL
1781071502	XAUUSD	M5	4213.99000	Peak	4221.80000	49.25000	1.18	0	16	0	3.07812	0	72.0024	HH
1781079002	XAUUSD	M5	4166.47000	Bottom	4161.41000	-60.39000	-1.43	3	25	3	-2.41560	3	-67.5116	LL
1781084102	XAUUSD	M5	4172.48000	Peak	4179.53000	18.12000	0.44	0	17	0	1.06588	0	46.8266	LH
1781085902	XAUUSD	M5	4159.67000	Bottom	4155.68000	-23.85000	-0.57	3	6	3	-3.97500	3	-75.8790	LL
1781088602	XAUUSD	M5	4171.88000	Peak	4178.70000	23.02000	0.55	0	9	0	2.55778	0	68.6463	LH
1781094302	XAUUSD	M5	4141.11000	Bottom	4130.66000	-48.04000	-1.15	3	19	3	-2.52842	3	-68.4210	LL
1781099402	XAUUSD	M5	4180.09000	Peak	4186.31000	55.65000	1.35	0	17	0	3.27353	0	73.0131	HH
1781106602	XAUUSD	M5	4120.30000	Bottom	4106.86000	-79.45000	-1.90	5	24	3	-3.31042	3	-73.1917	LL
1781110802	XAUUSD	M5	4132.17000	Peak	4134.97000	28.11000	0.68	0	14	0	2.00786	0	63.5247	LH
1781113502	XAUUSD	M5	4111.41000	Bottom	4100.84000	-34.13000	-0.83	3	9	3	-3.79222	3	-75.2275	LL
1781114702	XAUUSD	M5	4114.49000	Peak	4120.45000	19.61000	0.48	0	4	0	4.90250	0	78.4711	LH
1781133002	XAUUSD	M5	4030.16000	Bottom	4023.88000	-96.57000	-2.34	5	49	5	-1.97082	3	-63.0966	LL
1781142002	XAUUSD	M5	4113.80000	Peak	4118.22000	94.34000	2.34	2	30	0	3.14467	0	72.3594	LH
1781145902	XAUUSD	M5	4054.88000	Bottom	4052.60000	-65.62000	-1.59	3	13	3	-5.04769	3	-78.7942	HL
1781153102	XAUUSD	M5	4083.50000	Peak	4085.84000	33.24000	0.82	0	24	0	1.38500	0	54.1699	LH
1781155502	XAUUSD	M5	4075.17000	Bottom	4072.73000	-13.11000	-0.32	3	8	3	-1.63875	3	-58.6076	HL
1781156702	XAUUSD	M5	4100.49000	Peak	4106.21000	33.48000	0.82	0	4	0	8.37000	0	83.1869	HH
1781159900	XAUUSD	M5	4090.50000	Bottom	4076.39000	-29.82000	-0.73	3	10	3	-2.98200	3	-71.4614	HL
