Cherry_A_timestamp	Cherry_A_symbol	Cherry_A_timeframe	Cherry_A_close	Cherry_A_Base_FL	Cherry_A_UOEDT	Cherry_A_LOEDT	Cherry_A_horiz_high_map	Cherry_A_horiz_low_map	Cherry_A_ssa	Cherry_A_ema_ssa	Cherry_A_crossing
1779943203	XAUUSD	M5	4373.96						4371.14965	4371.48676	0
1779943503	XAUUSD	M5	4369.49						4370.87502	4371.18089	0
1779943803	XAUUSD	M5	4371.12						4370.73131	4370.95610	0
1779944103	XAUUSD	M5	4372.97						4370.78063	4370.86837	0
1779944403	XAUUSD	M5	4369.85						4371.14141	4371.00489	1
1779944703	XAUUSD	M5	4372.06						4372.07711	4371.54100	0
1779945003	XAUUSD	M5	4375.44						4373.69589	4372.61844	0
1779945303	XAUUSD	M5	4374.57						4375.99088	4374.30466	0
1779945603	XAUUSD	M5	4377.12						4378.92988	4376.61727	0
1779945903	XAUUSD	M5	4378.50						4382.24596	4379.43162	0
1779946203	XAUUSD	M5	4386.77						4385.57134	4382.50148	0
1779946503	XAUUSD	M5	4391.08						4388.32556	4385.41352	0
1779946803	XAUUSD	M5	4389.46						4390.06929	4387.74141	0
1779947103	XAUUSD	M5	4392.27						4390.65804	4389.19973	0
1779947403	XAUUSD	M5	4393.47				4395.73000		4390.03852	4389.61912	0
1779947703	XAUUSD	M5	4387.99						4388.36696	4388.99304	1
1779948003	XAUUSD	M5	4387.72						4386.10695	4387.54999	0
1779948303	XAUUSD	M5	4379.74						4383.66363	4385.60681	0
1779948603	XAUUSD	M5	4376.11						4381.59261	4383.59971	0
1779948903	XAUUSD	M5	4379.67						4380.21575	4381.90773	0
1779949203	XAUUSD	M5	4381.92						4379.53415	4380.72094	0
1779949503	XAUUSD	M5	4380.42						4379.45583	4380.08838	0
1779949803	XAUUSD	M5	4383.41						4379.90955	4379.99896	0
1779950103	XAUUSD	M5	4382.22						4380.69990	4380.34943	1
1779950403	XAUUSD	M5	4380.47						4381.75833	4381.05388	0
1779950703	XAUUSD	M5	4383.32						4383.08739	4382.07064	0
1779951003	XAUUSD	M5	4382.62						4384.60723	4383.33893	0
1779951303	XAUUSD	M5	4383.59						4386.30042	4384.81968	0
1779951603	XAUUSD	M5	4387.56						4388.08779	4386.45373	0
1779951903	XAUUSD	M5	4392.00						4389.76908	4388.11141	0
1779952203	XAUUSD	M5	4388.89						4391.09841	4389.60491	0
1779952503	XAUUSD	M5	4394.42						4392.01211	4390.80851	0
1779952803	XAUUSD	M5	4394.41				4396.22000		4392.28638	4391.54744	0
1779953103	XAUUSD	M5	4392.71						4391.90831	4391.72788	0
1779953403	XAUUSD	M5	4389.56						4391.02156	4391.37472	1
1779953703	XAUUSD	M5	4389.19						4389.90718	4390.64095	0
1779954003	XAUUSD	M5	4389.48						4388.81951	4389.73023	0
1779954303	XAUUSD	M5	4388.06						4388.00835	4388.86929	0
1779954603	XAUUSD	M5	4385.58						4387.70954	4388.28942	0
1779954903	XAUUSD	M5	4387.54						4388.06944	4388.17943	0
1779955203	XAUUSD	M5	4387.46						4388.97314	4388.57628	1
1779955503	XAUUSD	M5	4393.35						4390.22618	4389.40123	0
1779955803	XAUUSD	M5	4393.35						4391.42074	4390.41098	0
1779956103	XAUUSD	M5	4391.87						4392.30789	4391.35944	0
1779956403	XAUUSD	M5	4392.57						4392.73632	4392.04788	0
1779956703	XAUUSD	M5	4389.83						4392.60054	4392.32421	0
1779957003	XAUUSD	M5	4392.13						4392.00787	4392.16604	1
1779957303	XAUUSD	M5	4391.90						4391.04532	4391.60568	0
1779957603	XAUUSD	M5	4390.02						4389.95729	4390.78149	0
1779957903	XAUUSD	M5	4390.92						4389.04264	4389.91206	0
1779958203	XAUUSD	M5	4388.66						4388.48277	4389.19742	0
1779958503	XAUUSD	M5	4387.12						4388.45301	4388.82521	0
1779958803	XAUUSD	M5	4389.16						4388.99467	4388.90994	1
1779959103	XAUUSD	M5	4389.62						4389.93120	4389.42057	0
1779959403	XAUUSD	M5	4389.42						4391.04560	4390.23309	0
1779959703	XAUUSD	M5	4390.00						4392.11826	4391.17567	0
1779960003	XAUUSD	M5	4395.40						4392.94517	4392.06042	0
1779960303	XAUUSD	M5	4396.53						4393.30751	4392.68397	0
1779960603	XAUUSD	M5	4392.94						4393.22223	4392.95310	0
1779960903	XAUUSD	M5	4392.57						4392.95229	4392.95270	1
1779961203	XAUUSD	M5	4391.13						4392.76351	4392.85810	0
1779961503	XAUUSD	M5	4392.92						4392.95470	4392.90640	1
1779961803	XAUUSD	M5	4395.04						4393.65966	4393.28303	0
1779962103	XAUUSD	M5	4393.55						4394.86992	4394.07647	0
1779962403	XAUUSD	M5	4393.78						4396.48289	4395.27968	0
1779962703	XAUUSD	M5	4401.48						4398.20164	4396.74066	0
1779963003	XAUUSD	M5	4399.34				4404.43000		4399.46929	4398.10497	0
1779963303	XAUUSD	M5	4399.45						4399.99262	4399.04879	0
1779963603	XAUUSD	M5	4395.79						4399.53969	4399.29424	0
1779963903	XAUUSD	M5	4401.26						4398.14203	4398.71813	1
1779964203	XAUUSD	M5	4398.79						4395.80062	4397.25938	0
1779964503	XAUUSD	M5	4397.87						4392.89362	4395.07650	0
1779964803	XAUUSD	M5	4389.10						4389.85977	4392.46813	0
1779965103	XAUUSD	M5	4380.79						4387.30582	4389.88698	0
1779965403	XAUUSD	M5	4382.14					4375.47000	4385.68843	4387.78770	0
1779965703	XAUUSD	M5	4382.96						4385.02930	4386.40850	0
1779966003	XAUUSD	M5	4388.57						4385.15745	4385.78298	0
1779966303	XAUUSD	M5	4386.91						4385.66157	4385.72227	0
1779966603	XAUUSD	M5	4387.03						4386.26440	4385.99334	1
1779966903	XAUUSD	M5	4389.51						4386.72934	4386.36134	0
1779967203	XAUUSD	M5	4387.54						4386.88360	4386.62247	0
1779967503	XAUUSD	M5	4384.91						4386.80607	4386.71427	0
1779967803	XAUUSD	M5	4386.63						4386.69495	4386.70461	1
1779968103	XAUUSD	M5	4388.47						4386.66396	4386.68429	0
1779968403	XAUUSD	M5	4385.91						4386.74879	4386.71654	1
1779968703	XAUUSD	M5	4383.30						4386.98734	4386.85194	0
1779969003	XAUUSD	M5	4383.58						4387.35773	4387.10483	0
1779969303	XAUUSD	M5	4387.98						4387.71123	4387.40803	0
1779969603	XAUUSD	M5	4390.09						4387.82098	4387.61450	0
1779969903	XAUUSD	M5	4391.63						4387.63300	4387.62375	0
1779970203	XAUUSD	M5	4392.66						4387.26653	4387.44514	1
1779970503	XAUUSD	M5	4388.31						4387.02981	4387.23748	0
1779970803	XAUUSD	M5	4381.30					4379.58000	4387.50148	4387.36948	1
1779971103	XAUUSD	M5	4385.28						4389.33400	4388.35174	0
1779971403	XAUUSD	M5	4392.37						4392.79882	4390.57528	0
1779971703	XAUUSD	M5	4398.93						4397.85075	4394.21302	0
1779972003	XAUUSD	M5	4402.03						4404.18345	4399.19823	0
1779972303	XAUUSD	M5	4409.92						4411.32253	4405.26038	0
1779972603	XAUUSD	M5	4420.62						4418.47416	4411.86727	0
1779972903	XAUUSD	M5	4432.14						4424.71079	4418.28903	0
1779973203	XAUUSD	M5	4432.73						4429.18100	4423.73501	0
1779973503	XAUUSD	M5	4426.32						4431.54996	4427.64249	0
1779973803	XAUUSD	M5	4426.72						4431.97498	4429.80874	0
1779974103	XAUUSD	M5	4431.52						4430.75745	4430.28309	0
1779974403	XAUUSD	M5	4428.64						4428.33400	4429.30855	1
1779974703	XAUUSD	M5	4428.43						4425.47083	4427.38969	0
1779975003	XAUUSD	M5	4418.70						4422.91549	4425.15259	0
1779975303	XAUUSD	M5	4424.92						4421.55864	4423.35562	0
1779975603	XAUUSD	M5	4422.10						4421.72608	4422.54085	0
1779975903	XAUUSD	M5	4425.77						4423.70771	4423.12428	1
1779976203	XAUUSD	M5	4430.69						4427.36764	4425.24596	0
1779976503	XAUUSD	M5	4430.58						4432.34309	4428.79452	0
1779976803	XAUUSD	M5	4424.74						4438.25945	4433.52698	0
1779977103	XAUUSD	M5	4438.52						4444.78806	4439.15752	0
1779977403	XAUUSD	M5	4464.27						4451.11290	4445.13521	0
1779977703	XAUUSD	M5	4464.91						4456.23607	4450.68564	0
1779978003	XAUUSD	M5	4461.89						4459.98574	4455.33569	0
1779978303	XAUUSD	M5	4460.87						4462.51518	4458.92544	0
1779978603	XAUUSD	M5	4456.71						4464.11289	4461.51916	0
1779978903	XAUUSD	M5	4459.38						4465.24517	4463.38216	0
1779979203	XAUUSD	M5	4469.31						4466.21972	4464.80094	0
1779979503	XAUUSD	M5	4468.10						4467.11719	4465.95907	0
1779979803	XAUUSD	M5	4470.40						4468.19177	4467.07542	0
1779980103	XAUUSD	M5	4469.37						4469.50747	4468.29144	0
1779980403	XAUUSD	M5	4474.98						4471.08411	4469.68778	0
1779980703	XAUUSD	M5	4473.53						4472.68706	4471.18742	0
1779981003	XAUUSD	M5	4471.40						4474.22353	4472.70547	0
1779981303	XAUUSD	M5	4472.50						4475.63301	4474.16924	0
1779981603	XAUUSD	M5	4476.28						4476.80310	4475.48617	0
1779981903	XAUUSD	M5	4476.79						4477.61892	4476.55254	0
1779982203	XAUUSD	M5	4481.00						4478.11801	4477.33528	0
1779982503	XAUUSD	M5	4478.38						4478.33996	4477.83762	0
1779982803	XAUUSD	M5	4479.36						4478.56625	4478.20193	0
1779983103	XAUUSD	M5	4479.66						4478.99976	4478.60085	0
1779983403	XAUUSD	M5	4480.14						4479.82378	4479.21231	0
1779983703	XAUUSD	M5	4482.24						4481.17677	4480.19454	0
1779984003	XAUUSD	M5	4480.87						4483.09027	4481.64241	0
1779984303	XAUUSD	M5	4481.40						4485.62134	4483.63187	0
1779984603	XAUUSD	M5	4484.38						4488.68888	4486.16038	0
1779984903	XAUUSD	M5	4497.10						4492.11136	4489.13587	0
1779985203	XAUUSD	M5	4502.32						4495.45144	4492.29365	0
1779985503	XAUUSD	M5	4500.53						4498.47233	4495.38299	0
1779985803	XAUUSD	M5	4498.92						4501.17096	4498.27698	0
1779986103	XAUUSD	M5	4499.37						4503.57502	4500.92600	0
1779986403	XAUUSD	M5	4504.35						4505.64184	4503.28392	0
1779986703	XAUUSD	M5	4505.16						4507.19407	4505.23899	0
1779987003	XAUUSD	M5	4508.94						4508.19200	4506.71550	0
1779987303	XAUUSD	M5	4511.06						4508.55734	4507.63642	0
1779987603	XAUUSD	M5	4510.29						4508.29851	4507.96746	0
1779987903	XAUUSD	M5	4509.86						4507.55042	4507.75894	1
1779988203	XAUUSD	M5	4503.87						4506.48756	4507.12325	0
1779988503	XAUUSD	M5	4504.52						4505.44571	4506.28448	0
1779988803	XAUUSD	M5	4505.03						4504.61809	4505.45129	0
1779989103	XAUUSD	M5	4502.01						4504.16522	4504.80825	0
1779989403	XAUUSD	M5	4505.18						4504.27348	4504.54086	0
1779989703	XAUUSD	M5	4505.66						4504.88729	4504.71408	1
1779990003	XAUUSD	M5	4505.03						4505.92672	4505.32040	0
1779990303	XAUUSD	M5	4508.48						4507.25582	4506.28811	0
1779990603	XAUUSD	M5	4507.64						4508.58239	4507.43525	0
1779990903	XAUUSD	M5	4508.94						4509.69751	4508.56638	0
1779991203	XAUUSD	M5	4513.18				4516.57000		4510.37169	4509.46903	0
1779991503	XAUUSD	M5	4509.85						4510.37482	4509.92192	0
1779991803	XAUUSD	M5	4507.69						4509.77133	4509.84663	1
1779992103	XAUUSD	M5	4509.66						4508.68249	4509.26456	0
1779992403	XAUUSD	M5	4508.23						4507.19700	4508.23078	0
1779992703	XAUUSD	M5	4506.23						4505.52252	4506.87665	0
1779993003	XAUUSD	M5	4502.14						4503.88109	4505.37887	0
1779993303	XAUUSD	M5	4501.92						4502.51138	4503.94513	0
